,Af_0min+O2-A1,Af_15min-O2-A2,Af_30min-O2-A3,Af_15min+O2-A4,Af_0min+O2-B1,Af_15min-O2-B2,Af_30min-O2-B3,Af_15min+O2-B4,Af_0min+O2-C1,Af_15min-O2-C2,Af_30min-O2-C3,Af_15min+O2-C4
CADAFUBG00004223,1061,206,676,998,1767,398,756,3185,920,356,1117,756
CADAFUBG00004224,1105,548,1757,705,1767,1373,1858,2764,904,734,1630,676
CADAFUBG00004225,890,621,1144,480,1482,1555,1111,1411,693,792,1071,422
CADAFUBG00004226,489,300,810,188,762,1064,746,777,371,397,578,194
CADAFUBG00004227,1027,836,1989,407,1616,1621,2094,1572,722,813,1471,418
CADAFUBG00004228,527,485,825,300,1155,686,954,1520,639,555,854,546
CADAFUBG00004229,1477,402,416,1695,2305,671,599,4023,1217,580,930,883
CADAFUBG00004230,12984,5173,5841,9180,21091,14021,7535,33047,10776,7106,7577,5771
CADAFUBG00004231,432,193,487,241,849,669,467,1023,371,268,420,248
CADAFUBG00004232,910,222,750,349,1562,602,809,1402,669,255,691,262
CADAFUBG00004233,3820,2978,5634,2631,6215,5940,6075,8751,3591,3303,5734,2340
CADAFUBG00004234,2290,1200,1907,381,3453,3526,2163,1415,2105,1490,1672,410
CADAFUBG00004235,1426,735,1970,1014,2412,2427,2011,3601,1261,955,1683,876
CADAFUBG00004236,643,71,399,686,1605,172,439,2141,618,181,655,362
CADAFUBG00004237,130,38,112,99,212,46,126,372,102,53,116,74
CADAFUBG00004238,1202,1295,1758,817,2204,4031,1698,3257,1007,1836,1394,632
CADAFUBG00004239,1717,851,2089,848,2974,2067,2402,3288,1202,1070,2031,724
CADAFUBG00004240,2288,349,834,439,4379,552,2394,1708,2016,334,2725,1051
CADAFUBG00004241,5495,1324,2443,1709,10173,2149,4958,8613,4372,1620,5426,2454
CADAFUBG00004242,757,360,1030,437,1448,1172,1035,2128,565,446,858,303
CADAFUBG00004243,592,362,856,400,890,630,741,1439,357,347,572,229
CADAFUBG00004244,213,169,348,100,308,583,345,342,168,257,293,89
CADAFUBG00004245,1876,1147,2294,1191,3100,2417,2512,3764,1540,1370,2382,724
CADAFUBG00004246,618,249,631,410,1233,596,589,1478,458,434,631,250
CADAFUBG00004247,1040,607,1313,820,2004,886,1358,2596,865,760,1402,470
CADAFUBG00004248,8918,7533,20208,11531,15126,24386,20171,43146,7336,7378,15692,7912
CADAFUBG00004249,4037,1119,3031,2487,6700,1812,3267,8380,2478,1590,3193,1431
CADAFUBG00004250,1025,292,965,678,1974,1005,1093,2805,680,518,1051,388
CADAFUBG00004251,203,127,332,135,359,234,323,456,195,199,339,100
CADAFUBG00004252,19,5,26,26,49,32,26,59,20,17,26,20
CADAFUBG00004253,782,350,852,283,1396,1058,890,989,617,393,842,313
CADAFUBG00004254,880,1140,4730,919,1433,2595,4584,3777,721,920,3223,716
CADAFUBG00004255,135,19,53,111,229,70,105,304,93,44,127,55
CADAFUBG00004256,624,381,890,472,1035,965,892,1557,587,549,843,358
CADAFUBG00004257,482,52,244,463,1005,227,315,1716,318,123,368,209
CADAFUBG00004258,1650,728,1500,1095,3404,2100,1973,5612,1140,962,1885,697
CADAFUBG00004259,766,1179,1985,252,1208,1698,2218,960,654,939,1670,253
CADAFUBG00004260,68,114,179,23,142,125,208,93,77,106,213,23
CADAFUBG00004261,815,928,2289,361,1423,2101,2639,1482,619,788,1869,294
CADAFUBG00004262,482,255,646,325,825,828,649,1189,332,357,502,186
CADAFUBG00004263,348,24,115,355,665,116,160,1107,260,70,237,160
CADAFUBG00004264,911,51,265,949,1983,286,348,3443,632,136,629,362
CADAFUBG00004265,2023,1457,3340,1093,3548,3091,3174,3431,1745,1662,2589,940
CADAFUBG00004266,444,270,534,311,805,716,652,1208,356,331,634,281
CADAFUBG00004267,172,49,212,125,321,171,249,610,116,88,212,83
CADAFUBG00004268,1145,1299,2572,855,2143,2428,2471,3366,995,1862,2508,884
CADAFUBG00004269,961,421,1419,761,1756,605,1555,2716,843,539,1419,380
CADAFUBG00004270,4859,2567,5153,2183,7018,5893,5014,7034,3785,3296,4901,1916
CADAFUBG00004271,1109,589,936,777,2788,1137,1095,2705,935,644,925,510
CADAFUBG00004272,885,1281,2642,384,1630,1125,2901,1461,800,1255,2405,302
CADAFUBG00004273,140,33,135,84,222,66,169,401,100,48,120,67
CADAFUBG00004274,1241,971,1769,753,1953,2241,1936,2548,1078,891,1526,644
CADAFUBG00004275,1879,1665,3406,1078,3249,6497,3605,3771,1581,2334,3059,802
CADAFUBG00004276,743,257,654,552,1268,759,689,1879,641,483,823,384
CADAFUBG00004277,5550,5872,14055,8506,10019,13141,12841,28579,4973,5410,10974,5165
CADAFUBG00004278,669,759,1935,366,1040,1596,1990,1318,439,626,1585,282
CADAFUBG00004279,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004280,0,1,0,1,1,0,0,1,0,0,0,1
CADAFUBG00004281,3421,3220,5274,1922,6019,4112,5412,8474,3186,3587,5354,2178
CADAFUBG00004282,540,431,1108,246,978,889,1041,1224,426,574,1051,248
CADAFUBG00004283,723,264,663,564,1597,615,774,2210,468,369,811,225
CADAFUBG00004284,3759,2498,6025,2412,6431,4382,6215,8995,3316,3253,5908,1928
CADAFUBG00004285,332,164,288,299,536,316,321,923,304,209,340,184
CADAFUBG00004286,693,343,1175,513,1383,567,1228,1908,610,499,965,382
CADAFUBG00004287,1277,676,1452,1143,2598,921,1444,4759,1005,871,1371,776
CADAFUBG00004288,1532,406,1288,740,3577,2024,1241,3179,1352,893,1395,553
CADAFUBG00004289,437,116,328,417,891,479,407,1398,416,211,503,275
CADAFUBG00004290,697,84,491,411,1048,198,509,1833,500,173,626,433
CADAFUBG00004291,1053,890,3559,455,1958,2131,3251,2104,828,830,2423,605
CADAFUBG00004292,8630,5935,11261,5377,15318,12316,11359,17339,7330,6455,9976,4278
CADAFUBG00004293,376,301,1805,325,814,510,1754,1254,948,1129,3354,730
CADAFUBG00004294,2200,821,1913,1814,4240,1581,1935,5873,1793,1088,2118,1137
CADAFUBG00004295,691,462,682,645,1530,1780,683,2262,797,970,896,456
CADAFUBG00004296,494,383,958,325,936,806,1048,1423,421,440,791,296
CADAFUBG00004297,371,582,1155,188,748,1598,1175,727,310,525,773,154
CADAFUBG00004298,3796,983,2200,3586,7352,2799,2850,15179,3169,1879,3304,2093
CADAFUBG00004299,988,505,1188,866,1880,1003,1197,2987,911,629,1378,518
CADAFUBG00004300,418,180,423,336,690,405,412,1386,352,270,436,233
CADAFUBG00004301,485,225,1093,300,1034,575,1320,1492,329,198,734,164
CADAFUBG00004302,751,306,1063,413,1572,563,1123,1860,506,342,749,298
CADAFUBG00004303,1552,751,3683,1024,2890,1304,3331,4503,1108,869,2415,909
CADAFUBG00004304,2221,1081,2394,1833,4047,2064,2622,6915,1952,1649,2806,1163
CADAFUBG00004305,998,866,1798,525,1566,1956,1808,2591,786,920,1372,588
CADAFUBG00004306,563,578,722,682,1002,1130,734,1830,475,733,772,382
CADAFUBG00004307,795,307,662,831,1448,868,716,2373,617,399,751,415
CADAFUBG00004308,450,199,352,274,732,494,451,1023,343,240,368,176
CADAFUBG00004309,670,40,281,592,1281,248,304,2138,445,112,475,251
CADAFUBG00004310,890,527,1309,557,1730,362,1151,1861,814,506,953,378
CADAFUBG00004311,1367,949,3219,1254,3111,1844,3885,5890,1892,1800,3614,1720
CADAFUBG00004312,38,15,76,22,60,72,85,61,44,31,82,28
CADAFUBG00004313,24,20,61,27,40,45,52,68,25,24,34,18
CADAFUBG00004314,559,447,807,644,1137,1298,744,2384,390,471,555,246
CADAFUBG00004315,360,329,720,262,1240,1007,1268,1688,781,1133,1510,416
CADAFUBG00004316,378,144,273,284,775,343,371,1030,371,238,480,299
CADAFUBG00004317,1277,4176,6130,999,3043,3551,6560,3198,1496,3242,4305,937
CADAFUBG00004318,199,443,1351,256,364,802,1257,817,192,387,963,224
CADAFUBG00004319,950,1053,2419,309,2110,2665,2892,1750,854,1101,2081,411
CADAFUBG00004320,639,349,655,436,1178,585,732,2061,560,522,628,295
CADAFUBG00004321,1352,600,1627,730,2679,977,1653,3371,1066,800,1538,554
CADAFUBG00004322,693,453,1107,304,1004,994,1031,1069,498,531,819,261
CADAFUBG00004323,1158,925,2285,466,2354,5110,2406,3041,867,1592,1804,393
CADAFUBG00004324,296,557,531,176,633,2703,410,734,201,787,388,91
CADAFUBG00004325,2776,1131,3090,1258,4560,2417,3227,5336,1867,1462,2625,994
CADAFUBG00004326,545,78,434,369,1002,317,518,1683,347,156,469,162
CADAFUBG00004327,976,229,1071,588,1936,420,1092,2561,724,414,1221,439
CADAFUBG00004328,363,104,454,157,608,362,484,524,209,109,353,156
CADAFUBG00004329,26001,9983,11446,17235,44414,32165,13976,62042,20521,13321,14437,10535
CADAFUBG00004330,312,115,231,425,619,298,295,1099,290,207,353,286
CADAFUBG00004331,1386,563,2010,988,2629,1185,2065,4747,1012,689,1560,906
CADAFUBG00004332,3,4,24,7,11,22,9,18,7,4,11,3
CADAFUBG00004333,1355,832,2425,905,2737,1320,2080,3334,1038,940,1687,709
CADAFUBG00004334,1527,477,1525,1123,3019,1184,1630,3988,1222,858,1690,660
CADAFUBG00004335,576,313,895,267,953,648,874,963,508,349,785,300
CADAFUBG00004336,844,338,955,646,1504,1038,972,2177,703,439,786,451
CADAFUBG00004337,1658,612,1581,1369,2921,1340,1535,4577,1211,832,1350,806
CADAFUBG00004338,236,88,245,140,449,310,286,578,341,239,324,183
CADAFUBG00004339,407,91,232,286,631,358,306,962,322,139,283,229
CADAFUBG00004340,2219,736,2025,1591,4053,1255,2160,5438,1582,1165,2369,931
CADAFUBG00004341,1085,136,748,1239,2233,311,952,3907,803,268,1153,543
CADAFUBG00004342,2576,1129,2286,1623,4122,4587,2772,5213,1783,1946,2626,1102
CADAFUBG00004343,225,220,487,255,410,355,516,644,255,283,421,167
CADAFUBG00004344,1782,412,1436,1185,3000,1606,1641,3891,1048,628,1778,588
CADAFUBG00004345,3530,2050,6239,2755,6700,5858,6328,8550,2762,2758,5240,2140
CADAFUBG00004346,810,271,724,597,1327,723,839,2105,627,475,872,377
CADAFUBG00004347,1241,610,1626,838,2511,966,1565,2661,959,917,1662,475
CADAFUBG00004348,2338,859,1774,1316,3827,2170,2002,3990,1517,1192,1886,798
CADAFUBG00004349,542,249,546,479,971,723,633,1445,435,271,580,279
CADAFUBG00004350,2630,619,1007,1444,3939,1311,1427,4848,1580,894,1503,778
CADAFUBG00004351,234,193,618,280,525,686,685,904,225,264,534,196
CADAFUBG00004352,579,434,796,438,1163,1502,779,1318,458,699,749,300
CADAFUBG00004353,7031,5459,10496,5235,11948,14010,11957,18102,6006,6003,10589,3817
CADAFUBG00004354,35356,19110,31026,19587,68534,62749,27960,54870,30577,26541,26559,14383
CADAFUBG00004355,23062,11951,21567,12971,41740,36370,18659,42951,18578,17751,18426,8859
CADAFUBG00004356,6100,2166,6132,3119,11947,12401,5572,5900,3927,3749,4964,1677
CADAFUBG00004357,2079,737,1921,1696,3874,1446,2094,5180,1744,1123,2087,1027
CADAFUBG00004358,483,171,324,534,768,396,378,1524,378,234,368,307
CADAFUBG00004359,1324,310,1162,1425,2958,688,1137,4608,1155,633,1576,645
CADAFUBG00004360,1463,395,855,1128,2737,1210,1122,3681,1088,897,1544,677
CADAFUBG00004361,769,320,1152,445,1337,615,1106,1510,592,302,833,507
CADAFUBG00004362,1220,405,726,922,2196,976,724,2379,1063,575,1075,811
CADAFUBG00004363,1575,830,1852,651,2954,2070,1875,2244,1433,1057,1796,772
CADAFUBG00004364,1147,344,1221,1029,2031,698,1296,2894,834,541,1240,633
CADAFUBG00004365,769,597,907,686,1430,1265,1047,2450,661,730,1000,482
CADAFUBG00004366,15033,7544,49488,5110,24380,10826,37536,17887,9702,10715,33684,3548
CADAFUBG00004367,13448,8471,48643,4268,22375,14392,37724,16549,9339,11302,32629,3385
CADAFUBG00004368,1305,255,865,1147,2658,451,1011,3882,1087,489,1268,637
CADAFUBG00004369,659,340,556,635,1333,962,746,1708,638,483,779,347
CADAFUBG00004370,10712,4106,8713,7164,17591,10611,9979,25069,7872,5276,9372,4445
CADAFUBG00004371,909,477,1290,499,1491,914,1116,1659,733,596,1027,364
CADAFUBG00004372,870,1482,2536,315,1583,3199,2485,1244,805,1503,2168,356
CADAFUBG00004373,1907,1043,1937,1194,3307,1714,2061,3872,1539,1238,1957,838
CADAFUBG00004374,697,208,578,806,1414,527,674,2280,628,362,747,325
CADAFUBG00004375,1754,174,1002,1934,3506,533,1089,6094,1427,482,1453,944
CADAFUBG00004376,5936,3026,4417,3127,8989,9178,4753,10485,3632,3625,4072,1617
CADAFUBG00004377,678,347,989,490,1239,957,1094,1807,562,457,855,404
CADAFUBG00004378,314,82,237,496,533,99,194,1320,175,71,120,120
CADAFUBG00004379,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004380,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004381,117,28,92,136,292,85,140,500,135,65,168,112
CADAFUBG00004382,58,15,87,38,99,35,70,122,64,32,84,41
CADAFUBG00004383,37,13,51,35,61,35,33,84,30,16,41,41
CADAFUBG00004384,322,139,448,184,625,481,468,727,269,195,364,194
CADAFUBG00004385,0,0,5,15,8,2,6,65,9,3,10,44
CADAFUBG00004386,276,85,201,390,599,160,250,1315,289,151,243,429
CADAFUBG00004387,12,10,28,26,22,29,31,108,27,12,23,37
CADAFUBG00004388,7,6,9,14,23,4,14,37,11,8,20,10
CADAFUBG00004389,6,2,3,13,11,5,6,29,4,3,6,5
CADAFUBG00004390,0,0,0,0,2,0,2,7,0,0,0,1
CADAFUBG00004391,3,25,15,6,9,36,14,13,11,32,27,6
CADAFUBG00004392,44,282,148,47,108,474,149,185,49,331,211,41
CADAFUBG00004393,10,0,3,1,120,42,27,139,95,58,48,28
CADAFUBG00004394,101,29,92,93,141,60,104,222,72,32,91,66
CADAFUBG00004395,81,73,113,79,216,160,135,286,131,133,141,94
CADAFUBG00004396,25,15,29,21,56,37,32,79,31,21,41,22
CADAFUBG00004397,0,0,0,0,0,0,1,1,0,0,0,0
CADAFUBG00004398,0,0,0,0,1,1,0,1,0,0,0,1
CADAFUBG00004399,0,1,0,3,0,1,0,3,0,0,0,0
CADAFUBG00004400,1,0,6,0,5,0,8,9,0,1,5,1
CADAFUBG00004401,44,6,111,30,83,25,90,145,55,13,74,49
CADAFUBG00004402,6,2,15,29,26,5,12,142,7,3,20,26
CADAFUBG00004403,36,18,15,50,68,17,26,183,30,18,17,42
CADAFUBG00004404,11,0,7,6,12,6,4,14,6,0,2,1
CADAFUBG00004405,5,4,10,7,13,6,5,45,6,0,3,7
CADAFUBG00004406,37,8,23,20,65,41,29,79,21,15,19,10
CADAFUBG00004407,3,1,6,4,3,1,4,13,0,2,5,2
CADAFUBG00004408,419,68,266,562,799,201,312,1495,319,160,465,329
CADAFUBG00004409,1,0,1,0,1,0,1,2,0,0,0,1
CADAFUBG00004410,170,185,691,170,247,304,399,490,67,79,216,85
CADAFUBG00004411,7,6,9,9,15,3,9,21,11,3,4,4
CADAFUBG00004412,0,0,1,1,1,1,0,0,0,0,0,1
CADAFUBG00004413,0,1,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004414,4,5,9,12,7,10,2,12,3,3,5,3
CADAFUBG00004415,1,0,0,1,1,1,0,1,0,0,0,0
CADAFUBG00004416,0,0,0,4,0,3,1,3,1,0,0,0
CADAFUBG00004417,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004418,157,165,872,1631,893,1599,1433,6492,199,327,645,874
CADAFUBG00004419,281,174,468,167,544,355,533,726,195,266,471,97
CADAFUBG00004420,795,481,1071,517,1409,1062,1173,1659,682,750,1167,407
CADAFUBG00004421,376,165,499,209,507,350,557,580,243,231,358,153
CADAFUBG00004422,1322,989,1579,1155,2673,2334,1649,3701,1323,1329,1384,1046
CADAFUBG00004423,542,290,379,3392,2642,1974,1155,11855,346,287,280,1500
CADAFUBG00004424,883,453,870,856,1791,1585,836,2748,843,702,1041,540
CADAFUBG00004425,384,246,453,257,671,658,483,746,326,419,469,151
CADAFUBG00004426,13,7,5,12,14,12,4,34,12,5,15,10
CADAFUBG00004427,17,4,23,12,35,27,16,44,51,20,41,31
CADAFUBG00004428,121,67,288,127,269,238,251,426,100,83,177,73
CADAFUBG00004429,2951,1331,4130,1909,4681,5755,4062,4571,2063,1932,3481,1272
CADAFUBG00004430,1823,520,1624,1124,2822,1915,1535,3250,1199,839,1531,734
CADAFUBG00004431,50,18,55,70,99,75,87,168,62,42,67,60
CADAFUBG00004432,248,85,345,106,338,323,342,424,149,146,330,121
CADAFUBG00004433,106,42,118,80,179,121,137,388,69,40,109,68
CADAFUBG00004434,139,52,79,78,269,102,99,295,82,39,81,43
CADAFUBG00004435,1159,181,427,2272,2847,359,804,9773,1133,211,1318,4354
CADAFUBG00004436,11,1,0,24,12,1,3,64,8,0,0,21
CADAFUBG00004437,1098,190,365,2463,1119,99,314,9143,477,85,214,2073
CADAFUBG00004438,242,48,98,212,348,107,113,1035,165,55,79,255
CADAFUBG00004439,182,45,88,933,217,66,49,3482,54,11,32,494
CADAFUBG00004440,1070,334,839,2331,910,157,496,7627,275,81,172,1187
CADAFUBG00004441,20,9,19,18,42,7,23,60,18,14,24,14
CADAFUBG00004442,64,31,127,92,114,139,145,293,53,53,120,42
CADAFUBG00004443,258,183,413,220,444,287,349,642,214,241,356,174
CADAFUBG00004444,5,2,18,4,18,6,18,28,22,12,35,17
CADAFUBG00004445,37,28,27,748,267,287,119,2846,42,33,33,314
CADAFUBG00004446,849,375,1171,1112,1582,1284,1362,3830,553,476,1088,627
CADAFUBG00004447,2,0,6,0,3,0,3,8,1,2,1,2
CADAFUBG00004448,0,0,0,0,0,0,0,1,0,0,0,1
CADAFUBG00004449,475,345,921,403,849,632,822,1383,377,243,607,311
CADAFUBG00004450,4113,5232,6651,2642,8143,8021,7687,9269,4261,5060,5744,1968
CADAFUBG00004451,2353,3237,5209,1314,4968,8211,5119,3921,2401,2644,3290,938
CADAFUBG00004452,199,269,396,121,297,1076,289,485,205,403,244,110
CADAFUBG00004453,1,0,0,2,2,3,0,2,1,1,4,3
CADAFUBG00004454,17,34,222,7,36,77,120,32,57,64,191,18
CADAFUBG00004455,14,37,179,6,37,36,127,39,34,41,175,7
CADAFUBG00004456,6,7,47,3,11,13,24,32,24,13,29,6
CADAFUBG00004457,2,1,11,7,4,2,11,25,5,4,22,13
CADAFUBG00004458,2,2,6,2,2,2,3,15,2,3,6,12
CADAFUBG00004459,0,0,2,0,0,0,1,0,0,0,0,1
CADAFUBG00004460,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004461,60,18,15,179,151,66,43,879,251,96,180,505
CADAFUBG00004462,5,2,6,9,18,7,11,29,9,5,9,13
CADAFUBG00004463,7,8,17,10,20,5,17,31,3,8,14,16
CADAFUBG00004464,0,6,8,8,7,16,5,21,5,7,5,2
CADAFUBG00004465,1,3,4,2,1,3,3,3,1,2,4,1
CADAFUBG00004466,0,3,2,0,0,0,0,1,0,0,0,0
CADAFUBG00004467,1,0,1,3,0,0,0,11,0,0,0,10
CADAFUBG00004468,4,1,14,4,17,7,8,22,8,3,10,8
CADAFUBG00004469,4,1,7,13,8,2,8,29,5,1,10,19
CADAFUBG00004470,340,445,2014,107,334,579,2326,662,195,323,1589,249
CADAFUBG00004471,1740,1260,7221,2305,1706,703,8240,7899,1065,584,4991,1958
CADAFUBG00004472,777,512,2312,745,723,271,2661,3127,386,243,1721,844
CADAFUBG00004473,328,167,893,523,280,110,1089,2004,267,106,707,691
CADAFUBG00004474,306,183,598,1119,237,177,412,3202,161,110,222,494
CADAFUBG00004475,206,132,769,699,168,82,663,2142,79,55,253,411
CADAFUBG00004476,1258,330,1931,816,1487,340,2198,3638,550,181,1215,710
CADAFUBG00004477,7,4,11,23,7,7,10,20,7,5,9,8
CADAFUBG00004478,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004479,1086,537,1466,1164,2087,1543,1487,3761,633,413,887,504
CADAFUBG00004480,115,91,131,223,181,71,114,804,82,80,125,103
CADAFUBG00004481,215,458,507,232,347,1023,535,1177,164,347,349,119
CADAFUBG00004482,2844,2501,1988,1934,4589,4058,1727,9799,1758,1825,1497,1010
CADAFUBG00004483,122,195,198,128,197,680,148,422,95,299,133,88
CADAFUBG00004484,2,4,1,5,7,6,7,38,7,5,4,24
CADAFUBG00004485,4,8,6,6,10,13,10,37,7,6,13,13
CADAFUBG00004486,950,2911,1652,3112,2002,9461,943,9226,415,2365,506,1236
CADAFUBG00004487,150,8779,14473,85,345,35135,14438,293,287,12688,11817,112
CADAFUBG00004488,43,34,37,123,195,242,53,502,160,87,52,213
CADAFUBG00004489,180,121,158,875,913,1342,296,3763,250,189,148,662
CADAFUBG00004490,131,56,201,70,235,143,248,325,127,60,185,90
CADAFUBG00004491,19,3,14,27,16,18,14,101,11,12,12,31
CADAFUBG00004492,129,57,182,214,280,92,175,812,113,79,178,210
CADAFUBG00004493,2,1,3,0,1,0,2,6,0,0,1,7
CADAFUBG00004494,0,2,1,2,2,1,0,5,3,0,3,1
CADAFUBG00004495,5,0,2,2,4,8,2,5,3,1,1,1
CADAFUBG00004496,6,9,3,4,3,10,1,23,2,1,8,8
CADAFUBG00004497,0,0,0,0,1,0,0,3,1,1,0,1
CADAFUBG00004498,0,0,0,1,0,2,0,0,0,1,0,0
CADAFUBG00004499,2,3,2,1,2,12,2,9,4,5,4,1
CADAFUBG00004500,0,0,1,1,2,0,0,3,1,1,0,2
CADAFUBG00004501,475,130,353,245,714,240,320,773,426,207,423,254
CADAFUBG00004502,3,1,5,8,9,3,2,10,10,6,7,1
CADAFUBG00004503,171,100,252,251,313,252,196,633,165,119,172,177
CADAFUBG00004504,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004505,0,0,0,1,0,1,0,0,0,1,2,2
CADAFUBG00004506,0,0,0,0,1,0,0,0,0,0,0,0
CADAFUBG00004507,63,21,68,141,78,82,82,694,48,32,97,212
CADAFUBG00004508,0,0,0,7,2,1,3,24,0,0,1,3
CADAFUBG00004509,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004510,0,0,1,0,0,1,1,0,0,0,1,1
CADAFUBG00004511,132,111,206,121,250,175,315,531,120,65,296,166
CADAFUBG00004512,1109,363,588,663,1803,713,709,2330,1097,547,978,621
CADAFUBG00004513,0,0,1,0,0,1,2,1,0,0,1,0
CADAFUBG00004514,22,9,179,12,41,36,150,55,18,28,305,11
CADAFUBG00004515,10,2,15,15,19,12,27,44,12,8,30,21
CADAFUBG00004516,1,6,3,1,1,11,6,2,1,5,4,3
CADAFUBG00004517,237,69,136,229,387,100,158,697,176,75,149,174
CADAFUBG00004518,1,2,1,2,4,0,0,5,1,3,3,3
CADAFUBG00004519,42,16,40,54,101,30,33,132,79,43,82,53
CADAFUBG00004520,52,13,33,63,86,39,28,173,70,38,80,45
CADAFUBG00004521,3,2,4,5,6,4,4,34,4,0,0,0
CADAFUBG00004522,4,2,1,4,8,10,8,30,10,11,3,11
CADAFUBG00004523,27,99,173,42,91,297,146,149,59,285,277,47
CADAFUBG00004524,17,32,76,30,49,214,90,105,35,105,95,20
CADAFUBG00004525,18,9,21,16,29,23,18,37,29,12,21,22
CADAFUBG00004526,41,11,25,53,76,23,28,148,34,13,39,23
CADAFUBG00004527,16,10,11,43,45,9,9,169,11,7,2,57
CADAFUBG00004528,134,59,96,146,220,170,100,415,94,65,101,93
CADAFUBG00004529,0,0,0,0,1,0,0,0,0,0,0,0
CADAFUBG00004530,0,0,1,1,1,4,0,2,2,5,5,0
CADAFUBG00004531,3,9,18,4,5,25,22,40,9,7,20,21
CADAFUBG00004532,37,50,134,24,52,103,139,83,54,67,141,63
CADAFUBG00004533,0,0,0,0,0,7,0,0,0,1,0,0
CADAFUBG00004534,0,2,0,0,1,11,0,1,0,3,3,0
CADAFUBG00004535,2,0,0,0,3,0,0,2,0,1,1,0
CADAFUBG00004536,12,24,62,11,40,44,59,41,15,29,55,24
CADAFUBG00004537,1,0,3,0,0,0,3,1,1,1,6,0
CADAFUBG00004538,0,0,1,0,1,2,1,2,3,1,2,0
CADAFUBG00004539,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004540,0,1,7,3,3,9,6,11,0,5,8,2
CADAFUBG00004541,0,0,0,0,2,2,0,4,0,0,0,1
CADAFUBG00004542,0,0,0,0,0,0,0,0,0,0,2,0
CADAFUBG00004543,12,6,28,35,31,20,24,113,20,15,36,22
CADAFUBG00004544,66,21,65,46,127,34,80,213,58,47,114,49
CADAFUBG00004545,19,15,33,26,29,32,31,119,27,16,44,25
CADAFUBG00004546,0,0,0,0,0,0,0,1,1,0,0,0
CADAFUBG00004547,0,0,1,0,0,0,0,0,0,0,0,0
CADAFUBG00004548,1,0,1,3,2,3,2,5,1,3,1,2
CADAFUBG00004549,2,4,1,3,7,2,0,5,3,1,6,6
CADAFUBG00004550,59,10,16,50,87,24,28,154,56,14,45,45
CADAFUBG00004551,69,11,31,72,150,32,52,216,66,28,63,52
CADAFUBG00004552,54,139,127,28,109,538,100,122,63,419,158,46
CADAFUBG00004553,13,8,49,10,36,34,38,42,21,22,41,10
CADAFUBG00004554,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004555,26,11,34,33,60,29,27,90,20,16,25,15
CADAFUBG00004556,2389,1587,2799,1011,3638,3431,2714,3179,1486,1421,1837,664
CADAFUBG00004557,0,1,1,3,3,3,1,9,0,2,0,1
CADAFUBG00004558,1,3,5,1,2,5,5,8,1,0,3,5
CADAFUBG00004559,67,19,36,55,126,65,49,152,47,44,51,42
CADAFUBG00004560,35,17,35,33,89,122,48,120,44,37,50,42
CADAFUBG00004561,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004562,0,0,0,0,1,0,0,1,0,0,0,2
CADAFUBG00004563,0,0,0,0,0,0,0,0,0,0,0,1
CADAFUBG00004564,0,0,0,0,0,0,0,0,0,0,0,0
CADAFUBG00004565,0,0,0,0,0,1,0,0,0,0,0,0
CADAFUBG00004566,2,5,5,2,4,43,6,8,1,12,5,0
CADAFUBG00004567,1,29,16,1,4,57,13,7,3,20,8,1
CADAFUBG00004568,6,15,27,10,11,16,12,24,4,9,14,2
