,RC1_WT_GMM1,RC2_WT_GMM2,RC3_creA_GMM1,RC4_creA_GMM2,RC5_WT_EMM1,RC6_WT_EMM2,RC7_creA_EMM1,RC8_creA_EMM2
CADAFUBG00007804,64563,66722,82639,62578,20391,12683,8295,8763
CADAFUBG00007805,356,316,273,324,1284,912,1739,2311
CADAFUBG00007806,5034,3261,2925,3455,2281,1116,1441,1886
CADAFUBG00007807,3649,3489,3299,3034,4540,3504,2435,2743
CADAFUBG00007808,760,829,812,1138,874,546,487,539
CADAFUBG00007809,987,863,906,1132,1832,1738,1284,1515
CADAFUBG00007810,17871,17463,22816,25578,8433,4259,2622,2089
CADAFUBG00007811,1770,1206,1402,1147,1958,2237,1946,1100
CADAFUBG00007812,6310,5954,3654,2484,8774,7575,4261,4594
CADAFUBG00007813,476,508,646,714,777,634,451,526
CADAFUBG00007814,1255,1306,1477,835,1504,1166,1129,1096
CADAFUBG00007815,6171,5922,5075,5662,7731,5088,2786,3844
CADAFUBG00007816,152,114,82,67,110,82,59,60
CADAFUBG00007817,12174,11590,13173,7530,14943,12101,9638,11681
CADAFUBG00007818,736,650,688,448,520,559,388,507
CADAFUBG00007819,3618,3450,3222,2784,3467,2731,2143,2315
CADAFUBG00007820,1553,1396,1500,2164,1576,956,776,651
CADAFUBG00007821,659,640,689,909,959,603,507,500
CADAFUBG00007822,56,37,43,36,41,23,20,23
CADAFUBG00007823,239,288,176,256,454,280,219,251
CADAFUBG00007824,942,784,977,951,973,909,1005,1097
CADAFUBG00007825,13,12,25,23,45,31,31,28
CADAFUBG00007826,12,7,20,12,21,11,14,20
CADAFUBG00007827,11,14,28,23,27,18,25,35
CADAFUBG00007828,2,1,10,8,4,4,15,7
CADAFUBG00007829,389,313,287,364,750,488,333,334
CADAFUBG00007830,4,8,8,7,10,1,2,0
CADAFUBG00007831,12,25,5,6,19,21,9,3
CADAFUBG00007832,47,74,158,75,250,254,228,196
CADAFUBG00007833,2,13,3,2,39,23,19,5
CADAFUBG00007834,5,4,224,144,5,1,268,360
CADAFUBG00007835,752,466,1187,734,1494,2150,3167,3297
CADAFUBG00007836,1379,1339,1467,1364,1974,1341,982,1031
CADAFUBG00007837,3348,2893,2740,2577,4281,4845,3995,4450
CADAFUBG00007838,741,614,1184,1243,307,292,227,125
CADAFUBG00007839,727,630,572,680,774,613,415,401
CADAFUBG00007840,36,35,27,17,43,22,35,33
CADAFUBG00007841,336,302,250,262,494,306,282,243
CADAFUBG00007842,3350,3231,1140,1517,3167,1039,1022,941
CADAFUBG00007843,24,27,45,42,64,60,89,100
CADAFUBG00007844,593,500,801,667,1173,1132,1118,1227
CADAFUBG00007845,509,408,363,406,708,537,302,364
CADAFUBG00007846,571,487,446,462,788,675,410,435
CADAFUBG00007847,582,613,447,254,739,840,473,563
CADAFUBG00007848,117,83,55,89,158,163,57,72
CADAFUBG00007849,156,132,206,122,486,788,244,226
CADAFUBG00007850,264,271,253,287,526,406,184,175
CADAFUBG00007851,1417,1294,279,285,3832,4217,484,573
CADAFUBG00007852,234,271,78,90,431,371,101,129
CADAFUBG00007853,124,117,34,64,145,104,46,38
CADAFUBG00007854,1256,1192,826,346,1573,1423,858,935
CADAFUBG00007855,1953,1595,2763,1555,3923,2930,3234,3373
CADAFUBG00007856,1512,1722,575,411,694,945,581,1395
CADAFUBG00007857,3,7,2,1,7,4,6,3
CADAFUBG00007858,30,25,28,33,72,74,25,32
CADAFUBG00007859,7,6,4,1,12,3,10,5
CADAFUBG00007860,496,498,551,696,1399,1173,1016,1618
CADAFUBG00007861,1471,1412,1405,1175,2103,2066,1188,1642
CADAFUBG00007862,2105,2128,1987,1273,2224,2509,1139,1202
CADAFUBG00007863,101,85,124,106,204,186,78,120
CADAFUBG00007864,20,19,53,30,92,163,86,60
CADAFUBG00007865,347,380,659,632,1661,3782,1452,1145
CADAFUBG00007866,0,0,0,1,4,7,9,13
CADAFUBG00007867,12,6,6,2,5,3,7,9
CADAFUBG00007868,23,27,50,67,52,23,26,41
CADAFUBG00007869,0,0,0,0,0,0,0,0
CADAFUBG00007870,19,12,25,12,99,105,118,158
CADAFUBG00007871,61,35,119,86,88,33,155,116
CADAFUBG00007872,4,2,2,5,2,3,2,2
CADAFUBG00007873,81,51,13,13,111,164,13,12
CADAFUBG00007874,0,0,1,0,0,0,0,0
CADAFUBG00007875,1,2,0,1,1,0,1,0
CADAFUBG00007876,253,145,120,151,211,184,156,140
CADAFUBG00007877,33,39,21,12,37,29,24,24
CADAFUBG00007878,102,109,65,27,122,120,97,93
CADAFUBG00007879,830,734,897,655,965,859,642,641
CADAFUBG00007880,147,107,111,89,410,503,339,427
CADAFUBG00007881,540,297,427,646,805,1275,504,750
CADAFUBG00007882,209,154,177,115,300,305,144,226
CADAFUBG00007883,103,101,73,32,235,175,123,177
CADAFUBG00007884,53,39,35,27,92,51,53,64
CADAFUBG00007885,0,0,0,0,1,0,0,0
CADAFUBG00007886,0,0,1,1,1,3,7,18
CADAFUBG00007887,19,7,51,55,128,188,1163,1350
CADAFUBG00007888,2,0,1,1,0,0,0,1
CADAFUBG00007889,0,0,0,0,0,2,1,1
CADAFUBG00007890,1,1,0,1,10,3,3,5
CADAFUBG00007891,2,6,2,1,22,4,7,7
CADAFUBG00007892,94,64,58,26,108,77,47,52
CADAFUBG00007893,165,164,187,66,244,211,223,217
CADAFUBG00007894,21,18,16,10,28,18,35,22
CADAFUBG00007895,3,1,1,2,2,0,2,1
CADAFUBG00007896,0,0,1,0,0,0,0,0
CADAFUBG00007897,0,0,0,0,1,0,0,0
CADAFUBG00007898,2,3,12,10,5,1,8,21
CADAFUBG00007899,1,3,5,4,17,7,10,73
CADAFUBG00007900,0,0,0,1,0,0,0,1
CADAFUBG00007901,0,0,0,0,0,0,0,0
CADAFUBG00007902,18,15,20,20,56,36,30,37
CADAFUBG00007903,86,92,68,107,146,118,58,81
CADAFUBG00007904,25,15,15,12,31,9,9,7
CADAFUBG00007905,12,18,1,2,1,2,3,0
CADAFUBG00007906,0,1,0,1,0,1,1,1
CADAFUBG00007907,23,29,53,37,62,74,218,158
CADAFUBG00007908,0,1,0,2,18,43,37,94
CADAFUBG00007909,36,35,4,17,37,53,7,4
CADAFUBG00007910,5,5,2,2,15,8,2,3
CADAFUBG00007911,6,9,2,0,41,28,17,10
CADAFUBG00007912,1,2,9,2,2,8,3,3
CADAFUBG00007913,77,70,146,97,485,895,183,201
CADAFUBG00007914,204,301,49,76,792,1565,587,533
CADAFUBG00007915,21,26,17,19,118,133,116,113
CADAFUBG00007916,89,69,75,47,877,1051,645,457
CADAFUBG00007917,31,29,21,22,252,292,355,179
CADAFUBG00007918,387,290,407,274,3548,6827,4883,6267
CADAFUBG00007919,403,238,378,345,4762,8390,5852,7060
CADAFUBG00007920,18,12,7,8,78,52,17,11
CADAFUBG00007921,35,35,22,34,109,53,55,23
CADAFUBG00007922,97,105,113,72,209,168,96,55
CADAFUBG00007923,104,117,132,83,145,100,80,73
CADAFUBG00007924,1,2,0,1,1,0,0,0
CADAFUBG00007925,0,0,0,0,0,0,0,0
CADAFUBG00007926,0,0,0,0,0,0,0,1
CADAFUBG00007927,19,23,71,61,71,68,58,53
CADAFUBG00007928,13,13,24,17,15,11,12,3
CADAFUBG00007929,15,12,8,10,13,10,5,7
CADAFUBG00007930,16,13,9,16,25,18,7,10
CADAFUBG00007931,0,0,0,0,1,0,0,1
CADAFUBG00007932,208,125,177,147,52,45,48,31
CADAFUBG00007933,87,50,20,16,40,54,16,16
CADAFUBG00007934,138,121,58,101,120,71,32,29
CADAFUBG00007935,21,18,11,13,20,22,6,13
CADAFUBG00007936,125,102,119,105,203,225,73,84
CADAFUBG00007937,31,19,17,26,82,67,15,20
CADAFUBG00007938,0,1,1,1,5,0,1,1
CADAFUBG00007939,139,115,94,129,308,210,112,80
CADAFUBG00007940,221,215,59,34,189,173,125,102
CADAFUBG00007941,306,255,109,71,353,231,180,155
CADAFUBG00007942,109,83,51,63,199,210,64,60
CADAFUBG00007943,34,18,29,18,85,95,90,114
CADAFUBG00007944,3801,3491,2793,4197,8379,5916,4494,4109
CADAFUBG00007945,2444,2123,1700,2656,5187,4444,3797,4098
CADAFUBG00007946,225,236,147,62,236,262,98,68
CADAFUBG00007947,1,2,0,0,1,2,0,1
CADAFUBG00007948,0,0,0,0,0,0,0,0
CADAFUBG00007949,14,7,30,44,26,32,43,40
CADAFUBG00007950,151,217,185,334,1917,3280,1923,2603
CADAFUBG00007951,452,339,458,869,743,469,1024,880
CADAFUBG00007952,804,955,43,83,1622,465,2090,922
CADAFUBG00007953,219,198,137,136,748,885,434,468
CADAFUBG00007954,248,353,17,17,58,19,7,10
CADAFUBG00007955,148,290,19,11,50,19,4,9
CADAFUBG00007956,15,6,1,1,12,4,1,1
CADAFUBG00007957,10,8,2,5,5,3,2,1
CADAFUBG00007958,658,591,283,406,1292,1087,368,276
CADAFUBG00007959,4693,4087,3391,4702,4291,2357,2700,2288
CADAFUBG00007960,2328,1763,590,693,3006,3799,220,299
CADAFUBG00007961,186,145,189,145,333,422,355,425
CADAFUBG00007962,632,712,644,597,1219,1235,841,1062
CADAFUBG00007963,2,3,0,4,3,1,0,0
CADAFUBG00007964,168,161,152,79,265,224,186,203
CADAFUBG00007965,6,3,4,1,7,3,19,14
CADAFUBG00007966,221,237,418,295,432,297,676,736
CADAFUBG00007967,6,9,25,14,17,5,18,23
CADAFUBG00007968,1148,1027,430,616,1183,515,563,419
CADAFUBG00007969,3,1,6,2,3,4,1,1
CADAFUBG00007970,21,11,28,13,11,10,7,7
CADAFUBG00007971,0,0,0,0,0,1,2,1
CADAFUBG00007972,110,125,115,170,550,472,569,668
CADAFUBG00007973,0,0,0,0,0,0,0,0
CADAFUBG00007974,0,0,1,1,7,12,12,12
CADAFUBG00007975,0,0,0,1,1,0,7,3
CADAFUBG00007976,7,11,5,5,11,3,18,26
CADAFUBG00007977,0,0,5,1,2,0,11,11
CADAFUBG00007978,43,44,181,117,46,16,110,105
CADAFUBG00007979,560,451,495,585,292,152,173,181
CADAFUBG00007980,274,236,563,224,206,154,227,181
CADAFUBG00007981,2,3,7,19,6,4,2,2
CADAFUBG00007982,33,16,11,17,22,44,14,25
CADAFUBG00007983,1654,760,786,668,615,570,2921,3972
CADAFUBG00007984,1813,1230,205,134,428,915,130,95
CADAFUBG00007985,29,22,27,6,32,33,21,27
CADAFUBG00007986,58,49,84,134,38,38,22,19
CADAFUBG00007987,79,104,111,37,139,130,82,104
CADAFUBG00007988,5,6,2,4,5,11,8,5
CADAFUBG00007989,0,0,0,0,0,0,0,0
CADAFUBG00007990,8,9,138,89,23,6,13,13
CADAFUBG00007991,9,1,14,46,0,0,2,2
CADAFUBG00007992,18,20,16,7,17,25,12,17
CADAFUBG00007993,197,186,136,102,333,409,198,249
CADAFUBG00007994,5589,5098,6146,2488,6376,6536,5356,6467
CADAFUBG00007995,28,17,53,79,30,32,19,15
CADAFUBG00007996,444,395,496,723,480,307,366,346
CADAFUBG00007997,2,8,42,22,3,1,2,3
CADAFUBG00007998,1970,1801,11362,4654,1011,738,2449,2758
CADAFUBG00007999,97,57,136,100,40,39,20,35
CADAFUBG00008000,94,71,72,52,75,46,54,62
CADAFUBG00008001,1,1,0,3,5,4,1,0
CADAFUBG00008002,33,50,23,80,154,87,41,62
CADAFUBG00008003,8,5,3,0,6,7,5,3
CADAFUBG00008004,116,121,95,101,347,201,208,222
CADAFUBG00008005,0,0,1,0,1,0,0,0
CADAFUBG00008006,0,0,0,0,3,1,1,0
CADAFUBG00008007,113,124,144,62,330,127,120,100
CADAFUBG00008008,2,1,12,10,0,0,1,2
CADAFUBG00008009,5,7,5,0,2,5,6,7
CADAFUBG00008010,6,5,8,2,35,5,20,21
CADAFUBG00008011,6,5,2,4,4,1,4,3
CADAFUBG00008012,36,20,18,9,52,41,41,37
CADAFUBG00008013,1236,1051,997,978,2148,1802,1768,1874
CADAFUBG00008014,2,0,0,0,3,1,2,4
CADAFUBG00008015,1,0,0,0,2,1,2,2
CADAFUBG00008016,96,43,42,49,260,189,25,28
CADAFUBG00008017,164,88,248,221,323,577,136,142
CADAFUBG00008018,0,0,0,0,0,0,0,0
CADAFUBG00008019,12,6,1,1,2,0,3,1
CADAFUBG00008020,17,24,17,11,133,129,105,65
CADAFUBG00008021,0,0,0,0,0,0,0,0
CADAFUBG00008022,373,310,103,40,565,123,32,51
CADAFUBG00008023,59,51,39,46,114,60,54,38
CADAFUBG00008024,127,106,284,160,192,172,150,210
CADAFUBG00008025,0,0,0,2,0,0,0,0
CADAFUBG00008026,0,0,0,0,1,1,0,0
CADAFUBG00008027,0,0,0,0,0,0,0,0
CADAFUBG00008028,0,0,0,0,0,0,0,0
CADAFUBG00008029,1,1,0,2,7,3,1,0
CADAFUBG00008030,267,240,164,218,331,247,124,153
CADAFUBG00008031,274,274,539,334,286,535,775,908
CADAFUBG00008032,253,87,199,174,15,19,41,54
CADAFUBG00008033,0,0,0,0,0,0,0,0
CADAFUBG00008034,0,0,0,1,3,1,2,0
CADAFUBG00008035,76,84,819,329,90,60,170,133
CADAFUBG00008036,4,1,1,1,24,5,0,0
CADAFUBG00008037,8,10,8,6,11,6,3,2
CADAFUBG00008038,2,3,0,0,3,1,5,2
CADAFUBG00008039,0,0,1,0,0,1,0,3
CADAFUBG00008040,5,7,0,0,4,5,3,11
CADAFUBG00008041,30,37,37,48,30,41,54,54
CADAFUBG00008042,23,9,9,11,5,7,1,0
CADAFUBG00008043,1,1,1,0,0,0,0,1
CADAFUBG00008044,0,0,1,0,3,5,1,3
CADAFUBG00008045,7,3,28,40,27,24,34,30
CADAFUBG00008046,0,4,25,11,14,28,43,39
CADAFUBG00008047,11,6,8,19,71,43,203,197
CADAFUBG00008048,114,94,930,580,184,122,1422,1143
CADAFUBG00008049,25,5,4,14,4,6,2,2
CADAFUBG00008050,1050,640,440,944,1460,1033,351,243
CADAFUBG00008051,1615,1718,1193,529,1315,983,817,650
CADAFUBG00008052,3,4,1,1,1,3,1,3
CADAFUBG00008053,5,12,1,0,2,1,0,1
CADAFUBG00008054,352,399,68,73,57,44,4,4
CADAFUBG00008055,1,0,3,0,1,1,0,1
CADAFUBG00008056,0,0,0,2,1,0,2,0
CADAFUBG00008057,1,2,0,0,0,0,0,0
CADAFUBG00008058,336,290,252,168,891,1119,973,1119
CADAFUBG00008059,552,513,470,200,829,1001,1121,1278
CADAFUBG00008060,25,18,3,2,64,34,15,74
CADAFUBG00008061,1149,1036,322,180,1903,1259,572,611
CADAFUBG00008062,28291,23395,1303,3904,22589,10257,17,10
CADAFUBG00008063,1677,1458,189,338,2225,1279,4,2
CADAFUBG00008064,3152,2938,561,715,3158,2060,17,1
CADAFUBG00008065,6034,6770,459,627,8388,3708,9,7
CADAFUBG00008066,36,30,2,0,45,26,0,2
CADAFUBG00008067,123,95,42,7,85,30,3,3
CADAFUBG00008068,765,756,473,440,6095,4059,9208,5852
CADAFUBG00008069,0,1,0,0,0,5,1,4
CADAFUBG00008070,6,3,1,1,6,2,2,3
CADAFUBG00008071,2,4,1,0,4,5,0,2
CADAFUBG00008072,7,3,3,1,10,4,0,3
CADAFUBG00008073,0,0,0,0,0,1,2,1
CADAFUBG00008074,42,41,10,8,329,380,1437,1443
CADAFUBG00008075,915,928,222,562,38,42,48,60
CADAFUBG00008076,295,144,156,87,43,17,24,20
CADAFUBG00008077,1,0,2,0,0,0,0,1
CADAFUBG00008078,296,201,85,37,271,237,147,160
CADAFUBG00008079,186,112,54,39,145,148,85,118
CADAFUBG00008080,0,0,0,0,0,0,1,0
CADAFUBG00008081,3167,1236,2832,6642,10,11,103,68
CADAFUBG00008082,5,2,3,2,7,6,6,9
CADAFUBG00008083,142,103,114,114,256,147,110,132
CADAFUBG00008084,639,763,1251,530,864,731,944,519
CADAFUBG00008085,542,460,528,563,1365,922,570,533
CADAFUBG00008086,126,152,148,159,321,274,173,233
CADAFUBG00008087,1,1,1,0,0,0,0,0
CADAFUBG00008088,12,2,12,7,7,7,13,2
CADAFUBG00008089,282,261,368,367,673,534,503,548
CADAFUBG00008090,2,1,0,0,3,0,0,0
CADAFUBG00008091,284,230,39,42,4257,354,10,5
CADAFUBG00008092,5,2,2,0,7,2,0,2
CADAFUBG00008093,8,2,3,5,4,4,4,0
CADAFUBG00008094,6,1,7,17,2,0,2,5
CADAFUBG00008095,149,84,43,35,142,169,230,401
CADAFUBG00008096,50,35,90,89,163,219,602,1044
CADAFUBG00008097,2011,1040,3027,2065,1403,1816,4423,6291
CADAFUBG00008098,592,546,867,519,947,799,2290,3170
CADAFUBG00008099,194,186,310,202,267,245,766,1041
CADAFUBG00008100,286,288,266,135,415,397,593,611
CADAFUBG00008101,8,12,12,8,14,7,19,26
CADAFUBG00008102,205,172,231,157,717,785,377,517
CADAFUBG00008103,121,97,114,94,204,141,167,197
CADAFUBG00008104,1330,1092,1510,700,1935,1483,1573,1697
CADAFUBG00008105,13,23,17,8,21,4,14,14
CADAFUBG00008106,2,1,3,13,18,9,4,17
CADAFUBG00008107,677,616,886,824,1903,1866,1229,1487
CADAFUBG00008108,1,10,29,14,16,21,26,35
CADAFUBG00008109,9,9,16,26,26,46,20,30
CADAFUBG00008110,2,1,1,4,7,1,9,8
CADAFUBG00008111,705,571,777,1316,2736,1991,689,635
CADAFUBG00008112,321,269,1314,599,74,68,91,107
CADAFUBG00008113,269,247,205,170,115,121,52,47
CADAFUBG00008114,603,504,710,884,878,571,472,530
CADAFUBG00008115,1284,1325,1638,948,1073,763,1099,924
CADAFUBG00008116,674,566,635,1411,1161,1083,902,1173
CADAFUBG00008117,4828,5109,4589,2114,8810,9690,6660,8203
CADAFUBG00008118,10058,7766,6512,13250,11288,6891,4478,5144
CADAFUBG00008119,1144,1080,1085,584,1427,1611,1395,1583
CADAFUBG00008120,3565,3320,3775,3184,3375,2322,2835,2353
CADAFUBG00008121,2830,3171,1827,710,2941,2368,1568,1462
CADAFUBG00008122,41768,39675,71888,25888,33644,28067,29318,34289
CADAFUBG00008123,0,0,0,0,0,0,0,0
CADAFUBG00008124,23487,9125,14321,36794,502,1270,2413,1750
CADAFUBG00008125,3172,2573,1698,1975,2155,1704,485,611
CADAFUBG00008126,1432,813,1002,497,99042,86389,80369,83235
CADAFUBG00008127,4607,5308,4745,1873,7753,7852,4814,6227
CADAFUBG00008128,3961,3803,3589,4239,5954,4798,3326,3591
CADAFUBG00008129,1144,903,1079,865,4046,6480,8497,12073
CADAFUBG00008130,3793,3293,3884,1785,8741,7771,7993,11452
CADAFUBG00008131,1064,893,98,96,326,549,61,83
CADAFUBG00008132,49,50,3,2,9,22,1,2
CADAFUBG00008133,1503,1556,1511,1908,2704,2045,1112,1755
CADAFUBG00008134,1615,1432,1885,2621,2250,1799,1409,1778
CADAFUBG00008135,1364,1556,1458,999,1714,1863,1034,1216
CADAFUBG00008136,119,137,45,69,148,95,204,162
CADAFUBG00008137,2248,2209,815,1011,2936,1353,2474,2106
CADAFUBG00008138,536,513,468,677,754,665,337,441
CADAFUBG00008139,17998,17330,20600,6580,25616,22716,21218,22672
CADAFUBG00008140,1030,1136,1407,1513,964,564,768,497
CADAFUBG00008141,70,51,42,71,145,201,102,155
CADAFUBG00008142,81,51,61,68,79,68,44,45
CADAFUBG00008143,829,857,885,1522,1190,851,858,853
CADAFUBG00008144,66,39,36,36,37,21,15,30
CADAFUBG00008145,2370,2505,2471,1549,2073,1875,2123,2124
CADAFUBG00008146,546,432,414,1150,920,760,517,632
CADAFUBG00008147,938,893,1031,1309,1217,859,794,855
CADAFUBG00008148,842,790,816,631,774,537,377,411
CADAFUBG00008149,3414,4092,4508,4168,2294,1416,1527,847
CADAFUBG00008150,74389,73322,82433,29502,125252,120146,113705,122761
CADAFUBG00008151,1309,1058,1087,1380,2458,1883,1357,1394
CADAFUBG00008152,2192,2049,1899,2328,3157,2991,1502,1668
CADAFUBG00008153,1196,1129,1221,714,973,908,734,778
CADAFUBG00008154,3487,3814,3081,1226,2902,2890,1040,1427
CADAFUBG00008155,1592,1613,1590,1031,1835,1845,909,1121
CADAFUBG00008156,2320,2193,2923,1742,1728,1271,1271,1247
CADAFUBG00008157,2824,2812,1967,1619,2878,2422,2164,3087
CADAFUBG00008158,1003,898,899,620,2683,2715,2105,2534
CADAFUBG00008159,235,212,146,111,194,178,136,115
CADAFUBG00008160,865,909,1028,724,933,705,753,796
CADAFUBG00008161,413,417,469,299,685,566,452,502
CADAFUBG00008162,500,501,598,316,892,680,483,543
CADAFUBG00008163,344,429,411,236,512,515,293,334
CADAFUBG00008164,2334,2359,2466,1512,3498,3101,3537,4230
CADAFUBG00008165,6042,2883,3736,2992,1024,989,1418,1489
CADAFUBG00008166,187,102,128,95,89,53,31,31
CADAFUBG00008167,81,74,65,115,124,150,64,77
CADAFUBG00008168,360,405,485,544,600,426,394,381
CADAFUBG00008169,409,425,500,548,580,361,349,333
CADAFUBG00008170,183,166,205,250,156,100,91,149
CADAFUBG00008171,52,57,74,53,100,54,39,49
CADAFUBG00008172,428,423,545,256,550,393,327,365
CADAFUBG00008173,930,902,1060,451,734,604,645,688
CADAFUBG00008174,22,33,21,12,20,19,21,18
CADAFUBG00008175,11893,11292,4438,3092,757,598,371,650
CADAFUBG00008176,422,351,435,497,920,585,611,958
CADAFUBG00008177,1488,1291,984,1099,1288,958,679,658
CADAFUBG00008178,1330,1492,3046,1335,1694,2008,6951,5707
CADAFUBG00008179,877,806,919,984,1533,1313,1167,1418
CADAFUBG00008180,175,142,118,67,133,189,103,115
CADAFUBG00008181,119,151,148,84,164,147,96,98
CADAFUBG00008182,500,610,599,403,669,524,429,506
CADAFUBG00008183,1229,1100,1466,1859,2066,1165,873,871
CADAFUBG00008184,1449,1479,1459,903,1805,1547,1296,1402
CADAFUBG00008185,879,894,1118,1646,982,628,968,775
CADAFUBG00008186,21,23,23,12,66,50,123,139
CADAFUBG00008187,899,806,784,499,825,707,481,586
CADAFUBG00008188,954,855,604,404,842,688,483,527
CADAFUBG00008189,5757,4935,5002,4657,3839,2216,4062,4883
CADAFUBG00008190,2625,2696,2368,2084,3073,2067,1320,1662
CADAFUBG00008191,117,74,91,78,168,168,153,103
CADAFUBG00008192,169,149,211,120,222,224,273,180
CADAFUBG00008193,352,389,275,265,541,405,315,305
CADAFUBG00008194,1295,1233,1513,840,1450,1542,2312,3074
CADAFUBG00008195,419,323,476,555,598,338,585,552
CADAFUBG00008196,678,700,830,497,610,826,541,673
CADAFUBG00008197,0,0,0,0,0,0,0,0
CADAFUBG00008198,749,792,951,648,948,621,447,410
CADAFUBG00008199,3195,3453,3604,2395,3171,2276,2302,2653
CADAFUBG00008200,9223,10264,8260,2878,10353,10621,6179,7274
CADAFUBG00008201,1559,1809,3167,1367,1092,417,626,170
CADAFUBG00008202,425,326,299,285,782,738,1019,1214
CADAFUBG00008203,374,412,424,342,1591,1613,3150,3960
CADAFUBG00008204,809,731,846,740,1304,1179,1746,2231
CADAFUBG00008205,443,446,518,400,544,514,527,553
CADAFUBG00008206,3917,4723,5080,2048,3210,3269,3335,3449
CADAFUBG00008207,1908,1518,1597,686,1575,1305,961,1274
CADAFUBG00008208,178,116,118,79,191,131,115,156
CADAFUBG00008209,603,583,796,640,700,402,446,581
CADAFUBG00008210,46,45,67,67,82,55,131,162
CADAFUBG00008211,183,181,197,143,218,232,273,262
CADAFUBG00008212,1265,1267,1325,1145,1548,1258,1265,1432
CADAFUBG00008213,1563,1655,1511,783,1474,1224,1768,1939
CADAFUBG00008214,3244,1812,2216,2452,2404,2361,2048,2403
CADAFUBG00008215,513,545,642,625,538,319,350,156
CADAFUBG00008216,3490,3489,80,77,2431,1829,29,35
CADAFUBG00008217,2100,2260,223,220,1976,510,157,124
CADAFUBG00008218,1468,1365,1929,876,1605,1287,903,1140
CADAFUBG00008219,1095,1148,1145,721,1033,792,463,497
CADAFUBG00008220,1482,1279,1561,1422,1577,1320,1003,1191
CADAFUBG00008221,8227,8255,7588,7053,7711,5851,3687,5116
CADAFUBG00008222,569,596,193,209,306,204,85,104
CADAFUBG00008223,65,44,24,17,70,38,30,26
CADAFUBG00008224,673,662,955,629,1077,1135,1467,1493
CADAFUBG00008225,1495,1372,1497,987,1849,1493,997,1094
CADAFUBG00008226,5330,5754,5052,1726,6055,6483,6852,8230
CADAFUBG00008227,0,0,0,0,0,0,0,0
CADAFUBG00008228,569,565,469,407,1420,895,152,233
CADAFUBG00008229,3608,3344,3392,2050,3957,3280,3406,3846
CADAFUBG00008230,522,513,698,622,4639,4577,14574,16264
CADAFUBG00008231,1,0,1,0,0,2,1,1
CADAFUBG00008232,597,507,648,422,450,418,394,517
CADAFUBG00008233,0,0,0,0,1,0,0,1
CADAFUBG00008234,0,0,1,1,0,0,0,1
CADAFUBG00008235,0,0,0,0,0,0,0,1
CADAFUBG00008236,333,402,336,469,693,577,249,313
CADAFUBG00008237,893,858,1264,438,1148,1138,1473,1650
CADAFUBG00008238,301,279,265,558,428,315,201,253
CADAFUBG00008239,652,646,582,941,857,623,418,502
CADAFUBG00008240,3106,3016,2831,3230,2036,1360,1272,1396
CADAFUBG00008241,1785,1911,1797,894,2462,2256,1805,2124
CADAFUBG00008242,719,735,773,257,1018,1129,776,927
CADAFUBG00008243,1375,1291,1718,1433,1333,675,581,276
CADAFUBG00008244,392,342,188,252,906,917,383,484
CADAFUBG00008245,535,421,319,191,1297,1909,523,787
CADAFUBG00008246,21619,19827,21549,26031,29966,28543,22908,24360
CADAFUBG00008247,2797,2898,3084,1822,3711,3374,2833,2738
CADAFUBG00008248,261,228,297,427,352,224,181,123
CADAFUBG00008249,1602,1629,1741,853,2133,2357,918,1159
CADAFUBG00008250,758,872,892,1623,1186,748,414,398
CADAFUBG00008251,4318,4105,4321,4426,4637,2823,3136,3203
CADAFUBG00008252,1,0,0,1,1,0,0,1
CADAFUBG00008253,9553,9066,878,940,4661,1515,272,188
CADAFUBG00008254,897,942,1020,387,1378,1702,3520,2707
CADAFUBG00008255,3248,3490,602,408,1087,1090,20,8
CADAFUBG00008256,397,385,509,965,499,401,505,484
CADAFUBG00008257,2741,3159,3246,1302,2755,2715,2200,2345
CADAFUBG00008258,2243,2023,1838,2022,1700,1131,1264,1268
CADAFUBG00008259,1018,1113,1087,485,1291,1358,1290,1403
CADAFUBG00008260,713,810,770,1270,980,552,339,401
CADAFUBG00008261,422,396,415,653,537,311,308,371
CADAFUBG00008262,1114,1225,1605,727,939,499,573,251
CADAFUBG00008263,313,268,285,186,248,180,238,211
CADAFUBG00008264,809,750,889,617,899,863,889,1151
CADAFUBG00008265,2568,2747,1791,921,3639,2605,1185,1199
CADAFUBG00008266,2571,2847,2393,1282,3576,3418,2462,2614
CADAFUBG00008267,1133,1150,1474,1664,1305,1115,844,647
CADAFUBG00008268,80,69,83,267,176,128,118,117
CADAFUBG00008269,213,221,203,186,294,250,137,173
CADAFUBG00008270,892,906,773,688,1072,796,618,542
CADAFUBG00008271,1382,1343,1891,777,1626,1165,1472,1388
CADAFUBG00008272,1175,966,4158,2763,5047,4901,19694,17092
CADAFUBG00008273,5977,7218,690,864,11401,5007,640,725
CADAFUBG00008274,304,283,717,739,425,225,499,536
CADAFUBG00008275,100,92,94,148,626,232,203,217
CADAFUBG00008276,4696,4631,4088,2825,12485,7700,2174,2598
