,MM1,MM2,MM3,GPA1,GPA2,GPA3
gene:AFUB_093510,924,893,954,1343,1523,1849
gene:AFUB_093520,219,170,192,468,392,536
gene:AFUB_093530,614,569,643,1266,1469,1720
gene:AFUB_093540,1280,1828,1812,6430,6999,9087
gene:AFUB_093550,25667,28927,32096,19158,21577,25940
gene:AFUB_093560,12321,13594,15923,5955,5027,7365
gene:AFUB_093570,1782,2088,2310,1205,1086,1433
gene:AFUB_093580,677,571,686,1816,1767,2125
gene:AFUB_093590,565,607,750,1181,1569,1662
gene:AFUB_093600,2524,2668,3061,1753,1995,2468
gene:AFUB_093610,35,21,31,171,136,213
gene:AFUB_093620,1799,1068,1411,973,1061,1251
gene:AFUB_093630,358,283,327,860,945,1138
gene:AFUB_093640,833,741,914,505,506,527
gene:AFUB_093650,920,916,967,1893,1773,2259
gene:AFUB_093660,721,1279,1330,912,844,909
gene:AFUB_093670,1213,1580,1703,1019,1074,1313
gene:AFUB_093680,1897,2093,2470,1323,1603,1765
gene:AFUB_093690,1188,1425,1554,939,929,1217
gene:AFUB_093700,705,391,464,681,556,777
gene:AFUB_093710,754,1309,1394,1245,1193,1594
gene:AFUB_093720,868,812,781,1159,1172,1517
gene:AFUB_093730,38790,47899,50118,20087,20197,26045
gene:AFUB_093740,2927,3655,4139,1399,1360,1658
gene:AFUB_093750,161,111,134,333,292,386
gene:AFUB_093760,2109,1952,2275,1909,1974,2545
gene:AFUB_093770,1431,1379,1460,1775,1628,2096
gene:AFUB_093780,1608,1627,1866,2584,2204,3051
gene:AFUB_093790,1964,1867,2034,1603,1471,1959
gene:AFUB_093800,1839,1921,2252,2609,2816,3289
gene:AFUB_093810,2326,1340,1433,2951,2675,3347
gene:AFUB_093820,17,8,15,61,36,46
gene:AFUB_093830,643,700,613,221,196,288
gene:AFUB_093840,521,502,485,475,416,509
gene:AFUB_093850,1248,1495,1631,1373,1279,1783
gene:AFUB_093860,2895,3253,3913,3263,3636,4198
gene:AFUB_093870,1040,1306,1159,1075,1138,1352
gene:AFUB_093880,363,334,320,1002,1017,1314
gene:AFUB_093890,1615,1577,1878,2625,2500,3229
gene:AFUB_093900,1913,2101,2273,3364,3253,3854
gene:AFUB_093910,2685,3187,3465,1488,1382,1761
gene:AFUB_093920,12,6,3,93,87,93
gene:AFUB_093930,208,395,498,12161,11626,15956
gene:AFUB_093940,239,248,278,573,589,686
gene:AFUB_093950,0,2,2,5,6,3
gene:AFUB_093960,1820,2313,2335,2154,1857,2631
gene:AFUB_093970,466,423,514,1294,1368,2270
gene:AFUB_093980,2066,1614,1748,3259,3000,4077
gene:AFUB_093990,4459,3465,4055,3967,4105,5277
gene:AFUB_094000,1608,1764,1792,4602,4964,5892
gene:AFUB_094010,2118,1552,1736,2312,1909,2878
gene:AFUB_094020,3241,2116,2487,2418,2147,2760
gene:AFUB_094030,678,576,614,1818,2058,2624
gene:AFUB_094040,2285,3079,3739,3233,3222,4201
gene:AFUB_094050,2630,2302,2418,2505,2253,2800
gene:AFUB_094060,804,841,782,1442,1497,1813
gene:AFUB_094070,1172,1331,1284,5755,4498,6524
gene:AFUB_094080,719,759,936,3480,4700,5022
gene:AFUB_094090,2292,2156,2285,1521,1525,1901
gene:AFUB_094100,624,614,666,1857,2107,2829
gene:AFUB_094110,198,171,192,654,656,705
gene:AFUB_094120,1009,1168,1316,1656,1943,2358
gene:AFUB_094130,849,829,943,2429,2659,3424
gene:AFUB_094140,949,873,952,833,1042,1105
gene:AFUB_094150,1057,997,986,2424,2493,2798
gene:AFUB_094160,799,696,721,822,833,1072
gene:AFUB_094170,2891,2248,2645,2739,2699,3469
gene:AFUB_094180,888,810,958,705,495,706
gene:AFUB_094190,746,953,1089,793,738,1055
gene:AFUB_094200,1696,1214,1496,1517,1318,1701
gene:AFUB_094210,706,869,889,3238,3463,4285
gene:AFUB_094220,1289,1244,1448,1039,979,1219
gene:AFUB_094230,1065,1371,1509,4878,4728,6295
gene:AFUB_094240,513,720,808,650,640,833
gene:AFUB_094250,528,649,739,553,550,723
gene:AFUB_094260,1147,1037,1247,1776,2205,2494
gene:AFUB_094270,6782,6859,7254,4345,4231,4925
gene:AFUB_094280,1682,1695,1693,4963,4219,5515
gene:AFUB_094290,1535,1011,1251,1912,1533,2152
gene:AFUB_094300,54,48,59,49,37,49
gene:AFUB_094310,998,754,816,971,1068,1251
gene:AFUB_094320,2532,2743,2923,5492,4416,6022
gene:AFUB_094330,1809,2065,2084,5022,4321,5625
gene:AFUB_094350,1568,1741,1599,5634,6150,7354
gene:AFUB_094360,199,137,122,724,753,899
gene:AFUB_094370,4,2,5,52,47,60
gene:AFUB_094380,327,325,386,289,295,359
gene:AFUB_094390,270,287,286,414,343,464
gene:AFUB_094400,203,292,481,8016,14789,11890
gene:AFUB_094410,5,4,2,6,4,6
gene:AFUB_094420,65,62,80,223,252,280
gene:AFUB_094430,828,832,1063,1279,1293,1528
gene:AFUB_094450,2605,2416,2629,4831,5051,6072
gene:AFUB_094460,1036,837,885,1761,2048,2411
gene:AFUB_094470,31308,33622,39891,9718,10419,11985
gene:AFUB_094480,30593,31360,38846,6688,6760,8700
gene:AFUB_094490,16144,18399,20572,7674,9553,11091
gene:AFUB_094500,228,209,183,288,334,343
gene:AFUB_094510,13,339,1228,1391,2090,2162
gene:AFUB_094520,801,1144,1392,2734,3058,3479
gene:AFUB_094530,2247,2184,2410,1160,1047,1332
gene:AFUB_094540,246,264,262,1529,1172,1605
gene:AFUB_094550,6673,7680,7425,5684,5108,6166
gene:AFUB_094560,102,82,97,226,208,201
gene:AFUB_094570,3893,3695,3878,4054,4290,5385
gene:AFUB_094580,2,5,5,44,30,47
gene:AFUB_094590,639,643,702,1426,1143,1621
gene:AFUB_094600,94,81,99,155,144,209
gene:AFUB_094610,1406,2864,5833,23650,22079,27953
gene:AFUB_094630,13,22,9,29,28,40
gene:AFUB_094640,6665,4682,5504,2297,2109,3109
gene:AFUB_094650,5031,4639,5096,2551,1836,2584
gene:AFUB_094660,2254,1560,1764,733,684,817
gene:AFUB_094670,12,11,15,90,83,129
gene:AFUB_094680,2392,1861,2246,1894,1565,2188
gene:AFUB_094690,1269,1005,1099,1637,1532,2132
gene:AFUB_094700,376,478,344,2744,2795,3541
gene:AFUB_094710,6480,8698,8651,8120,7159,10110
gene:AFUB_094720,1366,958,1020,2043,1823,2381
gene:AFUB_094730,238,138,212,194,162,276
gene:AFUB_094740,7,4,12,4,4,9
gene:AFUB_094750,2091,7349,7522,4360,4774,5916
gene:AFUB_094760,1495,994,1329,1565,1761,2094
gene:AFUB_094770,2417,2389,2742,4303,4673,5758
gene:AFUB_094780,76,44,55,144,159,194
gene:AFUB_094790,430,294,380,629,645,798
gene:AFUB_094800,2,8,9,7,7,4
gene:AFUB_094810,11,9,11,47,35,49
gene:AFUB_094820,55,27,36,40,39,45
gene:AFUB_094830,27,25,49,51,41,61
gene:AFUB_094840,1,0,1,14,4,7
gene:AFUB_094850,0,1,3,5,0,4
gene:AFUB_094860,4,1,3,45,30,49
gene:AFUB_094880,19,10,19,62,55,55
gene:AFUB_094890,6,4,2,7,12,12
gene:AFUB_094900,0,0,0,28,23,33
gene:AFUB_094910,3,3,2,15,12,17
gene:AFUB_094920,106,83,160,58,49,50
gene:AFUB_094940,665,950,1555,11690,11302,16350
gene:AFUB_094950,5,1,4,219,214,251
gene:AFUB_094960,4,11,6,23,22,40
gene:AFUB_094970,1167,3881,3853,318,244,394
gene:AFUB_094980,1,2,1,3,2,1
gene:AFUB_094990,1,0,0,0,0,1
gene:AFUB_095000,0,0,0,5,1,3
gene:AFUB_095010,0,0,0,0,0,0
gene:AFUB_095020,1,2,1,8,12,8
gene:AFUB_095030,0,0,0,0,0,0
gene:AFUB_095040,0,1,0,7,3,5
gene:AFUB_095050,2,1,1,20,15,15
gene:AFUB_095060,1,1,1,9,13,19
gene:AFUB_095070,63,60,60,213,162,274
gene:AFUB_095080,0,0,1,2,3,5
gene:AFUB_095090,66,43,53,190,215,248
gene:AFUB_095100,1,1,0,4,12,11
gene:AFUB_095110,24,12,20,778,570,977
gene:AFUB_095120,346,243,320,294,226,359
gene:AFUB_095130,26,15,13,79,125,127
gene:AFUB_095140,2,1,4,20,21,18
gene:AFUB_095150,63,66,69,306,320,363
gene:AFUB_095160,3,2,0,3,1,1
gene:AFUB_095170,18,7,7,70,54,75
gene:AFUB_095180,470,442,510,743,650,836
gene:AFUB_095190,1082,1117,1108,2132,2139,2774
gene:AFUB_095200,5,0,2,7,8,19
gene:AFUB_095210,3,3,1,21,19,40
gene:AFUB_095220,340,662,872,438,428,493
gene:AFUB_095230,181,84,109,374,314,462
gene:AFUB_095240,3334,2728,3610,1727,1251,1808
gene:AFUB_095250,6292,4768,6340,462,262,452
gene:AFUB_095260,528,627,658,821,697,860
gene:AFUB_095270,35,19,42,47,49,91
gene:AFUB_095280,0,1,3,9,3,2
gene:AFUB_095290,628,528,594,775,899,947
gene:AFUB_095300,1,5,1,112,139,128
gene:AFUB_095310,10,5,7,25,24,24
gene:AFUB_095330,3754,4374,4917,1456,1751,1913
gene:AFUB_095340,1771,1817,2104,483,602,614
gene:AFUB_095350,39,28,31,167,167,179
gene:AFUB_095360,1048,1047,1078,2244,1815,2592
gene:AFUB_095370,560,683,809,543,605,732
gene:AFUB_095380,1200,1475,1489,2173,2447,3207
gene:AFUB_095390,13789,16758,19592,7978,7052,9405
gene:AFUB_095400,267,203,216,1130,688,1073
gene:AFUB_095420,1157,1400,1366,1990,1975,2528
gene:AFUB_095430,793,989,1064,2475,2610,2998
gene:AFUB_095440,61,31,34,324,277,331
gene:AFUB_095450,4,12,9,11,8,8
gene:AFUB_095460,1220,1001,1085,1518,1523,1756
gene:AFUB_095470,521,738,893,2903,3622,4104
gene:AFUB_095480,396,328,315,1921,1499,2498
gene:AFUB_095490,137,107,98,763,561,1165
gene:AFUB_095500,377,338,421,1917,1499,3013
gene:AFUB_095510,999,1040,1063,2254,2471,2912
gene:AFUB_095520,2340,2312,2789,1459,1620,1812
gene:AFUB_095530,399,417,436,572,573,686
gene:AFUB_095540,181,147,142,531,517,702
gene:AFUB_095550,22331,24450,28826,8425,9544,11036
gene:AFUB_095560,1833,2364,2726,1988,1729,2277
gene:AFUB_095570,1093,1120,1165,973,906,1170
gene:AFUB_095580,23,26,36,30,22,37
gene:AFUB_095590,2967,2417,3276,1780,1545,2176
gene:AFUB_095600,250,276,303,435,475,587
gene:AFUB_095610,1607,1263,1450,3802,2975,4183
gene:AFUB_095620,428,521,576,434,340,539
gene:AFUB_095630,586,648,616,2683,2796,3375
gene:AFUB_095640,1402,1538,1382,951,1002,1090
gene:AFUB_095650,494,537,592,1055,1029,1234
gene:AFUB_095660,231,225,187,495,466,637
gene:AFUB_095670,11,3,12,21,7,17
gene:AFUB_095680,8761,10865,12608,11327,11706,15147
gene:AFUB_095690,2809,3161,3562,3939,4204,5107
gene:AFUB_095700,242,243,266,712,777,1108
gene:AFUB_095710,155,285,339,1268,1850,1879
gene:AFUB_095720,21,16,9,86,74,83
gene:AFUB_095730,97,201,280,76,57,88
gene:AFUB_095740,4,2,1,31,24,30
gene:AFUB_095760,1706,1689,2136,880,811,1066
gene:AFUB_095770,645,571,682,324,328,405
gene:AFUB_095780,952,1195,1252,1695,1810,2165
gene:AFUB_095790,631,633,690,1195,1296,1533
gene:AFUB_095800,20,77,155,2474,3985,4142
gene:AFUB_095810,683,724,910,6264,6895,8043
gene:AFUB_095820,11142,12339,14143,10683,10740,13805
gene:AFUB_095830,837,900,996,900,930,1148
gene:AFUB_095840,1860,1852,2092,1971,1894,2569
gene:AFUB_095850,996,1186,1343,1242,987,1377
gene:AFUB_095860,23,27,22,74,83,90
gene:AFUB_095870,6163,8449,8990,3528,4050,4553
gene:AFUB_095880,1768,1822,2245,1120,1237,1654
gene:AFUB_095890,19513,18774,23814,8809,9371,11326
gene:AFUB_095900,51170,57448,67941,15064,15877,18792
gene:AFUB_095910,10,12,17,75,40,62
gene:AFUB_095920,1636,1833,1952,1772,2054,2412
gene:AFUB_095930,866,658,728,1153,1000,1391
gene:AFUB_095940,170,157,188,657,463,682
gene:AFUB_095950,1961,2136,2293,969,961,1120
gene:AFUB_095960,4079,4868,5356,8351,8485,10642
gene:AFUB_095970,1015,1012,1144,549,627,583
gene:AFUB_095980,0,0,0,1,0,1
gene:AFUB_095990,258,326,342,468,520,661
gene:AFUB_096000,21,18,23,32,34,46
gene:AFUB_096010,494,753,506,897,1019,1315
gene:AFUB_096020,2,6,6,29,22,31
gene:AFUB_096030,106,85,73,389,291,375
gene:AFUB_096040,1,2,2,70,20,47
gene:AFUB_096050,31226,37037,42983,16754,19397,24467
gene:AFUB_096060,1380,1924,2170,2137,1807,2735
gene:AFUB_096070,3892,4739,5107,1111,1148,1309
gene:AFUB_096080,636,421,401,1301,1369,1493
gene:AFUB_096090,6251,7762,8343,11349,14006,14657
gene:AFUB_096100,32,40,25,108,60,85
gene:AFUB_096110,566,486,489,423,271,404
gene:AFUB_096120,113,98,127,6972,4942,7243
gene:AFUB_096130,42,54,73,6798,4921,7079
gene:AFUB_096140,1135,1297,1461,6990,5715,8333
gene:AFUB_096150,858,697,745,1222,1210,1510
gene:AFUB_096160,284,182,220,349,445,521
gene:AFUB_096170,178,167,176,496,272,465
gene:AFUB_096180,1778,2359,2543,884,935,1217
gene:AFUB_096190,963,942,942,1402,1524,1762
gene:AFUB_096200,833,878,975,553,629,847
gene:AFUB_096210,5048,7028,6612,10262,9511,11758
gene:AFUB_096220,3560,2637,2590,1221,1012,1449
gene:AFUB_096230,2820,3048,3470,3211,3530,4462
gene:AFUB_096240,912,701,723,2042,1961,2451
gene:AFUB_096250,2190,2186,2436,2791,3196,3609
gene:AFUB_096260,386,380,395,1069,1060,1295
gene:AFUB_096270,2711,3677,4857,3897,3388,4225
gene:AFUB_096280,1847,1767,1834,4384,2977,4416
gene:AFUB_096290,19,14,27,273,155,270
gene:AFUB_096300,579,520,606,426,395,597
gene:AFUB_096310,92,70,100,509,482,589
gene:AFUB_096320,1838,2435,2288,33094,28431,37275
gene:AFUB_096330,309,313,417,3243,1855,3497
gene:AFUB_096340,13,12,11,912,448,862
gene:AFUB_096350,1359,1433,1476,659,683,893
gene:AFUB_096360,28,25,31,38,28,55
gene:AFUB_096370,492,402,426,899,650,966
gene:AFUB_096380,436,286,411,237,198,322
gene:AFUB_096390,382,312,300,3385,3853,4145
gene:AFUB_096400,2004,2305,2688,9285,12570,13402
gene:AFUB_096410,78,51,66,215,221,285
gene:AFUB_096420,52,45,72,128,102,148
gene:AFUB_096430,1032,883,1021,1018,884,1295
gene:AFUB_096440,155,98,115,99,71,110
gene:AFUB_096450,79,19,29,21,31,41
gene:AFUB_096460,12,11,15,39,19,52
gene:AFUB_096470,7,2,1,58,26,52
gene:AFUB_096480,25,22,22,78,55,82
gene:AFUB_096490,343,386,438,135,141,184
gene:AFUB_096500,540,330,352,1033,998,1209
gene:AFUB_096510,55,96,187,914,649,1016
gene:AFUB_096520,6090,5366,5961,1995,1626,2290
gene:AFUB_096530,350,335,373,695,657,821
gene:AFUB_096550,2,3,1,27,18,41
gene:AFUB_096560,188,178,239,11327,11358,15342
gene:AFUB_096570,643,474,527,2917,2363,3446
gene:AFUB_096580,201,150,177,612,474,638
gene:AFUB_096590,15,21,8,21,23,13
gene:AFUB_096600,172,239,261,1206,567,946
gene:AFUB_096610,1,1,4,24,4,21
gene:AFUB_096620,0,3,1,5,6,11
gene:AFUB_096630,9,1,4,14,21,14
gene:AFUB_096640,2,1,1,3,5,6
gene:AFUB_096650,230,161,135,730,717,880
gene:AFUB_096660,25,29,27,98,95,123
gene:AFUB_096670,206,168,180,1087,1102,1321
gene:AFUB_096680,64,53,47,98,69,97
gene:AFUB_096690,13,17,13,39,35,56
gene:AFUB_096700,0,4,1,6,5,5
gene:AFUB_096710,0,1,0,9,5,7
gene:AFUB_096720,450,565,512,906,1098,1277
gene:AFUB_096730,0,0,1,88,111,119
gene:AFUB_096740,2,0,2,73,70,74
gene:AFUB_096750,1,1,2,87,87,120
gene:AFUB_096760,30,25,31,53,60,59
gene:AFUB_096770,0,0,0,0,0,0
gene:AFUB_096780,43,37,57,1534,3659,3815
gene:AFUB_096790,27,13,23,153,370,362
gene:AFUB_096800,27,12,21,25,26,24
gene:AFUB_096810,2258,2073,2452,350,385,482
gene:AFUB_096820,245,211,209,544,640,793
gene:AFUB_096830,4295,3473,3718,1236,1241,1942
gene:AFUB_096840,4215,3154,3089,464,437,695
gene:AFUB_096850,5907,3349,3672,1477,1054,1862
gene:AFUB_096860,0,3,0,5,1,3
gene:AFUB_096870,33,37,53,245,197,263
gene:AFUB_096880,110,73,70,92,100,130
gene:AFUB_096890,9,9,24,5,15,13
gene:AFUB_096900,0,0,1,2,3,3
gene:AFUB_096910,56,51,57,203,214,243
gene:AFUB_096920,0,0,2,2,2,1
gene:AFUB_096930,5,1,9,5,3,12
gene:AFUB_096940,39,29,54,115,90,95
gene:AFUB_096950,43,42,30,20,18,31
gene:AFUB_096960,17,14,23,120,121,145
gene:AFUB_096970,20,8,9,88,67,95
gene:AFUB_096980,622,421,481,1504,1524,1911
gene:AFUB_097000,253,1397,1767,9228,12490,12911
gene:AFUB_097010,30,25,22,42,24,45
gene:AFUB_097020,183,113,160,192,132,224
gene:AFUB_097030,41,21,31,42,43,47
gene:AFUB_097040,5,4,15,41,31,40
gene:AFUB_097050,355,413,426,1319,1190,1725
gene:AFUB_097060,4,1,4,37,17,24
gene:AFUB_097070,2,1,3,93,34,58
gene:AFUB_097080,66,84,95,1156,1536,1705
gene:AFUB_097090,5,15,21,17,13,20
gene:AFUB_097100,1,0,1,11,5,8
gene:AFUB_097110,1,1,1,12,4,11
gene:AFUB_097120,100,68,103,302,294,342
gene:AFUB_097130,92,116,86,291,240,309
gene:AFUB_097140,1,0,0,1,0,1
gene:AFUB_097150,197,165,182,457,382,569
gene:AFUB_097160,450,423,452,448,437,535
gene:AFUB_097170,0,0,0,0,1,1
gene:AFUB_097180,0,0,0,2,0,3
gene:AFUB_097190,1,0,0,4,2,7
gene:AFUB_097200,2,2,1,76,71,67
gene:AFUB_097210,23,12,20,141,34,96
gene:AFUB_097220,1587,1334,1285,1265,1259,1606
gene:AFUB_097230,322,401,438,3298,2027,3310
gene:AFUB_097240,27,33,41,138,125,190
gene:AFUB_097250,0,0,0,1,0,1
gene:AFUB_097260,0,0,0,0,0,1
gene:AFUB_097270,0,0,0,0,1,2
gene:AFUB_097280,0,0,0,402,741,575
gene:AFUB_097290,9,8,4,52,58,57
gene:AFUB_097300,4,3,6,65,42,78
gene:AFUB_097310,0,0,0,0,0,0
gene:AFUB_097320,62,81,72,132,136,174
gene:AFUB_097330,1,0,0,2,5,7
gene:AFUB_097337,0,0,0,0,0,2
gene:AFUB_097338,9,15,14,41,36,39
gene:AFUB_097339,2,0,1,583,368,672
gene:AFUB_097340,0,0,0,2,1,5
gene:AFUB_097350,0,0,0,0,0,0
gene:AFUB_097360,64,55,60,145,105,161
gene:AFUB_097370,121,75,85,318,323,349
gene:AFUB_097380,171,125,124,497,619,656
gene:AFUB_097390,132,119,128,152,134,161
gene:AFUB_097400,0,0,1,8,0,7
gene:AFUB_097410,31,27,35,71,48,70
gene:AFUB_097420,360,332,324,2731,1784,2669
gene:AFUB_097430,5,6,6,6,12,9
gene:AFUB_097440,2679,2714,3009,2624,2766,3536
gene:AFUB_097450,160,120,149,1642,1666,1897
gene:AFUB_097460,165,224,260,463,458,517
gene:AFUB_097470,0,5,5,55,44,46
gene:AFUB_097480,1,1,0,61,26,45
gene:AFUB_097490,46,51,53,386,337,467
gene:AFUB_097500,1,2,1,34,12,21
gene:AFUB_097510,72,52,54,967,621,1117
gene:AFUB_097520,25,21,23,149,122,197
gene:AFUB_097530,3996,2472,2753,5551,5154,6462
gene:AFUB_097540,97,89,103,436,250,380
gene:AFUB_097550,127,142,132,444,319,457
gene:AFUB_097560,1646,1638,1885,1430,1270,1618
gene:AFUB_097570,192,187,222,831,515,842
gene:AFUB_097580,10,5,10,229,83,180
gene:AFUB_097590,0,1,2,104,49,99
gene:AFUB_097600,2,0,3,4,1,0
gene:AFUB_097610,0,0,0,0,0,0
gene:AFUB_097620,0,0,0,0,0,0
gene:AFUB_097630,0,0,0,1,0,0
gene:AFUB_097640,0,0,0,0,0,0
gene:AFUB_097650,0,0,0,0,0,0
gene:AFUB_097660,0,0,0,0,0,0
gene:AFUB_097670,0,0,0,0,0,0
gene:AFUB_097680,0,0,0,0,0,0
gene:AFUB_097690,156,105,114,119,128,162
gene:AFUB_097700,8,12,17,46,59,63
gene:AFUB_097710,7,8,10,27,19,22
gene:AFUB_097720,205,226,227,222,256,270
gene:AFUB_097730,22,20,18,107,55,111
gene:AFUB_097740,160,302,179,2870,3777,4154
gene:AFUB_097750,2,5,2,9,12,21
gene:AFUB_097760,0,0,0,21,11,26
gene:AFUB_097770,0,0,0,8,5,7
gene:AFUB_097780,113,190,186,279,293,374
gene:AFUB_097790,556,618,723,912,875,1226
gene:AFUB_097800,310,255,252,556,427,626
gene:AFUB_097810,850,612,692,982,896,1316
gene:AFUB_097820,1,0,2,5,4,14
gene:AFUB_097830,31,28,20,117,138,172
gene:AFUB_097840,0,0,0,1,0,1
gene:AFUB_097850,802,637,617,3323,3094,3989
gene:AFUB_097860,7,1,2,8,21,15
gene:AFUB_097870,1,0,1,3,2,3
gene:AFUB_097880,1,6,0,1,3,4
gene:AFUB_097890,817,806,761,923,1131,1223
gene:AFUB_097900,1600,1816,1749,1582,1890,2172
gene:AFUB_097910,58,63,49,1020,962,1390
gene:AFUB_097920,581,635,606,377,376,561
gene:AFUB_097930,40,252,329,605,1070,1127
gene:AFUB_097940,42,91,159,566,737,855
gene:AFUB_097950,3,8,9,92,105,112
gene:AFUB_097960,631,843,843,1777,1987,2722
gene:AFUB_097970,0,0,0,0,0,0
gene:AFUB_097980,8,9,9,197,194,263
gene:AFUB_097990,4,8,4,32,54,66
gene:AFUB_098000,1,5,5,12,11,29
gene:AFUB_098010,0,0,0,0,0,1
gene:AFUB_098020,0,0,0,0,0,0
gene:AFUB_098030,0,0,0,0,0,0
gene:AFUB_098040,0,0,0,0,0,0
gene:AFUB_098050,101,65,68,278,213,274
gene:AFUB_098060,211,170,176,454,453,500
gene:AFUB_098070,141,132,84,327,310,383
gene:AFUB_098170,5015,4453,4830,5054,5631,6896
gene:AFUB_098180,946,937,986,2358,2720,2880
gene:AFUB_098190,1901,1855,2183,2456,2592,3509
gene:AFUB_098200,3952,4847,5055,5224,4379,5567
gene:AFUB_098210,276,268,340,666,746,911
gene:AFUB_098220,2,2,2,19,14,25
gene:AFUB_098230,2168,1828,1917,5011,4246,5221
gene:AFUB_098240,4515,4385,4873,2414,2836,3521
gene:AFUB_098250,786,816,853,1880,2208,2496
gene:AFUB_098260,5593,6526,7583,3545,3502,4420
gene:AFUB_098270,974,1003,900,2431,2195,2979
gene:AFUB_098280,4364,4328,4943,5484,5523,6410
gene:AFUB_098290,728,1098,1174,14636,17365,19502
gene:AFUB_098300,186,217,228,1554,1626,2045
gene:AFUB_098310,1897,1762,1795,1275,1446,1881
gene:AFUB_098320,4873,4331,4754,6018,6476,8124
gene:AFUB_098330,1670,1258,1350,3050,2639,3551
gene:AFUB_098340,4642,4830,5343,3390,4091,4523
gene:AFUB_098350,1093,654,749,1482,1214,1747
gene:AFUB_098360,2939,2794,2938,5149,5049,6518
gene:AFUB_098370,1148,1136,1292,3225,3581,4748
gene:AFUB_098380,8463,8692,9591,2587,2829,3353
gene:AFUB_098390,816,696,859,1880,1966,2541
gene:AFUB_098400,105,94,92,439,419,505
gene:AFUB_098410,1094,1478,1599,2641,3056,3759
gene:AFUB_098420,780,1072,1091,5182,6139,6455
gene:AFUB_098430,4,0,5,11,8,13
gene:AFUB_098440,88,97,106,626,741,866
gene:AFUB_098450,970,960,1165,1490,1334,1702
gene:AFUB_098460,3380,4681,5461,1030,895,1201
gene:AFUB_098470,82,60,61,241,297,318
gene:AFUB_098480,130,181,159,599,734,846
gene:AFUB_098490,10038,10057,11202,3735,4034,4870
gene:AFUB_098500,181,131,157,350,407,466
gene:AFUB_098510,1700,1670,1840,2043,1805,2350
gene:AFUB_098520,298,416,467,466,506,617
gene:AFUB_098530,574,825,902,2245,2566,3062
gene:AFUB_098540,485,398,510,1702,1561,2125
gene:AFUB_098550,40298,49402,52915,14699,16430,18039
gene:AFUB_098560,400,354,404,860,920,1068
gene:AFUB_098570,1130,1594,1491,864,928,1041
gene:AFUB_098580,1123,1135,1359,2231,2229,2764
gene:AFUB_098590,673,779,821,1359,1496,1710
gene:AFUB_098600,54,32,35,885,762,1015
gene:AFUB_098610,901,1534,1707,4020,5279,5555
gene:AFUB_098620,1030,975,1169,2049,1830,2440
gene:AFUB_098630,823,1360,1848,7652,7789,9733
gene:AFUB_098640,1,1,3,210,89,186
gene:AFUB_098650,1627,1675,1697,2353,2880,3187
gene:AFUB_098660,99,135,154,194,289,269
gene:AFUB_098670,3278,3639,3814,3191,2946,3710
gene:AFUB_098680,1537,1584,1676,2601,2394,2788
gene:AFUB_098690,2,1,2,30,18,47
gene:AFUB_098700,707,812,711,1919,2647,2928
gene:AFUB_098720,2624,2425,2760,1962,1854,2168
gene:AFUB_098730,1207,1709,2080,2075,2122,2844
gene:AFUB_098740,474,362,443,1317,1192,1530
gene:AFUB_098750,287,338,405,2046,1829,2934
gene:AFUB_098760,1393,1405,1721,2176,2098,2867
gene:AFUB_098770,1104,1080,1324,428,390,465
gene:AFUB_098780,124,93,87,104,116,144
gene:AFUB_098790,21,11,15,24,29,35
gene:AFUB_098800,749,859,1023,15426,12273,17428
gene:AFUB_098810,225,206,255,2423,2069,2757
gene:AFUB_098820,575,605,674,656,609,842
gene:AFUB_098830,73,95,147,3477,4337,5044
gene:AFUB_098840,1947,1948,1869,2236,2305,2552
gene:AFUB_098850,55,42,42,76,57,79
gene:AFUB_098860,36,45,39,107,63,89
gene:AFUB_098870,0,1,0,25,6,12
gene:AFUB_098880,1743,1692,1755,1937,2355,2475
gene:AFUB_098890,1487,2082,2354,2623,2578,3168
gene:AFUB_098900,1532,1318,1489,3319,3003,3881
gene:AFUB_098910,1199,1006,939,2740,2913,3268
gene:AFUB_098920,1189,1131,1185,4199,4783,5561
