,4hcon1,4hcon2,4hcys1,4hcys2,8hcon1,8hcon2,8hcys1,8hcys2,12hcon1,12hcon2,12hcys1,12hcys2
CDR20291_3194,11,11,6,7,76,75,105,125,96,87,37,57
CDR20291_3195,872,789,806,952,17,59,98,76,119,147,56,73
CDR20291_3196,322,352,369,406,155,177,267,216,73,132,42,86
CDR20291_3197,422,408,337,458,34,29,39,56,783,932,507,421
CDR20291_3198,558,606,734,1015,31,28,62,36,323,391,229,168
CDR20291_3199,4995,5269,4669,5362,33,25,64,31,560,763,380,318
CDR20291_3200,692,737,639,756,515,633,1137,751,77,77,22,53
CDR20291_3201,1198,1042,961,1279,28,49,75,43,31,71,12,34
CDR20291_3203,325,295,285,338,42,31,28,41,110,142,96,112
CDR20291_3204,397,420,262,356,49,40,72,57,40,41,11,24
CDR20291_3205,585,550,572,621,5,9,20,21,38,75,12,51
CDR20291_3206,51,88,87,108,29,22,20,34,43,52,12,25
CDR20291_3207,69,80,60,77,160,241,397,392,416,574,310,570
CDR20291_3208,37,36,44,45,6609,7677,14161,17456,33,70,36,36
CDR20291_3209,909,856,781,1234,1353,1727,3940,3980,34,48,20,43
CDR20291_3210,84,63,70,115,6059,6353,11344,11334,80,66,20,58
CDR20291_3211,38,60,47,97,1204,1819,3183,1981,10,30,8,11
CDR20291_3212,73,61,110,131,419,685,1048,630,15,27,11,37
CDR20291_3213,26,34,21,41,623,915,1756,1047,203,282,81,339
CDR20291_3214,87,89,74,86,457,633,1271,825,3878,6221,3157,3485
CDR20291_3215,1241,1039,655,1179,299,399,733,577,778,1015,524,660
CDR20291_3216,5518,5646,7261,7525,258,444,824,594,3547,4004,4281,3091
CDR20291_3217,1530,1736,1898,2227,781,972,1082,823,933,1223,422,385
CDR20291_3218,8574,9087,12703,14160,5746,8013,14275,11050,378,422,147,124
CDR20291_3219,3972,4119,3289,4485,1904,2379,3608,2663,603,719,259,220
CDR20291_3220,1252,1285,1091,1397,9395,10966,16424,13437,476,605,192,263
CDR20291_3221,2348,2503,1911,2844,18099,17898,23948,22983,295,334,132,240
CDR20291_3222,1592,1773,1519,2151,3812,4232,6499,6435,351,485,86,204
CDR20291_3223,1218,1080,932,1428,2226,2470,4836,4419,758,792,349,461
CDR20291_3224,1245,1142,1000,1658,3671,4367,7145,7719,5186,6430,5413,4914
CDR20291_3225,946,965,883,1141,4504,4950,10071,11638,1796,1932,588,736
CDR20291_3226,15059,15351,14818,19496,2817,3120,7835,6597,5950,6888,2903,2497
CDR20291_3227,4680,5265,3437,4608,53,59,117,98,8946,10981,5932,4917
CDR20291_3228,18542,17842,14087,16747,37,54,64,52,1802,1897,1921,1305
CDR20291_3229,25254,23882,19070,21903,24,52,26,20,1112,1124,2217,1093
CDR20291_3230,3126,3253,6008,5972,64,79,60,48,1785,1959,4430,3288
CDR20291_3231,1641,1799,3312,3173,41,75,72,64,2141,1898,4839,2751
CDR20291_3232,2173,2391,5184,4250,57,36,54,34,2778,2393,10425,3447
CDR20291_3233,3937,4518,8969,9057,3843,4276,5105,3897,29,45,46,37
CDR20291_3234,2114,2421,4524,5006,2041,2223,2539,1964,23,19,25,34
CDR20291_3235,234,186,235,273,970,1112,1460,1254,22,5,8,14
CDR20291_3236,115,100,122,109,1347,1739,2249,1757,21,35,10,40
CDR20291_3237,26,36,38,45,437,520,735,599,19,27,23,66
CDR20291_3238,97,91,74,80,462,673,1007,702,29,10,11,32
CDR20291_3239,96,60,78,75,1302,1477,1958,1531,1421,1553,173,258
CDR20291_3240,145,133,113,152,579,771,1195,779,895,1060,168,197
CDR20291_3241,10040,10262,11490,12552,291,355,663,384,508,544,112,109
CDR20291_3242,5361,5618,6077,6442,308,437,687,394,763,891,185,266
CDR20291_3243,2922,3079,3527,3691,646,1101,1832,1089,207,282,66,65
CDR20291_3244,3477,3635,4033,4389,510,711,880,761,272,340,125,90
CDR20291_3245,1171,1163,1099,1378,191,393,653,403,762,871,412,360
CDR20291_3246,1238,1513,1277,1621,151,272,542,325,303,407,275,185
CDR20291_3247,1964,2056,2248,2774,404,537,984,581,193,212,153,114
CDR20291_3248,1181,1167,1210,1532,860,1144,1715,1091,191,267,203,119
CDR20291_3249,590,743,596,773,1036,1116,1519,1025,438,549,727,322
CDR20291_3250,692,780,746,895,739,812,1029,918,285,365,404,339
CDR20291_3251,2018,2097,1990,2277,228,403,789,400,185,216,35,81
CDR20291_3252,815,781,866,951,147,363,678,351,132,147,27,36
CDR20291_3253,928,978,685,1134,616,1280,1825,951,262,354,126,114
CDR20291_3254,888,916,696,1032,102,160,210,156,430,417,259,316
CDR20291_3255,1220,1226,1064,1649,49,53,111,75,421,437,358,410
CDR20291_3256,1847,1865,1873,2784,16,19,19,39,586,908,405,1337
CDR20291_3257,2010,2051,2025,3017,38,38,41,36,147,142,57,108
CDR20291_3258,1224,1170,1014,1721,7,5,7,4,104,147,79,99
CDR20291_3259,895,990,674,1355,14,6,25,11,338,546,202,343
CDR20291_3260,631,705,596,1015,13,17,35,38,74,115,47,97
CDR20291_3261,1738,2068,1472,2673,87,108,106,146,19,32,71,45
CDR20291_3262,562,589,656,941,37,44,60,51,11,13,18,45
CDR20291_3263,128,157,170,132,61,122,236,172,23,17,25,22
CDR20291_3264,65,71,79,63,66,90,130,128,0,1,3,6
CDR20291_3265,71,72,89,102,138,238,485,337,11,2,12,29
CDR20291_3266,15,18,13,24,242,325,725,593,11,14,18,44
CDR20291_3267,2,10,8,7,25,17,25,13,87,68,57,90
CDR20291_3268,40,45,27,38,213,138,55,41,39,50,23,21
CDR20291_3269,57,65,46,88,9068,7037,1340,1545,41,91,24,34
CDR20291_3270,267,264,288,284,167,211,174,201,59,83,57,89
CDR20291_3271,135,176,171,185,204,237,113,102,129,190,61,105
CDR20291_3272,762,834,684,960,360,388,333,288,165,258,85,123
CDR20291_3273,313,305,231,292,23,8,22,22,11,12,5,17
CDR20291_3274,666,671,509,761,9,10,26,23,86,157,77,103
CDR20291_3275,1118,1199,925,1458,167,336,100,50,4289,5681,5265,3472
CDR20291_3276,35,26,23,25,3418,4072,1524,1410,196,270,118,263
CDR20291_3277,108,177,90,141,753,630,230,203,191,332,442,563
CDR20291_3278,2945,3108,2049,2295,5,5,3,12,300,334,469,690
CDR20291_3279,157,167,230,327,10,21,16,15,4,20,10,21
CDR20291_3280,137,145,110,137,80,85,75,55,6,10,10,15
CDR20291_3281,454,433,296,535,27,56,85,75,133,153,87,348
CDR20291_3282,48,35,42,51,728,691,1137,851,2173,3322,1430,4265
CDR20291_3283,35,41,24,47,520,659,490,425,379,439,369,428
CDR20291_3284,150,154,102,142,330,294,242,157,13,13,4,9
CDR20291_3285,2977,2262,1419,1555,15144,11465,8072,7140,19,17,14,20
CDR20291_3286,355,367,236,247,3846,4506,3907,3013,76,108,78,113
CDR20291_3287,25,19,10,29,2360,2632,2235,1850,40,42,67,53
CDR20291_3288,27,42,32,20,6631,6732,5571,4445,440,488,1390,770
CDR20291_3289,142,112,77,93,1947,1995,1653,1286,363,574,371,353
CDR20291_3290,84,84,95,81,931,881,774,652,997,947,325,309
CDR20291_3291,872,764,764,1233,877,939,671,784,47073,39473,15218,14096
CDR20291_3292,738,796,750,959,3962,3974,5056,5175,3312,4010,2012,2582
CDR20291_3293,124,144,125,169,22753,23856,32281,32276,2333,2625,1170,1349
CDR20291_3294,4352,3874,3890,4323,7022,7657,11386,11425,6181,6384,3304,3385
CDR20291_3297,4607,3648,3718,4940,11941,14729,25096,21349,3060,3174,1566,1652
CDR20291_3298,3514,3047,2749,3434,2381,3202,5535,4281,1403,1505,779,1025
CDR20291_3299,4649,4781,4462,6024,3298,4661,8868,5684,1272,1638,522,1449
CDR20291_3300,1643,1913,1783,2008,1440,1837,2757,1980,1317,1509,264,355
CDR20291_3301,740,771,880,865,3710,5865,11493,8352,7783,8317,2440,3116
CDR20291_3302,884,732,940,803,1926,3240,7380,5037,2589,2654,459,721
CDR20291_3303,7090,6133,9357,9437,220,585,2021,1278,3778,4708,1121,1446
CDR20291_3304,43582,40475,59379,60125,1386,2530,7176,3418,921,1048,276,362
CDR20291_3305,15891,13977,20390,20486,90,94,236,156,1245,1613,459,557
CDR20291_3306,27478,25462,34572,39203,1005,1475,2173,1958,534,703,204,292
CDR20291_3307,5970,5300,6595,8997,407,553,970,825,1551,2230,845,1002
CDR20291_3308,8577,8055,9430,12509,162,229,441,390,767,1285,420,635
CDR20291_3309,2228,1799,2880,3345,293,455,851,630,194,384,154,142
CDR20291_3310,8776,7710,9270,13247,94,175,307,280,973,1582,1437,1299
CDR20291_3311,4228,4454,4897,6497,568,1052,1855,1599,72,107,46,79
CDR20291_3312,692,859,959,1141,104,152,344,221,674,979,310,432
CDR20291_3313,2201,2862,3862,3138,620,1030,2864,2143,258,418,118,151
CDR20291_3314,350,312,289,350,2944,5337,10943,8084,113,211,35,48
CDR20291_3315,7732,7210,7760,8866,1773,3096,4475,3539,252,411,67,154
CDR20291_3316,3084,3012,3277,3663,58,50,111,69,106,173,31,55
CDR20291_3317,997,919,838,1075,45,44,79,82,566,891,159,414
CDR20291_3318,2346,2318,1960,2449,80,80,151,175,143,238,57,121
CDR20291_3319,1012,929,829,1068,154,161,231,181,813,1538,182,821
CDR20291_3320,4304,4196,3822,5898,177,230,286,263,3032,5406,937,4356
CDR20291_3321,782,733,509,863,128,125,183,171,1790,2663,1057,2205
CDR20291_3322,11693,5997,4643,6472,469,567,763,613,29,41,18,57
CDR20291_3323,40690,22725,17081,24907,3693,5460,6814,4890,30,29,21,48
CDR20291_3324,11255,10378,6052,11196,1004,1908,4443,2992,57,94,31,121
CDR20291_3326,364,328,278,357,246,428,663,552,74,142,54,146
CDR20291_3327,113,76,82,138,24,25,73,35,91,180,53,105
CDR20291_3328,588,557,486,587,2671,2952,3068,2897,81,101,37,63
CDR20291_3329,989,864,983,1509,377,486,1080,1024,254,420,121,199
CDR20291_3330,1548,1504,1464,2169,39,52,141,92,2105,3344,997,1854
CDR20291_3331,917,905,722,1037,34,53,93,80,1185,1482,960,820
CDR20291_3332,3471,2559,2459,3248,547,674,913,823,177,267,95,184
CDR20291_3333,33112,25268,25037,30539,675,854,1234,933,20,35,13,40
CDR20291_3334,13814,12187,10964,14823,533,607,759,647,2093,2732,766,1648
CDR20291_3335,5169,4266,2913,5022,164,185,285,210,280,455,54,181
CDR20291_3336,116,62,140,168,163,187,231,228,13,25,6,36
CDR20291_3337,7382,6001,5913,7262,150,234,370,245,15,36,1,14
CDR20291_3338,3641,3321,2770,3471,256,345,706,486,429,588,129,204
CDR20291_3339,398,388,215,442,172,285,416,287,645,740,261,265
CDR20291_3340,218,211,113,247,702,905,1099,881,454,545,192,284
CDR20291_3341,865,802,769,931,4496,4603,2748,2581,189,186,48,85
CDR20291_3342,1022,1097,1009,1237,1981,3649,4887,3899,115,160,63,45
CDR20291_3343,706,638,593,688,1293,2026,2767,1742,156,207,90,81
CDR20291_3344,204,221,164,220,19303,19031,14810,11898,301,345,199,195
CDR20291_3345,159,159,177,189,373,556,1185,833,193,222,175,197
CDR20291_3346,262,244,208,280,847,1238,2211,1942,589,687,972,801
CDR20291_3347,423,422,407,544,438,691,781,721,2487,3902,8245,5484
CDR20291_3348,304,265,199,302,179,237,302,276,1899,3431,456,1335
CDR20291_3349,759,801,681,846,3533,4850,5278,4449,812,1279,480,917
CDR20291_3350,2875,2750,3150,1846,16,5,14,46,5061,7956,5424,10090
CDR20291_3351,19521,21209,16960,25580,262,360,762,606,699,1119,205,694
CDR20291_3352,5635,6914,4362,9815,45,77,238,124,1230,1642,434,1059
CDR20291_3353,5159,3729,4834,5542,67,128,338,203,538,741,281,709
CDR20291_3354,1473,1469,1175,1685,69,73,83,75,274,314,177,385
CDR20291_3355,7802,7414,6520,9212,48,48,85,76,1375,1947,793,1519
CDR20291_3356,1012,749,663,901,20,42,57,64,14,4,14,79
CDR20291_3357,386,334,370,240,11,15,47,38,182,410,69,301
CDR20291_3358,6289,6703,6868,12717,10,20,26,47,59,129,31,66
CDR20291_3359,32,24,29,26,11,16,15,36,77,99,110,113
CDR20291_3360,1974,2105,1788,2622,17,14,31,22,69,81,69,71
CDR20291_3361,423,388,277,580,5,10,30,31,57,44,37,28
CDR20291_3362,778,742,841,1096,12,16,15,24,18,24,28,24
CDR20291_3363,115,114,130,120,21,31,31,26,17,17,27,26
CDR20291_3364,103,89,118,96,1345,1720,1737,1664,12,17,34,39
CDR20291_3365,34,37,31,45,2309,3058,3397,3061,14,9,31,41
CDR20291_3366,30,24,38,33,11,5,11,2,23,20,54,42
CDR20291_3367,22,43,25,30,131,118,216,179,14,10,29,32
CDR20291_3368,24,15,18,30,5270,5937,7599,6322,8,9,13,33
CDR20291_3369,32,47,35,14,3907,4525,5287,4397,2,0,5,6
CDR20291_3370,13,16,18,27,1513,1394,2614,2342,10,17,11,15
CDR20291_3371,19,25,19,18,131,234,471,412,682,893,188,296
CDR20291_3372,6,7,7,5,129,177,344,265,1208,1520,414,524
CDR20291_3373,71,59,62,75,1314,1535,2142,2097,4,1,2,6
CDR20291_3374,4796,4151,4120,4797,191,303,577,433,137,136,49,40
CDR20291_3375,9720,9222,8308,10282,110,217,318,268,5440,6922,2877,2510
CDR20291_3376,16,18,16,19,3,1,4,6,3834,4555,2320,2686
CDR20291_3377,179,243,223,277,24,53,101,74,817,956,1345,833
CDR20291_3378,9919,10196,8799,10885,3800,6079,8155,7205,199,191,70,124
CDR20291_3379,6603,6402,6149,7571,554,967,1659,1304,114,201,47,103
CDR20291_3380,1969,2268,2949,2355,239,424,909,676,1214,1619,409,989
CDR20291_3381,903,958,820,1048,2351,3750,5726,4747,237,381,98,196
CDR20291_3382,676,704,629,826,1991,3522,4913,3698,115,152,43,99
CDR20291_3383,2974,2845,3194,4123,139,160,282,217,2,0,0,7
CDR20291_3384,1079,1068,1167,1495,82,106,183,153,24,32,10,25
CDR20291_3385,610,591,572,827,22910,20732,27582,24258,2439,3870,547,1408
CDR20291_3387,1,2,10,7,2915,4249,6274,5129,399,614,127,298
CDR20291_3388,168,216,191,233,37,87,159,129,213,357,84,174
CDR20291_3389,25518,24176,21230,25969,35,59,211,125,1108,2202,479,1498
CDR20291_3390,4331,4475,3231,4772,28,23,65,49,1584,2765,579,1250
CDR20291_3391,1989,2179,1441,2333,30,31,70,28,107,136,92,93
CDR20291_3392,9095,8695,6264,11427,1526,2506,3568,2226,52,96,115,115
CDR20291_3393,10549,11192,6599,10488,430,810,1796,866,13009,14223,45325,15864
CDR20291_3394,598,588,430,622,2888,4539,2334,1516,1983,2243,3770,2211
CDR20291_3395,307,303,234,380,103560,105952,77688,58373,39,69,13,60
CDR20291_3396,19727,20633,22808,21631,363,572,594,451,33,74,40,65
CDR20291_3397,4171,4151,3865,4379,402,548,667,656,17,18,21,29
CDR20291_3398,655,416,309,557,169,226,272,266,14,33,18,34
CDR20291_3399,498,425,333,670,1447,1953,2612,2201,773,1317,308,1081
CDR20291_3400,30,45,59,34,30,40,51,27,357,620,155,417
CDR20291_3401,99,88,62,142,22,24,13,16,3017,4483,4431,15996
CDR20291_3402,5874,5583,4603,8355,23,43,39,40,99795,164415,120557,370645
CDR20291_3403,2824,2970,1965,3774,44,59,62,94,334,449,135,346
CDR20291_3404,2627,2083,1282,1931,28,40,37,51,284,468,103,268
CDR20291_3405,54650,31620,27161,31293,279,362,785,692,164,316,78,425
CDR20291_3406,1024,892,760,971,87,122,209,143,1280,2160,528,1966
CDR20291_3407,999,947,867,1208,16,19,62,50,6,26,7,27
CDR20291_3408,454,333,387,521,158,251,445,354,13,2,4,16
CDR20291_3409,5421,4397,4609,6379,137,207,342,288,0,0,1,7
CDR20291_3410,85,129,68,142,237,276,509,574,29,18,24,61
CDR20291_3411,31,25,18,33,579,620,951,833,42,63,33,89
CDR20291_3413,83,86,56,98,143,161,250,151,28,33,23,56
CDR20291_3414,237,258,170,246,71,107,147,133,160,344,100,297
CDR20291_3415,118,103,91,132,60,92,147,115,82,177,32,89
CDR20291_3416,943,898,933,1094,3435,4260,5506,5515,26,34,20,38
CDR20291_3417,178,158,177,168,249,433,535,475,141,185,59,149
CDR20291_3418,132,138,99,133,152,286,314,187,113,163,60,81
CDR20291_3419,1643,1673,1170,1652,62,133,104,85,166,232,61,169
CDR20291_3420,1330,1086,889,1197,327,389,497,470,373,434,143,174
CDR20291_3421,1858,1636,1394,1736,154,211,365,220,110,109,57,47
CDR20291_3422,2819,2454,2817,2988,984,1105,1251,1189,97,137,70,71
CDR20291_3423,652,728,691,705,1992,2416,3362,2956,82,112,40,73
CDR20291_3424,344,351,222,322,130,246,424,262,3019,3768,1803,2755
CDR20291_3425,246,202,188,252,393,545,704,377,203,309,107,223
CDR20291_3426,11275,11337,11304,13362,540,641,913,758,154,210,79,276
CDR20291_3427,1412,1307,1216,1902,250,360,438,297,61,82,36,157
CDR20291_3429,410,377,257,437,202,220,59,50,209,253,122,213
CDR20291_3430,208,192,120,215,44,83,129,90,139,181,74,141
CDR20291_3431,836,881,798,1180,367,537,1166,967,723,933,532,652
CDR20291_3432,696,713,565,1028,456,842,1945,1454,1392,1579,461,695
CDR20291_3433,1736,1507,1968,2290,7767,6890,6456,5570,140,212,55,89
CDR20291_3434,3935,3419,2282,3281,12777,10368,9833,8582,210,321,126,261
CDR20291_3435,607,579,287,534,104,147,224,239,272,426,109,230
CDR20291_3436,869,942,638,993,4351,5077,6602,6107,196,294,84,151
CDR20291_3437,2213,2008,1645,2112,3278,3733,5186,4009,110,139,26,29
CDR20291_3438,986,964,708,1168,2145,1995,1913,2127,33,47,14,44
CDR20291_3439,339,310,220,239,5764,4382,4274,6169,170,269,321,362
CDR20291_3440,829,714,516,887,195,292,682,431,356,394,735,591
CDR20291_3441,2786,2627,1587,2953,347,436,618,409,1618,2142,3460,2613
CDR20291_3442,2490,2555,1813,3281,2905,3117,5143,4126,2726,3053,4915,4074
CDR20291_3443,2723,2282,3415,3136,21,11,1,11,72,121,66,96
CDR20291_3444,4256,3408,4908,4633,16,14,34,30,3018,3840,958,1843
CDR20291_3445,440,387,320,423,312,499,813,627,2374,3004,1880,2151
CDR20291_3446,11562,10711,9454,11194,420,724,1208,983,861,982,2168,1766
CDR20291_3447,7243,7652,6112,7695,494,751,1595,1388,1658,1817,7838,4729
CDR20291_3448,1283,680,1331,1112,28,31,46,59,94,145,120,119
CDR20291_3449,1847,1251,2460,1828,17,22,41,57,156,214,741,279
CDR20291_3450,429,489,454,539,7,11,12,4,1503,1703,7680,4223
CDR20291_3451,227,385,446,322,1549,2550,2584,1411,13,2,29,12
CDR20291_3452,1378,1257,2512,1403,5,6,15,5,12,8,7,7
CDR20291_3453,12,4,11,4,12,6,12,21,263,367,95,190
CDR20291_3454,88,88,64,122,10,0,8,4,336,562,66,179
CDR20291_3455,2941,2517,1872,2561,21,12,29,27,361,580,72,206
CDR20291_3456,4257,4131,2800,3618,11,12,3,5,28,15,15,8
CDR20291_3457,4900,4673,2962,4080,540,794,659,538,11,15,12,1
CDR20291_3458,75,55,43,52,714,986,1117,882,10,9,6,5
CDR20291_3459,48,33,28,30,36,58,32,20,1682,2140,882,1363
CDR20291_3460,19,9,9,12,25,70,23,18,2,2,6,3
CDR20291_3461,4060,4404,2867,4495,27,41,17,12,15,21,13,8
CDR20291_3462,13,15,6,11,19,53,12,26,6,4,28,4
CDR20291_3463,24,18,9,15,0,1,6,0,9,4,34,15
CDR20291_3464,14,7,10,5,23,54,42,36,1,0,16,6
CDR20291_3465,23,41,22,8,1861,2051,2692,2283,6,7,17,17
CDR20291_3466,7,2,6,6,1317,1822,2445,1802,722,913,328,605
CDR20291_3467,3,11,17,10,10418,8929,8737,8575,691,969,380,663
CDR20291_3468,1852,1917,1376,1941,101,132,190,177,11,23,18,34
CDR20291_3469,2254,1816,1746,2249,145,270,415,277,14,19,7,10
CDR20291_3470,36,55,47,47,79,139,235,159,15,9,13,13
CDR20291_3471,48,33,35,38,87,99,141,117,22,22,15,10
CDR20291_3472,47,43,50,50,93,138,178,144,50,49,25,23
CDR20291_3473,47,48,51,56,164,200,229,185,1852,2395,961,1436
CDR20291_3474,9,11,13,7,32,39,44,37,2443,3445,1010,1467
CDR20291_3475,114,99,121,143,33,52,66,64,6048,8204,2190,3293
CDR20291_3476,5457,5438,4870,6193,18,23,25,33,108,133,101,105
CDR20291_3477,5691,5792,4829,6331,29,18,30,18,193,224,170,173
CDR20291_3478,24298,27075,31123,33362,6,3,4,8,71,101,34,109
CDR20291_3479,345,327,310,349,20,18,22,20,53,69,17,67
CDR20291_3480,446,459,379,575,1,4,11,2,93,132,44,134
CDR20291_3481,562,552,356,797,27,15,61,42,174,235,70,157
CDR20291_3482,320,297,218,416,47,43,37,57,17,21,24,36
CDR20291_3483,416,448,351,554,14,14,15,22,34,57,51,51
CDR20291_3484,684,556,484,853,6,7,9,7,17,19,12,13
CDR20291_3485,102,83,92,113,56,65,58,50,17,15,8,13
CDR20291_3486,100,145,107,157,42,63,48,45,4,6,5,8
CDR20291_3487,68,68,77,88,56,97,88,75,16,16,15,14
CDR20291_3488,47,56,65,86,53,58,125,95,4,6,3,5
CDR20291_3489,21,20,14,30,44,54,85,57,18,25,36,42
CDR20291_3490,45,65,61,66,25,29,48,52,22,45,15,22
CDR20291_3491,4,18,10,20,29,29,70,52,11,16,4,12
CDR20291_3492,79,76,77,121,14,20,20,29,4,10,4,3
CDR20291_3493,112,105,93,111,44,27,61,67,15,38,17,32
CDR20291_3494,66,59,55,53,238,405,690,558,27,31,22,38
CDR20291_3495,34,25,21,22,103,138,211,162,74,79,56,115
CDR20291_3496,130,125,111,152,70,87,120,134,23,33,34,75
CDR20291_3497,85,88,88,107,588,878,1629,1388,33,29,34,43
CDR20291_3498,99,132,112,154,957,1257,2668,2535,16,13,14,56
CDR20291_3499,174,195,229,235,1118,1375,2640,2333,17,31,24,44
CDR20291_3500,110,185,145,188,18,23,41,30,5,2,10,25
CDR20291_3501,152,145,131,182,381,497,764,681,24,38,35,39
CDR20291_3502,117,144,119,167,1434,1539,2181,2026,314,534,162,549
CDR20291_3503,21,26,13,25,1273,1519,2001,1883,72,94,43,69
CDR20291_3504,54,49,40,47,182,250,340,328,40,77,38,52
CDR20291_3505,1128,848,853,1044,5687,7667,10905,10002,331,465,252,358
CDR20291_3506,220,209,246,333,1776,2393,3475,2977,800,982,773,763
CDR20291_3507,180,199,187,243,1949,2970,5201,3668,950,1153,1429,1259
CDR20291_3508,1944,1747,2014,2097,1249,1941,3988,2658,18,13,10,31
CDR20291_3509,3232,3082,3419,4342,1767,2252,2931,2161,305,416,108,247
CDR20291_3510,1990,1824,2767,2689,2782,3877,3927,3537,973,1385,806,1402
CDR20291_3511,42,51,35,28,3604,4882,4462,3905,1957,2158,439,1273
CDR20291_3512,1430,1541,1320,1611,16241,19278,22252,15359,115,176,66,107
CDR20291_3513,3139,3089,3401,3730,500695,501316,644316,559489,4010,5414,1570,2183
CDR20291_3514,6273,6183,6047,8976,349,448,715,536,1300,1659,778,1015
CDR20291_3515,385,446,405,519,456,620,943,768,1997,2537,1305,1319
CDR20291_3516,13823,13033,14047,15127,1543,2142,3512,2581,1236,1814,1154,1275
CDR20291_3517,3688,3809,3798,4455,2928,3283,3600,2851,1721,2773,770,1978
CDR20291_3518,5841,6305,5041,7953,31652,19961,15016,20481,2912,4396,357,1164
CDR20291_3519,3088,3603,3609,4674,4827,5098,5184,4409,3737,5436,417,800
CDR20291_3520,4899,4999,4872,5188,1516,1992,2054,1588,4385,5901,5640,3356
CDR20291_3521,40428,35775,31323,35511,303,447,592,421,76205,97567,177755,100164
CDR20291_3522,54496,48272,39421,49201,769,1075,1611,1224,281,383,88,131
CDR20291_3523,33016,31453,24825,29095,387,455,533,444,381,445,146,202
CDR20291_3524,101600,91984,72678,77806,830,1303,1408,1188,1310,1642,468,844
CDR20291_3525,1809,1861,980,1462,472,689,815,579,2370,2585,2339,2895
CDR20291_3526,2446,2423,1382,2089,1067,1865,2321,1820,23770,25971,31567,33778
CDR20291_3527,7402,7500,4313,7017,877,1428,1640,1109,3176,3540,2258,2709
CDR20291_3528,3228,3717,4002,5457,98,170,215,135,1252,1428,806,1131
CDR20291_3529,13995,10634,19067,15189,156,277,432,285,330,428,161,214
CDR20291_3530,4058,3638,4047,4273,25,54,84,56,715,1002,342,732
CDR20291_3531,1860,1617,1507,1713,379,435,489,347,323,314,125,206
CDR20291_3532,679,562,528,647,1539,1586,2188,1568,823,934,415,541
