,E1,T20,T5,E12,T14,E14,T6,E23,T10,E15,T11,E25,T15,E16,T61,E24,T42
BN165_290004,4,4,1,4,2,7,95,1,9,1,8,93,5,2282,1,32,1
BN165_290005,3,1,11,21,26,4,25,32,7,1,7,7,25,15,2,137,1
BN165_290006,166,1,1,18,8,7,103,1,43,6,40,10,25,3,79,50,1
BN165_990024,166,10,1,11,4,7,5,1,19,2,22,18,25,3,1,32,13
BN165_300001,13,38,45,8,14,3,8,17,7,2,12,11,25,4,267,3,1
BN165_300002,25,29,14,4,49,6,7,6,2,2,9,9,1,1,382,18,5
BN165_300003,10,17,21,65,58,3,1,3,10,6,7,6,1,1,224,2,1
BN165_300004,9,11,17,3,4,1,25,2,28,6,20,1,1,1,59,2,1
BN165_300005,17,100,33,6,2,1,19,1,5,10,6,1,1,20,149,3,1
BN165_300006,29,121,11,6,1,1,2,2,55,5,5,8,22,13,113,3,46
BN165_300007,18,15,7,6,1,1,2,1,117,24,8,8,5,8,111,4,7
BN165_310001,45,38,12,4,2,1,2,3,18,13,16,5,1,83,110,7,9
BN165_310002,25,7,9,4,3,1,3,1,4,7,8,13,2,74,36,3,2
BN165_310003,24,4,19,1,3,1,6,1,8,8,6,10,7,1,54,4,12
BN165_310004,2,7,19,1,1,1,18,1,6,8,1,9,1,1,25,6,9
BN165_310005,4,6,23,1,2,2,14,4,24,14,1,9,1,1,8,4,4
BN165_310006,9,16,3,1,28,1,13,2,2,6,4,17,1,1,4,3,68
BN165_310007,7,22,1,1,22,1,14,1,11,4,1,60,1,4,53,7,4
BN165_310008,10,2,1,1,687,1,13,1,6,4,1,42,1,66,3,5,24
BN165_310009,5,4,1,2,954,1,17,1,94,6,194,1,1,16,5448,4,5
BN165_310010,12,3,1,1,1240,1,6,3,178,4,61,2,3,2,7984,3,4
BN165_310011,12,14,1,1,1178,2,8,1,14,3,3,1,68,1,1011,3,34
BN165_310012,11,62,1,1,1059,1,3,5,21,1,1,1,23,1,45,5,23
BN165_310013,4,1,1,1,1059,2,3,5,36,1,1,1,16,2,41,4,23
BN165_310014,8,4,1,1,19,1,4,3,23,3,2,3,13,44,41,99,10
BN165_310015,12,29,1,1,65,2,3,8,23,1,2,62,7,16,18,59,23
BN165_310016,1,1,2,1,65,1,3,7,23,1,2,1,8,5,26,49,3
BN165_310017,57,1,1,1,34,2,2,1,16,148,1,25,3685,471,42,187,18
BN165_310018,80,1,1,1,89,1,12,2,23,46,1,5,2,592,16,5,5
BN165_310019,15,1,2,4,65,1,3,1,11,1,7,12,7,698,30,6,24
BN165_310020,42,8,1,2,65,1,4,2,32,1,37,8,28,815,1,1,113
BN165_310021,14,1,1,7,58,1,3,1,20,1,40,9,21,425,60,2,22
BN165_310022,18,3,1,24,29,1,16,2,17,2,7,6,49,344,30,3,12
BN165_320001,1,6,2,18,23,1,9,1,20,1,5,11,31,268,48,1,1
BN165_320002,1,10,3,17,15,1,11,2,32,2,4,13,37,10,95,5,6
BN165_320003,1,17,1,8,14,3,4,3,115,1,81,3,23,9,25,1,2
BN165_320004,4,8,1,5,46,1,16,4,113,1,2,5,17,8,51,1,1
BN165_320005,10,11,2,11,37,1,11,2,4,4,4,11,5,131,87,1,1
BN165_320006,12,1,1,105,17,2,12,1,6,15,5,17,5,105,37,2,14
BN165_320007,10,2,1,2,1,2,13,1,3,13,5,8,20,184,14,5,2
BN165_320008,10,1,8,12,2,1,14,1,81,6,1,2,11,184,3,1,1
BN165_330001,32,1,11,7,3,1,7,1,1,5,1,4,7,114,15,1,2
BN165_330002,93,2,1,6,2,1,23,8,57,3,1,3,1,104,4,1,1
BN165_330003,16,1,1,10,16,1,10,8,55,58,1,4,1,116,107,45,1
BN165_330004,30,3,1,6,46,2,7,1,115,3,1,2,1,29,1,31,1
BN165_330005,12,2,1,12,60,2,2,1,14,2,1,21,2,1,2,23,2
BN165_330006,3,7,1468,6,44,1,25,2,4151,3,8,16,9,2,3,18,1
BN165_330007,8,8,1751,2,78,2,12,4,11,3,1,1792,20,179,11,78,1
BN165_330008,11,7,14,1,55,1,11,1,15,1,5,10,138,31,9,49,1
BN165_330009,31,3,1,1,45,1,185,17,13,1,4,7,89,138,2183,1472,1
BN165_330010,41,7,213,1,45,1,219,2,23,1,15,3,23,54,15,43,4
BN165_330011,5,1,5,1,60,1,237,1,9,1,31,4,15,54,8,6,8
BN165_340002,1,10,4,1,60,2,195,1,2,1,28,4,11,70,56,1,6
BN165_340003,1,18,13,2,38,1,137,2,1,1,23,1,14,56,91,1,1
BN165_340004,6,1,4,1,31,2,5,2,5,6,11,228,9,180,1,1,1
BN165_340005,87,20,1,46,58,3,260,2,5,1,11,2,9,113,23,1,1
BN165_350002,2,31,1,3,14,2,76,1,5,4,65,98,16,55,235,1,1
BN165_350003,3,11,1,1,8,2,2,1,1,3,642,12,7,53,66,1,1
BN165_350004,13,29,1,1,78,2,1,17,1,10,3,5,6,292,57,3,1
BN165_350005,2,13,1,1,40,1,1,11,1,27,18,8,27,4,15,2,1
BN165_350006,1,3,84,1,71,1,1,1,1,21,6,5,16,3,2,57,1
BN165_350007,3,11,3,2,13,1,2,1,1,21,10,3,14,3,1,7,1
BN165_350008,3,4,2,3,14,1,1,1,1,10,12,4,3,16,3,39,1
BN165_350009,14,17,1,6,21,2,2,1,1,8,13,1,6,12,2,44,1
BN165_350010,1,4,1,12,6,1,1,1,1,39,26,1,35,13,1,20,1
BN165_350011,3,1,17,2,7,1,1,1,13,508,2,1,2,17,1,9,1
BN165_350012,6,1,18,5,73,9,1,1,15,2,1,1,2,46,1,34,1
BN165_350013,4,1,1,1,190,1,83,1,14,14,1,1,28,13,11,14,12
BN165_350014,10,1,1,2,30,1,11,1,2,4,1,1,70,155,52,12,1
BN165_350015,4,2,1,1,5,1,3,1,3,7,1,1,10,108,59,5,1
BN165_350016,4,1,1,1,14,1,55,1,2,8,1,5,2,65,45,45,1
BN165_350017,2,1,1,1,10,1,9,1,10,10,1,3,7,62,50,22,1
BN165_350018,1,2,1,1,28,1,46,1,10,20,1,2,4,31,112,39,2
BN165_350019,1,4,1,1,5,1,5,1,1,1,1,2,7,13,1,40,1
BN165_350020,1,1,1,1,12,5,3,1,1,1,1,1,1,4,58,13,1
BN165_350021,1,1,1,1,13,5,1,1,1,1,7,7,3,2,2,69,10
BN165_350022,2,2,1,20,75,1,1,1,1,1,1,1,2,4,14,143,10
BN165_350024,1,3,1,1,141,1,1,1,1,1,1,1,50,112,37,54,11
BN165_350025,2,4,2,1,32,1,1,36,1,1,1,1,29,14,38,20,108
BN165_350026,15,3,2,7,50,2,2,10,1,1,2,1,10,31,5,20,15
BN165_350027,17,2,1,1,75,3,3,20,1,1,2,1,10,1,18,37,3
BN165_350028,2,1,1,1,50,1,4,22,1,1,3,6,16,4,19,8,2
BN165_350029,1,1,1,2,49,6,6,8,9,1,1,2,23,8,44,1,3
BN165_350030,2,1,1,1,48,2,3,1,8,5,2,2,14,1,10,4,1
BN165_350031,1,1,1,1,33,11,1,4,1,1,1,1,13,1,10,9,1
BN165_350032,4,2,1,1,46,18,1,5,13,1,1,2,14,21,5,12,2
BN165_350033,9,10,1,1,20,1,1,12,14,1,1,26,11,4,3,4,26
BN165_350035,4,8,1,1,62,1,1,7,13,1,2,1,17,11,1,1,19
BN165_350036,14,4,1,5,40,1,1,13,16,2,1,1,9,1,2,1,22
BN165_360001,10,65,4,4,33,1,1,1,11,2,1,1,20,3,2151,3,18
BN165_360002,7,9,10,1,38,1,4,140,13,1,2,1,13,3,1496,38,165
BN165_360003,13,100,4,3,56,2,1,15,1,1,2,1,13,13,36,3,147
BN165_360004,15,152,5,1,242,2,5,3,2,1,1,1,14,42,100,5,6
BN165_360005,2,8,1,1,242,4,3,3,43,1,54,1,18,5,17,10,4
BN165_360006,17,8,1,1,164,6,16,5,3,1,1,1,61,8,3,16,7
BN165_360007,4,40,1,1,5,3,43,3,2,1,1,1,30,8,5,40,1
BN165_360008,24,1,2,2,3,6,41,5,2,1,11,2,3,5,13,40,4
BN165_360009,4,1,1,1,3,104,30,22,490,1,3,2,3,6,83,40,35
BN165_360010,1,3,1,3,8,1,12,6,5,1,1,1,4,21,379,40,76
BN165_360011,1,2,1,5,2,2,5,18,145,2,1,31,67,292,155,22,22
BN165_360012,1,2,3,4,3,2,13,57,19,1,3,6,17,200,92,19,2
BN165_360013,1,1,1,4,42,1,173,1,15,60,1,1,17,221,14,95,1
BN165_360014,1,4,1,3,7,1,18,8,17,1,3,1,17,1,53,154,1
BN165_360016,1,2,1,1,3,8,13,161,6,1,1,1,15,1,5,44,1
BN165_360017,1,14,1,8,4,1,12,367,6,8,8,4,7,1,7,9,79
BN165_370001,1,1,1,4,41,7,15,136,7,1,2,2,8,1,15,3,56
BN165_370002,1,1,1,5,43,36,12,146,1,1,1,2,7,1,12,1,22
BN165_380002,1,1,1,7,151,3,17,142,1,1,2,1,8,1,7,52,16
BN165_380003,1,1,1,2,4,5,3,161,1,4,2,6,7,1,10,97,5
BN165_390001,3,1,1,3,4,4,1,81,1,4,1,7,29,1,4,66,5
BN165_390003,4,16,1,1,163,4,1,24,1,1,1,7,18,1,6,106,587
BN165_390004,4,16,1,1,4,3,1,2,1,3,1,2,2538,1,9,171,835
BN165_390005,5,12,1,1,120,3,2,4,4,1,1,8,11,1,10,94,1066
BN165_400001,2,1,1,1,120,1,1,7,9,4683,1,2,7,1,7,12,1179
BN165_400002,3,1,1,4,90,1,1,5,11,4683,11,1,4,1,11,29,600
BN165_40001,34,1,1,4,213,2,2,6,8,1,4,9,6,1,10,31,510
BN165_40002,15,1,1,1,32,5,1,12,6,1,3,2,2,1,7,29,378
BN165_40004,60,6,1,1,7661,3,2,9,2,1,3,1,1,1,7,3,5
BN165_40005,35,2,4,1,22,1,2,8,14,2,3,1,324,1,8,86,10
BN165_40006,131,3,1,2,22,1,4,6,1,1,1,1,3,25,13,1,10
BN165_40007,143,3,1,3,29,1,1,11,1,1,3,1,109,1,12,1,21
BN165_40008,6,5,2,1,29,1,1,1,2,1,1,1,12,78,422,1,218
BN165_40009,8,5,3,1,52,2,1,5,3,1,1,2,6,133,306,2,190
BN165_410002,2,1,2,1,52,2,2,7,18,6,1,1,7,102,242,135,235
BN165_410003,1,1,2,1,77,4,1,10,5,1,1,5,4,20,866,107,235
BN165_420001,17,1,4,1,8,11,7,7,5,1,6,7,4,65,2,80,204
BN165_430001,33,1,3,1,4,2,5,1,8,1,1,1,3,30,1,18,201
BN165_430002,1,212,1,1,897,3,57,1,3,1,1,1,1,36,1,25,215
BN165_430003,1,561,3,1,8,6,70,1,60,2,1,7,1,51,1,10,13
BN165_430004,3,341,3,1,314,1,11,1,2,4,3,7,1,12,109,6,53
BN165_430005,2,6,2,1,35,1,1,15,1,4,34,10,1,28,85,14,2
BN165_430006,2,18,2,1,21,1,10,13,1,2,96,2,1,12,78,17,5
BN165_430007,1,1,1,17,19,1,9,10,1,6,9,1,1,5,47,18,288
BN165_430008,3,2,1,2,13,1,1,21,1,4,6,1,2,4,186,9,54
BN165_430009,2,1,2,8,9,1993,1,8,1,1,3,1,5,24,129,31,222
BN165_430013,4,1,85,8,10,1790,1,9,1,1,8,1,7,2,5025,94,108
BN165_430014,1,1,217,5,1,12,1,19,1,2,5,1,3,1817,31,19,108
BN165_430015,1,1,37,1,1,186,1,1,5,1,1,7,3,3226,1,9,103
BN165_430016,1,9,43,1,2,3,1,1,5,2,1,22,1,327,3,261,81
BN165_430017,1,17,42,1,1,5,8,5,5,2,3,13,8,17,2,204,30
BN165_430018,1,1,10,1,1,6,1,4,5,2,1,17,1,13,1,3,335
BN165_440001,3,29,51,1,1,1,1,5,2,2,3,3,1,16,2,9,126
BN165_440005,6,34,8,1,1,1,3,42,51,2,2,4,1,7,2,12,63
BN165_440006,9,95,17,1,7,1,5,1,18,2,3,4,2,8,1,2,66
BN165_450001,1,2,2,1,13,15,1,1,1,1,3,1,1,18,5,122,271
BN165_450002,1,7,3,1,17,13,1,1,2,1,4,1,6,6,7,104,3
BN165_450003,1,71,1,2,11,1,1,1,10,1,2,4,4,11,157,59,3
BN165_450004,1,68,5,5,14,1,4,7,24,11,2,1,3,1,18,66,3
BN165_450005,5,12,12,4,14,13,2,1,19,5,1,1,3,13,120,68,3
BN165_450006,2,15,13,12,2,11,1,1,4,5,1,1,8,14,125,34,6
BN165_450007,3,830,3,3,17,14,1,1,2,54,15,13,30,12,46,38,37
BN165_450008,1,11,6,8,1,87,8,16,21,1,9,30,1,33,17,12,3
BN165_450009,8,19,16,194,1,19,2,76,20,1,9,25,2,4,78,17,12
BN165_460001,15,57,11,3,1,15,1,46,18,2,68,22,1,18,34,12,60
BN165_460002,4,8,22,3,3,15,1,38,5,8,3,9,47,28,23,32,11
BN165_460003,1,5,6,1,1,25,2,72,22,2,2,15,1,9,13,25,107
BN165_460004,1,7,14,1,20,32,2,99,72,2,6,20,1,4,129,33,73
BN165_470001,1,3,1,2,1,42,1,33,4,17,15,18,1,1,62,5,41
BN165_470002,523,18,2,3,9,9,6,36,1,5,4,32,1,4,93,32,51
BN165_470003,775,23,6,9,10,10,7,23,1,22,4,8,1,1,112,2,18
BN165_470004,856,23,5,3,4,5,3,39,1,8,31,19,1,35,46,120,6
BN165_470005,3,1,8,8,7,6,6,35,1,12,8,4,1,2,186,9,29
BN165_470006,6,2,1,28,101,2,5,20,4,20,33,2,1,5,388,26,2
BN165_480002,1,73,4,1,1,8,1,113,3,1,16,1,1,3,167,23,2
BN165_490001,2,296,7,3,1,3,2,77,14,1,15,1,33,12,59,16,4
BN165_500001,1,58,5,178,5,3,1,92,4,1,28,3,7,7,71,147,14
BN165_500002,1,120,1,176,2,36,2,15,5,1,1,2,1,814,86,31,144
BN165_500003,1,329,2,53,1,35,3,19,4,1,1,1,1,3,16,32,14
BN165_500004,1,155,9,52,1,6,4,8,4,1,1,1,2,2,2,6,39
BN165_500005,6,223,1,36,1,11,2,13,5,4,1,1,5,28,12,1,1
BN165_500006,12,295,36,31,1,8,1,16,1,4,1,1,4,32,17,1,5
BN165_500007,2,304,29,24,1,8,1,1,1,4,3,1,3,1,26,1,10
BN165_500008,36,204,8,15,1,9,1,1,1,4,4,3,3,6,7,1,68
BN165_500009,56,406,22,8,4,18,3,1,12,3,5,4,1,94,1,1,3
BN165_50001,13,442,6,12,4,11,3,1,10,3,7,2,15,17,1,1,1
BN165_500010,90,282,9,20,4,6,4,1,1,2,5,4,10,12,39,1,21
BN165_500011,4,454,1,14,4,100,2,1,1,49,3,3,11,5,8,1176,6
BN165_50002,26,452,1,15,1,5,8,3,3,4,9,4,6,1,11,445,14
BN165_60001,26,823,1,24,54,1,8,3,4,1,4,2,11,1,61,9,11
BN165_510001,13,25,2,1,33,5,4,3,4,2,91,2,3,1,52,12,17
BN165_510002,35,23,7,2,2,21,2,1,3,3,5,1,3,1,262,2,31
BN165_510003,35,15,8,10,3,2,6,8,2,2,2,1,4,1,322,2,17
BN165_520001,9,28,5,5,3,19,7,22,2,6,4,1,10,1,109,7,52
BN165_520002,9,214,4,4,38,14,16,11,1,8,4,1,3,1,25,509,14
BN165_520003,335,300,21,5,9,14,6,27,1,7,2,1,1,3,109,509,5
BN165_520004,17,658,43,1,9,6,26,125,1,15,9,1,1,26,2,5,5
BN165_520005,19,7,6,3,9,15,41,50,20,40,11,1,1,16,124,1,8
BN165_520006,64,1,14,4,7,23,1,39,44,5293,8,1,1,15,185,27,6
BN165_520007,8,5,5,5,75,9,1,39,42,22,18,1,1,19,94,3,7
BN165_520008,4,1,1,12,56,9,1,38,28,343,40,3,1,39,159,494,1
BN165_520009,14,1,4,5,57,2,1,77,6,9,1,2,1,1,297,11,18
BN165_520010,22,1,5,10,22,2,1,95,9,5,11,2,10,41,201,19,54
BN165_530001,1,4,16,4,53,1,3,60,9,9,12,1,7,1,38,8,77
BN165_530002,1,30,19,7,8,1,6,22,1,125,122,3,1,4,103,9,87
BN165_530003,35,21,2,3,5,1,10,8,1,272,376,3,1,12,77,8,1
BN165_530004,121,1,1,3,30,1,17,16,1,80,122,5,4,4,55,8,1
BN165_530005,55,8,1,3,6,1,9,18,6,62,102,4,3,2,7,1,1
BN165_530006,104,11,3,8,2,12,11,11,1,97,163,6,4,8,19,38,1
BN165_530007,226,4,38,4,1,7,200,13,1,73,181,4,3,17,1,13,1
BN165_530008,155,6,1,4,1,2,4,21,1,40,112,4,1,26,1,3,1
BN165_530009,207,4,1,61,1,16,3,20,1,19,34,5,1,3,2,6,1
BN165_530010,249,5,9,62,1,4,4,13,48,1,2,2,1,2,2,10,1
BN165_530011,174,8,1,8,5,3,4,11,61,2,4,1,1,1,4,2,1
BN165_530012,200,26,1,60,1,13,7,26,51,3,5,3,1,1,185,1,1
BN165_530013,286,36,2,19,22,16,16,26,42,2,3,2,11,1,136,1,1
BN165_530014,285,36,1,21,16,13,5,14,33,7,7,1,19,1,108,1,1
BN165_530015,216,2,7,27,1,9,10,412,42,5,6,2,20,819,42,1,1
BN165_530016,272,18,1,48,2,10,82,17,36,12,15,46,15,662,5,2,1
BN165_530017,277,1,3,4,5,16,8,2,42,4,10,89,2,6,2,7,1
BN165_530018,412,16,4,1,9,1,11,2,69,6,13,129,2,22,1,177,1
BN165_530019,16,1,2,1,8,27,10,39,8,13,19,50,2,8,22,49,1
BN165_530020,15,1,4,1,3,69,12,1,56,8,14,36,1,1,20,36,1
BN165_530021,13,1,2,1,1,33,9,40,4,7,11,1,1,1,24,21,1
BN165_530022,22,1,1,3,1,10,9,32,6,7,9,1,1,3,8,10,1
BN165_530023,127,1,1,3,2,60,1,17,17,1,1,75,5,30,24,9,26
BN165_530024,100,1,5,5,38,14,5,16,1,3,5,14,1,169,25,8560,1
BN165_530025,146,1,1,11,70,10,5,44,4,3,5,1,1,51,10,2,1
BN165_530026,6,2,1,4,59,28,11,3,2,4,6,1,1,23,7,9,79
BN165_530027,1,49,2,7,44,60,13,4,2,3,4,1,26,3,1094,50,143
BN165_530028,7,66,1,14,9,41,4,5,3,1,2,1,38,18,380,27,83
BN165_530029,1,73,3,1,18,1,1,1,4,1,1,1,34,2,8,81,35
BN165_530030,1,1,1,1,18,2,1,1,2,1,1,1,29,5,10,33,54
BN165_530031,1,1,6,2,2,2,1,1,5,1,1,2,21,9,14,52,39
BN165_530032,3,1,7,2,2,9,5,1,10,4,11,1,27,7,3,29,34
BN165_530033,3005,16,3,1,2,6,5,4,9,6,12,1,22,3,168,48,48
BN165_540001,31,2,1,1,1,12,9,5,7,5,8,1,28,3,133,8,12
BN165_540002,32,1,4,7,11,13,15,21,9,12,14,17,43,1,99,17,19
BN165_540003,4,2,1,9,1,14,8,16,8,15,17,3,13,2,110,6,1
BN165_540004,11,4,3,1,1,3,11,7,11,21,36,1,47,3,137,40,9
BN165_540005,13,26,5,2,1,18,16,88,5,2,2,1,2,4,59,28,4
BN165_540006,8,1,1,22,49,25,1,14,7,4,5,1,1,3,16,10,1
BN165_550002,6,1,9,11,69,22,1,29,2,4,6,24,1,5,4,1,36
BN165_550003,5,3,7,32,59,20,3,26,2,7,10,2,1,4,36,2,1
BN165_550004,7,12,3,137,54,21,4,6,3,3,7,2,1,2,24,2,1516
BN165_550005,15,1,9,38,35,240,6,7,2,1,1,3,2,2,16,2,2887
BN165_550006,29,12,10,28,40,215,1,5,1,3,5,2,1,3,13,17,245
BN165_550007,36,16,1,28,38,237,21,3,2,4,8,27,2,3,115,28,17
BN165_550008,23,90,5,24,44,77,20,9,5,1,1,1,1,3,15,10,18
BN165_550009,20,242,1,43,71,55,1,2,5,4,4,28,1,105,168,215,1
BN165_550010,163,14,8,56,1,4,4,57,3,15,21,1,5,72,9,120,22
BN165_550011,1,1,2,13,14,13,19,116,4,8,16,1,1,67,236,58,9
BN165_550012,37,1,1,13,110,10,13,49,4,23,42,1,1,268,27,33,11
BN165_550013,1,35,1,8,5,2,17,12,12,32,79,1,4,1,141,22,23
BN165_550014,1,103,1,10,7,42,139,245,8,30,56,1,22,1,116,45,6
BN165_550015,1,1,1,83,1,41,53,19,12,29,45,1,27,1,65,29,15
BN165_550016,1,1,1,97,44,28,38,12,3,29,45,1,1,1,652,25,1
BN165_550017,1,1,1,5,34,32,38,20,8,29,37,1,1,47,142,59,12
BN165_550018,1,1,1,20,2,15,53,89,6,60,70,1,1,29,131,11,11
BN165_550019,1,1,1,21,3,2,79,48,6,98,131,1,1,28,9,53,14
BN165_550020,2,1,2,14,2,1,97,1,6,22,27,1,1,19,1,53,2
BN165_550021,7,3,1,12,3,1,21,1,6,12,16,1,1,67,1,5,41
BN165_550022,17,73,1,26,5,2,20,1,3,5,2,1,1,45,1,61,2
BN165_550023,15,11,13,21,20,1,11,2,10,2,7,1,1,1607,1,33,26
BN165_550024,1,118,6,9,13,21,16,2,5,5,5,1,1,17,1,24,57
BN165_550025,1,43,36,53,12,1,18,6,1,5,10,1,7,1,1,3,19
BN165_550026,1,457,16,1,15,51,48,4,1,7,25,1,6,1,1,11,8
BN165_560001,13,73,73,1,10,51,8,4,6,12,18,1,524,1,2947,8,1
BN165_560002,1,2,96,312,18,3,24,8,4,1,19,1,914,1,894,2,5
BN165_560003,1,1,5,12,7,1,4,67,4,16,18,2,1173,8,25,2,2
BN165_560004,1,1,6,1,9,2,15,72,178,13,19,1,1188,10,29,59,38
BN165_560005,2,1,3,15,3,1,30,53,211,15,12,4,1429,6,1,60,3
BN165_570001,34,4,2,22,3,1,26,39,261,9,12,7,1,2,1,219,1
BN165_570002,1,13,2,5,2,1,27,55,224,8,30,6,1,3,1,23,1
BN165_570003,1,9,2,56,3,17,20,463,115,24,29,6,1,64,247,4,2
BN165_570004,2,2,1,15,3,9,31,569,1,23,13,3,1,6,247,10,3
BN165_570005,29,3,1,7,2,8,45,424,141,6,6,2,1,31,11,7,1
BN165_570006,4,2,1,13,1,2,37,54,36,4,1,7,1,40,3,49,861
BN165_570007,16,149,1,22,8,22,12,64,1,1,2,48,1,12,99,50,4
BN165_570008,12,45,3,15,2,1,226,11,1,1,25,4,1,5,11,7,3
BN165_570009,41,146,25,22,2,1,5,19,1,16,3,2,3,25,1423,7,23
BN165_570010,105,17,1,25,3,2,1,12,1,1,108,1,1,8,39,8,31
BN165_570011,8,1,1,1,11,1,1,4,2,81,29,2,1,8,53,25,3
BN165_570012,1,112,2,2,6,1,66,140,1,20,31,2,1,4,24,19,1
BN165_570013,1,66,1,2,7,1,1,82,91,19,17,5,3,45,3,79,9
BN165_570014,30,1,1,1,5,6,51,45,75,12,49,2,1,22,1,104,50
BN165_570015,137,1,1,1,13,10,1,4,39,33,5,1,1,32,2,26,19
BN165_570016,1,6,1,1,10,4,33,5,61,1,5,1,1,37,3,52,15
BN165_570017,1,9,1,2,12,1,34,3,211,1,3,1,1,17,122,55,5
BN165_570018,1,18,5,2,11,1,27,3,1,2,1,1,1,59,43,33,1
BN165_570019,1,6,1,17,5,1,35,2,1,1,1,1,3,206,9,36,1
BN165_570020,1,44,1,13,2,1,101,31,3,1,1,1,2,68,33,27,3
BN165_570021,1,58,1,5,3,10,1,6,4,1,1,1,3,21,19,23,2
BN165_570022,3,15,1,32,6,1,1,55,1,1,1,8,2,25,4,150,4
BN165_570023,73,14,1,4,4,1,3,55,1,1,1,11,3,37,1,29,1
BN165_570024,7,75,4,13,3,1,2,4938,1,1,3,15,2,5,1,27,1
BN165_570025,39,5,5,16,24,1,1,4698,1,3,4,1,2,1,1,52,1
BN165_570026,21,5,9,3,7,1,1,30,1,4,2,2,1,3,1,29,4
BN165_570027,144,72,1,4,9,1,1,552,1,7,3,4,3,4,5,26,18
BN165_570028,45,1,1,4,2,1,1,8,1,15,3,1,1,7,15,32,21
BN165_580001,3,2,1,1,13,1,2,10,1,16,40,2,1,3,347,51,21
BN165_580002,1,1,1,4,8,1,3,16,1,31,17,1,1,1,137,180,20
BN165_580003,3,186,3,2,1,8,2,1,7,11,7,1,1,1,87,41,40
BN165_590001,4,7,1,57,7,4,4,7,23,6,86,1,1,17,62,5,1
BN165_590002,8,4,2,147,375,1,23,27,13,59,12,1,1,2,32,208,1
BN165_590003,18,163,1,61,485,1,22,165,10,10,18,1,1,4,32,4,28
BN165_590004,16,144,2,11,537,1,7,2,1,11,16,1,1,16,22901,10,1
BN165_590005,3,500,8,63,348,1,31,1,3,11,3,1,1,10,5,30,4
BN165_590006,2,289,1,18,196,2,9,1,1,1,3,1,4,32,3,4,12
BN165_590007,3,142,1,12,7,1,25,1,3,2,4,1,3,57,3,112,5
BN165_590008,150,4,1,12,75,1,35,1,13,3,2,1,5,34,4,1,2
BN165_590009,84,1,1,64,19,1,60,6,9,1,5,1,3,6,11,98,7
BN165_590010,101,1,289,40,2,1,64,7,10,2,2,12,7,37,24,78,2
BN165_590011,16,1,436,1,2,76,48,2,10,1,68,1,5,1,48,223,5
BN165_590012,1,1,391,1,1,70,49,1,8,39,166,1,8,38,1,25,5
BN165_600002,201,2,1,1,1,1,52,2,40,31,138,5,3,87,8,6807,1
BN165_600003,183,88,7,14,1,1,2,51,6,78,11,1,5,54,5,16,7
BN165_600004,2,58,4,5,1,1,27,44,42,59,104,1,3,75,3,17,2
BN165_600005,3,1,13,15,3,4,55,23,3,6,1,1,7,144,5,32,1
BN165_600006,8,15,13,17,2,19,25,1,2,47,2,1,4,92,2,40,1
BN165_600007,12,92,1,30,1,10,15,1,1,7,2,1,2,29,3,4,1
BN165_600008,10,27,1,5,1,16,167,5,1,26,5,1,1,28,87,1,804
BN165_600009,9,4,1,29,3,38,43,5,1,30,7,1,8,45,6,715,632
BN165_600010,29,6,1,37,113,49,19,1,1,14,6,1,5,39,12,26,14
BN165_600011,30,8,1,26,50,12,101,2,1,1,14,1,4,2,10,234,44
BN165_600012,8,96,1,31,4,14,118,1,1,1,56,1,4,28,4,32,4
BN165_600013,8,12,6,271,1,9,77,14,2,1,77,1,98,1,2,15,1
BN165_600014,38,12,10,320,6,11,2,8,3,2,45,1,20,1,55,23,3
BN165_600015,4,7,1,280,57,18,1,1,2,1,1,1,27,1,39,12,3
BN165_600016,5,10,22,69,20,6,1,1,2,4,2,1,33,1,32,10,26
BN165_600017,38,28,25,55,13,33,1,1,1,2,1,1,22,2,18,10,140
BN165_600018,3,65,48,6,10,30,2,2,1,1,3,1,16,99,81,56,52
BN165_600019,3,50,1,17,1,38,1,104,1,3,3,1,1,66,1,25,25
BN165_60002,16,32,6,7,4,12,1,47,1,37,8,1,2,57,7,1,5
BN165_600020,1,58,22,2,1,18,1,60,1,44,4,2,90,12,1,1,1
BN165_60003,17,11,24,68,3,10,1,40,1,49,8,1,33,5,1,1,20
BN165_60004,13,1,6,70,2,18,1,32,4,34,5,1,4,2,10,1,2
BN165_60005,28,1,4,22,1,16,3,57,1,22,57,2,5,1,90,3,2
BN165_60006,53,1,200,15,119,1,3,25,3,175,70,1,3,8,21,14,5
BN165_60007,31,1,9,2,1,1,12,47,2,206,77,1,3,7,23,20,3
BN165_60008,24,5,14,3,1,1,4,25,9,190,49,1,1,12,89,11,3
BN165_60009,75,5,36,1,1,1,9,19,20,47,33,1,1,3,13,13,5
BN165_60010,21,1,2,3,1,1,20,31,20,44,298,1,1,13,5,11,1
BN165_60011,1,1,1,1,1,2,23,21,14,10,314,1,1,29,41,1,2
BN165_60012,1,3,4,27,1,38,16,19,6,12,302,1,1,10,57,1,3
BN165_60013,1,4,10,2,1,17,1,11,4,9,56,1,1,6,18,1,1
BN165_60014,1,4,1,150,1,19,14,21,13,1,64,1,1,259,197,2,3
BN165_60015,5,5,1,150,90,17,16,33,74,86,15,1,1,206,1,12,2
BN165_60016,6,1,26,8,5,11,20,35,3,113,19,1,1,4,157,6,3
BN165_60017,1,1,88,6,67,26,16,45,7,110,11,2,24,8,95,7,4
