,DMSO_R1_minus_TEX,DMSO_R1_plus_TEX,DMSO_R2_minus_TEX,DMSO_R2_plus_TEX,compound1_R1_minus_TEX,compound1_R1_plus_TEX,compound1_R2_minus_TEX,compound1_R2_plus_TEX,compound59_R1_minus_TEX,compound59_R1_plus_TEX,compound59_R2_minus_TEX,compound59_R2_plus_TEX
NC_007795.1,13,64,17,25,3,1,2,0,0,0,0,0
NC_007795.1,2,15,0,10,2,0,2,1,0,0,1,0
NC_007795.1,5.5,16,1,39,3,0,1,0,3,0,0.5,1
NC_007795.1,15.5,110,8.2,72.5,8,3,3,6,2,0,3.5,6
NC_007795.1,8,16,5,19.4,1,1,0,1.333333333,0,1,3,0.142857143
NC_007795.1,20,56.5,5.5,61,1.333333333,2,1.833333333,2,1,0,1.5,2
NC_007795.1,34,105.5,22.75,57,5,1,3.5,2,0,2,6,2
NC_007795.1,12,41.5,11,48,3,0,5,1,0,1,0,3
NC_007795.1,31,122,20,104.5,10,1,7,8,3,0,6,1
NC_007795.1,4,18,0,7,0,0,0,0,0,0,1,1
NC_007795.1,27,20.5,17.04545455,32.25,0,2,0,2,0,0,2,0
NC_007795.1,3,5,2,5,0,0,1,0,0,0,0,0
NC_007795.1,1,22,1,9,0,0,3,0,0,1,0,0
NC_007795.1,1.5,13,2.5,7,1,0,2,0,1,0,1,0
NC_007795.1,27.5,97,13,49,7,1,5,2,4,0,4,2
NC_007795.1,29,132.5,7.5,55,14.83333333,1,6,1,0,1,4,7
NC_007795.1,47.16666667,136.625,8.833333333,90,17.625,0,6,12,2,1,6,3.5
NC_007795.1,5,9,0,15,1,0,1,1,0,1,0,4
NC_007795.1,3,17,1,5,0,0,0,1,0,2,1,0
NC_007795.1,7.5,2.5,1.5,9,0,0,0,2.333333333,0,3,0,2
NC_007795.1,0.5,2,0,0,0,0,0,0.333333333,0,0.5,0,1
NC_007795.1,7.5,1.5,1.5,2,0,2,0,4.333333333,0,3,0,2
NC_007795.1,3,5.5,2.833333333,5,0.5,0,0,0.5,0,1,0,0.5
NC_007795.1,16,18.5,16.33333333,10,1.333333333,1,1.333333333,5,0,4.5,0,5.5
NC_007795.1,4.5,21.5,5.333333333,11,1.833333333,2,1.333333333,0.5,2,0.5,2,0
NC_007795.1,4,11.5,3.5,3,0.333333333,1,0.833333333,0.5,2.5,1.5,1,0
NC_007795.1,15.5,12,8,9.5,3,2.333333333,2,4,1.5,2.5,0.5,2.5
NC_007795.1,2.333333333,6,0,6.5,1.333333333,0.833333333,0.5,0.833333333,0.333333333,0,0.5,0.5
NC_007795.1,3.5,6.5,0,1.5,0,0.333333333,1,0.5,0,0,1.5,3
NC_007795.1,22.75,15,16.2,5.25,2.25,1.75,1.75,3.25,0.5,1.5,1,3.5
NC_007795.1,3.25,20.5,1,1.5,3,0.25,0.5,1.25,0,0,1.25,0.5
NC_007795.1,29.16666667,25,22.16666667,32,3.333333333,2.333333333,1,1.5,2,1.666666667,0.5,3
NC_007795.1,22.75,14,32.7,6.75,2.25,3.25,2.25,1.75,0.5,2.5,1,2.5
NC_007795.1,14.16666667,8.5,20.66666667,13.5,1.833333333,1.833333333,0,2,0,0.666666667,0,1.5
NC_007795.1,3.5,13,5.666666667,12.5,1,0,1,0.5,0.5,0,1,0.5
NC_007795.1,2,26.5,1,27.5,2,0,1,0,0.5,0,2,0
NC_007795.1,7.5,6.333333333,2.833333333,0.666666667,0.5,1,0.833333333,0.666666667,0,0.333333333,0,1.666666667
NC_007795.1,4.5,8,1.166666667,1.5,1,0,0.5,0,0,0,0,2
NC_007795.1,6,17.5,0.5,2,2,0,0.5,0.5,1,1.5,0,0.5
NC_007795.1,3.5,14.5,2,3.181818182,1,0,1,0,1.5,0,0,0.5
NC_007795.1,4.5,5,7,5,0.5,1,0.5,1.5,0.5,0.5,0,1
NC_007795.1,2.5,7,9,4.5,1,1,0,3,0,0.5,0,0
NC_007795.1,0.5,2,4.166666667,4.5,1,0,0,0,0,1,0,0
NC_007795.1,0.833333333,3,1.5,5,1.333333333,0,1,0.333333333,0.833333333,1,0,0
NC_007795.1,6.333333333,5.5,2.666666667,4.333333333,1.5,2,1.333333333,2.333333333,0.5,2.166666667,0,1
NC_007795.1,3.883333333,56.31666667,3.019444444,23.31666667,2.3,1.366666667,2.9,1.1,0.166666667,0.2,1.1,1.333333333
NC_007795.1,204.1928571,753.2761905,233.9666667,416.9642857,55.11666667,39.05,34.15,30.71666667,19.7,22.19285714,24.91666667,30.37619048
NC_007795.1,7,11.83333333,3.333333333,4.666666667,0.5,1,0.333333333,0.666666667,0,0.333333333,1,0.666666667
NC_007795.1,2.25,1.5,0,4,0,0.25,1,0.25,0.5,0,0.75,0
NC_007795.1,76.05833333,403.5416667,85.68333333,267.85,35.05,17.9,17.31666667,13.85,14.6,14.41666667,14.23333333,9.7
NC_007795.1,6.2,37,2,18,3,1,3,2,1,1,0,5
NC_007795.1,11,36,8.5,41.5,5,1,5,0,0,1,1,2
NC_007795.1,2,23,3.5,20.5,2,0,1.5,0,0,2,2,0
NC_007795.1,20,105,12,74,10,1,1,1,2,0,2,4
NC_007795.1,8.333333333,39,1.5,42,5,0,0,0,0,1,1,1
NC_007795.1,1.5,3.5,3.25,5.5,0,0,1,1,0,1,0,0
NC_007795.1,48.5,162.5,19.5,87.5,12,1,4,5,2,2,5,4
NC_007795.1,6,30,1,7,2,0.5,0,0,0,0,1,1
NC_007795.1,38,100,8.5,79,9,0,9,2,1,2,4,0
NC_007795.1,25.5,117,23.2,126.7,12,3,8,5,6,5,3,12
NC_007795.1,7,44,10,46,5,1,1,0,2,1,2,4
NC_007795.1,19,72,6,54.25,5.75,0,7,2.5,0,1,6,6
NC_007795.1,7,15.2,0,4,0.5,0,0,1,0,0,0,1
NC_007795.1,19.25,75,9,78,6,4.25,9,2,1,0,4,3.166666667
NC_007795.1,13.33333333,43,7,40,6,0,5,3,1,3,0,0
NC_007795.1,11,30,9.142857143,23,5,0,4,0,0,0,0,0
NC_007795.1,31,24,52,34,2,6,2,6,2,7,1,3
NC_007795.1,1,26,0,5,5,0,2,2,0,2,3,0
NC_007795.1,6.5,19,9.5,11.25,1,0,2,1,0,0,0,0
NC_007795.1,3,3,0.5,3,1,0,0,0,0,0,0,0
NC_007795.1,48879,48792.66667,35597,43372.25,19256,26756,5345.333333,21159,15287,18509,10655,24557
NC_007795.1,127,443,57.5,297.5833333,30,17.5,21.5,13,14,11,20.5,17
NC_007795.1,18,61,17.5,33.5,4,2.5,2,2,1,0,1.5,4
NC_007795.1,8.5,22,3,25,0,2,3,0.5,0,0,0,0
NC_007795.1,69,207.1666667,18.5,131,11,6,8,7.5,1,0,8,4
NC_007795.1,83,475,37,237.5833333,37,4,17,11,3,8,16,13
NC_007795.1,7,33.5,3,11,2,0,1,1,0,0,0,4
NC_007795.1,5.5,12,0.5,5.5,0,0,0.5,0,0,0,0,0
NC_007795.1,21.5,54,10.5,22,3,1,5.5,0,0,0,4.5,0
NC_007795.1,46.5,273.5,36.5,156,16,2,11,9,5,2,12.5,4.5
NC_007795.1,72,324,37.83333333,163,32.5,8.5,28.33333333,12,9,2,13.5,7.5
NC_007795.1,99,292.5,31.5,176.5,22,13.5,13.5,8,7,3,7,13
NC_007795.1,23,119,11.5,75,2,0,2,1,2,2,1,2
NC_007795.1,50.64285714,312.5,21,200.7916667,36,13,15,4,7,4.5,10.5,7
NC_007795.1,12.5,29.5,3.833333333,41,3.5,1.5,2,1,0,1.5,1.5,3
NC_007795.1,10.5,35.25,3,21.4,2,0,0,1.5,1,0,0,0
NC_007795.1,42,147.5,11.5,44.5,16.5,1,11,1,4,2,10,4.5
NC_007795.1,13.5,42.5,1.5,6.5,2.5,1,1.5,1,0,0,1,2.5
NC_007795.1,9.5,48.5,5,39.5,6,1,2.5,0,0.5,2,1,3.5
NC_007795.1,3,27.5,2,11.5,2,1,0,0.5,0.5,0,3,1.5
NC_007795.1,9,22,2.5,10,2,1,0,0.5,0,0,0,0
NC_007795.1,4.5,30,2.5,19.5,1.5,1,0,0,0,0,1,0
NC_007795.1,13,73.5,6,40,1.5,1,0,0,0,1,3.5,0
NC_007795.1,18,84.83333333,11,47,1.583333333,0,1,4,1,2,0.5,3.5
NC_007795.1,5,5,5,10,0,0,1,0,0,0,1,0
NC_007795.1,40.5,198,30,106,10.5,8,8.5,2.5,1,0,7.5,5
NC_007795.1,65.7,252.5,28,159.5,18,4,23,10,7,5,11.5,7.5
NC_007795.1,26.5,112,18.2,118.2,13.5,1,10,0.5,0,2,5,3.5
NC_007795.1,20,61,11,54.78571429,2,2,4.5,1,4,0.2,1,5
NC_007795.1,22,61.5,9,31,3,2,5,4,0,1,1.5,0
NC_007795.1,3.5,11,0.5,4,0,1,0,0,0,0.5,0.5,2
NC_007795.1,1.75,14.5,1,8.5,0.5,0,2,1,0,0.5,0.25,0.5
NC_007795.1,8.5,38,2.5,18.25,0.25,0,2.5,1.5,0,0.75,3.5,0.25
NC_007795.1,13.25,48,2.5,12.25,1.25,1.5,3,1,0,0.25,2.25,0.25
NC_007795.1,1.5,14.5,2.5,3,2,0,0.5,0,0,0,0,0
NC_007795.1,14.5,107,18,66.5,4,4.5,4,5,1.5,1,2.5,1.5
NC_007795.1,9.5,20,6,11,0.5,0,2,0.5,0.5,0.5,0.5,2.5
NC_007795.1,9.5,26,8.5,22.5,6,0,1.5,0.5,0,0.5,1,4
NC_007795.1,11,71.5,6.5,40.5,4.5,3,5.5,1.5,0,0,5,1.5
NC_007795.1,19,58,0.5,36.5,8,2,2.5,1,0,0,2,0
NC_007795.1,10.5,11,4.5,13,2,0,0.5,0,0,0,0,3
NC_007795.1,14.5,35.5,3.5,22.5,1,1,2.5,2,0.5,0,0,0
NC_007795.1,9.5,40.5,1.5,11.66666667,0,0.5,5,4,0.5,0.5,0.5,2
NC_007795.1,13.5,30,4,30,2,0,4,0.5,0.5,0,0.5,2.5
NC_007795.1,5.5,10.5,1,7,0,1,0.5,2,0,0,0.5,0
NC_007795.1,30.5,139,19,85.83333333,10,3,4.5,2.5,1,2,6.5,6
NC_007795.1,35.5,145.5,24,89.5,9,2,6,4.5,0,0,4.5,6
NC_007795.1,29.54545455,108,6.136363636,75.54545455,10,1,8,3.642857143,0,0,4,0.5
NC_007795.1,38.33333333,92.5,17,61.7,5,0,7,4.5,0,1.5,4,2.5
NC_007795.1,16,122,5,90,14.5,0,12,1.5,4,0.5,7.5,4
NC_007795.1,49,224.5,18,110.9333333,17,4,9,6,2,2,11.5,8.5
NC_007795.1,24.33333333,63.66666667,11.16666667,24,6,2.5,2.7,2,1,1,7,0.5
NC_007795.1,12,35,11,21,2,6,2,1,0,0,0,4
NC_007795.1,19,30.83333333,14.5,23.5,4.5,1,2,1,2.5,13,4.5,13
NC_007795.1,26,60.5,21.5,19.5,10,2,6,2.5,3.5,5,3.5,12
NC_007795.1,52.66666667,236.5,31.16666667,130,12.5,3.5,10,6.5,3,7,9.5,13
NC_007795.1,26,119,9,57,5.5,1.5,10,1.5,0,1,8.5,4.5
NC_007795.1,61,262.8333333,14,190,17,4,18,5.5,5,2,16,3.5
NC_007795.1,14.66666667,79.66666667,7,34.5,6.5,1,1.5,1,1,2,2,0.5
NC_007795.1,6,53.5,9,18.5,2.5,0,3.5,1,1,0,3,0.5
NC_007795.1,36.83333333,177.1666667,17.16666667,86.16666667,16.16666667,3.5,14.66666667,7.333333333,7.166666667,0.5,12.66666667,9
NC_007795.1,2,5,0.142857143,1.071428571,0,1.333333333,1,0.5,0,0,0,0
NC_007795.1,31.5,53.5,33.5,39.5,2,4.5,3,6,0,5.5,3,3
NC_007795.1,301.5,247.8333333,276,216,24,29,18,35,24.5,32,16,64
NC_007795.1,58.5,38,36.5,52,1,6,5,4.5,2,5,1,13.5
NC_007795.1,38,180.5,28,115.6666667,22,4,10,6,6,8,6,8
NC_007795.1,39.33333333,147.5,14.76666667,108,9,4,9,5,2.5,2.666666667,6,7
NC_007795.1,15,97,10,51,4,0,5,2,1,0,2,0
NC_007795.1,16,99.5,10,37.16666667,7,3.5,8.5,2.5,2,1.166666667,1,5.5
NC_007795.1,4,23.5,0,0,1,0.5,0.5,0.5,0,0.166666667,0,1.5
NC_007795.1,19,59.5,17.5,29.5,6,2,6,3,0,1,6,5
NC_007795.1,6,32.5,16.5,17.5,2,2,2,0,1,0,0,1
NC_007795.1,27.54545455,87.14285714,10.94588745,86.62878788,6,1,4,1,4,1,6,5
NC_007795.1,21.5,71,6,55,8.5,3,7,2,0,0.5,3.5,2.5
NC_007795.1,25.5,99.5,6,44,7.5,0,1,0,1,4.5,1.5,2
NC_007795.1,7,45.5,3,24.5,4,0,0.5,1,0,2,0,2
NC_007795.1,2,16,1,10.5,0,0,2.7,0,0.333333333,0,2,0.5
NC_007795.1,7,40.14285714,6.428571429,26.14285714,4,1,2,3,0,0,3,3
NC_007795.1,6.166666667,34,16,22.14285714,6,0,1,0,0,0,2,1
NC_007795.1,4.5,32,8.5,12.5,0,0,1,1,0,0,1,0.5
NC_007795.1,0.5,3,2.5,2.5,0,0,0,0,0,0,0,1.5
NC_007795.1,7,48,9.5,9,0,3,1,0,1,1,1,1
NC_007795.1,41.2,118,21.7,83,6,3,7,5,1,2,6,1
NC_007795.1,10.5,54,8,32,3,0,5,0,1,0,0,2
NC_007795.1,3,9,11.5,2.5,1,2,0,1,0,4,0.5,2
NC_007795.1,7,9,9,41.33333333,0,1,0,3,1,0,1,0
NC_007795.1,45,89,8.333333333,77.33333333,5,2.166666667,5.5,5,0,1.333333333,2,2
NC_007795.1,0,20,4,8.666666667,1,0,1,1,0,0,1,0
NC_007795.1,33,120,11,101,12,1,4,2,4,2,6,4
NC_007795.1,32,65,12,58,3,0,5,2,0,9,4,4
NC_007795.1,0,3,0,2,0,0,0.5,0,2,0,0,0
NC_007795.1,22,106.5,7,61.25,7.5,1,7.5,5,2,0,1,4
NC_007795.1,15.16666667,69,14.66666667,23.66666667,3.5,1.5,7.5,3.5,1,3.5,1,5.5
NC_007795.1,14.5,59.5,3,42,6,0.5,1.5,1.5,0,0.5,2,1.5
NC_007795.1,17.38888889,35,14.11111111,37.55555556,6,2,3,0,3,4,3,2
NC_007795.1,29,75.23333333,12,23,5,2.333333333,1,1,2,0,2,0
NC_007795.1,30,107.5,16,83.95454545,10,2,7,3.5,6.166666667,3,3.166666667,1
NC_007795.1,61.66666667,268,39.33333333,128.8333333,18,11,11,2.5,2,1,5,2
NC_007795.1,14,70.33333333,1,17,3,0,3,1,1,0,2,0
NC_007795.1,3,10,0,2,0,0,1,0,0,0,0,0
NC_007795.1,47,155,9.25,95,8,0,2,3,0,4,5,8
NC_007795.1,28,118,7,64,9,3,6.25,6,4.5,1,4,10
NC_007795.1,9,51,3,38,3,1,4,2,0,1,1,1
NC_007795.1,1.5,9,0,4.5,0.5,0,0,0,0,0,0,1.5
NC_007795.1,15.5,39,1,18.5,1.5,0,0,1,0,0,0,0.5
NC_007795.1,25.5,51.5,13,13.5,1,1.5,4,2.5,0,0,4,0
NC_007795.1,23.64285714,142.5,11.07142857,58.85714286,7,3,12.5,5.5,2,1.5,7,6.142857143
NC_007795.1,13,78.5,11.75,40.25,4.5,0.75,1.25,0.5,0,4.25,7,3.75
NC_007795.1,8.25,33.5,4,29.5,3,0,4,0,1.333333333,0,2,0
NC_007795.1,36.5,19.5,23.5,28.5,3,9,2,8,10,19.5,9,23.5
NC_007795.1,15,78.5,4,32.20454545,6,4,2.5,1,2,0,0,1
NC_007795.1,21,52,5,47.33333333,0,1,1,3,0,0,2,2
NC_007795.1,4.5,34,2,31.5,4,2,0,1,2,3,0,0
NC_007795.1,20.64285714,56,9,46.66666667,4.166666667,0,3,0,1,1.142857143,0,0.166666667
NC_007795.1,8,25.5,3.5,46,3,1,2,1,2,7,2,5
NC_007795.1,34.66666667,154.2,10.33333333,98.66666667,15.4,2.533333333,2,6,2,2,4,3.333333333
NC_007795.1,22.5,86,8,59,9,1,7,4,0,0,3,2
NC_007795.1,15,110,24,79,5,1,6,7,2,3,1,3
NC_007795.1,1,7,1,0,0,0,0,0,0,0,0,0
NC_007795.1,57.5,196,11.5,114,22,5.5,14,3,1,3,8,9.5
NC_007795.1,18,55,11,24,5.5,2.5,6,3,0,3,0,4
NC_007795.1,4,14,1,6,0.5,1,3,0,2,0,1,1
NC_007795.1,6.916666667,12,9,20,2.583333333,0.416666667,2.333333333,0.25,0,0,0.166666667,0
NC_007795.1,10.5,52,5,26,2,1,1,0,1,1.2,2,1
NC_007795.1,6,20.5,4,16,1,0,1,3,1,0,0,0
NC_007795.1,13.5,27.5,2,18,5,0,2,0,0,0,3,1
NC_007795.1,2,19.5,0,11,3.333333333,0,3,0,0,1,1,0.5
NC_007795.1,7.5,42,12.16666667,21,6,1,2.5,2,0,3,4,2.5
NC_007795.1,6,34.5,5,8,4,0,2,1,0,0,2,0
NC_007795.1,1,6,0,8,0,0,2,1,0,0,0,0
NC_007795.1,5,30,3,15,2,0,0,1,0,0,4,0
NC_007795.1,36,155,9.333333333,89,10,4,2,4,4,2,3,4
NC_007795.1,4,12.5,0,10,0.5,1,0,0.5,0.166666667,0,0,0
NC_007795.1,67.54545455,160.6428571,41.44588745,100.4621212,14.83333333,1,7,3.5,2,1,7.5,6.5
NC_007795.1,0,1,0,0,0,0,0,0,0,0,0,1
NC_007795.1,1,0,0,0,0,0,0,0,0,0,0,0
NC_007795.1,4,9,0,7,4,0,0,0,0,1,0,0
NC_007795.1,11,35,10,19,4,1,1,1,0,1,2,3
NC_007795.1,16.5,27,4,32,4.5,1,5,0,0,0,2,0
NC_007795.1,13,44,2,14,5,1,2,3,3.25,0,3,0
NC_007795.1,13.7,63,2,19,2,0,2,0,1,0,0,3.2
NC_007795.1,6,8,1,20,1,0,0,1,0,0,1,0
NC_007795.1,153.8333333,125.8333333,147.1666667,114.75,31,33.5,13.75,46.16666667,16.5,69.75,14,74.75
NC_007795.1,1504.5,384,497.5,89,21.5,148,34,197.3333333,69,274,44,260
NC_007795.1,17,44,9,39,6,0,3,3,0,1,1,1
NC_007795.1,4,17,1,17,0,0,1,0,0,0,1,0
NC_007795.1,4.5,9,1,23,1,0,1,0,0,0,1,0
NC_007795.1,114.5,366.5,37.25,264.5,31.5,5,16,9,4,4,10,17.33333333
NC_007795.1,58.75,109.5,37.5,162.5833333,19.5,5,16.5,7.5,2,7.25,6.5,6
NC_007795.1,155.2,574,39,409,33.75,11,33,26,11,3,22.5,17
NC_007795.1,3,2,5,8,3,0,0,0,0,0,1,0
NC_007795.1,7,39,5,7.5,4,2,0,0,0,0,2,0
NC_007795.1,33,184,27,101.5,15,4,7,2,0,3,12,4
NC_007795.1,11,82,7,49.5,0,1.5,9,1,0,0,3,3
NC_007795.1,14.5,35,0,24.5,3,2.5,1,1,1,0,1,0
NC_007795.1,8.5,41,2,47,3,2,2,0,0,0,1,5.5
NC_007795.1,5,12.5,0,5,1,0,1,0,0,0,1,0.5
NC_007795.1,2.5,10,1,1.5,0,1,1,1,0,0,0,0
NC_007795.1,21.5,136.5,5,73.5,11,0,5,4,1,1,0,4
NC_007795.1,10.5,41,1,36,1,3,3.833333333,5.5,0,0.5,1,1
NC_007795.1,22.5,94,8,45,3,0,7.5,2.5,1,1.5,9,2
NC_007795.1,3,10,0,1.5,0.5,0.5,1,0,0.5,0,0,0
NC_007795.1,40,196.2333333,14.45,145.75,13.7,10,18.9,3,3.2,4.9,7.7,7.5
NC_007795.1,6,26.5,1,21,3,0,2,0,0,0,2,0
NC_007795.1,1,23,2,3,1,0,2,0,0,0,0,0.5
NC_007795.1,26.16666667,76,5,46,6,3.166666667,5,1,1,0,9,1.5
NC_007795.1,8,58,2,27,0,2,6,2,1,0,1,1
NC_007795.1,3,6.5,2,3,1.5,0,1,0,0,0,0,0.5
NC_007795.1,20.5,46,9.2,16,4.5,1.5,2,1,0,2,0.5,2.5
NC_007795.1,3.5,10.5,0,11.5,0,0,0,1.5,0,1,0.5,0
NC_007795.1,63.33333333,230.5,24.79166667,96.08333333,20.5,0.5,15.125,6,0,3,6.5,4
NC_007795.1,9.833333333,19.5,5.416666667,12.58333333,0.5,0.5,1,0.5,0,0,0.5,0
NC_007795.1,13,41,5,14.5,0.5,0,1,0,0,0,0.5,2.5
NC_007795.1,12,55.5,4.5,36.5,2.5,1,2,0,0,0,0.5,1
NC_007795.1,7,10,0.5,15,1,2.5,1,0,0,1,1,5
NC_007795.1,17.5,55,5,39,5,1.5,7.5,1,0,1,2,2
NC_007795.1,27.5,96.5,9,66.5,7,1.5,6.5,0,1.5,1,3.5,6
NC_007795.1,6,16,4,9,3,0,2.5,0,1,1,1.5,3
NC_007795.1,6,51.5,8.5,32,3,0.5,7,1.5,1.5,1.5,2.5,1.5
NC_007795.1,10.5,102.5,8,33,5.5,1,5.5,1.5,1,0,2.5,2.5
NC_007795.1,5,28.5,1,10,1,0,3.5,0.5,0.5,0,2,1
NC_007795.1,49,182,14,110.5,9,2.5,15,5.5,1,1,7,4
NC_007795.1,28,112.5,13.5,86,19.5,3.5,9,4.5,1,0,3.5,4
NC_007795.1,2,6.5,5,9,0,2,1.5,4,0,1,1,0
NC_007795.1,26.33333333,81.5,5,74.7,8,3,2.5,1.5,0,0.166666667,5.5,2
NC_007795.1,25,76,6,45.5,10,2,2.5,3.5,4,0,2.5,0
NC_007795.1,60,187.5,14.16666667,105.5,14.5,3,18,7,3,3.5,9,4
NC_007795.1,15.5,65.5,5,40.5,0.5,2.5,3,0.5,0,0.5,2.5,2
NC_007795.1,16,50,7.5,21,3.5,3,2.5,3,4,1,4.5,5
NC_007795.1,0,9,0,2,0,0,0,0.5,2,3,0,0
NC_007795.1,4,32.5,9,31.33333333,7,0,2,1.5,0.5,0.5,3,1
NC_007795.1,20.5,76,5.2,40,7,1,8,5,0,0,0,5
NC_007795.1,1.295454545,6,0.136363636,0.045454545,0,0,0,0,0,1,0.5,0
NC_007795.1,8.5,71.5,3,44.33333333,4,2.333333333,0,0,0,0.333333333,3,2
NC_007795.1,20,44.5,17,50,5.5,2,8,8,2,0,1.5,3.5
NC_007795.1,11.5,30.5,2.5,16,2.5,0.5,0,0,0,0,2,0.5
NC_007795.1,6.5,26.5,2,20,0.5,1.5,1,0,0,0,0,0
NC_007795.1,39.33333333,119.1666667,11.33333333,125.1666667,8.666666667,2,11.66666667,3.333333333,6.666666667,1.5,9.166666667,7
NC_007795.1,2,10,0.071428571,9,0,0,1,0,0,0,0,0
NC_007795.1,1385.857143,913,1273.642857,794.0714286,54.75,237,36.5,198,49.75,122.1428571,46,255.75
NC_007795.1,422,273,388,304.5,30.25,64,14.25,71,40,71.5,14.25,97.5
NC_007795.1,39,172,12,68,11,0,9,4,2,2,2,7
NC_007795.1,21.5,74.5,9,36.03333333,13,3,1,1,2,3,0,5
NC_007795.1,38.5,155.5,13.5,66.5,18,2,9,6,3,0,7,5
NC_007795.1,33,94,9,58,3,6,8,3,3,0,2,1
NC_007795.1,10,63,2.25,62.39285714,3,1,2,0,1,2,3,0
NC_007795.1,17.33333333,48,3,50,2.333333333,0,6,1,2,1,2,3
NC_007795.1,17,117,15,81.2,10,0,3,3,0,1,4.2,5
NC_007795.1,0,9,0.25,7.083333333,1.25,0,0,1,0.25,0,0,1
NC_007795.1,0,11,4,0,0,2,1,0,3,2,0,0
NC_007795.1,18,41.5,8,33.5,2,1,3,4,0,3,3,1
NC_007795.1,5.5,13.5,1.5,15.5,0,0.5,1,0,0,0,0,0.5
NC_007795.1,27,128.5,17.5,106.1666667,14,3,10,5,6.833333333,3,5,2
NC_007795.1,3,25,2,12,1,0,1,1,1,0,1,0
NC_007795.1,11.16666667,37.5,2.333333333,11,2,2,1,0,1,1.5,4,2.25
NC_007795.1,105.3787879,594.5,45.3030303,420.3787879,39,11.5,27,17,3.166666667,10.16666667,12,11.5
NC_007795.1,25,34,16,27,3,2,0,3,1,2,0,0
NC_007795.1,44,95,21,45.5,8,3,16,7,3,5,5,13
NC_007795.1,5,11,16,4,1,1,1,1,0,1,1,2
NC_007795.1,61.5,12,51.5,11.14285714,2,18.75,2,29,3,61,4,55
NC_007795.1,19,12,2.5,7,1,2,0,8,0,2,0,7
NC_007795.1,72,89,84.5,38,4,18,5,14,4,34,4,59
NC_007795.1,49.5,29,29,26,0,9,0,11,0,23,0,32
NC_007795.1,15.5,6,5,18,3,3,0,1,2,12,0,2
NC_007795.1,13.5,38.5,10.5,22.5,4.5,1.5,0,0,2,1,1,5
NC_007795.1,65.80952381,232.5,53.95238095,154.5,15.64285714,12.5,23.14285714,10.16666667,9,3,15,10
NC_007795.1,11.30952381,83,4,54,3.25,1,0,3,1,2,2,5
NC_007795.1,7,38,7.619047619,17,6.333333333,0,2,1,2,0,1.142857143,2.666666667
NC_007795.1,9,22,5,11,4,1,1,0,0,0,1,1.5
NC_007795.1,19,135,19.5,77.16666667,12,0.333333333,8,2,5.166666667,2,4,5.5
NC_007795.1,12,40,14,30,5,3,5,1,0,2,5,1
NC_007795.1,101,273,42,176.1,24,5,14,10,16,15,16,17
NC_007795.1,0,4,1,0,0,0,0,0,0,1,0,0
NC_007795.1,27.33333333,100,16,55,10,1,5,6,3,2,9,9.333333333
NC_007795.1,37.5,155.6666667,25,84,8,8,8.5,4,1,0,10,5
NC_007795.1,10,46,5,43,6.5,0,2.5,0,0,0,6,1
NC_007795.1,7.5,50.5,5,27,6.5,4,2.5,0,1,0,2,1
NC_007795.1,10,31.33333333,9,22,4,2,2.5,1,0,0,0,2
NC_007795.1,3,3.5,0,2,2,0,0,0,0,2.5,1,1
NC_007795.1,50,201.5,13,140,18,4,13,5,4.333333333,1,6,6
NC_007795.1,52,292,21.66666667,134.5,17,3,22.83333333,6.75,7.166666667,3,10.66666667,9
NC_007795.1,5.5,36.5,2.5,23,2,0,0,0.5,0,0,2.5,1
NC_007795.1,22.5,60,5,24.16666667,8,1.5,2,1,0,0,1.5,4
NC_007795.1,37,178,10,142,9,3,10,4,3,1.125,10,2
NC_007795.1,36,118.8333333,22.29166667,73.16666667,7,2.666666667,5,4,2,1.166666667,2.5,6
NC_007795.1,91.5,254,33.16666667,142.5,18,5.5,11.5,7.5,1,2,14,2.5
NC_007795.1,14.5,62.5,20,61,7,0,3,3.5,2,0,2,3
NC_007795.1,23,54,11,77.5,8,2.5,5.5,1,0,4,4,2.611111111
NC_007795.1,3.716666667,43.81666667,2.852777778,21.31666667,2.3,2.366666667,2.066666667,1.6,0.166666667,0.2,1.933333333,1
NC_007795.1,213.6095238,778.2761905,236.4666667,426.8809524,54.45,39.38333333,35.65,33.8,20.7,22.44285714,25.75,31.79285714
NC_007795.1,79.475,406.0416667,87.35,260.2666667,34.88333333,18.31666667,17.4,12.85,14.6,14.41666667,14.65,11.7
NC_007795.1,4,43,1,10.5,2,0,3,0,0,0,0,3
NC_007795.1,0.5,3.5,0,0.5,1.5,0,0,0.5,0,0.5,0.5,0
NC_007795.1,1.5,7.5,0,0,0.5,0,0,0.5,0,0.5,0.5,0
NC_007795.1,9,37,1,12.83333333,2,1,2,1,0,0,2,0.5
NC_007795.1,56,224,36,119.5,15,2,16,4,2,0,4,3.5
NC_007795.1,24.5,58.5,6.533333333,31.7,4.2,0.166666667,7.5,4,2,1,4,0
NC_007795.1,9.80952381,31.02857143,2.285714286,13,0,1,1.5,1,0,0.5,1.5,1
NC_007795.1,2,13.1,1.5,7,0,0,0,0,0,0.5,0.5,1
NC_007795.1,30,18,29.5,21,0.5,1,1,3.5,2,6.5,2.5,12.5
NC_007795.1,12,21.5,9,15.5,0,2,3,1,0.5,2.5,1,0
NC_007795.1,3,28.5,2,12,2,1,1,0,2,0,0,0
NC_007795.1,29,110.5,12,77.33333333,4,1.5,6,4,3,3,4,3
