GeneName,dCshA_t000_v1,dCshA_t150_v1,dCshA_t300_v1,dCshA_t600_v1,PR01_t000_v1,PR01_t150_v1,PR01_t300_v1,PR01_t600_v1,CTA_t000_v1,CTA_t150_v1,CTA_t300_v1,CTA_t600_v1,CTA_t000_v2,CTA_t150_v2,CTA_t300_v2,CTA_t600_v2,dCshA_t000_v2,dCshA_t150_v2,dCshA_t600_v2,dCshA_t300_v2,PR01_t000_v2,PR01_t150_v2,PR01_t300_v2,PR01_t600_v2
murC,8568,4356,3134,717,7289,4541,1287,567,22961,16476,7561,1984,9122,7771,4332,1763,7641,7197,1405,3880,10018,4264,2523,889
SA1562,30736,16560,9456,3491,29454,12908,5074,1956,81060,44721,21467,8658,34597,23580,12613,5541,28917,20740,4228,10238,29243,10930,5220,2273
SA1563,3368,1130,733,270,3202,755,416,183,7358,3599,1862,622,3727,1939,1087,426,3099,1773,321,860,3254,522,454,185
SA1564,3802,954,864,265,2471,512,194,78,10349,3678,1857,479,3308,1516,891,352,3151,1600,551,925,3184,412,308,99
SA1565,2861,2279,1932,1057,2088,1373,933,369,7431,6075,4247,2526,1566,1480,1213,904,1084,1348,663,1032,1916,896,627,285
SA1566,4726,2409,1514,630,4662,2585,1567,618,10683,7277,4088,1643,3766,2970,2061,1071,2429,2260,579,1456,3585,1912,1365,538
SA1567,1067,69,87,5,327,28,5,2,658,559,116,7,575,234,65,20,689,376,30,138,952,47,49,13
SA1568,2395,283,126,46,1877,88,32,28,4761,450,115,98,1515,237,83,44,1391,252,45,90,1196,66,46,34
trmB,10789,1205,791,149,7498,466,97,96,16160,3233,966,203,9831,2320,865,263,9010,2442,316,1143,8505,548,262,140
SA1570,21973,6387,4103,2108,19239,4548,2968,2811,44175,12475,5441,3798,18685,6206,3850,2450,15982,6408,3416,4403,18614,3511,2544,2319
SA1571,11197,6940,5542,2047,7374,2999,1058,385,26495,20095,9712,3005,9114,7984,5786,2740,8125,9410,4499,7101,8567,2703,1298,464
SA1572,22225,13468,9601,4346,16990,4428,1633,522,53752,29149,14468,5657,17599,12712,9476,4955,16232,14640,7973,11428,15159,3405,1396,641
SA1573,5372,1188,640,149,4040,605,160,116,9797,2685,776,210,3919,1328,578,245,3374,1309,183,525,4597,482,247,141
SA1574,5873,958,484,135,4096,249,108,105,9896,1966,596,242,4534,1332,508,209,4066,1375,236,576,3983,226,125,113
SA1575,6840,1091,672,295,4760,198,93,85,14718,1879,743,434,4841,1202,581,346,4437,1242,452,715,4756,172,134,103
SA1576,5610,1762,1013,429,3715,323,157,128,9973,2384,1068,638,4476,1485,794,402,4425,2076,588,1068,2838,240,143,159
SA1577,1187,640,509,303,497,110,59,61,2731,1377,861,801,854,529,367,348,992,680,359,439,609,124,65,34
SA1578,1766,1506,1260,578,1814,1287,438,190,3342,4665,2778,1021,2215,2350,1835,1146,1383,1771,629,1320,1821,916,525,188
leuS,17512,13991,8974,4283,20738,6477,1954,933,41802,37470,19627,9503,14713,14135,10133,6385,10842,12417,4460,8102,16372,6227,1908,907
SA1580,2759,1803,1433,834,2588,534,221,179,5876,3358,1812,892,3167,2583,2087,993,2959,2899,1488,2549,2725,527,202,118
SA1581,4004,455,132,54,5733,330,73,114,11510,1114,214,94,3556,808,217,79,2728,522,67,160,3744,315,61,73
SA1582,1874,245,90,15,2490,220,38,50,5515,645,135,40,1478,394,142,42,1245,308,52,107,2073,202,42,36
rot,9295,2144,3233,740,5636,714,160,110,15641,3065,1184,144,10357,6140,4561,1912,7780,6428,3455,5334,6547,358,242,287
SA1584,10305,3652,1920,388,3735,538,231,112,21330,8456,2816,643,7210,3762,1937,588,6754,4822,941,2607,4328,857,565,205
SA1585,11253,4589,2923,596,6242,3770,1438,604,14705,7762,3519,639,4666,2468,1304,459,5550,2996,452,1498,844,153,90,67
ribH,4299,5170,5203,1864,2778,3053,1396,351,15762,20544,12212,2869,5471,8101,7550,3565,5679,12265,6331,11494,4619,3410,2492,742
ribA,13010,14645,12578,4346,7962,6102,1927,531,36213,42891,21990,7264,19942,23972,18910,8280,18772,32337,13180,28349,10445,7087,4564,1411
ribB,7443,6829,5837,1721,4315,1996,524,164,21180,19129,8791,2526,10810,11167,8006,3180,10006,15465,5797,12735,5190,2781,1550,359
ribD,15666,13880,10233,3344,9905,3115,819,311,39072,32043,13127,5000,20148,17501,12263,4706,18455,24211,9216,20625,9175,4023,1849,637
SA1590,679,104,63,22,613,60,19,7,1811,341,120,36,524,162,85,36,394,108,43,77,494,52,10,9
SA1591,166,62,73,12,78,25,1,1,307,281,167,15,201,183,87,43,210,171,56,135,121,20,15,8
SA1592,378,132,147,43,229,42,7,8,980,496,167,29,435,261,113,41,437,313,83,191,329,41,35,5
SA1593,23106,4850,3095,805,10780,524,271,485,58602,12759,4281,1201,17097,6132,2911,1020,17375,6648,1153,3068,8630,483,177,152
SA1594,795,53,99,12,321,18,5,7,1505,519,160,28,729,226,122,45,606,228,38,111,491,12,10,20
SA1595,39,0,0,1,21,0,1,0,61,3,2,2,55,6,2,0,55,1,2,2,64,0,1,0
SA1596,17,0,0,1,16,0,0,1,21,5,1,0,47,3,2,0,51,5,2,3,48,1,1,0
SA1597,337,21,48,4,140,11,3,10,319,287,79,8,408,171,83,25,430,239,16,122,434,13,28,10
SA1598,123,36,62,6,33,8,1,2,188,185,96,9,118,109,76,27,132,155,54,131,112,10,13,10
SA1599,18374,16688,16363,9515,11438,6422,3287,1118,37493,31817,22226,11833,15010,15634,13295,12137,8319,12023,8136,10947,10480,5515,4302,1693
SA1600,85,7,6,1,32,2,2,0,61,34,8,0,81,17,10,2,74,28,4,18,90,2,2,0
SA1601,516,106,53,8,475,19,0,1,1038,163,45,23,536,142,65,17,485,131,14,70,500,29,8,7
SA1602,326,55,41,9,209,17,2,3,696,140,45,4,277,102,54,10,272,121,9,69,245,12,7,7
truncated-SA,23,2,9,2,7,0,0,1,65,32,14,0,24,10,14,5,20,13,14,10,21,2,0,0
SA1606,5679,7953,8261,7510,2369,2310,1781,1005,11303,15370,15334,17477,3148,4816,5501,7628,2513,4372,5280,4907,1509,899,761,439
SA1607,13497,2020,1857,170,4728,834,86,63,26254,8317,2648,250,9617,3999,1900,500,9638,4681,619,2192,7629,612,316,131
metK,13585,5010,2813,1841,19198,2107,847,525,28529,7263,3576,2657,15830,8001,3751,1892,12348,6362,2010,3240,17894,3578,979,573
pckA,20433,15331,12468,6736,26326,20221,13400,6483,35915,33344,24782,16015,10368,10375,9397,9049,16355,19943,9544,15629,5936,2909,2036,1071
SA1610,8,3,0,1,9,1,0,1,4,1,0,0,2,0,0,0,4,0,0,1,2,0,0,0
SA1611,2851,2168,1207,669,1984,506,211,102,5294,2883,1329,1103,1831,1269,783,479,1804,1293,586,769,1115,343,139,104
SA1612,1980,1078,666,183,1103,182,38,14,3964,1894,805,267,1566,815,454,236,1536,959,268,552,795,144,71,44
SA1613,2567,968,518,263,1903,383,222,191,5353,1070,483,419,1257,523,246,130,1147,564,113,321,1055,219,103,92
menC,4084,2887,1888,874,2097,248,108,65,8136,4509,2193,1459,2649,1697,1157,600,2365,1860,833,1312,1405,197,107,107
menE,5596,2981,1595,575,2551,107,38,31,10393,3903,1519,551,3230,1595,867,339,3281,1841,568,1097,1675,85,45,41
SA1616,148,16,23,3,79,1,3,1,289,61,27,1,188,89,49,7,199,99,16,66,135,1,2,2
SA1617,37775,56812,70214,87068,18076,21265,16594,12410,31518,48781,53743,77276,23695,31903,37438,60235,32800,64078,102600,77253,6902,5550,6057,6272
SA1618,51434,84600,99488,134418,26985,32538,30154,22663,48235,73470,77083,117395,27564,41172,53141,83879,40950,89126,157403,108307,10028,9312,9134,8924
SA1619,1830,1520,1821,1236,1573,1111,632,280,1838,1655,1206,799,1102,1046,1130,923,1651,2207,2013,2048,711,330,310,163
SA1620,928,704,792,507,654,497,307,120,1284,802,609,392,471,437,516,403,799,1048,1083,1033,445,154,152,76
SA1621,1669,1235,1433,1075,1040,907,589,302,1856,1298,1072,603,954,796,876,732,1364,1735,1821,1735,681,239,264,137
truncated-SA,87,5,4,3,56,3,1,5,189,27,14,5,104,21,13,7,86,18,8,16,67,1,2,0
tnp,424,139,87,50,285,28,11,17,717,326,158,91,306,135,56,47,329,196,60,107,303,29,7,14
SA1625,3331,698,691,374,2361,208,51,53,4635,2544,1471,682,2327,896,590,384,2460,1095,557,726,2194,147,71,72
SA1626,4432,1161,582,448,3805,295,119,116,8464,1688,777,753,3191,845,413,234,3069,727,375,418,2690,182,57,79
splF,29,50,59,52,23,21,32,24,308,522,624,1075,46,79,78,167,23,39,83,56,33,38,35,50
splD,31,53,53,87,19,16,19,36,284,600,665,1387,53,76,89,191,21,41,87,57,39,39,35,21
splC,44,42,65,61,23,22,11,13,406,653,744,1060,50,95,102,170,37,52,76,56,38,33,51,42
splB,47,37,51,58,25,16,13,16,321,601,694,1047,61,107,113,173,37,47,64,45,30,29,30,34
splA,61,80,92,97,33,27,21,21,677,1126,1394,1771,91,120,164,307,31,68,117,89,55,34,60,47
SA1632,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0
SA1633,16,0,0,0,15,0,0,2,65,7,0,0,21,3,0,1,10,1,0,1,16,0,0,0
truncated-SA,87,18,41,6,35,7,2,1,129,162,62,6,107,76,59,58,71,71,25,54,51,5,25,7
SA1635,1,0,0,0,0,0,0,0,0,1,3,0,2,2,1,0,5,1,0,2,4,0,0,0
SA1636,536,12,9,4,227,14,8,2,853,98,47,5,434,57,21,6,444,47,19,38,481,22,28,19
lukD,39,22,22,13,40,19,17,22,271,354,299,155,53,36,37,36,41,20,13,25,48,17,32,24
lukE,35,10,21,6,37,18,9,8,299,276,268,240,35,27,33,35,28,12,7,15,59,31,25,36
SA1639,269,70,148,66,67,5,9,3,245,367,208,59,279,207,150,83,356,389,176,377,152,16,13,15
SA1640,1068,120,100,17,929,108,27,8,1798,275,108,28,1626,532,351,178,1175,460,111,271,974,45,40,29
SA1641,758,79,92,11,404,61,19,17,913,316,137,28,950,379,274,124,863,389,98,229,539,31,40,27
seg,209,29,31,7,83,28,9,25,325,122,91,26,185,97,90,83,167,95,67,64,149,35,41,63
sen,35,6,12,8,21,17,12,15,110,38,26,10,78,64,59,46,61,44,31,42,60,19,46,42
yent2,14,4,5,1,4,8,5,9,21,25,13,9,29,31,28,36,24,25,12,20,21,13,29,23
yent1,10,3,4,2,5,5,6,3,32,29,14,4,26,32,38,28,20,17,20,21,35,8,23,22
sei,24,9,19,5,13,17,9,11,70,49,27,2,62,54,71,64,48,45,33,33,46,35,51,51
sem,16,7,12,1,23,20,10,5,41,41,35,3,51,68,77,59,26,43,37,37,48,21,40,29
seo,85,7,12,4,101,23,23,27,91,28,15,10,157,48,44,35,63,30,18,28,132,16,20,38
SAtRNA19,62,43,164,21,38,79,295,106,53,14,11,33,25,3,6,14,16,6,13,4,29,3,15,8
SAtRNA20,184,27,29,19,200,28,43,44,386,33,26,95,98,6,10,17,91,11,18,9,114,10,8,9
SAtRNA21,1851,20,12,22,2667,32,62,84,3541,21,12,37,1094,8,7,11,948,8,7,15,1362,7,7,13
SAtRNA22,5339,45,45,49,6580,49,78,128,8615,43,31,60,4015,30,20,42,3240,14,15,32,3508,15,13,30
SAtRNA23,6075,118,120,130,7876,220,315,373,11956,120,108,243,5706,94,96,130,4834,70,70,90,5219,107,94,97
SAtRNA24,2472,82,91,101,3728,171,238,330,6126,95,91,198,2565,56,63,84,2256,54,52,70,2785,74,78,61
SAtRNA25,362,7,15,8,545,14,14,59,976,9,14,24,502,9,5,8,370,7,10,10,508,5,11,13
SAtRNA26,43,1,4,0,43,5,8,11,130,0,0,0,61,2,0,0,28,0,0,0,33,0,1,1
SA1649,1722,519,284,94,1830,575,200,93,4327,1838,741,212,2042,1458,865,356,1416,940,243,499,2907,1059,503,110
hemY,4818,3062,1875,857,4515,1952,623,305,9987,5473,2617,1591,4678,3425,2208,1309,4390,3358,1739,2320,10434,3262,1135,602
hemH,3250,1232,822,379,2842,655,204,143,7399,2433,1264,769,3007,1377,957,553,2750,1633,867,1154,6154,944,392,243
hemE,4388,1272,902,382,3505,469,171,99,9599,2438,1305,778,4451,1742,990,635,3987,1764,800,1282,7005,771,320,235
TRAP,11408,4372,6684,1109,7714,5348,1415,915,20382,19907,12300,1859,7678,6550,4694,2374,6906,7481,1917,5392,8359,3147,4930,2695
SA1654,5052,1187,833,265,2460,262,76,32,8603,3747,1150,443,4140,2048,967,364,3568,1953,559,1063,4239,410,170,110
SA1655,6152,1126,492,150,4278,217,50,33,17094,2356,680,224,4141,1362,563,228,3387,1177,315,609,4263,418,91,62
hit,3449,1115,2370,582,1335,903,252,245,6159,7531,5721,873,2227,1872,1726,1346,2036,2251,1294,2015,2218,586,1321,1092
SA1657,12061,6397,6017,3745,9302,4193,3553,3495,26344,16428,11463,6988,7170,4993,4178,3611,6032,5380,3181,4533,8952,2913,2955,2452
SA1658,143,1,1,0,38,0,1,4,136,18,6,1,155,13,4,2,153,10,0,3,85,0,3,1
prsA,10196,3627,3310,605,7696,4040,1449,509,26070,20665,11280,1882,10406,8517,6975,3604,6255,5563,1307,3713,9164,4036,3198,920
cbf1,17815,10848,4388,1050,16862,6026,1187,430,42081,24430,6369,2129,11083,8801,3293,1062,9737,8598,1152,3275,12999,5108,1064,402
SA1661,27350,6574,3522,854,18033,1913,371,306,54890,19974,5198,1394,19436,8435,3060,1037,17355,8419,1418,3257,20771,2289,776,476
SA1662,9381,912,508,55,3887,160,25,38,17857,3331,729,124,6139,1357,445,143,6042,1451,180,450,5691,164,74,98
SA1663,16905,4363,2376,211,24535,8440,2155,674,63194,20362,6709,838,12851,7873,4093,858,8889,5530,453,1956,21599,6761,2804,631
SA1664,1442,328,289,41,942,91,26,42,4660,1737,616,90,1428,714,422,143,1166,786,157,533,1221,54,30,24
SA1665,3590,352,237,47,3699,234,78,58,11824,1821,673,115,5670,1850,810,271,4223,1519,312,815,6454,400,227,112
SA1666,1282,204,150,55,785,70,23,13,3648,738,363,85,1033,324,216,129,1067,431,157,261,887,41,33,27
SA1667,2426,674,616,307,1635,198,106,38,5910,1440,908,570,2044,687,406,289,1960,878,499,636,1582,117,74,63
SA1668,7568,2480,1455,401,6067,353,104,59,20982,5564,2246,549,5549,2548,1424,496,4825,2712,594,1567,4464,283,121,62
fumC,23532,18714,11743,4864,24253,23314,16898,7704,48811,33926,17705,8038,10766,7763,4905,2151,10599,10545,2776,6605,6033,2814,1762,757
SA1670,370,22,29,4,155,6,2,3,507,148,36,6,296,105,41,17,333,89,16,57,292,11,6,9
SAS053,3823,1297,1932,624,1578,669,267,323,6919,6218,3976,1110,1930,1739,1710,1536,1876,2326,1592,1950,2703,555,605,672
SA1671,14334,6115,8057,2847,7633,3076,1300,1519,33250,21968,15807,5891,8151,7309,6738,6798,7569,8618,6598,7581,9555,1960,2293,2665
SA1672,2951,2118,1576,929,1164,131,64,57,5854,3933,2060,1120,2161,1959,1426,1221,2174,2306,1545,1848,1046,100,63,56
SA1673,9092,7613,5268,3903,3891,242,149,146,18036,10478,5613,4071,6653,5589,4450,3711,6677,6695,4871,5429,2634,205,120,116
SA1674,1119,1013,920,722,940,682,563,539,2166,1978,1761,1832,937,957,964,921,678,901,725,753,1492,777,610,360
SA1675,714,515,547,346,475,281,181,169,1583,1331,1152,819,605,666,629,666,472,525,545,575,979,337,302,300
SA1676,3292,612,423,189,2876,713,274,98,8151,1325,692,426,2073,533,404,252,2041,532,244,371,1898,200,95,55
tnp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAtRNA27,3756,5243,3926,1390,5268,8625,5741,1327,5189,2372,2274,1052,1487,1102,667,312,1031,705,270,913,1770,1954,572,130
SAtRNA29,4261,338,294,201,8695,942,885,420,7629,268,192,181,5085,218,130,128,3987,119,67,117,5661,229,86,53
SAtRNA30,3808,377,177,158,7401,658,558,303,8230,339,173,219,4474,289,150,125,3669,194,96,147,5562,382,111,56
SAtRNA31,3415,817,403,317,7117,1663,1237,809,8574,724,376,429,4424,646,317,279,3490,447,198,299,5964,812,319,124
SAtRNA32,4736,1576,992,753,10417,3351,2860,1785,10643,1184,806,1069,7142,1200,705,745,5268,850,478,690,8488,1600,674,402
SAtRNA33,4231,1752,1625,1081,8908,3193,2951,1207,7944,969,877,1325,6543,1009,691,835,4829,723,527,729,6742,1274,571,341
SAtRNA34,4577,1125,1289,775,9380,2128,2073,723,7232,563,557,807,6696,569,367,449,5180,335,258,386,6684,580,285,148
SAtRNA35,3454,386,402,300,8128,891,1193,828,5979,218,240,385,5829,240,140,163,4626,145,110,160,5667,314,155,134
SAtRNA36,1581,133,111,146,3710,429,584,748,2863,96,133,225,2284,88,48,72,1955,56,39,55,2116,125,94,108
SAtRNA37,204,13,11,12,408,24,73,95,413,4,9,23,318,10,9,11,232,4,10,8,329,23,17,22
SAtRNA38,2017,72,65,60,3617,138,182,258,4000,91,82,105,2772,92,42,59,2107,44,32,38,2798,97,26,50
SAtRNA39,5973,1717,2233,1736,11475,2823,7063,6551,12973,1062,1157,2162,8688,1061,870,1490,6639,836,1032,1068,9628,1415,1189,1388
SAtRNA40,3872,445,475,718,8472,632,992,1111,7363,425,478,726,5652,326,314,426,4429,306,285,454,6554,418,316,399
SAtRNA41,3533,152,139,224,8238,241,278,258,7272,147,138,213,5355,143,123,137,4051,107,106,123,5614,204,94,116
SAtRNA42,3560,125,108,94,7641,299,277,208,7334,172,114,180,5108,188,111,106,3804,81,48,89,5105,170,71,53
SAtRNA43,3218,145,125,116,6964,306,364,320,6089,130,102,202,4405,137,83,104,3190,56,67,75,4310,118,66,50
SAtRNA44,3805,40,23,20,7177,42,68,59,6793,44,25,59,5665,50,27,23,4781,22,23,23,4496,21,33,24
SAtRNA45,6396,122,74,42,12185,185,147,110,11832,83,66,97,6597,84,34,39,5682,38,20,39,5964,37,38,32
SAtRNA46,4686,275,213,253,10300,382,601,670,9889,135,195,314,3934,110,56,82,3136,65,45,73,4021,95,53,92
SAtRNA47,2317,260,251,309,5548,331,645,684,4946,134,179,251,2808,91,84,106,2045,55,76,98,2571,82,66,110
SAtRNA48,4119,412,339,477,8548,639,811,722,7190,265,284,536,3737,170,143,193,3037,117,87,134,3454,190,115,122
SAtRNA49,10759,1194,796,553,19476,2124,2471,1326,14558,450,443,765,7916,376,173,288,6195,223,163,203,6551,558,249,206
SAtRNA50,7175,457,202,76,12833,1016,523,227,8857,196,104,133,5254,199,47,74,3826,110,33,60,4152,304,80,78
SAtRNA51,664,44,22,14,1214,79,53,23,929,18,8,16,434,12,6,1,289,11,4,8,436,32,11,3
SAtRNA52,7,0,0,0,19,0,0,2,17,1,0,2,25,0,1,0,9,0,1,0,18,1,1,0
SArRNA08,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SArRNA09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAtRNA53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAtRNA54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SArRNA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA1678,8587,1074,1720,388,4032,371,148,80,14382,6056,3739,592,5723,1989,1683,983,5011,2058,857,1679,6414,326,373,227
SA1679,4462,3131,3681,1036,1787,755,222,44,9253,11005,7034,1583,3637,4001,3510,2321,2532,3682,1896,3349,2025,593,370,134
SA1680,2448,855,1634,289,689,218,39,8,3396,5668,3378,280,1911,2042,1702,989,1360,1839,730,1707,936,149,148,57
gsaB,4985,3332,2137,906,5449,2746,1383,489,11214,7221,3436,1437,4814,3896,2433,1162,3474,3341,985,2206,4628,1970,954,341
SA1682,4483,640,408,87,1972,141,53,73,8575,1356,628,137,3716,746,372,208,4106,1203,248,546,2357,126,114,115
SA1683,2038,713,562,240,1839,287,138,123,4439,1527,780,399,1785,711,439,207,1286,593,212,405,1536,174,82,56
SA1684,4598,682,315,167,3764,84,113,151,11283,860,337,252,3455,601,275,126,2984,615,207,305,2853,68,32,49
SA1685,2243,466,321,93,1278,26,16,17,5835,863,351,149,2043,552,320,209,1686,589,229,389,1063,30,22,29
SA1686,4750,903,420,137,2177,56,45,68,10245,1568,415,175,3250,1097,463,183,2696,1072,247,506,2255,79,29,43
SA1687,1210,150,229,35,473,33,5,3,1190,1151,425,45,1354,605,320,81,1314,551,102,322,1185,42,49,31
SA1688,3785,484,345,79,2190,69,30,20,7704,1587,613,149,3148,831,436,154,2797,623,172,347,2474,78,52,42
SA1689,1205,103,55,18,702,23,10,8,2887,401,164,34,940,196,114,44,743,122,24,61,659,13,15,9
recX,901,90,68,3,316,17,4,1,1529,457,149,21,788,273,149,47,524,156,31,80,423,12,5,15
sgtB,2857,80,41,24,1352,36,26,61,5970,148,88,23,2027,194,87,50,1971,138,48,53,1679,9,34,48
SA1692,4509,418,180,35,4960,273,120,131,13404,699,219,142,2323,277,115,60,1834,222,74,111,3361,154,41,75
SAS054,299,8,7,1,400,13,1,1,1405,40,10,1,276,25,11,6,179,8,7,10,381,13,4,12
SA1693,2925,305,141,74,2757,68,36,58,8263,713,260,99,3155,662,282,127,2603,578,151,314,2970,132,48,87
SA1694,8434,5883,2867,776,8007,4432,1518,238,18624,10708,4249,1453,5370,3916,1993,709,3857,3538,657,1837,3953,1436,552,143
ampS,11969,5903,3021,657,11142,4626,907,178,33091,14301,5054,1218,8542,5159,2765,974,6063,4644,922,2331,6794,1756,684,222
SA1696,1412,600,231,39,1389,491,123,24,2496,1089,321,81,1269,638,245,76,877,452,51,184,671,142,87,34
SA1697,13247,8216,8289,2873,7774,6783,4823,3121,25699,22893,14422,4773,6528,6399,4903,3144,5441,6907,2402,5254,6134,3428,4485,2674
SA1698,8281,5607,6885,1926,5822,5554,2565,2152,22781,22236,15532,3730,4847,6062,6239,4270,4401,7407,4191,6595,6426,3935,4715,3191
SA1699,8520,3320,2371,408,6378,3077,1082,604,24697,12985,5581,905,4201,2797,1838,727,3574,2559,647,1498,5709,1499,1200,739
vraR,3960,1401,733,305,3550,758,246,104,8778,2976,1089,655,3063,1658,665,297,2274,1239,296,582,2943,723,198,140
vraS,3873,570,285,70,2732,267,52,48,7899,1451,430,159,2789,928,366,127,2226,694,129,325,2830,229,82,64
SA1702,1477,124,57,15,1060,43,7,16,3441,295,88,53,1162,214,72,23,938,145,24,71,1109,37,15,16
SA1703,639,14,9,3,333,11,2,3,678,94,21,7,697,68,21,4,493,61,6,19,406,7,9,5
map,10556,2773,1786,894,10347,999,186,74,28906,5783,2802,2126,7554,2646,1294,923,5877,2620,1201,1541,7839,932,260,128
SA1705,1355,169,109,19,463,24,2,3,2861,474,181,31,895,216,92,48,1024,276,67,120,758,20,24,17
SA1706,15,2,1,0,9,1,0,0,18,17,1,1,18,6,1,1,11,3,2,2,11,0,1,2
SA1707,3869,915,530,109,3336,786,210,111,8036,2376,782,218,3860,1739,888,372,3375,1614,379,830,3245,649,284,113
SA1708,7162,1736,826,321,6747,1068,291,173,18618,3612,1351,495,6709,2369,1317,622,5327,2391,797,1296,5922,718,265,140
SA1709,6813,3221,2618,699,6930,3920,1841,979,15215,8789,5112,1246,4790,2890,2115,1042,2160,1674,533,1080,39247,13733,10785,5218
SA1710,1454,88,113,27,716,73,28,41,3992,477,196,42,1051,282,139,59,745,223,46,112,1492,287,306,151
SA1711,1368,211,185,168,1085,72,49,72,3199,339,253,328,1097,169,93,120,939,170,132,90,756,77,65,57
SA1712,1049,117,107,34,497,44,12,19,2169,473,183,86,947,273,149,78,1007,308,101,202,624,48,51,22
SA1713,2453,1125,784,475,2333,507,359,149,5935,2107,1080,763,2519,1275,712,493,1727,1144,614,793,1819,336,270,190
SA1714,5100,795,433,142,3084,244,125,85,12038,1756,702,291,4198,964,464,244,3030,1050,208,536,3118,242,206,112
gatB,34910,34137,24391,10162,38598,34555,20879,7388,84934,68625,39605,16845,38314,39340,29149,14639,34754,45810,16574,33065,44886,31287,20295,8003
gatA,24421,18897,13536,4813,26958,18056,9510,3155,66740,40284,21830,6865,23761,21131,15229,6905,22058,26572,8715,17324,31162,16401,9833,3228
gatC,5316,3800,2589,742,5957,3417,1835,415,16039,8071,4235,1191,5205,4098,2703,1237,4763,5026,1507,3356,6042,2879,1801,533
putP,11712,8629,6044,3797,12707,8605,6430,4316,22404,11109,6018,5004,6870,4923,3649,2444,7260,6227,3349,4247,6169,2000,1232,876
SA1719,7113,2846,1555,456,5788,3167,673,305,16524,8969,3100,880,5884,4420,1925,922,5335,4370,927,1892,7175,2414,1173,475
lig,8746,3232,1337,648,9952,3648,1359,654,20483,6844,2798,1645,8034,4199,1832,965,6548,3688,941,1495,8132,2677,1073,434
pcrA,9286,1708,997,611,9495,2003,903,417,21618,3907,1833,1315,7979,2086,1153,754,6385,1796,771,1016,7044,1181,668,345
pcrB,2871,245,121,26,2631,393,195,58,7734,591,198,74,2385,401,171,86,2000,318,87,129,2111,205,122,70
SA1723,5706,1701,917,177,5898,4075,2027,550,12270,6233,2495,407,4330,2286,1359,423,3729,1915,286,826,5491,1733,1210,397
purB,37479,10488,3739,1116,52937,25194,12974,2818,88588,26431,8674,2664,28972,12191,5717,1982,22778,8394,1102,3143,30971,9151,4759,1631
SA1725,624,485,452,135,766,810,483,181,3052,3471,2362,758,1130,1261,1075,573,566,803,264,643,1143,857,768,246
SA1726,75,28,31,10,52,41,35,19,155,438,294,53,222,220,153,68,131,154,30,123,181,90,127,47
SA1727,2825,1862,1181,676,2435,934,413,168,8543,3678,1997,1279,2704,1949,1684,1083,2151,2126,1351,1682,3186,878,376,176
