,mRNA.6008.2h.TEM,mRNA.6008.2h.Cefto,mRNA.6008.2h.Linezo,mRNA.6008.2h.Tige,mRNA.6008.2h.Vanco,mRNA.6008.6h.TEM,mRNA.6008.6h.Cefto,mRNA.6008.6h.Linezo,mRNA.6008.6h.Tige,mRNA.6008.6h.Vanco,mRNA.6009.2h.TEM,mRNA.6009.2h.Cefto,mRNA.6009.2h.Linezo,mRNA.6009.2h.Tige,mRNA.6009.2h.Vanco,mRNA.6009.6h.TEM,mRNA.6009.6h.Cefto,mRNA.6009.6h.Linezo,mRNA.6009.6h.Tige,mRNA.6009.6h.Vanco,sRNA.6008.2h.TEM,sRNA.6008.2h.Cefto,sRNA.6008.2h.Linezo,sRNA.6008.2h.Tige,sRNA.6008.2h.Vanco,sRNA.6008.6h.TEM,sRNA.6008.6h.Cefto,sRNA.6008.6h.Linezo,sRNA.6008.6h.Tige,sRNA.6008.6h.Vanco,sRNA.6009.2h.TEM,sRNA.6009.2h.Cefto,sRNA.6009.2h.Linezo,sRNA.6009.2h.Tige,sRNA.6009.2h.Vanco,sRNA.6009.6h.TEM,sRNA.6009.6h.Cefto,sRNA.6009.6h.Linezo,sRNA.6009.6h.Tige,sRNA.6009.6h.Vanco
SAA6008_01574,16,13,22,11,5,47,115,38,67,28,28,31,40,28,26,36,179,42,93,60,,,,,,,,,,,,,,,,,,,,
SAA6008_01575,9,7,9,8,4,59,124,42,70,41,28,41,48,90,53,57,164,52,155,53,,,,,,,,,,,,,,,,,,,,
SAA6008_01576,9,13,15,8,11,90,161,51,106,116,60,71,77,135,106,82,281,65,214,106,,,,,,,,,,,,,,,,,,,,
SAA6008_01577,2,2,0,3,1,42,47,16,76,65,28,24,16,64,52,33,85,19,159,69,,,,,,,,,,,,,,,,,,,,
SAA6008_01578,3,10,9,7,7,59,114,14,83,80,18,59,33,59,59,48,251,27,169,103,,,,,,,,,,,,,,,,,,,,
SAA6008_01579,4,4,2,5,4,37,95,7,64,52,18,29,27,48,38,64,173,31,181,82,,,,,,,,,,,,,,,,,,,,
SAA6008_01580,445,652,873,603,572,588,845,1726,1013,545,628,850,1594,2340,707,600,913,1541,984,546,,,,,,,,,,,,,,,,,,,,
SAA6008_01581,189,328,413,218,151,256,504,943,391,173,258,383,841,825,215,253,621,1060,404,172,,,,,,,,,,,,,,,,,,,,
SAA6008_01582,180,251,365,252,168,406,668,1479,761,428,396,602,1460,2186,321,315,718,1705,820,426,,,,,,,,,,,,,,,,,,,,
SAA6008_01583,60,108,147,83,119,92,197,403,161,136,83,127,339,474,139,84,195,489,129,136,,,,,,,,,,,,,,,,,,,,
SAA6008_01584,33,49,62,78,50,32,69,152,82,33,32,47,111,309,27,15,45,158,55,13,,,,,,,,,,,,,,,,,,,,
SAA6008_01585,294,546,779,714,445,274,580,1015,1164,386,301,660,941,3194,401,190,520,1051,1150,239,,,,,,,,,,,,,,,,,,,,
SAA6008_01586,732,716,959,1316,766,613,651,1032,1790,566,608,722,777,5027,613,399,536,1014,2027,326,,,,,,,,,,,,,,,,,,,,
SAA6008_01587,282,433,608,485,378,199,319,418,550,204,257,386,353,1837,264,99,261,431,698,149,,,,,,,,,,,,,,,,,,,,
SAA6008_01588,103,106,137,57,80,316,499,393,457,274,432,542,358,775,327,236,508,481,391,215,,,,,,,,,,,,,,,,,,,,
SAA6008_01589,25,28,42,23,23,184,253,260,262,140,143,192,279,241,140,122,265,270,154,133,,,,,,,,,,,,,,,,,,,,
SAA6008_01590,6,13,13,9,7,29,44,82,42,27,18,32,59,79,23,8,40,71,27,19,,,,,,,,,,,,,,,,,,,,
SAA6008_01591,96,124,196,107,103,265,431,839,373,230,141,197,403,560,205,185,391,751,271,187,,,,,,,,,,,,,,,,,,,,
SAA6008_01592,49,82,114,61,58,71,182,359,176,106,56,116,200,445,111,40,157,383,79,80,,,,,,,,,,,,,,,,,,,,
SAA6008_01593,105,196,257,185,141,16,34,26,70,18,19,37,8,56,15,17,35,31,47,6,,,,,,,,,,,,,,,,,,,,
SAA6008_01594,1023,1960,2275,1926,2411,115,255,109,161,260,111,398,400,697,918,86,103,124,165,160,,,,,,,,,,,,,,,,,,,,
SAA6008_01595,979,1662,1874,870,1194,108,243,85,82,102,145,307,237,344,360,106,107,103,105,78,,,,,,,,,,,,,,,,,,,,
SAA6008_01596,155,152,247,247,176,101,145,186,220,116,215,301,239,736,189,79,88,190,190,67,,,,,,,,,,,,,,,,,,,,
SAA6008_01597,23,58,83,33,19,77,155,210,119,58,47,82,149,227,47,56,186,250,117,52,,,,,,,,,,,,,,,,,,,,
SAA6008_01598,50,70,89,60,39,70,122,196,86,38,53,90,150,285,27,40,120,211,68,36,,,,,,,,,,,,,,,,,,,,
SAA6008_01599,68,102,140,87,75,1021,1645,514,1112,1027,409,528,395,291,353,731,1813,655,704,858,,,,,,,,,,,,,,,,,,,,
SAA6008_01600,36,45,63,49,50,611,815,208,661,563,204,296,144,238,242,335,731,277,446,415,,,,,,,,,,,,,,,,,,,,
SAA6008_01601,321,327,418,475,264,213,297,345,313,156,217,268,376,651,141,129,209,304,190,103,,,,,,,,,,,,,,,,,,,,
SAA6008_01602,278,346,460,674,320,211,304,442,465,206,210,319,475,1060,243,111,252,343,250,141,,,,,,,,,,,,,,,,,,,,
SAA6008_01603,336,397,526,322,298,289,591,769,419,258,316,491,818,1008,309,187,503,665,319,194,,,,,,,,,,,,,,,,,,,,
SAA6008_01604,20,25,38,15,32,102,174,296,153,116,79,136,213,296,87,82,148,259,156,104,,,,,,,,,,,,,,,,,,,,
SAA6008_01605,44,82,73,35,52,170,380,471,341,187,151,274,374,394,143,155,397,566,312,165,,,,,,,,,,,,,,,,,,,,
SAA6008_01606,321,468,508,333,267,1228,1975,2887,1724,863,753,876,1534,1482,608,850,2049,3160,1418,689,,,,,,,,,,,,,,,,,,,,
SAA6008_01607,103,136,169,64,76,44,119,93,77,37,88,121,127,145,26,40,102,126,42,30,,,,,,,,,,,,,,,,,,,,
SAA6008_01608,1523,1973,2733,1948,1818,664,1178,1829,939,703,1965,2991,4152,5620,673,709,1138,2443,1151,548,,,,,,,,,,,,,,,,,,,,
SAA6008_01609,52,62,88,58,55,116,235,657,243,154,214,301,1289,2038,127,96,294,1218,342,131,,,,,,,,,,,,,,,,,,,,
SAA6008_01610,99,120,202,123,112,243,453,1440,474,324,383,503,2496,3815,281,238,507,2393,661,274,,,,,,,,,,,,,,,,,,,,
SAA6008_01611,47,60,90,41,46,120,191,495,154,97,176,225,708,986,82,106,183,696,219,75,,,,,,,,,,,,,,,,,,,,
SAA6008_01612,31,48,65,34,22,84,134,371,134,66,89,135,568,807,69,66,194,616,151,66,,,,,,,,,,,,,,,,,,,,
SAA6008_01613,191,226,305,220,207,425,636,1852,868,395,561,751,2815,6296,399,397,756,3181,1203,375,,,,,,,,,,,,,,,,,,,,
SAA6008_01614,438,744,960,1078,634,604,1318,4098,3850,931,485,866,3529,12983,565,568,1454,5391,5686,843,,,,,,,,,,,,,,,,,,,,
SAA6008_01615,359,547,667,212,336,449,911,3783,1046,377,394,642,3251,4112,348,407,1086,5067,1865,394,,,,,,,,,,,,,,,,,,,,
SAA6008_01616,347,693,859,407,347,339,925,4659,1419,382,369,729,4185,5986,376,303,1046,6367,2421,377,,,,,,,,,,,,,,,,,,,,
SAA6008_01617,55,111,123,35,44,41,111,206,58,28,37,63,103,112,23,33,112,200,54,25,,,,,,,,,,,,,,,,,,,,
SAA6008_01618,163,176,281,178,194,98,183,351,200,122,117,155,249,428,84,79,173,353,196,84,,,,,,,,,,,,,,,,,,,,
SAA6008_01619,178,316,468,330,273,5,37,63,41,25,14,25,54,66,3,5,11,17,7,6,,,,,,,,,,,,,,,,,,,,
SAA6008_01620,12,34,34,13,16,18,44,56,29,15,14,17,33,55,14,19,46,67,23,5,,,,,,,,,,,,,,,,,,,,
SAA6008_01621,0,1,1,1,0,0,2,3,3,1,1,5,2,8,2,2,2,2,1,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01622,17,33,43,39,30,26,73,53,64,32,18,36,42,67,25,24,53,75,59,30,,,,,,,,,,,,,,,,,,,,
SAA6008_01623,167,248,359,248,178,202,477,1761,830,245,102,151,345,823,110,103,251,982,451,102,,,,,,,,,,,,,,,,,,,,
SAA6008_01624,19,17,46,14,19,39,111,74,79,38,65,103,86,112,55,30,102,75,56,35,,,,,,,,,,,,,,,,,,,,
SAA6008_01625,11,17,13,7,2,18,45,23,31,13,19,40,24,35,14,10,34,21,10,7,,,,,,,,,,,,,,,,,,,,
SAA6008_01626,33,37,54,41,33,55,110,101,98,71,76,107,115,177,47,35,57,80,67,33,,,,,,,,,,,,,,,,,,,,
SAA6008_01627,33,47,54,46,33,16,34,46,52,33,27,31,27,102,27,10,35,29,49,11,,,,,,,,,,,,,,,,,,,,
SAA6008_01628,1,0,1,1,1,1,2,1,2,1,3,0,2,6,3,0,2,3,2,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01629,2,6,5,1,2,0,4,2,2,0,1,1,3,7,1,0,2,8,2,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01630,98,159,161,164,119,389,614,665,590,451,455,547,755,768,374,296,604,776,511,326,,,,,,,,,,,,,,,,,,,,
SAA6008_01631,265,333,422,288,227,789,1263,1132,1080,743,850,1134,1232,1119,623,559,1227,1415,731,510,,,,,,,,,,,,,,,,,,,,
SAA6008_01632,9,33,39,21,11,19,68,59,37,16,18,23,12,42,11,8,43,42,30,8,,,,,,,,,,,,,,,,,,,,
SAA6008_01633,0,0,0,0,0,1,0,3,1,0,1,1,0,1,0,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01634,50,70,79,25,31,8,23,26,19,18,8,22,27,24,4,10,28,34,17,8,,,,,,,,,,,,,,,,,,,,
SAA6008_01635,78,112,178,74,72,176,329,521,230,142,154,186,246,283,144,78,245,411,144,89,,,,,,,,,,,,,,,,,,,,
SAA6008_01636,78,84,157,107,95,156,256,422,333,167,143,189,235,445,140,97,187,276,227,122,,,,,,,,,,,,,,,,,,,,
SAA6008_01637,17,19,28,21,26,40,81,95,102,33,28,41,57,139,35,14,63,95,56,27,,,,,,,,,,,,,,,,,,,,
SAA6008_01638,45,61,72,55,41,102,209,519,243,137,117,167,370,563,89,67,167,511,196,65,,,,,,,,,,,,,,,,,,,,
SAA6008_01639,30,52,63,20,42,35,117,197,63,61,38,73,158,129,55,20,93,204,43,28,,,,,,,,,,,,,,,,,,,,
SAA6008_01640,370,550,837,430,407,492,1095,2429,859,489,475,763,1616,1951,394,392,923,2508,781,358,,,,,,,,,,,,,,,,,,,,
SAA6008_01641,23,18,37,23,21,26,31,49,36,14,32,24,53,49,20,19,39,55,24,9,,,,,,,,,,,,,,,,,,,,
SAA6008_01642,526,793,1323,688,500,491,1039,2378,1041,501,672,1186,1956,2164,559,404,856,2005,763,410,,,,,,,,,,,,,,,,,,,,
SAA6008_01643,569,962,1477,586,505,1188,2823,5777,1760,1124,1792,3194,5591,4395,1210,1039,2703,6172,1794,939,,,,,,,,,,,,,,,,,,,,
SAA6008_01644,28,54,69,68,40,55,156,225,174,88,105,206,311,608,127,50,122,294,120,68,,,,,,,,,,,,,,,,,,,,
SAA6008_01645,33,47,69,53,45,52,111,209,127,68,101,142,289,592,73,36,78,223,77,39,,,,,,,,,,,,,,,,,,,,
SAA6008_01646,44,131,156,57,63,84,304,971,238,114,79,180,1007,1424,136,94,420,1339,361,115,,,,,,,,,,,,,,,,,,,,
SAA6008_01647,40,132,117,70,64,61,317,897,279,88,65,226,924,2261,115,59,431,1173,441,86,,,,,,,,,,,,,,,,,,,,
SAA6008_01648,105,223,287,209,121,242,593,3681,1228,210,165,358,3559,11664,284,174,594,4521,2140,231,,,,,,,,,,,,,,,,,,,,
SAA6008_01649,155,216,259,124,117,52,100,121,54,21,76,117,121,136,72,26,43,101,27,10,,,,,,,,,,,,,,,,,,,,
SAA6008_01650,56,104,89,61,62,366,756,450,658,376,511,713,533,730,452,266,609,366,464,259,,,,,,,,,,,,,,,,,,,,
SAA6008_01651,46,74,98,43,39,140,255,422,301,149,221,283,549,1371,193,121,311,412,346,126,,,,,,,,,,,,,,,,,,,,
SAA6008_01652,43,57,72,70,44,144,266,306,429,167,210,267,424,1789,195,128,221,240,428,108,,,,,,,,,,,,,,,,,,,,
SAA6008_01653,20,64,53,30,32,47,142,143,115,46,93,172,220,456,65,44,97,119,123,28,,,,,,,,,,,,,,,,,,,,
SAA6008_01654,5,11,12,4,6,385,799,449,576,313,25,103,89,103,43,291,584,362,581,281,,,,,,,,,,,,,,,,,,,,
SAA6008_01655,40,65,86,38,77,51,72,164,55,44,81,121,181,155,67,32,80,160,47,47,,,,,,,,,,,,,,,,,,,,
SAA6008_01656,86,86,136,87,82,89,135,211,111,80,105,166,249,232,87,57,136,239,109,64,,,,,,,,,,,,,,,,,,,,
SAA6008_01657,177,269,333,160,179,188,303,352,177,132,261,355,397,369,176,144,299,390,156,104,,,,,,,,,,,,,,,,,,,,
SAA6008_01658,3,5,3,2,1,4,6,15,12,3,6,3,13,9,0,3,9,18,5,5,,,,,,,,,,,,,,,,,,,,
SAA6008_01659,262,445,542,230,217,94,250,286,190,83,63,93,115,99,56,54,178,249,100,46,,,,,,,,,,,,,,,,,,,,
SAA6008_01660,602,883,954,869,745,125,233,247,230,146,62,126,103,169,85,63,101,196,137,61,,,,,,,,,,,,,,,,,,,,
SAA6008_01661,123,244,364,182,124,666,1440,548,969,604,233,413,438,424,234,431,1513,487,938,562,,,,,,,,,,,,,,,,,,,,
SAA6008_01662,100,185,299,130,131,464,1007,283,889,513,136,256,296,363,165,311,1177,272,839,341,,,,,,,,,,,,,,,,,,,,
SAA6008_01663,60,102,103,80,67,142,384,261,327,164,336,584,605,830,279,136,480,423,219,123,,,,,,,,,,,,,,,,,,,,
SAA6008_01664,1,3,1,1,0,1,2,1,0,1,0,0,3,3,0,1,2,3,1,1,,,,,,,,,,,,,,,,,,,,
SAA6008_01665,8,4,6,10,3,0,5,6,6,3,2,4,6,6,0,0,6,5,6,5,,,,,,,,,,,,,,,,,,,,
SAA6008_01666,761,1169,1717,1100,893,651,1154,2920,1040,697,1813,2327,2230,3641,1666,640,1093,2690,716,462,,,,,,,,,,,,,,,,,,,,
SAA6008_01667,328,387,630,384,402,157,328,690,293,209,479,560,458,1275,509,146,221,578,155,118,,,,,,,,,,,,,,,,,,,,
SAA6008_01668,94,148,171,101,73,215,501,920,405,227,340,465,728,591,219,182,458,888,299,172,,,,,,,,,,,,,,,,,,,,
SAA6008_01669,42,63,106,61,57,129,293,532,263,165,179,252,373,287,182,107,271,524,175,118,,,,,,,,,,,,,,,,,,,,
SAA6008_01670,35,56,69,25,31,146,360,433,223,190,137,254,315,241,243,117,268,415,133,127,,,,,,,,,,,,,,,,,,,,
SAA6008_01671,79,114,124,93,69,231,373,481,363,198,338,425,561,918,215,207,474,652,356,180,,,,,,,,,,,,,,,,,,,,
SAA6008_01672,22,42,49,28,25,44,109,121,74,46,75,101,104,275,34,34,115,137,74,27,,,,,,,,,,,,,,,,,,,,
SAA6008_01673,43,66,81,76,33,102,165,258,191,104,108,220,240,527,102,80,203,308,183,83,,,,,,,,,,,,,,,,,,,,
SAA6008_01674,337,603,972,456,333,293,533,813,594,241,426,818,923,1263,421,215,468,578,556,178,,,,,,,,,,,,,,,,,,,,
SAA6008_01675,580,828,1174,652,632,91,164,163,133,86,125,192,136,231,286,73,143,104,118,58,,,,,,,,,,,,,,,,,,,,
SAA6008_01676,78,120,183,145,117,53,111,147,208,77,88,141,90,307,73,28,65,104,158,30,,,,,,,,,,,,,,,,,,,,
SAA6008_01677,131,184,232,132,129,1001,1588,518,1528,907,124,270,454,504,82,497,1289,508,1331,600,,,,,,,,,,,,,,,,,,,,
SAA6008_01678,1074,2403,3236,1107,825,670,1804,1391,1058,459,513,1184,989,1298,204,471,1374,1406,954,381,,,,,,,,,,,,,,,,,,,,
SAA6008_01679,137,207,243,148,161,329,582,663,483,337,614,754,638,851,378,282,509,737,353,237,,,,,,,,,,,,,,,,,,,,
SAA6008_01680,63,90,104,98,82,44,119,103,141,56,53,114,69,197,47,29,64,110,56,36,,,,,,,,,,,,,,,,,,,,
SAA6008_01681,302,456,610,216,217,60,154,194,97,53,152,197,117,154,78,63,118,194,88,26,,,,,,,,,,,,,,,,,,,,
SAA6008_01682,7,17,21,17,9,39,60,156,80,34,20,28,102,130,20,27,54,184,64,25,,,,,,,,,,,,,,,,,,,,
SAA6008_01683,16,17,28,18,13,50,97,315,74,62,51,75,218,263,56,44,115,354,80,34,,,,,,,,,,,,,,,,,,,,
SAA6008_01684,9,10,9,7,10,23,49,123,30,26,25,44,91,99,18,11,53,161,24,10,,,,,,,,,,,,,,,,,,,,
SAA6008_01685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01686,509,741,1137,659,508,617,1342,1827,1252,686,841,1125,1848,1926,812,571,1538,1905,1035,623,,,,,,,,,,,,,,,,,,,,
SAA6008_01687,18,43,56,24,11,31,63,74,71,14,30,80,75,142,41,25,56,34,68,19,,,,,,,,,,,,,,,,,,,,
SAA6008_01688,309,667,929,343,229,371,1257,4823,1489,402,401,788,3135,2995,366,446,1749,6462,1925,517,,,,,,,,,,,,,,,,,,,,
SAA6008_01689,47,56,73,61,47,9,19,14,13,16,3,16,9,24,9,6,10,15,12,3,,,,,,,,,,,,,,,,,,,,
SAA6008_01690,29,38,42,19,19,6,10,5,9,3,7,6,3,2,7,6,7,4,6,3,,,,,,,,,,,,,,,,,,,,
SAA6008_01691,26,41,42,15,23,3,14,3,4,2,4,14,7,3,11,4,7,6,5,3,,,,,,,,,,,,,,,,,,,,
SAA6008_01692,32,50,71,48,32,8,20,17,13,9,15,23,15,24,34,6,23,21,9,9,,,,,,,,,,,,,,,,,,,,
SAA6008_01693,74,102,146,95,82,21,35,58,30,27,67,86,91,178,89,22,36,82,34,13,,,,,,,,,,,,,,,,,,,,
SAA6008_01694,18,40,50,21,20,154,274,315,181,107,108,107,135,135,68,96,309,315,106,81,,,,,,,,,,,,,,,,,,,,
SAA6008_01695,11,16,19,18,8,58,146,168,143,63,53,84,79,159,69,47,164,154,108,58,,,,,,,,,,,,,,,,,,,,
SAA6008_01696,308,585,679,345,293,46,167,89,65,61,84,189,131,28,85,34,98,70,30,24,,,,,,,,,,,,,,,,,,,,
SAA6008_01698,17,26,26,18,16,122,220,94,121,116,137,187,90,93,91,111,239,106,90,76,,,,,,,,,,,,,,,,,,,,
SAA6008_01700,2,5,18,1,6,5,34,24,18,14,3,18,14,26,3,10,19,22,11,7,,,,,,,,,,,,,,,,,,,,
SAA6008_01701,2,10,13,3,3,6,19,25,26,6,2,6,24,36,4,8,10,33,24,15,,,,,,,,,,,,,,,,,,,,
SAA6008_01702,241,325,403,240,169,1395,2346,762,1093,1063,113,224,140,96,214,491,1474,514,459,558,,,,,,,,,,,,,,,,,,,,
SAA6008_01703,33,36,48,44,43,439,542,160,757,449,38,122,65,140,33,107,213,111,408,144,,,,,,,,,,,,,,,,,,,,
SAA6008_01704,3,3,2,5,3,15,56,30,49,25,6,22,17,14,14,15,35,33,33,11,,,,,,,,,,,,,,,,,,,,
SAA6008_01705,5,10,9,5,10,49,101,44,140,65,14,34,17,40,21,34,85,39,80,37,,,,,,,,,,,,,,,,,,,,
SAA6008_01706,55,97,143,68,54,191,441,398,309,220,212,342,806,786,206,145,325,485,271,127,,,,,,,,,,,,,,,,,,,,
SAA6008_01707,22,45,38,33,26,50,119,143,151,74,145,241,330,736,241,71,160,219,204,58,,,,,,,,,,,,,,,,,,,,
SAA6008_01708,20,41,54,31,30,26,97,56,50,25,28,46,41,91,34,27,72,78,50,23,,,,,,,,,,,,,,,,,,,,
SAA6008_01709,277,782,782,353,353,185,571,490,213,209,213,533,563,533,405,124,358,447,227,110,,,,,,,,,,,,,,,,,,,,
SAA6008_01710,1114,1990,2349,1118,1255,389,1134,549,535,547,474,955,616,708,767,363,785,530,408,386,,,,,,,,,,,,,,,,,,,,
SAA6008_01711,143,231,301,176,133,307,542,615,422,233,318,434,488,836,212,228,556,511,369,221,,,,,,,,,,,,,,,,,,,,
SAA6008_01712,417,599,747,631,458,806,1687,2035,1541,961,957,1470,2375,3616,780,608,1591,2025,1372,722,,,,,,,,,,,,,,,,,,,,
SAA6008_01713,65,83,148,121,92,72,128,190,201,81,56,92,203,344,68,31,109,186,130,57,,,,,,,,,,,,,,,,,,,,
SAA6008_01714,34,71,90,63,63,41,124,157,124,58,43,108,164,390,52,23,91,142,94,43,,,,,,,,,,,,,,,,,,,,
SAA6008_01715,134,190,268,229,152,64,97,131,126,49,87,102,117,255,71,40,61,90,56,26,,,,,,,,,,,,,,,,,,,,
SAA6008_01716,108,145,191,100,74,85,125,137,99,75,138,158,129,146,77,58,118,122,71,47,,,,,,,,,,,,,,,,,,,,
SAA6008_01717,46,61,89,42,34,31,56,66,38,26,44,55,74,65,27,22,35,55,24,14,,,,,,,,,,,,,,,,,,,,
SAA6008_01718,16,32,48,14,15,10,31,60,21,10,11,31,45,46,9,5,34,46,10,4,,,,,,,,,,,,,,,,,,,,
SAA6008_01719,39,46,34,27,37,26,34,51,17,30,13,14,11,22,5,24,41,70,42,27,,,,,,,,,,,,,,,,,,,,
SAA6008_01720,60,117,138,80,91,79,296,383,197,196,149,332,706,861,225,104,335,538,228,144,,,,,,,,,,,,,,,,,,,,
SAA6008_01721,123,212,231,155,145,192,437,469,361,251,281,532,868,1515,322,161,490,661,376,204,,,,,,,,,,,,,,,,,,,,
SAA6008_01722,86,109,118,99,116,164,256,236,273,182,246,351,391,507,292,122,316,265,216,145,,,,,,,,,,,,,,,,,,,,
SAA6008_01723,163,202,351,178,221,136,236,281,252,116,232,320,511,781,182,95,219,298,227,99,,,,,,,,,,,,,,,,,,,,
SAA6008_01724,731,986,1487,1111,740,124,283,332,252,96,121,206,371,1000,194,105,165,294,206,80,,,,,,,,,,,,,,,,,,,,
SAA6008_01725,263,450,559,329,281,100,354,416,248,126,102,259,403,405,131,65,227,418,153,96,,,,,,,,,,,,,,,,,,,,
SAA6008_01726,126,201,260,112,90,107,332,377,195,97,84,166,264,238,73,79,275,374,110,72,,,,,,,,,,,,,,,,,,,,
SAA6008_01727,8,7,16,10,14,25,46,69,34,19,14,29,45,73,15,28,52,55,36,24,,,,,,,,,,,,,,,,,,,,
SAA6008_01728,8,23,25,9,15,24,44,118,37,15,8,28,95,108,14,9,33,125,27,11,,,,,,,,,,,,,,,,,,,,
SAA6008_01729,17,26,39,30,33,71,95,132,88,70,89,123,124,79,47,42,100,126,59,48,,,,,,,,,,,,,,,,,,,,
SAA6008_01730,101,138,182,130,102,355,587,430,464,391,489,681,407,356,490,256,597,522,278,264,,,,,,,,,,,,,,,,,,,,
SAA6008_01731,39,57,63,21,17,65,135,212,91,40,46,61,129,123,20,33,90,198,49,24,,,,,,,,,,,,,,,,,,,,
SAA6008_01732,89,156,202,79,80,22,74,127,66,27,22,54,89,106,31,16,55,120,36,15,,,,,,,,,,,,,,,,,,,,
SAA6008_01733,23,85,68,34,18,17,49,73,27,11,11,22,42,55,9,11,37,50,24,9,,,,,,,,,,,,,,,,,,,,
SAA6008_01734,198,256,370,207,176,121,217,219,159,102,54,96,103,163,46,78,137,161,110,41,,,,,,,,,,,,,,,,,,,,
SAA6008_01735,16,21,14,14,10,6,16,14,21,8,3,5,17,32,3,5,23,41,12,8,,,,,,,,,,,,,,,,,,,,
SAA6008_01736,11,22,21,10,8,7,17,14,16,8,4,7,10,27,7,5,18,22,15,6,,,,,,,,,,,,,,,,,,,,
SAA6008_01737,85,131,165,82,64,42,105,110,85,54,48,110,131,153,39,31,73,134,56,41,,,,,,,,,,,,,,,,,,,,
SAA6008_01738,23,30,26,21,32,10,14,6,9,6,6,18,11,24,5,7,2,6,3,5,,,,,,,,,,,,,,,,,,,,
SAA6008_01739,4,12,12,7,8,212,481,129,632,224,54,187,99,356,79,108,405,112,609,128,,,,,,,,,,,,,,,,,,,,
SAA6008_01740,149,238,307,259,230,15,19,18,15,13,17,19,19,55,38,10,24,23,18,14,,,,,,,,,,,,,,,,,,,,
SAA6008_01741,363,506,607,511,447,32,56,43,36,21,22,50,52,104,59,12,31,59,42,16,,,,,,,,,,,,,,,,,,,,
SAA6008_01742,179,249,296,231,216,20,24,17,13,13,20,30,24,93,28,11,18,31,29,6,,,,,,,,,,,,,,,,,,,,
SAA6008_01743,529,602,768,609,413,30,48,27,38,17,28,27,46,82,37,15,30,54,26,14,,,,,,,,,,,,,,,,,,,,
SAA6008_01744,24,60,75,42,30,6,29,19,27,14,14,26,22,32,19,15,21,22,13,8,,,,,,,,,,,,,,,,,,,,
SAA6008_01745,111,411,472,385,115,102,319,439,193,132,64,202,240,152,52,51,199,295,102,72,,,,,,,,,,,,,,,,,,,,
SAA6008_01746,10,13,18,7,10,19,43,94,30,10,6,7,25,57,12,9,28,100,17,11,,,,,,,,,,,,,,,,,,,,
SAA6008_01747,108,230,310,150,93,98,243,1139,228,126,62,83,516,868,94,56,212,2070,264,71,,,,,,,,,,,,,,,,,,,,
SAA6008_01748,5,7,18,4,8,5,6,11,13,2,3,5,9,19,1,3,8,21,12,1,,,,,,,,,,,,,,,,,,,,
SAA6008_01749,15,42,38,36,25,26,74,56,54,34,21,51,47,69,31,20,72,83,55,22,,,,,,,,,,,,,,,,,,,,
SAA6008_01750,0,0,2,3,1,4,2,13,9,3,2,1,15,31,1,0,3,18,9,2,,,,,,,,,,,,,,,,,,,,
SAA6008_01751,312,544,786,426,381,58,127,114,82,59,71,162,62,41,133,38,70,91,51,42,,,,,,,,,,,,,,,,,,,,
SAA6008_01752,7,17,14,3,8,18,34,48,31,13,8,20,26,31,5,7,13,29,14,6,,,,,,,,,,,,,,,,,,,,
SAA6008_01753,3,2,5,1,2,1,4,3,2,3,1,3,0,5,0,0,2,7,2,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01754,2,3,2,1,0,1,11,4,5,0,2,2,1,7,0,2,9,5,7,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01755,5,6,3,4,2,0,1,4,4,0,2,3,6,6,3,0,8,4,4,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01756,22,34,45,31,35,29,73,67,59,33,22,39,54,99,24,21,59,89,51,24,,,,,,,,,,,,,,,,,,,,
SAA6008_01757,0,4,2,2,0,4,0,2,6,0,1,3,2,12,0,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,
SAA6008_01758,0,0,1,0,0,3,0,1,2,1,0,1,0,1,0,1,3,4,6,1,,,,,,,,,,,,,,,,,,,,
SAA6008_01759,21,40,50,17,15,18,64,64,34,19,26,58,77,83,28,18,31,65,26,12,,,,,,,,,,,,,,,,,,,,
SAA6008_01760,22,33,52,40,31,25,67,65,61,30,21,57,63,79,33,22,60,82,44,21,,,,,,,,,,,,,,,,,,,,
SAA6008_01761,1,2,2,1,0,2,1,1,2,2,0,0,2,6,1,0,2,4,1,0,,,,,,,,,,,,,,,,,,,,
SAA6008_01762,1,1,1,2,1,1,2,3,3,4,1,1,2,7,3,1,5,6,4,2,,,,,,,,,,,,,,,,,,,,
SAA6008_01763,96,146,166,126,139,19,41,29,54,22,28,36,22,81,36,15,28,21,55,18,,,,,,,,,,,,,,,,,,,,
SAA6008_01764,223,334,359,296,182,224,444,416,308,190,254,373,379,600,252,149,310,380,213,116,,,,,,,,,,,,,,,,,,,,
SAA6008_01765,15,47,64,33,27,96,204,377,182,115,279,505,844,930,316,114,192,427,175,96,,,,,,,,,,,,,,,,,,,,
