Gene,PAO1_control1,PAO1_control2,PAO1_control3,PAO1_FBI1,PAO1_FBI2,PAO1_FBI3
PA4426,891,259,584,564,487,519
sspB,319,299,241,493,294,237
sspA,248,338,206,359,302,285
PA4429,1222,424,777,1123,930,944
PA4430,2456,561,1146,1809,2083,2247
PA4431,1952,871,1312,2601,2025,1866
rpsI,117,75,72,159,93,84
PA0449,6627,2739,8461,4864,7452,6006
rplM,942,414,755,1106,696,582
PA4434,874,330,405,535,428,457
PA4435,418,437,363,542,341,272
PA4436,262,299,272,585,428,457
PA4437,92,78,64,380,206,250
PA4438,65,92,76,116,160,140
trpS,371,199,217,266,299,241
PA4440,158,73,81,77,106,136
PA4441,1291,517,470,775,660,589
cysN,495,437,414,578,505,452
PA0450,183,291,141,293,248,243
cysD,941,442,557,920,721,558
mltB1,929,422,496,558,620,594
PA4445,284,193,175,192,194,211
algW,561,413,225,332,312,242
hisC1,344,438,304,355,234,171
hisD,434,509,353,488,352,305
hisG,176,194,138,203,234,184
murA,1116,577,690,906,867,900
PA4451,123,124,100,163,179,175
PA0451,2551,10907,5649,9178,5742,5735
PA4452,602,479,296,568,372,313
PA4453,1606,988,1157,2002,1552,1598
PA4454,235,494,251,700,691,596
PA4455,289,451,334,381,400,466
PA4456,505,661,472,495,614,644
PA4457,1076,796,666,804,905,918
PA4458,653,1277,981,1349,1747,1564
PA4459,1456,2202,1854,2762,2291,2049
PA4460,970,862,740,1008,1020,927
PA4461,1000,1978,1194,2020,2017,1999
PA0452,464,2122,665,1827,575,382
rpoN,30473,28963,38635,15195,14438,10558
PA4463,285816,173739,335781,248202,177588,138365
ptsN,8242,11355,12430,7571,12359,11931
PA4465,1114,912,506,771,724,748
PA4466,221,384,227,288,261,233
PA4467,2414,1185,960,889,1826,2118
sodM,7026,1471,1928,2337,2793,3782
PA4469,9686,787,1920,3165,3781,4797
fumC1,17436,2426,6198,6051,11656,12441
PA4471,6700,623,1116,1409,2314,2576
PA0451a,91,810,140,247,210,119
pmbA,845,2334,1074,1103,734,561
PA4473,1624,3067,1900,3550,1909,1421
PA4474,3111,5802,4136,6155,5316,4047
PA4475,1716,2511,1756,3435,2471,2415
PA4476,1413,1836,1448,1343,1167,1042
cafA,2540,1651,1974,2418,1673,1529
PA4478,690,606,566,1173,584,490
mreD,43,51,42,60,67,42
mreC,111,129,89,157,180,167
mreB,566,323,268,618,472,500
PA0454,453,1752,396,452,465,382
gatC,328,183,153,369,222,171
gatA,947,607,599,638,600,598
gatB,1755,722,1199,1290,1062,1050
PA4485,24,46,31,35,55,25
PA4486,104,71,75,57,66,50
PA4487,223,194,119,173,133,112
PA4488,353,603,274,212,275,225
PA4489,640,1157,555,703,545,432
PA4490,239,478,346,406,456,362
PA4491,518,1372,467,455,361,317
dbpA,475,967,262,309,380,286
PA4492,391,760,358,587,540,424
roxR,1579,1054,765,733,1133,1000
roxS,1381,1340,928,965,1216,1059
PA4495,5629,3893,3821,8605,4577,4790
PA4496,3366,1303,1543,2248,1707,1559
PA4497,920,449,623,605,555,482
PA4498,581,645,533,694,508,367
PA4499,1437,1515,2155,1798,1924,1618
PA4500,2376,1294,2053,2440,2312,2081
opdP,882,1130,1087,2426,2134,2253
PA0456,724,1832,431,1351,588,381
PA4502,1238,1611,1364,2966,2152,1784
PA4503,1115,1470,1196,2330,1504,1241
PA4504,324,479,486,696,393,273
PA4505,804,578,598,1138,740,539
PA4506,1723,526,531,793,934,659
PA4507,3446,727,761,793,1612,1434
PA4508,71,66,53,105,92,87
PA4509,94,132,68,80,100,82
PA4510,338,238,220,266,203,204
PA4511,314,305,186,323,204,237
PA0045,179,234,235,367,423,370
PA0457,63,169,33,74,65,56
lpxO1,642,466,422,833,610,559
PA4513,349,405,307,319,316,250
PA4514,1160,1202,915,1239,1253,1003
PA4515,358,375,200,438,325,358
PA4516,472,371,183,330,413,499
PA4517,405,1126,422,991,676,603
PA4518,165,268,151,168,178,154
speC,5005,1679,1357,2798,2645,2861
PA4520,2658,7024,2130,5047,3795,3153
PA4521,800,1614,581,884,851,826
PA0457.1,55,141,42,66,65,47
ampD,224,617,189,271,296,208
PA4523,9202,16274,13415,17238,11912,9140
nadC,307,599,361,534,534,541
pilA,11260,129072,41035,71998,31537,16064
pilB,3679,3581,2594,2637,2568,2259
pilC,2261,1275,1105,1257,1288,1169
pilD,270,451,323,530,422,407
coaE,822,1129,1018,655,1002,864
PA4530,143,222,160,218,222,153
PA0458,219,474,103,167,152,106
PA4531,258,294,205,218,294,215
PA4532,377,477,344,505,497,535
PA4533,237,538,248,530,474,638
PA4534,394,539,528,879,868,1137
PA4535,2279,7016,4641,4275,5950,5351
PA4536,474,922,491,615,738,634
PA4537,73,303,137,308,260,184
ndh,1083,1262,600,1250,778,651
PA4539,357,843,323,685,509,490
PA4540,123,562,142,332,248,186
PA0459,11099,9478,7296,11202,5052,4118
PA4541,822,1810,829,1891,1301,1198
clpB,11498,5827,10763,9864,7601,7434
PA4543,248,194,158,99,185,138
rluD,528,384,339,330,471,473
comL,438,120,144,320,237,249
pilS,386,226,243,407,370,306
pilR,450,284,319,473,335,314
PA0460,1533,3486,1923,2915,1692,1538
PA4548,581,282,329,378,431,485
fimT,40,107,31,139,72,66
fimU,713,170,158,425,423,562
pilV,1172,196,301,363,491,777
pilW,3264,530,696,922,1201,1986
pilX,2693,921,1191,1448,1445,1876
pilY1,9125,3070,4251,4296,4564,5920
pilY2,2640,907,2294,1416,1818,2501
pilE,1032,270,386,587,403,497
lytB,320,338,179,314,238,174
PA0461,559,514,404,645,482,553
PA4558,57,105,48,89,55,61
lspA,204,194,156,189,160,160
ileS,1767,1118,1133,1520,1250,1187
ribF,559,688,524,535,526,436
PA4562,234,482,177,559,362,296
rpsT,281,197,205,385,178,162
PA4564,647,832,642,627,551,621
proB,2182,2422,1739,1511,1395,1266
obg,3163,2828,1877,2514,2133,1831
rpmA,309,149,123,272,203,208
PA0462,724,1073,638,2155,1243,1164
rplU,1515,703,1109,1390,1554,1236
ispB,875,1099,786,946,1019,1100
PA4570,787,296,617,434,1059,1540
PA4571,979,2010,1041,1323,1613,1558
fklB,1512,3443,3061,11173,4977,3988
PA4573,2916,7508,9225,19799,13118,11369
PA4574,50,207,96,213,160,173
PA4575,1334,2491,1394,2592,2802,2961
PA4576,3588,2329,2560,3002,2288,2019
PA4577,2683,1429,1715,1626,1820,1543
creB,176,150,116,196,180,192
PA4578,3976,617,1053,1628,1569,1457
PA4579,273,204,205,337,310,261
PA4580,153,127,84,178,115,108
rtcR,252,318,234,251,324,284
PA4582,525,697,612,1200,799,704
PA4583,602,791,799,1493,863,1152
PA4584,187,251,241,390,280,308
rtcA,110,176,98,117,88,97
PA4586,76,57,61,59,66,63
creC,146,319,86,238,178,228
ccpR,1635,492,970,941,923,806
gdhA,252,206,162,288,279,314
PA4589,254,179,191,294,300,269
pra,1105,211,249,1267,513,613
PA4591,267,172,161,212,228,174
PA4592,96,60,52,115,105,73
PA4593,53,111,64,78,83,65
PA4594,97,116,57,93,95,58
PA4595,5076,1328,2259,3128,2745,3262
PA4596,301,173,148,185,190,158
creD,118,287,163,198,160,153
oprJ,325,411,327,372,264,272
mexD,514,721,539,747,534,513
mexC,319,384,280,420,276,249
nfxB,488,241,344,328,371,485
morA,1496,2163,1279,1228,1173,1229
glyA3,696,722,356,570,584,443
PA4603,211,233,187,99,155,116
PA4604,751,518,298,440,415,341
PA4605,491,229,302,552,248,221
PA4606,6414,4308,3554,5312,3657,3596
PA0046,50,30,29,88,72,70
PA0466,32,56,63,73,47,41
PA4607,26852,4565,5573,13144,10897,10992
PA4608,798,1475,734,2085,1491,1376
radA,749,1402,835,960,919,874
PA4610,742,695,531,667,767,580
PA4611,10249,5388,6202,7657,5770,5068
PA4612,243,274,261,366,300,203
katB,1819,687,615,1570,1991,1054
mscL,1214,1086,1317,2010,1225,1094
PA4615,728,696,406,525,491,441
PA4616,78,213,68,147,118,74
PA0467,167,348,204,204,128,99
PA4617,278,610,276,299,247,228
PA4618,302,922,512,348,409,406
PA4619,274,591,251,333,191,168
PA4620,69,152,60,99,49,48
PA4621,464,1033,464,570,418,387
PA4622,353,8997,601,736,506,433
PA4623,3518,24856,3521,6668,2261,1998
PA4624,727,1651,1249,2451,1176,1011
PA4625,594,1160,955,1399,1144,1391
hprA,136,128,101,89,105,89
PA0468,628,934,610,651,522,497
PA4627,222,273,186,276,212,204
lysP,655,653,531,853,645,615
PA4629,162,132,180,216,172,161
PA4630,199,505,218,655,674,725
PA4631,301,625,268,454,481,412
PA4632,650,771,483,503,637,560
PA4633,5526,17413,4639,12492,8620,8529
PA4634,535,1922,447,487,385,374
PA4635,280,536,322,385,315,221
PA4635a,432,572,356,386,367,240
PA0469,762,508,448,402,448,423
PA4636a,582,418,525,667,379,322
PA4636,542,728,484,1168,730,678
PA4637,146,236,98,228,108,117
PA4637a,41427,27404,26132,35042,19576,15600
PA4639,609,1521,708,1563,840,698
mqoB,1388,1345,823,1126,1225,1282
PA4641,238,1036,473,1479,1096,981
PA4642,35,93,20,42,29,18
PA4643,316,396,225,261,252,291
PA4644,46,106,56,56,42,35
fiuA,1167,812,777,1201,970,1019
PA4645,234,389,251,554,340,240
upp,1032,979,829,1339,748,799
uraA,618,570,381,520,450,400
PA4648,470,326,318,714,370,321
PA4649,102,169,99,114,103,74
PA4650,184,263,161,207,131,112
PA4651,103,177,98,92,73,57
PA4652,287,610,265,394,250,273
PA4653,183,362,164,420,261,255
PA4654,112,352,86,410,212,118
PA0471,575,164,202,166,232,290
hemH,403,976,420,835,553,348
PA4656,1030,3376,2841,5930,3332,3158
PA4657,4692,11067,9570,13703,9094,8656
PA4658,370,560,205,580,350,363
PA4659,123,290,70,114,110,72
phr,246,446,119,304,220,201
pagL,2796,3029,1612,2395,2522,2852
murI,194,392,181,253,227,175
moeB,253,511,300,495,304,224
hemK,192,408,341,489,467,352
PA0472,370,119,99,145,138,190
prfA,155,192,129,155,181,147
hemA,207,182,112,208,198,135
PA4667,1597,308,470,728,867,917
PA4668,207,308,254,291,354,301
ipk,594,817,698,1132,1104,946
prs,345,326,310,586,569,518
PA4671,632,405,547,678,811,804
PA4672,74,46,47,78,90,68
PA4673,189,113,118,201,142,110
PA0473,1092,417,562,483,439,365
PA4674,1129,424,611,811,535,455
PA4675,614,432,322,573,583,596
PA4676,455,231,320,328,303,268
PA4677,796,452,430,546,402,347
rimI,32,81,54,68,57,80
PA4679,185,225,122,173,122,94
PA4680,102,208,72,223,145,95
PA4681,302,800,417,924,630,420
PA4682,587,1472,879,20219,11224,13434
PA0474,33,43,23,34,27,32
PA4683,77,2669,642,2237,1790,1350
PA4684,130,141,127,201,131,142
PA4685,25,27,9,20,9,9
PA4686,443,406,358,519,393,398
hitA,4579,1710,2116,2159,2309,2291
hitB,245,449,172,245,201,166
PA4689,547,907,633,675,727,700
PA4690,130,224,90,238,151,152
PA4690a,221,437,183,470,394,368
PA0475,116,117,68,99,52,45
PA4691,266,809,354,1417,874,813
PA4692,592,634,462,724,679,666
pssA,466,397,231,528,381,418
ilvC,3871,1149,1886,3210,2206,2222
ilvH,552,305,606,672,530,585
ilvI,1503,596,873,1411,1129,1201
PA0047,59,111,74,69,76,76
PA0476,762,1059,726,1493,947,911
PA4697,225,146,122,211,135,174
PA4698,210,160,94,193,129,109
PA4699,1019,540,450,604,620,801
mrcB,502,596,475,799,1027,1155
PA4701,1326,738,832,1067,1245,1195
PA4702,553,1365,1091,3187,2174,2389
PA4703,434,1554,988,4813,3140,2532
cbpA,302,1575,580,1141,733,533
PA0477,173,163,121,277,200,197
PA4705,421,557,489,333,524,588
PA4706,204,487,113,126,182,153
PA4707,349,849,240,241,346,210
phuT,1177,468,427,531,818,1142
PA4709,2256,583,785,903,1248,1698
phuR,1305,926,650,1136,973,1139
PA4711,109,243,144,173,186,211
PA4712,192,438,208,564,450,421
PA4713,465,861,746,748,627,489
PA4714,1103,188,205,395,424,541
PA0478,67,45,50,81,92,83
PA4715,1117,355,426,650,535,615
PA4716,571,398,435,839,669,672
PA4717,2498,6550,5662,10105,7380,7730
PA4718,167,600,180,304,251,174
PA4719,436,554,273,457,370,359
trmA,259,363,195,296,223,176
PA4721,104,130,87,95,119,110
PA4722,2002,6549,5262,9294,7179,6387
dksA,2740,3233,3345,12087,4981,3919
PA4724,155,346,112,159,155,147
PA0479,187,114,115,175,160,169
PA4724.1,159,126,138,172,187,165
cbrA,1295,1442,992,1232,1257,1255
cbrB,5198,5838,3017,5182,3179,3048
pcnB,703,366,395,606,534,552
folK,67,49,38,70,55,37
panB,378,176,206,274,243,264
panC,159,119,101,146,126,129
PA0480,137,146,81,107,93,106
panD,194,146,113,228,193,159
pgi,2109,677,926,967,1119,978
acsB,10357,858,1770,2869,3198,3770
PA4734,487,308,306,279,295,286
PA4735,6049,2835,3498,3960,3005,2705
PA4736,289,424,308,373,326,278
PA4737,202,199,70,196,105,92
PA4738,2599,2750,1577,1439,2542,1784
PA4739,15379,5674,4552,10113,4817,4534
pnp,2563,1258,1356,1841,1793,1616
PA0481,181,131,141,147,97,81
rpsO,677,920,529,793,540,404
truB,2371,2831,1347,3010,1358,1027
rbfA,57,142,56,88,100,109
infB,6014,7702,5085,9727,5149,4487
nusA,3726,4757,3669,6498,3306,2848
PA4746,357,555,451,639,704,580
secG,933,2796,972,1960,1731,1547
tpiA,971,809,819,1309,1400,1454
glcB,5656,1464,1976,2503,2202,1996
glmM,1378,719,556,772,950,954
folP,846,904,567,677,940,883
ftsH,14477,15377,10150,18167,10694,8749
ftsJ,310,819,410,571,509,447
PA4753,111,472,135,433,280,167
PA4754,453,594,293,375,453,479
greA,784,630,468,413,462,413
carB,5464,4482,3636,4242,3241,3274
PA4757,1059,1218,991,825,840,745
carA,1658,1457,681,1199,1152,1116
PA0483,842,1083,859,1352,1142,1018
dapB,671,1135,986,622,771,685
dnaJ,1426,1654,1783,1466,1305,1547
dnaK,9924,4688,6234,8016,6946,7114
grpE,1500,976,1068,1309,1399,1454
recN,1267,1263,893,1200,1281,1451
fur,1708,1572,1151,3604,1387,1100
omlA,1041,2093,1129,3011,1762,1503
PA4766,72,235,77,187,114,90
PA4767,361,1367,571,1883,870,753
PA0484,1451,2441,1703,8081,3372,3089
smpB,280,241,253,218,309,273
PA4769,849,1154,839,952,889,699
lldP,955,1329,959,1659,1158,1031
lldD,197,202,133,123,110,80
PA4772,351,321,246,224,201,186
PA4773,73,1917,318,1132,252,123
PA4774,242,3470,544,1637,457,222
PA4775,158,1643,289,1139,539,471
pmrA,205,611,182,552,277,257
pmrB,280,605,238,453,293,256
PA0485,346,621,404,616,548,458
cueR,1005,479,240,515,373,341
PA4779,132,256,117,205,205,159
PA4780,612,968,657,1422,934,885
PA4781,2681,4359,4020,10618,8834,16761
PA4782,70,1076,333,850,413,294
PA4783,108,407,168,278,299,198
PA4784,33,47,37,158,106,101
PA4785,716,487,572,1357,562,517
PA4786,724,832,532,695,636,606
PA4787,2206,793,831,858,1146,1021
PA0048,53,52,48,32,43,33
PA0486,389,549,220,462,444,542
PA4788,198,185,100,177,143,137
PA4789,36,73,46,46,38,30
PA4790,86,165,84,139,82,68
PA4791,381,651,300,231,213,174
PA4792,542,479,349,338,303,238
PA4793,2190,1858,1500,2188,1679,1617
PA4794,350,398,226,224,253,218
PA4795,52,44,42,39,55,39
PA4796,71,84,35,68,64,82
PA4797,0,1,0,0,0,0
PA0487,241,254,98,151,141,171
PA4798,351,256,248,414,281,366
PA4799,33,55,34,54,25,25
PA4800,33,49,11,52,33,27
PA4801,37,59,35,45,24,44
PA4802,71,104,49,91,81,106
PA4803,247,303,158,231,218,268
PA4804,508,703,428,499,466,485
PA4805,146,234,140,177,126,151
PA4806,100,196,87,95,95,69
PA0488,90,147,72,113,119,74
selB,653,655,394,344,319,199
selA,614,748,348,335,335,267
fdhE,133,311,108,96,75,49
fdnI,112,245,111,156,91,59
fdnH,406,809,469,539,294,189
fdnG,1890,4249,2956,6517,4212,4394
lipC,68,129,70,308,134,117
fadH2,77,83,55,69,50,43
PA4815,56,62,44,50,48,33
PA4816,100,94,52,71,50,65
PA0489,42,173,43,99,66,53
PA4817,26,50,28,77,35,54
PA4818,54,59,32,69,43,44
PA4819,21,29,20,17,17,12
PA4820,93,66,41,73,45,43
PA4821,685,1002,629,666,366,286
PA4822,1829,2045,1774,1778,1064,748
PA4823,470,346,213,396,192,105
PA4824,2756,2047,2421,1996,1122,1011
mgtA,26159,6516,10993,19365,7975,5933
PA4826,1391,1818,1182,2180,503,363
PA0490,120,690,303,930,860,813
PA4827,224,360,276,269,247,246
PA4828,442,620,409,672,425,373
lpd3,1836,1701,1728,3995,1735,1363
PA4830,82,100,71,87,77,70
PA4831,129,106,48,100,51,84
PA4832,90,35,74,55,59,47
PA4833,815,1095,765,734,867,702
PA4834,213,262,191,335,260,334
PA4835,79,199,85,96,66,108
PA4836,47,71,50,68,56,28
PA0491,129,305,96,170,149,108
PA4837,140,243,124,335,167,170
PA4838,127,240,85,187,136,112
speA,543,676,426,718,419,370
PA4840,116,139,75,118,143,110
PA4841,217,516,189,242,208,190
PA4842,3183,4162,2057,4047,3866,3776
PA4843,10958,16512,9093,12273,12844,11868
PA4844,274,599,185,199,196,163
dipZ,344,403,261,342,354,311
aroQ1,302,253,258,494,377,417
PA0492,65,80,35,58,54,47
accB,381,233,229,337,296,388
accC,1885,713,779,1154,961,1037
PA4849,50,112,74,172,83,79
prmA,229,236,199,273,167,199
PA4851,307,136,136,189,162,148
PA4852,732,1037,716,1176,784,607
fis,177,220,201,299,179,158
purH,239,207,220,241,248,231
purD,119,95,106,99,97,63
retS,856,823,655,914,834,675
PA0493,29,45,37,61,33,31
PA4857,68,296,109,245,226,200
PA4858,67,232,53,197,97,77
PA4859,82,270,124,185,138,132
PA4860,87,133,61,118,75,83
PA4861,80,125,59,102,54,42
PA4862,52,69,33,43,54,37
PA4863,93,109,61,91,86,67
ureD,52,87,30,32,39,18
ureA,41,26,30,29,18,15
PA4866,44,41,33,48,54,28
PA0494,108,136,78,91,63,93
ureB,57,49,32,38,42,31
ureC,563,801,582,512,540,441
PA4869,147,425,161,296,168,182
PA4870,139,1249,854,977,1039,845
PA4871,125,117,59,97,75,75
PA4872,273,408,198,391,225,188
PA4873,428,824,428,1217,560,450
PA4874,8443,12893,23153,34472,25971,19079
PA4875,235,260,209,337,233,224
osmE,1834,1026,558,1660,872,898
PA0495,263,333,212,326,250,231
PA4877,1253,1672,865,2089,955,1030
PA4878,495,721,609,429,408,343
PA4879,1617,2653,1297,1604,1270,1148
PA4880,1100,5843,2930,12326,3078,2402
PA4881,4097,6040,2504,5545,3827,4180
PA4882,61,1053,78,145,97,71
PA4883,28,342,38,70,35,44
PA4884,33,395,25,69,44,48
irlR,73,201,42,86,81,56
PA4886,145,279,88,77,95,58
PA0006,327,359,237,455,351,319
PA0049,560,360,649,558,514,428
PA0496,365,553,325,463,356,327
PA4887,178,319,181,229,192,194
desB,87,157,86,169,117,147
PA4889,95,126,78,235,140,240
desT,55,51,43,85,35,50
ureE,32,146,53,200,163,150
ureF,76,269,99,99,116,59
ureG,64,155,75,273,159,148
PA4894,110,145,92,120,160,156
PA4895,411,309,323,160,431,395
PA4896,183,61,52,53,75,80
PA0497,154,294,164,275,304,249
PA4897,705,421,396,642,505,551
opdK,57,103,50,78,63,38
PA4899,409,217,217,338,127,117
PA4900,126,401,233,328,242,177
mdlC,76,72,49,58,56,43
PA4902,73,97,50,81,66,63
PA4903,86,103,60,78,74,61
vanA,123,117,68,105,91,77
vanB,93,118,67,77,70,74
PA4906,204,206,102,170,107,129
PA0498,206,310,296,514,386,512
PA4907,543,374,421,582,554,449
PA4908,275,114,126,79,98,89
PA4909,221,156,87,128,114,92
PA4910,141,148,106,141,105,97
PA4911,158,117,76,101,108,88
PA4912,207,257,169,232,193,162
PA4913,1529,1388,1184,1669,994,944
PA4914,270,171,164,229,179,262
PA4915,3280,2391,1736,3078,2892,2999
PA4916,1391,1339,1052,708,937,740
PA0499,188,192,160,295,239,278
PA4917,12926,4324,6198,4306,7001,8020
PA4918,1355,1167,1288,1667,1764,2281
pncB1,1910,1185,1271,2258,1674,2263
nadE,1895,700,656,1021,836,1076
PA4921,397,523,380,469,320,366
azu,16847,3643,5164,10751,6531,6885
PA4923,171,329,138,176,173,223
PA4924,110,240,91,163,140,139
PA4925,510,622,337,2159,693,694
PA4926,162,414,248,509,349,303
bioB,2191,429,875,1220,1407,1842
PA4927,322,437,266,463,340,270
PA4928,399,521,452,698,434,397
