,YAbR10-OD1-MTB-1.bam.sorted.bam,YAbR18-OD1-PACS2-3.bam.sorted.bam,YAbR24-OD3-C3719-3.bam.sorted.bam,YAbR32-OD3-PA14-2.bam.sorted.bam,YAbR4-OD1-C3719-1.bam.sorted.bam,YAbR11-OD1-MTB-2.bam.sorted.bam,YAbR1-OD1-B133-1.bam.sorted.bam,YAbR25-OD3-CF5-1.bam.sorted.bam,YAbR33-OD3-PA14-3.bam.sorted.bam,YAbR5r-OD1-C3719-.bam.sorted.bam,YAbR13-OD1-PA14-.bam.sorted.bam,YAbR20r-OD3-B133-2.bam.sorted.bam,YAbR27-OD3-CF5-.bam.sorted.bam,YAbR34r-OD3-PACS2-.bam.sorted.bam,YAbR8-OD1-CF5-2.bam.sorted.bam,YAbR14-OD1-PA14-.bam.sorted.bam,YAbR21-OD3-B133-3.bam.sorted.bam,YAbR28r-OD3-MTB-1.bam.sorted.bam,YAbR36-OD3-PACS2-3.bam.sorted.bam,YAbR9-OD1-CF5-3.bam.sorted.bam,YAbR17-OD1-PACS2-2.bam.sorted.bam,YAbR22-OD3-C3719-1.bam.sorted.bam,YAbR30-OD3-MTB-3.bam.sorted.bam,YAbR3-OD1-B133-3.bam.sorted.bam
PA14_RS23720,940,185,25,81,89,198,256,247,162,1050,73,53,163,219,212,312,18,118,160,378,323,349,29,445
PA14_RS23725,67,41,1,32,6,30,23,30,46,122,11,3,41,14,35,53,0,19,18,36,33,14,14,46
PA14_RS23730,1371,249,25,214,179,527,491,475,285,1800,74,65,437,158,280,643,10,115,189,452,527,421,78,449
gatB,2686,930,39,543,650,952,1318,1130,600,3963,346,261,1463,320,823,1350,39,436,223,1366,1763,917,379,1190
PA14_RS23740,205,48,4,14,7,28,35,8,17,72,11,10,14,25,5,31,0,8,17,11,41,16,6,106
PA14_RS23745,47,17,2,18,14,10,27,17,28,130,13,6,16,23,8,26,0,16,8,18,24,30,5,14
PA14_RS23750,254,128,1,173,59,75,138,89,288,453,34,17,100,84,30,125,3,107,113,88,129,296,43,185
PA14_RS23755,163,198,59,76,53,42,74,82,96,492,28,31,72,72,49,36,2,72,122,52,111,190,63,183
PA14_RS23760,1150,1279,90,790,281,362,702,168,920,2233,145,95,273,352,134,476,20,554,508,179,912,1160,274,854
PA14_RS23765,136,66,31,28,8,51,81,9,43,191,9,3,26,51,13,26,3,33,41,9,46,65,23,48
PA14_RS23770,639,534,490,311,143,153,343,249,540,1182,50,53,345,228,181,232,35,201,345,242,248,897,158,767
PA14_RS23775,509,228,26,136,54,137,196,282,148,915,25,14,270,142,129,145,4,107,447,281,177,332,55,489
PA14_RS23780,437,341,16,223,220,199,309,347,265,1029,138,149,515,250,428,257,13,276,232,686,528,549,104,425
PA14_RS23785,1085,405,21,318,239,396,494,560,317,1704,129,81,1032,210,440,434,3,285,421,942,832,388,126,602
PA14_RS23790,306,176,25,702,142,80,177,203,852,1306,43,205,255,488,92,158,68,687,363,162,236,454,415,130
PA14_RS23795,289,261,79,723,120,163,198,2804,702,1480,50,75,2986,615,195,220,12,983,453,183,466,588,891,106
PA14_RS23800,247,146,28,516,38,180,159,282,516,480,69,67,313,240,80,294,7,794,572,118,212,232,636,233
PA14_RS23805,614,164,40,574,128,176,364,744,739,1057,246,151,665,209,165,846,12,343,768,222,151,310,325,507
PA14_RS23810,102,67,8,818,38,64,66,244,742,297,48,53,248,201,76,165,1,175,249,152,77,142,151,83
PA14_RS23815,1056,194,216,1135,460,350,755,6566,1136,6413,603,91,8622,512,577,3490,19,450,817,669,414,2467,465,343
PA14_RS30885,20,6,1,14,3,7,16,97,47,176,29,2,62,2,4,187,0,9,13,24,4,45,5,19
PA14_RS23820,137,24,42,124,66,45,102,399,133,788,258,27,412,33,61,432,18,140,61,91,23,189,123,82
PA14_RS23825,425,142,65,372,221,188,632,1871,453,2049,387,182,2095,178,379,1337,52,743,202,480,208,849,544,451
PA14_RS23830,165,72,2,230,9,88,204,507,267,519,228,29,552,79,171,650,3,365,128,285,113,33,297,190
PA14_RS23835,130,31,9,50,18,20,85,214,58,317,121,14,181,35,50,196,7,90,47,100,23,79,92,86
dppD,133,59,30,123,28,30,113,347,169,552,182,29,379,68,131,324,1,248,109,240,67,280,142,201
PA14_RS23845,180,46,29,204,27,39,135,456,200,574,193,43,357,105,95,308,14,234,207,227,51,252,115,140
PA14_RS23850,50,9,2,28,9,16,29,27,38,212,21,3,25,34,18,6,0,12,51,16,9,70,7,28
PA14_RS23855,186,19,6,23,5,30,29,33,33,127,10,15,46,33,21,20,0,17,100,66,22,60,7,24
PA14_RS23860,56,12,4,13,10,5,9,10,29,98,2,8,15,10,11,4,0,9,28,35,12,48,14,21
PA14_RS23865,73,8,2,6,14,7,2,20,17,143,9,13,36,11,24,6,0,8,13,55,8,32,6,53
PA14_RS23870,195,58,4,333,28,73,54,120,320,206,33,32,159,130,38,76,8,142,164,48,58,78,38,87
PA14_RS23875,201,75,11,197,43,107,101,82,203,371,34,25,109,101,102,116,0,73,172,90,121,238,23,69
PA14_RS23880,100,37,18,36,24,36,55,65,49,226,28,32,76,63,27,59,3,52,96,79,25,191,20,75
PA14_RS23885,112,52,3,125,7,64,118,13,142,121,37,116,15,141,10,254,18,142,260,30,60,59,44,222
PA14_RS23890,28,9,10,24,11,8,8,19,25,100,10,6,28,34,13,22,0,24,34,13,9,99,7,1
PA14_RS23895,77,7,8,12,5,24,33,37,26,138,18,26,55,32,47,23,1,16,19,98,6,120,14,27
PA14_RS23900,105,87,3,125,50,46,40,40,87,281,14,15,45,97,32,23,1,83,92,66,82,156,44,26
PA14_RS23905,50,111,0,29,48,13,12,55,43,128,9,59,71,73,42,29,3,27,101,46,42,79,20,18
PA14_RS23910,1158,276,61,1152,157,480,450,250,1149,928,60,236,319,243,303,595,37,506,478,278,360,741,369,745
PA14_RS23915,266,129,64,368,22,73,222,620,347,614,48,74,604,457,115,164,38,150,626,118,200,125,113,222
PA14_RS23920,174,48,13,56,15,36,32,134,54,292,23,12,136,49,51,22,11,58,114,100,34,73,18,73
PA14_RS23925,116,60,2,53,32,47,58,30,34,207,19,5,38,44,50,51,3,24,50,37,58,70,23,56
PA14_RS23930,5139,927,437,7500,746,2372,1503,3442,5050,6715,323,1213,5665,1586,1672,1073,351,6091,3005,3012,1656,2597,2542,1353
PA14_RS23935,228,125,4,104,31,38,170,346,176,637,34,17,316,201,93,153,1,25,254,219,171,127,24,92
PA14_RS23945,1,0,0,44,35,3,2,2,44,49,25,14,6,8,5,39,0,22,6,4,5,48,17,7
PA14_RS30890,0,3,5,2408,681,3,7,2,3927,3037,2014,3,3,7,3,4358,0,1,18,4,4,573,3,3
pilB,867,184,7,669,85,199,359,109,690,952,105,25,188,374,62,522,11,129,437,71,325,280,101,94
PA14_RS23960,8,2,33,478,115,3,7,5,461,345,71,7,14,3,9,322,1,4,10,8,2,242,15,10
PA14_RS23965,481,380,4,215,43,177,222,88,248,484,57,47,171,215,146,149,0,163,556,308,329,129,31,290
PA14_RS23970,486,141,9,113,72,197,151,526,116,656,28,45,654,223,91,154,15,126,309,203,126,248,44,293
PA14_RS23975,65,56,1,55,20,42,45,22,46,189,7,5,46,53,11,22,1,33,24,41,22,49,7,53
PA14_RS23980,123,132,0,91,75,56,116,57,99,372,48,29,69,110,92,58,2,63,72,111,110,116,43,143
PA14_RS23985,43,26,0,75,28,19,40,16,80,169,8,25,33,34,14,12,4,28,67,40,39,106,30,76
PA14_RS23990,49,12,3,37,18,11,21,28,23,115,7,18,25,27,13,10,2,37,24,24,30,32,28,53
PA14_RS23995,55,9,5,30,16,9,21,42,48,183,6,53,28,8,37,8,0,24,15,48,29,26,20,72
PA14_RS24000,472,319,29,440,83,212,160,305,470,847,52,57,580,336,235,157,17,444,1186,373,272,573,168,383
PA14_RS24005,93,81,5,176,17,51,51,102,160,262,21,25,128,90,69,55,55,150,168,75,71,70,68,82
PA14_RS24010,371,121,5,182,127,312,81,216,140,440,6,31,693,297,389,158,2,172,611,499,210,481,110,171
PA14_RS24015,536,122,14,221,134,147,190,179,262,1334,62,45,285,256,94,180,11,208,517,175,198,373,62,150
PA14_RS24020,241,103,12,162,74,112,121,121,215,644,17,26,197,178,127,149,0,209,423,213,146,262,75,112
PA14_RS24025,39,17,0,27,16,17,11,34,32,52,5,5,50,27,17,8,0,28,56,10,14,38,12,21
PA14_RS24030,344,114,12,382,39,127,62,188,344,353,37,43,229,180,87,97,3,338,247,92,108,174,168,116
PA14_RS24035,69,18,0,84,4,18,9,6,108,39,10,2,2,72,5,42,0,33,109,1,38,9,10,4
PA14_RS24040,0,6,0,11,4,1,30,0,21,34,2,3,3,40,1,16,0,4,79,1,16,9,3,12
PA14_RS24045,6,2,0,20,0,2,1,0,65,9,8,2,2,11,0,29,0,5,13,1,8,8,2,3
PA14_RS24050,9,17,0,35,0,4,2,1,16,31,2,0,6,65,1,5,0,9,76,1,49,2,8,1
PA14_RS24055,42,86,0,44,1,21,30,2,29,44,10,14,0,235,1,26,8,35,508,5,136,32,17,39
PA14_RS24060,27,58,0,38,0,6,20,1,19,38,5,7,0,130,2,11,0,7,134,2,82,5,2,14
PA14_RS24065,0,1,0,1,0,0,0,0,0,1,1,0,1,4,0,0,0,0,5,0,0,0,0,0
PA14_RS24070,31,13,0,81,5,31,8,3,67,33,12,4,8,63,4,21,0,55,69,6,35,7,25,8
PA14_RS24075,4,1,0,4,0,1,4,1,0,6,6,2,2,3,1,1,0,1,4,0,3,0,0,0
PA14_RS24080,3,19,0,11,1,2,4,2,10,27,4,2,3,60,2,5,0,6,114,1,27,1,5,5
PA14_RS24085,1,8,0,21,0,5,2,0,21,6,3,1,1,34,0,4,0,6,29,0,21,1,9,4
PA14_RS24090,19,90,0,15,4,10,2,1,24,21,1,1,2,299,0,4,0,17,317,0,53,27,5,5
PA14_RS24095,6,14,0,18,2,5,3,0,14,17,1,1,0,40,0,2,0,6,73,0,22,5,3,4
PA14_RS24100,7,6,0,82,1,1,75,2,73,31,0,41,3,8,0,11,15,3,10,0,6,39,3,158
PA14_RS24105,6,2,0,15,0,2,0,0,2,10,0,3,3,3,1,2,0,7,10,0,2,3,1,3
PA14_RS24110,88,13,0,171,5,49,8,5,117,30,26,5,4,15,4,53,0,78,15,1,9,9,36,6
PA14_RS24115,98,15,1,138,25,34,1,2,139,98,10,1,3,36,0,39,0,68,18,4,29,65,52,3
PA14_RS24120,190,10,1,246,24,74,30,2,191,210,36,9,5,38,11,120,1,99,93,2,35,142,54,18
PA14_RS30895,77,0,0,6,2,9,0,0,13,19,2,0,1,3,0,6,0,9,10,0,3,1,2,0
PA14_RS24125,10,0,0,3,3,5,0,0,4,4,2,0,0,1,0,1,0,6,3,1,1,0,5,0
PA14_RS30900,9,1,0,10,0,0,0,1,15,8,1,1,1,3,0,16,0,2,1,0,1,1,0,1
PA14_RS24130,75,67,0,177,4,35,46,6,164,62,13,27,7,227,8,44,1,79,307,2,97,8,36,70
PA14_RS24135,17,31,0,55,3,7,48,0,42,41,4,9,1,116,0,31,0,5,173,1,55,3,5,16
PA14_RS24140,51,10,0,136,1,17,15,0,155,46,11,2,2,75,1,78,1,18,34,0,11,4,5,4
PA14_RS24145,5,2,0,46,0,1,0,0,30,2,7,1,0,0,0,24,0,2,0,0,0,0,1,0
PA14_RS30905,2,7,0,117,1,4,7,0,92,24,36,2,1,23,1,70,0,3,15,1,11,25,1,0
PA14_RS24150,3,3,0,326,0,0,0,1,261,16,34,1,0,2,1,87,0,0,0,0,2,0,1,2
PA14_RS30910,3,2,0,123,15,3,2,1,67,43,11,1,0,2,1,38,0,4,3,3,3,13,4,2
PA14_RS24160,163,36,16,262,51,51,68,14,198,251,32,26,22,59,14,106,1,57,121,6,38,125,34,35
PA14_RS24165,44,247,4,177,12,20,56,0,125,125,12,22,5,273,5,44,0,15,441,1,316,70,14,56
PA14_RS30915,1,3,0,247,0,1,1,2,132,16,24,0,2,3,1,30,0,3,5,2,1,1,3,0
PA14_RS24170,7,4,0,156,2,4,6,3,110,23,22,6,5,9,6,40,0,12,4,4,4,5,11,18
PA14_RS24175,1,1,0,13,1,0,1,1,11,9,6,0,0,1,0,8,0,2,2,0,3,4,1,0
PA14_RS24180,22,11,3,48,4,16,15,2,74,100,3,4,2,52,1,22,0,10,102,0,19,12,3,20
PA14_RS24185,34,71,1,97,15,13,74,3,100,101,13,11,2,97,1,35,0,37,120,2,84,48,41,48
PA14_RS24190,26,104,0,73,5,17,48,2,73,88,10,9,4,144,2,21,5,32,121,3,113,32,15,47
PA14_RS24195,18,7,2,3,0,9,12,0,13,15,4,8,1,12,0,7,0,1,6,0,3,6,4,27
PA14_RS24200,78,49,1,49,6,20,67,1,33,105,10,14,6,52,3,30,0,43,93,2,83,69,25,44
PA14_RS24205,24,34,3,48,14,5,23,2,82,75,6,2,1,68,0,8,0,18,81,0,59,34,6,31
PA14_RS24210,17,25,0,50,5,0,27,1,58,47,1,1,3,24,1,12,0,21,37,1,112,32,19,6
PA14_RS24215,44,75,2,117,10,13,33,1,132,84,7,18,3,52,1,21,0,40,61,1,112,46,8,44
PA14_RS24220,143,107,6,304,33,55,56,4,378,213,26,15,4,214,2,67,1,113,429,4,160,228,35,91
PA14_RS24225,49,9,3,65,30,6,3,5,124,72,31,9,15,14,11,26,0,40,17,1,20,16,16,14
PA14_RS30920,60,275,0,126,23,29,69,0,122,214,3,28,1,408,0,17,1,111,741,0,369,83,27,40
PA14_RS24230,107,17,33,593,35,43,9,6,461,286,15,4,3,73,0,97,0,95,61,3,26,31,82,2
PA14_RS24235,7,1420,9,866,44,2,587,0,671,947,30,139,5,4277,1,119,6,1,3767,2,2785,86,5,201
PA14_RS24240,4,35,0,96,3,1,3,1,90,55,6,9,4,121,1,15,0,5,139,1,85,1,2,11
PA14_RS30925,1,118,0,45,2,0,49,3,16,98,1,5,2,251,2,13,0,1,131,0,225,2,1,5
PA14_RS24245,58,261,0,94,9,35,85,1,49,111,8,23,1,555,1,13,1,112,302,1,356,26,47,11
PA14_RS24250,549,1644,8,295,49,246,496,0,311,704,12,178,1,2614,2,69,3,783,4384,4,3324,198,433,282
PA14_RS24255,120,5,0,103,1,67,10,4,59,52,12,9,3,19,1,27,7,131,15,1,13,6,77,9
PA14_RS24260,15,1,0,55,4,9,17,0,48,12,5,9,1,2,0,14,1,12,0,0,0,6,6,19
PA14_RS24265,27,53,6,96,6,12,17,4,31,94,10,7,3,174,2,21,0,47,151,1,329,27,12,9
PA14_RS24270,13,39,1,63,7,11,9,2,20,49,5,12,3,61,6,14,1,33,106,7,89,25,19,8
PA14_RS24275,45,293,3,87,0,26,7,1,52,76,6,4,2,369,4,8,0,23,526,0,480,13,9,13
PA14_RS24280,60,47,1,59,10,29,20,0,75,85,5,6,6,86,1,9,0,22,88,1,95,52,16,20
PA14_RS24285,123,44,1,120,27,55,31,4,143,150,14,7,7,73,7,61,3,97,103,3,51,100,61,45
PA14_RS30930,5,6,0,64,6,3,5,4,89,28,20,7,5,10,8,98,0,11,4,4,7,13,6,4
PA14_RS30935,0,0,0,11,0,1,0,1,10,4,3,0,0,0,0,8,0,0,0,1,3,1,0,0
PA14_RS24290,0,0,0,69,3,0,2,2,29,11,7,0,2,0,8,41,0,5,2,1,1,1,0,1
PA14_RS24295,3,5,0,634,0,1,2,2,509,59,61,2,3,2,3,286,0,3,5,3,0,0,3,2
PA14_RS30940,1,3,0,57,4,1,0,2,65,4,5,3,1,3,2,16,0,1,2,2,1,3,3,1
PA14_RS30945,0,0,0,141,0,0,0,0,294,21,30,0,0,0,0,33,0,0,0,0,0,0,0,2
PA14_RS24300,5,2,0,312,3,2,2,5,222,14,15,0,5,2,9,53,0,8,5,1,15,1,4,5
PA14_RS24305,1,5,0,471,6,0,1,2,292,19,10,6,7,2,2,65,0,21,1,4,4,16,9,5
PA14_RS30950,2,2,0,71,6,0,2,3,36,19,6,1,6,8,12,10,0,16,8,4,8,15,8,7
PA14_RS24315,20,11,0,61,1,8,3,4,48,49,11,2,6,36,1,40,0,14,12,1,9,16,15,7
PA14_RS24320,44,7,0,30,7,12,12,0,26,52,10,3,2,13,3,20,0,15,15,1,10,27,11,2
PA14_RS24325,25,10,0,34,4,14,25,4,34,27,8,4,2,20,1,11,0,71,25,1,13,34,26,11
PA14_RS24330,12,2,0,2,1,1,3,0,3,10,0,2,1,6,0,3,2,1,14,0,4,2,0,13
PA14_RS24335,4,3,0,10,3,2,5,0,12,10,3,2,3,4,1,4,0,2,2,0,8,6,0,5
traD,136,59,23,199,76,56,71,26,152,537,21,38,33,99,39,55,2,116,150,14,107,226,108,85
PA14_RS24345,2,14,0,16,0,0,1,0,13,4,1,0,1,10,0,8,0,3,30,0,25,0,0,0
PA14_RS24350,0,0,0,14,0,1,1,0,10,5,2,0,2,1,0,3,0,2,0,0,0,2,1,0
PA14_RS24355,4,8,0,62,9,0,2,4,53,16,21,3,5,3,10,28,0,10,1,0,8,3,4,0
PA14_RS24360,1,1,0,7,1,0,3,2,10,9,4,0,6,3,0,2,0,3,2,1,1,2,0,3
PA14_RS24365,1,1,0,105,1,1,2,7,90,16,11,1,3,4,3,36,0,0,7,2,3,5,2,0
PA14_RS24370,2,2,0,62,0,2,2,0,56,6,11,1,3,2,2,11,0,5,1,0,4,0,0,1
PA14_RS24375,1,1,0,71,0,4,0,3,108,13,27,1,2,2,0,17,0,1,1,0,0,2,1,1
PA14_RS24380,2,1,0,402,3,2,0,2,402,43,14,0,2,5,1,101,0,3,5,2,0,1,2,1
PA14_RS24385,9,3,0,916,3,3,4,7,922,138,217,6,10,7,10,556,0,14,6,2,5,12,2,4
PA14_RS24390,4,2,0,1989,0,3,2,0,2447,297,211,2,2,2,4,1072,0,18,2,2,7,7,7,1
PA14_RS24395,7,6,0,414,4,4,10,15,431,52,72,8,7,8,3,149,0,7,7,8,6,10,9,4
PA14_RS24400,30,4,0,45,1,10,25,0,37,16,3,6,0,8,0,14,0,25,10,0,5,7,5,5
PA14_RS24405,10,79,4,203,14,11,5,9,195,106,33,26,10,176,18,79,0,21,155,9,195,73,27,14
PA14_RS24410,0,36,0,143,1,1,2,0,95,15,12,0,0,41,1,34,0,1,68,0,64,1,2,0
PA14_RS30955,1,74,0,819,4,2,0,1,841,51,62,0,0,96,0,232,0,1,96,1,59,2,0,0
PA14_RS24415,19,16,1,18,4,16,2,0,10,11,1,1,0,36,2,8,1,5,72,0,29,18,3,2
PA14_RS24420,20,22,0,5,1,5,9,0,8,24,4,5,0,73,0,5,0,5,103,0,21,4,1,41
PA14_RS24425,5,12,0,6,1,1,14,3,16,7,1,2,1,9,3,0,1,2,24,2,17,1,2,5
PA14_RS24430,8,1,0,10,0,1,2,0,12,12,5,0,0,7,0,5,0,2,6,0,5,4,4,3
PA14_RS24435,7,17,0,8,1,1,28,0,2,42,9,2,0,6,0,4,0,9,13,0,32,4,1,18
PA14_RS24440,18,5,0,28,2,5,15,2,27,35,8,4,1,12,2,14,0,6,24,0,13,8,5,4
PA14_RS24445,29,48,6,40,8,13,51,3,40,112,12,15,2,64,2,32,0,31,125,3,71,46,7,42
PA14_RS24450,34,41,0,72,9,20,48,13,99,98,19,18,10,65,7,20,1,33,98,3,122,71,23,37
PA14_RS24455,6,9,0,11,1,3,6,0,21,19,1,3,3,16,0,4,0,4,36,2,15,7,2,8
PA14_RS24460,131,253,1,243,28,76,44,3,265,285,16,9,10,273,5,98,4,109,307,3,443,79,89,51
PA14_RS24465,12,3,0,31,1,5,2,0,15,21,5,2,0,7,0,11,0,18,5,0,5,2,5,8
PA14_RS24470,117,10,24,226,30,50,75,0,128,205,35,10,3,16,2,197,1,47,26,0,6,72,40,29
PA14_RS24475,34,1,0,358,7,10,10,0,338,121,79,1,0,0,0,157,0,15,0,0,0,16,3,6
PA14_RS24480,14,0,0,12,1,1,11,1,10,13,3,3,1,2,0,1,1,4,7,0,0,1,8,2
PA14_RS24485,33,14,0,12,3,15,20,3,15,34,9,2,3,50,3,9,0,13,63,1,27,0,8,7
PA14_RS24490,41,53,0,99,22,20,74,2,99,107,22,16,5,86,4,48,4,32,68,1,98,56,11,87
PA14_RS24495,6,2,1,8,0,0,0,0,15,4,3,1,1,3,0,6,0,4,10,1,2,0,4,7
PA14_RS24500,55,20,0,247,22,41,52,10,105,80,30,34,12,32,33,81,0,84,56,8,15,37,80,29
PA14_RS30960,1,139,0,493,2,3,39,2,388,83,15,26,5,406,2,170,0,6,592,4,213,5,5,68
PA14_RS24505,73,4,6,150,21,30,12,0,153,68,13,1,2,6,0,48,0,42,12,0,4,47,17,5
PA14_RS24510,39,2,0,151,0,5,15,1,138,60,20,1,0,2,1,85,0,13,0,2,0,4,2,12
PA14_RS30965,1,1,0,50,0,0,2,0,29,3,8,1,1,2,2,22,0,1,0,0,1,1,0,3
PA14_RS24515,6,7,0,1465,6,9,1,3,1435,139,178,6,10,6,15,635,0,19,4,2,6,8,13,3
PA14_RS24520,6,2,0,3065,5,1,4,2,2954,95,111,3,10,3,7,595,0,13,3,3,2,9,13,3
PA14_RS30970,2,0,0,160,3,1,1,2,101,20,11,0,1,1,2,118,0,2,1,0,2,2,1,0
PA14_RS30975,7,17,0,141,10,33,6,2,149,22,26,39,8,14,21,157,0,67,4,23,5,29,38,22
PA14_RS24525,3,2,0,157,3,2,3,0,114,34,44,4,7,2,6,137,0,5,3,2,1,2,7,5
PA14_RS24530,6,3,0,478,2,4,2,1,366,65,63,2,6,4,2,319,0,3,1,1,2,5,1,6
PA14_RS24535,20,46,0,434,12,6,29,4,353,136,53,19,10,25,10,246,0,25,43,6,32,16,14,36
PA14_RS24540,40,6,1,141,6,16,9,1,162,77,45,4,2,7,1,171,0,32,8,1,5,27,6,3
PA14_RS30980,6,2,0,5,0,1,1,1,7,15,0,2,0,1,0,13,0,1,1,2,2,1,1,3
clpB,16868,3531,252,7597,2264,5931,4205,2356,9329,13165,733,1089,5528,2945,5582,2930,220,7439,3036,16218,5857,6293,1758,3124
PA14_RS24565,171,32,2,25,20,56,38,101,46,409,14,8,67,36,53,36,7,20,105,117,34,135,20,147
PA14_RS24570,839,107,5,90,101,278,274,359,161,1258,53,24,391,131,162,214,0,105,210,176,161,376,43,286
PA14_RS24575,719,110,16,53,77,244,325,175,76,1360,53,19,118,117,157,178,7,76,109,176,161,233,29,308
PA14_RS24580,5,1,0,5,2,7,3,7,0,13,1,2,3,10,2,3,0,3,3,5,3,1,0,9
PA14_RS24585,382,37,6,75,34,111,122,127,91,439,9,12,178,55,78,66,0,76,97,140,51,126,48,119
PA14_RS24590,390,119,15,313,77,113,106,81,320,524,29,24,136,94,100,168,3,153,128,109,108,144,76,218
thiO,255,22,2,117,45,39,67,148,146,362,77,29,120,65,55,124,3,53,24,67,17,82,51,39
PA14_RS24600,2,0,2,103,8,1,1,2,70,44,16,1,2,2,1,35,0,4,2,0,2,46,2,6
PA14_RS24605,2,0,0,37,19,0,2,2,43,50,10,1,3,2,2,63,0,5,2,0,1,28,4,1
pilV,2,0,5,72,6,3,4,1,61,54,10,1,2,1,2,51,0,4,1,1,0,56,2,4
PA14_RS24615,3,0,5,110,19,1,4,2,114,112,25,1,5,1,3,98,0,4,2,3,1,96,0,1
PA14_RS24620,4,2,0,63,15,3,0,0,58,68,9,1,3,1,2,62,0,0,0,0,0,24,2,0
PA14_RS24625,23,39,23,1285,165,19,16,45,1029,796,197,37,50,41,79,591,0,164,17,31,47,568,167,14
PA14_RS24630,3,4,2,32,3,0,0,0,17,37,9,0,2,1,0,24,0,2,1,0,0,29,0,1
PA14_RS24635,2,1,0,82,4,1,0,1,59,86,17,1,2,1,0,18,0,1,1,1,0,48,1,1
PA14_RS24640,1157,262,57,267,239,444,390,276,291,1645,134,34,341,99,319,552,10,208,105,477,422,337,75,308
PA14_RS24645,607,318,10,530,174,208,418,381,392,1409,64,59,561,110,402,404,10,129,159,436,454,515,76,663
PA14_RS24650,468,296,2,252,77,303,246,152,214,640,46,71,234,64,177,228,3,259,123,205,275,437,146,291
PA14_RS24655,6800,1488,117,1798,704,2918,2718,1528,2102,6092,413,383,2425,557,1384,2880,91,1477,898,1931,1981,1845,1079,2085
ribF,1098,257,10,190,226,404,392,426,245,1323,35,113,533,280,356,285,11,141,461,655,369,591,59,756
mviN,310,86,2,105,21,102,119,146,92,327,16,15,231,115,110,53,0,101,219,203,93,171,45,120
PA14_RS24670,548,32,6,49,24,130,227,63,48,1011,23,3,28,23,13,80,1,13,29,42,126,93,16,68
PA14_RS24675,87,59,24,84,34,27,66,58,115,244,35,30,72,33,22,103,2,24,51,24,112,50,8,62
PA14_RS24680,984,574,45,241,154,251,378,792,388,1454,145,137,715,390,304,441,22,188,526,442,521,396,112,674
obgE,1566,525,41,318,197,612,556,451,518,1981,171,166,454,518,476,923,29,265,921,834,518,854,76,1036
PA14_RS24690,2505,503,35,320,248,1459,1225,340,294,2752,209,28,632,166,633,1338,4,195,251,407,1390,581,81,545
rplU,1950,427,22,140,144,730,1387,359,185,1816,211,25,386,78,342,1298,4,115,177,460,1764,290,55,448
PA14_RS24700,419,172,20,102,138,189,215,610,115,939,34,55,843,253,208,164,7,113,249,245,240,276,27,117
PA14_RS24705,30,7,0,37,5,9,17,19,31,40,5,38,15,47,10,9,0,17,128,11,28,324,11,1
PA14_RS24710,2136,1518,69,419,458,805,1646,355,626,3428,315,50,1108,610,264,1022,6,521,1159,585,1775,417,136,925
PA14_RS24715,455,108,26,209,40,119,299,73,172,592,73,33,66,119,47,267,283,59,308,139,138,120,45,273
PA14_RS24720,44,18,0,151,3,10,16,45,130,50,12,98,32,189,8,11,2,89,242,15,16,12,25,29
PA14_RS24725,97,36,1,35,14,53,34,22,18,69,6,6,28,18,14,39,1,25,16,42,37,17,14,23
PA14_RS24730,181,63,24,256,32,66,92,159,287,472,27,29,263,97,79,98,14,215,516,165,119,316,87,96
PA14_RS24735,3035,909,58,1265,552,1116,1057,1238,1551,4579,298,174,2151,931,756,1231,43,1277,1453,1404,1160,1862,553,1247
PA14_RS24740,272,296,98,358,158,36,52,337,761,1206,90,29,1132,769,233,153,6,57,1162,440,308,378,21,179
PA14_RS24745,3368,480,193,1035,673,923,1144,3060,1622,5720,298,232,3570,2094,951,901,49,2579,1908,1507,1244,2252,1564,726
PA14_RS24750,858,177,26,166,141,307,292,205,280,1626,70,23,231,85,123,240,21,122,98,249,182,336,85,299
PA14_RS24755,122,35,21,65,24,42,38,19,58,184,7,5,45,19,25,59,4,47,49,36,34,47,25,66
PA14_RS24760,985,333,7,316,103,576,65,376,564,718,16,25,342,318,112,163,3,394,1068,246,266,621,117,129
PA14_RS24770,416,261,5,47,38,81,86,50,52,270,12,16,61,123,35,49,3,57,170,54,170,50,57,183
PA14_RS24775,397,538,39,58,43,112,91,104,48,434,30,9,118,195,48,62,3,43,207,94,507,120,55,307
PA14_RS24780,182,254,1,139,14,73,49,105,144,206,16,6,265,169,81,84,0,58,113,108,103,162,38,112
PA14_RS24785,59,49,1,13,3,14,15,30,11,142,9,3,23,19,10,8,0,3,43,24,36,18,3,42
PA14_RS24790,10,3,0,5,0,0,4,3,2,30,1,4,2,2,3,2,0,3,8,4,2,2,1,8
PA14_RS24795,694,544,8,2736,358,235,653,419,3358,1128,138,226,1133,753,113,667,20,2500,659,185,2628,213,617,254
PA14_RS24800,181,116,10,130,104,82,141,90,145,1296,28,32,77,166,78,89,5,66,248,180,98,204,56,149
PA14_RS24805,216,16,15,126,60,84,42,38,262,372,27,29,32,20,9,72,4,215,41,17,11,191,127,65
PA14_RS24810,139,20,53,1234,66,59,21,35,1346,315,15,50,47,34,19,94,9,884,23,10,18,475,1182,7
PA14_RS24815,130,34,12,139,39,33,52,24,323,198,18,24,32,42,49,35,13,151,114,26,34,201,115,65
