,PA_1,PA_2,PA_3,CC_1,CC_2,CC_3
narJ,56,61,59,45,31,54
narK1,209,205,202,800,507,471
narK2,146,136,171,212,145,195
narL,2794,3008,2670,1265,1013,1054
narX,1314,1347,1436,972,843,1103
nasA,2,4,6,2,3,3
nasS,64,74,69,93,112,115
nasT,15,9,18,19,29,34
ndh,1635,1753,1753,1245,1014,1356
ndk,4723,4609,5218,5816,4735,7146
nemO,10,14,19,9,13,7
nfxB,232,218,244,199,175,278
nhaB,555,540,608,475,358,473
nhaP,357,365,377,402,346,515
nirB,22,21,12,22,16,14
nirC,480,474,573,317,366,479
nirD,1,2,6,2,1,2
nirE,900,841,976,634,526,743
nirF,4896,4185,5588,4690,4607,6171
nirG,450,443,549,412,452,531
nirH,650,543,736,602,536,722
nirJ,1367,1337,1587,1178,1161,1389
nirL,867,803,908,695,749,985
nirM,2861,2311,3257,2644,2449,3129
nirN,1508,1351,1749,1334,1016,1527
nirQ,484,490,656,264,276,362
nirS,38822,29998,47626,39239,33204,39258
norB,4934,3068,6870,4136,3941,4843
norC,1055,827,1568,814,848,894
nosD,1047,705,1272,1401,1255,1854
nosF,156,120,182,138,143,206
nosL,90,82,117,75,75,103
nosR,3025,2591,4071,3393,2927,3650
nosY,229,159,267,235,177,314
nosZ,5034,3197,6076,6644,5948,8041
np20,507,515,530,385,347,369
nqrA,2831,2801,2987,3174,2568,3711
nqrB,2603,2643,2738,2859,2243,3121
nqrC,1198,1324,1335,1078,901,1232
nqrD,1407,1305,1410,1174,921,1270
nqrE,1498,1502,1575,1407,1026,1355
nqrF,3135,3114,3338,2433,1936,2490
nrdA,10450,10011,10846,9619,8426,10653
nrdB,6678,6654,7043,5925,5079,6427
nrdR,404,428,470,334,302,378
nth,613,593,589,518,393,569
ntrB,280,230,262,360,281,441
ntrC,408,461,462,772,655,792
nudC,917,947,962,712,635,822
nudE,783,799,863,803,645,887
nuh,781,847,872,835,746,1045
nuoA,1424,1459,1519,1470,1120,1700
nuoB,5092,5005,5599,4269,3444,4601
nuoD,8482,8187,8860,6977,5913,7418
nuoE,1759,1797,1832,1240,1035,1349
nuoF,4927,5199,5004,2753,2359,3021
nuoG,11078,11694,11776,6613,5423,6870
nuoH,3918,3816,3982,2609,2027,2651
nuoI,2051,2152,2263,1361,1067,1399
nuoJ,1392,1388,1389,922,689,925
nuoK,825,780,856,447,400,541
nuoL,5693,5858,6010,3952,3037,3744
nuoM,4507,4405,4692,2943,2326,3144
nuoN,3864,3773,3841,2288,1781,2434
nusA,12793,12558,13647,14977,12283,16920
nusB,1299,1318,1346,1197,1154,1609
nusG,6866,6268,7076,7629,6268,9428
obgE,2414,2511,2625,2434,2058,2899
ogt,365,361,423,418,260,339
ohr,275,259,243,159,159,165
omlA,1375,1291,1369,1360,1215,1821
ompR,1440,1430,1426,927,748,918
opmD,451,517,490,90,82,136
oprB,2538,2539,2942,218,195,271
oprC,1791,1852,1850,1582,1496,1867
oprD,13937,14150,14873,8841,6953,8514
oprE,3989,3989,4186,3441,2761,3661
oprF,111322,113608,120356,83133,66480,92279
oprG,68951,69707,71686,51843,41868,47995
oprH,14269,14145,14839,6620,5356,6370
oprJ,103,115,110,81,65,94
oprL,8251,8201,8431,6301,5209,6946
oprM,4370,4794,4662,2581,2113,2660
oprN,51,57,60,21,13,24
oprO,204,183,198,475,305,506
oprP,7,17,11,9,8,7
orfA,1654,1605,1664,1487,1081,1377
orfE,3494,2903,3263,3583,2997,3767
orfH,8417,7944,8942,7423,5953,8002
orfJ,1602,1405,1540,1267,1031,1317
orfK,8853,8633,9754,8714,7290,10234
orfL,6229,5977,6686,4535,3530,4856
orfM,4034,3858,4402,3124,2486,3262
orfN,3463,3358,3723,3113,2461,3277
orn,885,871,941,702,632,801
oruR,229,211,281,200,227,331
osmC,431,429,532,205,185,263
osmE,1183,1246,1397,726,613,804
ostA,15370,15183,17396,15979,13299,17052
pa1L,38,38,43,28,22,37
pabB,894,1029,947,764,669,936
pabC,860,1010,898,953,860,1211
pac,1537,1683,1694,1390,1143,1529
pagL,4799,5004,5185,3108,2458,3263
panB,1006,982,1067,1201,965,1425
panC,676,711,717,699,602,898
panD,315,294,340,393,317,515
panE,741,771,793,522,428,549
parB,3494,3795,3759,2638,2263,2875
parC,3681,3897,3868,2690,2096,2872
parE,4353,4410,4745,4274,3548,4746
pauA,153,167,178,103,105,121
pbpA,1538,1672,1691,1422,1197,1811
pbpC,985,1081,1092,1027,829,1147
pbpG,1356,1341,1397,881,740,904
pcaB,190,185,207,113,92,111
pcaC,203,212,217,156,110,135
pcaD,182,186,218,106,119,149
pcaF,66,74,73,24,26,40
pcaG,27,26,26,21,8,11
pcaH,47,40,45,31,34,44
pcaK,19,15,18,7,6,12
pcaQ,119,123,138,78,58,102
pcaR,179,181,224,139,149,177
pcaT,138,155,161,94,75,84
pchA,401,439,503,32,23,44
pchB,76,81,90,6,1,5
pchC,24,46,42,3,0,4
pchD,224,268,317,41,23,27
pchE,709,721,878,61,52,73
pchF,1125,1252,1366,97,79,112
pchG,224,243,278,16,17,19
pchP,223,246,262,181,185,217
pchR,105,126,120,29,22,32
pckA,5646,5518,6002,6470,5616,7999
pcm,2033,1893,2121,2052,1620,2222
pcnB,2983,2942,3118,3182,2589,3810
pcoA,28,31,26,15,10,9
pcoB,8,11,8,2,5,4
pcpS,62,72,78,47,47,60
pcrD,550,666,629,922,804,1149
pcrG,43,51,41,51,35,79
pcrH,462,424,437,667,568,696
pcrR,39,33,40,30,29,35
pcrV,701,659,674,1164,955,1245
pcs,1090,1120,1149,889,682,792
pctA,1187,1281,1268,678,525,567
pctB,1748,1823,1918,1518,1282,1556
pctC,1392,1398,1691,1419,1243,1696
pdxA,728,775,745,509,494,700
pdxB,164,222,210,129,125,183
pdxH,2288,2567,2319,1413,1163,1301
pdxJ,666,843,706,401,398,470
pdxY,451,446,459,489,406,552
pelA,62,79,74,44,55,49
pelB,77,74,82,55,33,45
pelC,9,7,9,7,3,7
pelD,40,43,46,23,24,19
pelE,19,8,10,5,11,6
pelF,57,50,47,33,21,35
pelG,42,34,31,25,31,29
pepA,3542,3670,3776,3020,2454,3361
pepN,5633,5836,5934,4246,3528,4506
pepP,3686,3909,4020,3409,2771,3611
pfeA,21,20,20,19,10,16
pfeS,70,72,54,53,55,84
pfpI,645,686,780,262,247,320
pgi,2809,2745,3037,2294,1810,2320
pgk,2770,2881,2849,2286,1991,2633
pgl,593,763,617,146,161,199
pgm,2585,2778,2853,1989,1839,2550
pgpA,413,386,389,543,443,642
pgsA,510,481,478,529,456,643
phaC1,1569,1349,1599,1010,761,921
phaC2,381,390,424,274,205,282
phaD,505,497,481,269,250,334
phaF,5799,6167,6374,3384,2661,3326
phaJ1,498,513,539,322,322,376
phaJ3,59,66,55,24,18,21
pheA,4354,4298,4526,3912,3167,4221
pheC,829,825,915,746,574,1005
pheS,2329,2398,2556,2915,2351,3218
pheT,2927,3345,3167,2648,2262,3102
phhA,14054,13770,14913,5127,3942,4174
phhB,5062,4935,5329,1902,1466,1743
phhC,7262,7806,7583,2383,1970,2534
phhR,579,676,606,468,394,491
phnA,8920,9275,9254,6943,5938,7838
phnB,1999,2010,1971,1393,1233,1627
phnC,41,35,41,26,18,18
phnD,65,54,68,39,30,33
phnE,25,18,15,15,2,17
phnF,13,11,11,2,5,6
phnG,5,4,3,1,2,1
phnH,17,20,22,12,12,19
phnI,34,47,35,24,12,15
phnJ,45,41,35,25,15,26
phnK,18,15,19,9,7,6
phnL,14,22,13,9,5,8
phnM,44,40,38,23,11,29
phnN,89,116,95,66,59,90
phnP,99,115,103,82,63,103
phnW,72,65,76,47,33,46
phnX,95,117,111,81,41,81
phoA,23,35,22,28,16,11
phoB,376,347,354,306,268,323
phoP,5081,4923,5426,2662,2080,2743
phoQ,2165,2252,2283,1327,1166,1536
phoR,217,253,221,186,140,216
phoU,551,617,554,344,284,353
phr,611,669,633,472,411,535
phzA1,454,403,488,271,212,359
phzA2,200,180,230,58,55,79
phzB1,3558,3528,4047,1257,978,1459
phzB2,1436,1594,1879,250,197,286
phzC1,1167,1486,1305,283,280,355
phzC2,438,588,504,54,56,70
phzD1,215,257,268,44,40,56
phzD2,0,0,0,0,0,0
phzE1,1654,1782,1827,404,361,452
phzE2,0,2,0,0,0,1
phzF1,0,0,0,0,0,0
phzF2,0,0,0,0,0,0
phzG1,737,922,867,164,159,185
phzG2,209,263,267,31,31,26
phzH,122,152,151,80,69,90
phzM,2494,2719,2861,1112,858,1279
phzS,4534,5047,5019,1191,1041,1374
pilA,20520,20092,21123,18553,13927,19298
pilB,4062,4143,4463,4157,3136,3877
pilC,5954,5531,5769,4880,3536,4285
pilD,1264,1293,1348,1126,878,1306
pilE,1203,1164,1196,889,678,960
pilF,2093,2184,2311,2526,2135,2961
pilG,4822,5062,4923,4498,3482,4399
pilH,2878,2805,2954,2201,1725,2377
pilI,1618,1524,1559,1101,933,1366
pilJ,10372,11050,11557,8669,7205,8977
pilK,1256,1340,1379,1146,1021,1355
pilL2,35,44,50,68,54,61
pilM,4621,4846,4848,3562,2589,3084
pilM2,31,33,19,21,16,27
pilN,1830,1938,1890,1157,824,1219
pilN2,64,57,66,57,41,43
pilO,2339,2235,2436,1615,1173,1570
pilO2,82,81,73,73,48,66
pilP,2436,2529,2717,1987,1555,1937
pilP2,14,11,9,4,8,7
pilQ,10279,10549,11006,9248,7785,10052
pilQ2,84,73,89,57,48,45
pilR,683,711,691,510,460,569
pilR2,77,62,69,44,55,44
pilS,438,421,435,417,370,525
pilS2,116,84,92,80,59,61
pilT,1530,1551,1672,1519,1275,1976
pilT2,93,98,90,80,45,78
pilU,1769,1802,1821,1733,1392,1812
pilV2,151,168,174,126,117,124
pilW,886,845,927,762,550,858
pilX,544,511,600,452,346,504
pilY1,6868,6864,7364,5576,4418,5552
pilZ,598,616,718,766,640,1022
plcB,944,986,931,975,785,919
plcH,76,67,77,34,34,32
plcN,68,89,76,48,39,50
plcR,58,56,69,23,25,29
pldA,556,504,528,336,265,346
plsB,1409,1394,1414,1612,1330,1820
plsX,1858,1904,2163,2986,2539,4260
pmbA,3152,3253,3393,1917,1529,2008
pmrA,407,473,457,433,361,536
pmrB,485,562,511,492,416,530
pmtA,50,50,57,21,17,26
pncA,149,155,150,78,56,63
pncB1,511,503,555,360,238,327
pncB2,728,732,757,651,569,756
pnp,20873,20660,21592,19389,15596,19812
pntB,598,642,569,590,521,632
pobA,71,65,74,51,43,50
polA,2715,2881,2900,2672,2231,3127
polB,558,579,558,389,335,434
ponA,2262,2248,2387,2193,1689,2569
popB,2019,2176,2032,2813,2260,2794
popD,1492,1593,1471,1679,1346,1657
popN,191,183,210,418,349,590
potA,73,57,62,73,59,79
potB,55,66,44,73,70,84
potC,50,65,57,47,52,71
potD,211,220,212,185,188,182
poxB,473,514,508,386,317,433
ppa,1668,1611,1825,1357,1249,1850
ppc,1945,2106,2071,1054,844,942
ppiA,1289,1251,1361,994,784,1103
ppiB,2904,2842,2978,2298,1834,2333
ppiC1,120,93,82,86,61,92
ppiC2,562,613,643,505,410,525
ppiD,6640,6684,7254,7660,6412,9541
ppk,10076,10331,11035,9528,7735,9809
ppkA,598,653,628,299,276,396
ppnK,933,859,904,833,626,879
ppsA,10826,11023,11467,10073,8468,11913
ppx,2303,2542,2538,2223,1817,2524
pqqA,110,111,129,75,53,55
pqqB,126,152,157,69,50,98
pqqC,136,133,148,90,74,85
pqqD,29,45,34,21,8,27
pqqE,159,167,178,83,71,116
pqqF,77,111,113,49,68,86
pqsA,9852,9755,10891,11317,9645,12775
pqsB,6918,7710,7737,6604,5885,7281
pqsC,10502,10396,10923,9947,8289,10816
pqsD,12222,12952,13138,9807,8604,11032
pqsE,8635,9208,9384,7281,6197,7782
pqsH,2330,2522,2552,2369,1885,2790
pra,677,623,740,373,293,418
prfA,1441,1454,1503,1339,1206,1683
prfC,1636,1568,1697,1953,1635,2475
prfH,45,82,86,42,34,33
priA,553,565,610,497,443,589
prlC,4418,4441,4531,3576,3029,3525
prmA,703,752,756,620,614,954
proA,936,975,974,771,681,1024
proB,2279,2585,2625,2058,1730,2250
proC,847,979,884,393,360,431
proS,4733,4695,5136,5254,4334,6179
prpB,1125,1218,1231,822,684,952
prpC,2398,2387,2559,1176,903,1322
prpD,670,761,726,279,211,293
prpL,543,509,507,518,414,625
prpR,1217,1182,1230,833,617,749
prs,7440,7016,7940,9120,8348,14373
prtN,387,415,416,336,301,360
prtR,792,816,834,708,564,716
pruR,189,208,185,104,110,142
pscB,222,241,209,331,277,396
pscC,1028,997,977,1317,1162,1646
pscD,262,322,273,280,277,389
pscE,39,50,36,33,24,33
pscF,369,385,410,338,298,306
pscG,321,300,297,224,213,241
pscH,141,188,160,135,100,143
pscI,175,178,173,166,130,173
pscJ,733,717,691,779,613,742
pscK,135,171,143,164,114,180
pscL,310,332,320,276,261,400
pscN,313,340,336,705,633,970
pscO,48,65,54,80,74,105
pscP,94,114,101,126,121,166
pscQ,121,154,145,153,129,183
pscR,206,191,217,317,241,325
pscT,71,83,76,129,92,134
pscU,197,166,174,196,160,266
psd,804,967,976,734,635,832
pslE,59,69,60,59,49,70
pslF,9,19,20,14,14,18
pslG,60,53,61,38,39,60
pslH,24,32,26,19,15,21
pslI,32,24,24,19,17,16
pslJ,40,45,34,24,21,40
pslK,14,17,5,3,1,5
pslL,48,48,54,32,24,42
pslM,9,8,11,4,1,4
pslN,37,52,46,17,24,29
pslO,4,3,5,1,0,1
psrA,4615,4795,4246,2174,1595,1602
pssA,1829,1730,2019,1731,1459,2017
pstA,266,271,304,135,124,172
pstB,211,205,238,135,115,141
pstC,391,387,359,257,200,262
pta,10144,10740,10633,5241,4310,5184
pth,1573,1648,1735,1802,1571,2545
ptpA,617,595,577,549,483,717
ptsN,8726,9049,9051,4936,4015,4563
ptsP,7192,7564,7612,5513,4588,5837
ptxR,82,107,83,58,46,60
ptxS,382,411,399,174,182,174
purA,7177,7608,7920,6981,5795,7735
purB,1765,1639,1746,1885,1649,2468
purC,2589,2511,2678,2070,1682,2205
purD,1878,2169,2004,1395,1211,1654
purE,1065,1150,1098,1028,1002,1512
purF,4059,4113,4317,4014,3413,4592
purH,3193,3298,3373,2980,2564,3572
purK,1338,1506,1411,1167,1106,1502
purL,6556,7058,7119,5983,5136,6998
purM,1376,1290,1401,1534,1391,2126
purN,714,741,822,777,731,918
purT,1543,1627,1591,1136,882,1246
purU,2486,2471,2855,2710,2311,3060
purU2,40,50,42,38,24,45
putA,10955,11609,11400,6241,5151,6873
putP,6680,6962,7088,3081,2521,3222
pvcA,11,14,15,7,9,11
pvcB,9,10,5,4,3,3
pvcC,13,8,12,8,5,9
pvcD,3,0,2,0,2,0
pvdA,64,46,51,63,39,75
pvdD,633,707,655,431,310,433
pvdE,27,23,24,33,14,15
pvdF,121,133,142,104,69,98
pvdG,4,4,3,4,0,4
pvdH,26,28,24,34,28,23
pvdJ,696,682,703,400,294,342
pvdL,61,83,101,44,32,51
pvdN,7,11,10,9,6,7
pvdO,11,21,16,7,5,5
pvdP,65,64,61,55,46,53
pvdQ,14,16,7,12,6,8
pvdS,7,5,7,5,5,7
pvrR,7692,7780,7714,4709,3465,3134
pykA,6434,6810,6703,4171,3446,4143
pykF,29,44,43,30,20,30
pyoS3A,1382,1458,1507,1315,1063,1202
pyoS3I,1597,1699,1691,1202,910,1210
pyrB,2762,2706,2740,2070,1670,2192
pyrC,2518,2758,2704,1908,1749,2376
pyrD,756,727,818,705,627,1005
pyrE,1191,1252,1245,940,822,1095
pyrF,177,189,182,203,182,272
pyrG,7907,7763,8627,10019,8556,13089
pyrH,2157,2261,2347,2634,2320,3333
pyrQ,11,28,21,23,16,14
pyrR,779,865,848,569,479,540
qacH,4,4,5,4,5,6
qor,510,532,529,365,318,365
qscR,70,66,77,28,25,42
queA,718,751,758,786,696,1187
queF,172,206,208,220,190,332
radA,545,574,596,466,389,575
radC,343,356,326,190,157,180
rbfA,1561,1565,1708,1786,1357,1996
rbsA,177,231,210,77,52,75
rbsB,914,1030,1044,644,466,488
rbsC,208,172,221,122,106,116
rbsK,230,273,265,109,110,161
rbsR,291,341,311,164,157,185
rcsB,1614,1536,1645,1184,940,1339
rcsC,8766,8517,8337,5188,3893,4661
rdgC,612,653,659,690,599,735
recA,3469,3566,3619,3143,2556,3531
recB,1473,1641,1580,1046,860,1143
recC,1753,1908,1875,1425,1233,1687
recD,617,654,625,362,307,423
recF,3383,3413,3784,4406,3613,5012
recG,1860,1949,2097,1684,1439,1982
recJ,663,691,715,661,597,772
recN,799,843,810,664,497,649
recO,171,207,196,150,158,229
recQ,2017,2192,2221,2245,1958,2844
recR,966,955,1009,891,772,1157
recX,300,368,330,261,250,374
relA,5333,5385,5770,4295,3362,4425
rep,1783,1626,1838,2138,1829,2702
repA,122,140,115,116,59,86
retS,1780,1900,1796,1426,1253,1618
rfaD,12369,13641,12490,4744,3662,3246
rfaE,2923,3057,3065,2239,1726,2305
rhdA,529,530,585,507,444,611
rhl,3545,3626,4051,3815,3219,4887
rhlA,1515,1499,1653,1425,1092,1595
rhlB,829,811,936,617,473,776
rhlC,113,105,92,32,28,43
rhlG,69,80,79,87,64,116
rhlI,3439,3328,3615,3269,2673,4123
rhlR,4055,4114,4357,4165,3028,4033
rho,6287,6048,6623,7066,5982,9351
ribA,992,919,1008,1100,884,1306
ribB,1274,1349,1263,1259,1071,1411
ribC,828,885,878,843,747,1038
ribD,758,921,818,511,488,638
ribF,802,797,878,668,646,1028
ribH,1619,1700,1717,1692,1511,2312
rimI,249,210,242,262,220,343
rimJ,70,72,73,55,43,52
rimK,367,387,384,286,232,332
rimM,6052,6164,6702,6899,6104,9160
rimO,590,540,586,733,598,1005
rluA,495,488,482,561,496,828
rluC,2212,2191,2156,1522,1314,1728
rluD,1302,1290,1323,1295,1059,1601
rmd,1881,1968,2044,1245,950,980
rmf,2648,2419,2720,1739,1173,1223
rmlA,2941,3014,3156,2486,2110,2815
rmlB,3251,3425,3705,3207,2775,3825
rmlC,1845,1844,2131,1413,1155,1559
rmlD,971,1315,1161,838,675,991
rnc,1145,1157,1203,1095,921,1436
rnd,595,588,655,540,453,696
rne,10358,10612,11257,10772,9525,13011
rnhA,487,468,498,465,385,582
rnhB,694,737,700,579,508,688
rnk,1782,1863,1912,1789,1444,2408
rnpA,8974,8478,9416,10011,8598,13605
rnr,10284,10695,11207,7704,6145,7562
rnt,995,960,1015,895,774,997
rodA,912,908,998,889,751,999
rpe,610,597,652,821,708,1091
rph,1109,1223,1240,963,842,1206
rpiA,872,891,936,860,799,1071
rplA,34124,34069,36396,28805,23505,31055
rplB,21355,20794,22563,20098,15848,19367
rplC,24184,23809,25787,23421,19025,24139
rplD,17430,17099,18254,16879,13297,16668
rplE,22589,22513,23270,16708,13593,16258
rplF,16173,15246,17241,17971,14538,19612
rplI,7375,7989,8003,5244,4492,5811
rplJ,33307,33094,36496,34526,28484,38271
rplK,20719,21101,22003,18757,15569,20805
rplL,25152,23862,25803,22581,18333,23572
rplM,9091,9369,10319,10820,9762,14962
rplN,14686,14946,15821,11056,8975,10465
rplO,15580,15104,16460,15479,12648,15879
rplP,16340,16286,17426,13271,10675,11897
rplQ,16186,15990,16803,11772,9449,12355
rplR,6849,6607,7300,7086,6056,7417
rplS,5862,6068,6137,4236,3625,4775
rplT,17499,17238,18353,14219,11992,16530
rplU,8386,8210,8909,8769,7456,11060
rplV,9080,8664,9369,7920,6252,7377
rplW,7342,7136,7685,7269,5631,7101
rplX,10472,10944,11425,8063,6513,7798
rpmA,7328,7415,8132,6949,5908,8683
rpmB,3596,3548,3765,4234,3822,5687
rpmC,2845,3137,3340,2450,2015,2270
rpmD,6692,6720,7409,6858,5784,7227
rpmE,3419,3137,3693,2799,2557,3691
rpmE2,85,74,84,50,39,41
rpmF,2495,2377,2739,3234,2551,3834
rpmG,1627,1455,1640,1602,1417,1976
rpmI,10418,10840,11575,9072,7933,10693
rpmJ,4646,4264,4830,3730,2899,3524
rpoA,31968,31700,33545,25415,20745,25986
rpoB,104839,103422,109824,81949,66812,82851
rpoC,132653,133985,138596,87820,73019,87746
rpoD,30340,29964,32288,20173,16886,23202
rpoH,10074,10739,10941,6611,5363,6905
rpoN,6594,6579,6955,5111,4331,6006
rpoS,6645,6403,7183,3380,2794,3837
rpoZ,2908,2933,3212,2812,2396,3274
rpsA,49683,48552,52551,49293,40683,55794
rpsB,22308,22774,24425,21674,18571,26424
rpsC,23451,23825,25774,20448,15778,19115
rpsD,24004,23130,25408,19893,16081,19643
rpsE,17960,17206,19176,18450,15352,19168
rpsF,13098,12817,13791,11058,9268,12236
rpsG,24904,24637,26486,23171,18720,24494
rpsH,16542,16031,18202,19565,16311,22746
rpsI,7878,7612,8755,8491,7040,10776
rpsJ,13378,13660,14930,14145,11349,14447
rpsK,12476,12272,13461,10822,8673,11028
rpsL,19039,19166,20568,18324,14942,19541
rpsM,15450,14779,16134,13534,10884,14127
rpsN,10042,10350,10397,6347,5485,6388
rpsO,14126,13913,15371,12156,10007,12520
rpsP,2079,1986,2237,2439,2003,2985
rpsQ,7623,7934,8599,6422,4995,5816
rpsR,6864,7072,7607,5847,4715,6272
rpsS,9113,9279,10209,8293,6793,8005
rpsT,2136,2118,2383,2943,2648,4705
rpsU,2524,2424,2914,3117,2877,5203
rrmA,146,173,149,122,125,164
rrmJ,4054,4094,4424,2689,2298,2746
rsaL,2251,2355,2460,2258,1827,2311
rsmA,4459,4755,4883,2286,1950,2318
rtcA,116,112,95,74,56,78
rtcR,436,503,421,286,250,298
rubA1,361,334,455,414,297,407
rubA2,302,315,334,309,230,318
rumA,1387,1385,1477,1331,1115,1559
ruvA,1363,1399,1457,1422,1154,1802
ruvB,1938,2014,2109,1778,1512,2146
ruvC,840,852,901,887,714,1085
sahH,6037,5743,6303,5371,4447,5551
sbcB,1162,1153,1222,980,806,1099
sbcC,1649,1750,1821,1452,1161,1565
sbcD,633,683,692,460,345,465
sbp,729,741,728,1526,1164,1992
sdaA,595,617,626,228,225,278
sdaB,35,62,40,30,19,29
sdhA,16156,16514,17471,16622,14186,18152
sdhB,8604,8380,8994,8120,6637,8547
sdhC,5309,5019,5719,6920,5944,8086
sdhD,2754,2520,2921,3624,2851,3991
secA,13455,13234,14252,12700,10222,14110
secB,3420,3368,3646,3003,2570,3402
secD,4539,4748,5109,5626,4939,6547
secE,3670,3764,3967,5273,4415,6569
secF,2920,2985,3100,3341,2694,3537
secG,3540,3471,3569,4119,3478,5292
secY,42966,41170,44372,41914,33125,42920
selA,957,1135,1013,712,717,931
selB,732,881,780,397,437,594
selD,813,856,814,603,546,722
serA,4177,3957,4353,3769,3206,4561
serB,1345,1422,1394,1486,1141,1611
serC,5027,5191,5391,4989,3919,5459
serS,3839,3830,4091,3112,2475,3362
sigX,7089,7039,7545,6747,5664,7923
sltB1,1791,1879,1951,1646,1417,2084
slyD,2029,2082,2287,1995,1559,2465
smpB,528,560,529,532,400,728
sndH,140,174,166,121,103,126
snr1,88,90,101,65,51,64
sodB,14294,14564,15048,9087,7841,10164
sodM,61,54,58,51,39,46
soj,2680,2707,2814,2405,1945,2576
soxA,86,103,78,62,42,70
soxB,27,20,25,18,12,21
soxD,6,4,3,5,6,4
soxG,22,24,32,20,16,11
spcU,1160,1118,1143,1306,943,1176
speA,1581,1559,1723,1186,1061,1413
speB1,26,43,52,28,18,25
speD,742,725,756,702,670,994
speE,476,423,456,490,452,636
spoT,6400,6658,7018,6700,5504,8053
spuA,1025,1059,1026,406,271,353
spuB,3098,3188,3263,1352,1094,1325
spuC,5295,5157,5400,2413,1838,2415
spuD,6245,6038,6451,3976,3214,4053
spuE,1813,1852,2023,1699,1478,1958
spuF,1865,1919,1894,1467,1267,1572
spuG,1358,1330,1455,1141,899,1301
spuH,1287,1234,1302,860,720,1035
ssb,1569,1685,1642,1521,1322,1827
sseA,825,862,842,598,519,659
sspA,1217,1165,1286,1754,1483,2329
sspB,1094,1049,1101,1261,1072,1454
ssuB,39,43,43,9,13,21
ssuD,164,198,164,73,55,81
sth,3727,3832,4091,2962,2481,3248
stk1,105,119,107,56,58,82
stp1,90,99,90,35,36,48
str,102,125,140,70,70,66
sucA,25738,25242,27194,23556,19214,24244
sucB,10332,10253,10706,7660,6345,7704
sucC,20376,20525,21510,16369,13341,16888
sucD,16613,17094,17378,11610,9850,12473
surA,3412,3445,3628,2686,2215,3076
surE,1247,1234,1287,1296,1064,1511
tag,263,251,262,270,218,247
tal,2374,2548,2654,1715,1411,1829
tatA,800,750,845,623,496,644
tatB,586,684,631,432,385,576
tatC,1048,1033,1066,1063,940,1270
tauD,100,109,110,48,40,58
tesA,414,428,447,342,311,411
tesB,808,787,796,813,648,856
tgt,1163,1219,1322,1418,1147,1605
thiC,626,597,633,362,320,409
thiD,390,375,403,233,252,338
thiE,232,278,237,170,158,234
thiG,989,982,1002,905,881,1382
thiI,1543,1598,1672,1992,1752,2847
thiL,375,446,405,404,331,508
thrB,4369,4625,4290,1827,1424,1639
thrC,2320,2509,2493,2018,1752,2274
thrH,249,261,279,283,223,352
thrS,8369,8479,9252,9853,7797,11315
thyA,1079,1043,1148,1221,1019,1529
tig,13137,12812,13851,14524,12089,18076
tktA,5154,5447,5585,4900,4396,5701
tmk,442,576,537,476,378,599
tnpS,2979,2750,2989,1948,1525,1776
tnpT,3213,3175,3218,1556,1262,1533
tolA,2722,2660,2820,2324,1844,2624
tolB,6302,6517,6917,5319,4379,5822
tolQ,2302,2304,2479,2025,1654,2178
tolR,1413,1345,1492,1373,1069,1429
tonB,527,497,508,425,309,401
tonB2,7,1,7,8,4,11
