,PAO1161 EV_1,PAO1161 EV_2,PAO1161 EV_3,PAO1161 BsrA_1,PAO1161 BsrA_2,PAO1161 BsrA_3
D3C65_26830,94,100,97,98,100,89
D3C65_26835,870,871,847,964,980,770
D3C65_26840,2776,2746,2415,3617,3648,3012
D3C65_26845,20863,20014,18110,20089,24520,21073
D3C65_26850,18730,17629,14652,13765,18177,14760
D3C65_26855,15542,17377,13988,14835,16477,13583
D3C65_26860,26797,30417,23811,24637,29212,23947
D3C65_26865,742,804,799,887,1059,1015
D3C65_26870,4142,4413,4652,6309,7080,5959
D3C65_26875,2699,3420,2564,4361,6233,3738
D3C65_26880,2766,3207,2646,3905,5113,3375
D3C65_26885,8111,9104,8798,11358,12089,10310
D3C65_26890,2882,2923,2716,3100,3486,2895
D3C65_26895,612,794,645,637,744,706
D3C65_26900,5167,5455,5377,7090,7365,6013
D3C65_26905,5278,5571,5280,7161,7157,6222
D3C65_26910,6085,6329,5253,7234,7626,6247
D3C65_26915,4156,4956,4400,5028,6109,4677
D3C65_26920,3545,4574,3729,4128,5018,3988
D3C65_26925,2096,1958,1923,2433,2535,2247
D3C65_26930,1895,2006,1696,2071,2145,1853
D3C65_26935,274,324,264,408,426,308
D3C65_26940,1108,1000,993,866,1097,883
D3C65_26945,446,381,344,381,426,332
D3C65_26950,871,1095,1048,1122,1313,1073
D3C65_26955,760,777,726,874,978,803
D3C65_26960,906,1064,856,1346,1409,1244
D3C65_26965,1058,1156,1084,1323,1546,1233
D3C65_26970,419,454,433,480,509,422
D3C65_26975,1207,1313,1169,1356,1398,1190
D3C65_26980,1726,1842,1663,1912,2126,1775
D3C65_26985,2,3,3,2,4,5
D3C65_26990,892,892,917,1066,1088,908
D3C65_26995,2303,2437,2287,3375,3525,3044
D3C65_27000,2456,2672,2575,2777,3110,2625
D3C65_27005,1158,1187,1131,1688,1694,1541
D3C65_27010,67,59,79,108,128,103
D3C65_27015,1806,1861,1587,1968,2121,1796
D3C65_27020,4170,4327,4256,5014,5124,4245
D3C65_27025,448,416,377,536,588,522
D3C65_27030,837,866,771,971,1053,888
D3C65_27035,3217,3036,3269,4018,4121,3559
D3C65_27040,629,736,549,961,997,819
D3C65_27045,553,485,542,601,650,594
D3C65_27050,381,506,448,599,558,488
D3C65_27055,1394,1484,1463,1621,1697,1416
D3C65_27060,601,662,590,803,816,655
D3C65_27065,489,542,535,420,515,413
D3C65_27070,3041,3225,2900,3431,3594,3053
D3C65_27075,91,73,142,104,87,105
D3C65_27080,132,166,171,129,120,115
D3C65_27085,123,132,176,121,109,114
D3C65_27090,163,142,200,108,103,114
D3C65_27095,130,128,175,115,101,71
D3C65_27100,114,120,118,105,108,94
D3C65_27105,34,26,23,20,30,28
D3C65_27110,60,55,69,78,56,50
D3C65_27115,57,59,80,48,45,35
D3C65_27120,372,350,413,388,355,325
D3C65_27125,134,143,135,133,122,110
D3C65_27130,131,98,116,101,89,94
D3C65_27135,134,136,163,108,98,89
D3C65_27140,89,119,104,112,116,105
D3C65_27145,626,538,491,534,637,555
D3C65_27150,93,95,83,92,91,106
D3C65_27155,16,16,21,25,17,22
D3C65_27160,1368,1367,1351,1082,1269,1133
D3C65_27165,598,650,584,621,711,620
D3C65_27170,196,201,228,198,220,186
D3C65_27175,78,75,79,72,81,69
D3C65_27180,603,584,580,501,552,475
D3C65_27185,4091,3983,4038,3869,4297,3629
D3C65_27190,2279,2312,2365,3066,3534,2884
D3C65_27195,449,535,435,587,599,587
D3C65_27200,343,362,330,650,731,606
D3C65_27205,1171,1303,1218,1835,1942,1510
D3C65_27210,1010,1142,1192,1938,2030,1508
D3C65_27215,1087,1045,1007,1647,1728,1433
D3C65_27220,902,909,884,1106,1191,1124
D3C65_27225,2897,2893,2734,3061,3416,2872
D3C65_27230,10310,11111,10298,11100,12099,9811
D3C65_27235,1524,1596,1463,1916,2088,1711
D3C65_27240,476,529,455,804,886,652
D3C65_27245,530,556,469,827,896,733
D3C65_27250,498,498,412,787,840,693
D3C65_27255,1239,1355,1163,1987,1998,1720
D3C65_27260,1158,1083,880,1275,1300,1247
D3C65_27265,2015,1806,1611,1873,2138,1861
D3C65_27270,7179,7725,6804,7269,7900,6312
D3C65_27275,3086,3107,2876,3041,3575,2908
D3C65_27280,33778,40093,29213,38212,41108,32828
D3C65_27285,707,758,442,769,928,734
D3C65_27290,16920,17939,11920,14643,16675,13824
D3C65_27295,26,30,22,20,33,38
D3C65_27300,1260,1528,1379,1764,1961,1557
D3C65_27305,556,657,717,734,795,624
D3C65_27310,1018,1084,748,909,1084,881
D3C65_27315,136,134,129,112,99,90
D3C65_27320,0,0,1,2,2,3
D3C65_27325,1044,1029,943,1006,1175,898
D3C65_27330,1026,1109,1101,2201,2015,1669
D3C65_27335,216,224,177,278,300,278
D3C65_27340,43,80,65,324,218,146
D3C65_27345,779,800,731,717,680,516
D3C65_27350,94,118,104,142,99,85
D3C65_27355,3421,3837,3995,2721,2879,1709
D3C65_27360,776,866,805,889,951,727
D3C65_27365,232,255,211,206,238,166
D3C65_27370,1085,1217,813,976,1199,1114
D3C65_27375,16,16,15,15,9,25
D3C65_27380,18,10,16,14,12,17
D3C65_27385,297,310,284,349,249,262
D3C65_27390,1188,1379,1170,1271,1392,1114
D3C65_27395,770,800,852,1188,1289,1008
D3C65_27400,2362,2700,2477,3104,3513,2976
D3C65_27405,3501,3593,3349,3839,4155,3451
D3C65_27410,1264,1339,1220,1188,1446,1177
D3C65_27415,1021,1093,1112,798,872,780
D3C65_27420,7939,8714,8225,6856,7768,6502
D3C65_27425,1767,2166,1705,1586,1765,1658
D3C65_27430,1494,1797,1570,1295,1421,1173
D3C65_27435,2647,2932,2565,2165,2459,1814
D3C65_27440,6895,7549,7452,4431,5632,4118
D3C65_27445,1519,1597,1451,2051,2371,1810
D3C65_27450,8345,9011,7862,10654,11685,9802
D3C65_27455,674,738,618,908,974,802
D3C65_27460,544,522,445,500,468,475
D3C65_27465,9886,12059,9212,9507,12033,9464
D3C65_27470,446,426,410,604,637,572
D3C65_27475,6826,6958,6658,5401,5915,5174
D3C65_27480,1031,1080,877,1114,1215,1153
D3C65_27485,657,655,693,936,762,564
D3C65_27490,2805,2768,2754,2683,2198,1526
D3C65_27495,250,270,276,390,356,323
D3C65_27500,47,50,34,40,33,33
D3C65_27505,398,425,470,398,414,342
D3C65_27510,5,13,4,18,12,16
D3C65_27515,170,162,165,194,168,170
D3C65_27520,192,192,156,173,211,132
D3C65_27525,31,31,27,30,41,37
D3C65_27530,4438,4798,4565,4001,5072,4133
D3C65_27535,876,1134,1026,966,1120,864
D3C65_27540,324,396,340,369,463,416
D3C65_27545,2104,2372,2043,2396,2948,2166
D3C65_27550,354,410,351,474,496,452
D3C65_27555,589,521,508,820,921,824
D3C65_27560,896,980,962,1060,1252,1005
D3C65_27565,1172,1429,1224,1463,1601,1161
D3C65_27570,902,1111,924,1202,1407,1088
D3C65_27575,655,777,664,1027,982,815
D3C65_27580,296,286,300,671,696,635
D3C65_27585,145,121,128,225,270,265
D3C65_27590,1098,1142,1005,1053,1180,1056
D3C65_27595,252,286,229,280,280,271
D3C65_27600,539,505,519,529,545,488
D3C65_27605,757,757,678,790,825,676
D3C65_27610,1680,1754,1707,1562,1556,1238
D3C65_27615,2738,2613,2640,3080,3289,2816
D3C65_27620,4388,4739,4562,4311,4821,3787
D3C65_27625,256,300,273,282,252,251
D3C65_27630,1424,1526,1544,1229,1385,1173
D3C65_27635,98,100,104,93,111,99
D3C65_27640,85,100,142,97,105,100
D3C65_27645,11,12,10,21,18,19
D3C65_27650,45,44,29,53,54,28
D3C65_27655,97,94,125,90,80,71
D3C65_27660,173,200,177,320,341,263
D3C65_27665,64,87,86,170,176,130
D3C65_27670,87,96,79,165,197,125
D3C65_27675,94,105,88,136,129,127
D3C65_27680,143,157,104,212,161,185
D3C65_27685,154,144,168,113,135,131
D3C65_27690,177,201,193,154,170,157
D3C65_27695,94,106,122,108,111,94
D3C65_27700,107,103,129,104,100,71
D3C65_27705,57,86,91,44,61,43
D3C65_27710,33,57,55,27,46,33
D3C65_27715,24,30,46,18,32,20
D3C65_27720,72,81,147,68,73,61
D3C65_27725,29,39,91,36,53,43
D3C65_27730,418,446,1063,309,366,310
D3C65_27735,19,28,20,28,27,19
D3C65_27740,18,23,23,24,25,23
D3C65_27745,101,120,126,215,170,136
D3C65_27750,220,232,283,167,239,173
D3C65_27755,871,879,1109,519,697,541
D3C65_27760,710,816,1181,377,528,361
D3C65_27765,363,438,453,454,472,460
D3C65_27770,363,389,387,407,523,385
D3C65_27775,1076,1060,1093,1047,1265,986
D3C65_27780,5867,6978,6488,7795,8114,6163
D3C65_27785,599,684,741,1010,962,785
D3C65_27790,2455,2561,2871,2963,2520,2032
D3C65_27795,887,941,736,1446,1110,1084
D3C65_27800,1595,1810,1239,2288,1886,1746
D3C65_27805,56,64,54,56,42,42
D3C65_27810,69,70,69,75,83,61
D3C65_27815,8234,8730,7108,14185,16450,13609
D3C65_27820,3309,3858,2696,4229,4842,4092
D3C65_27825,13,27,28,16,23,13
D3C65_27830,18292,21067,20037,12909,13214,10522
D3C65_27835,146,166,128,170,196,161
D3C65_27840,360,386,327,454,499,379
D3C65_27845,498,536,496,379,393,271
D3C65_27850,205,245,191,206,206,182
D3C65_27855,409,424,386,292,282,210
D3C65_27860,754,850,684,476,584,476
D3C65_27865,19,21,18,10,12,11
D3C65_27870,112,116,117,115,137,120
D3C65_27875,203,250,235,348,333,289
D3C65_27880,4587,5152,4823,5294,5518,4389
D3C65_27885,708,810,663,833,883,660
D3C65_27890,1058,1183,965,1192,1340,1109
D3C65_27895,4237,4300,4131,4571,4970,3892
D3C65_27900,74,83,83,91,88,91
D3C65_27905,1264,1392,1097,1744,1990,1517
D3C65_27910,2221,2429,2197,3023,3160,2554
D3C65_27915,279,284,222,406,415,344
D3C65_27920,1474,1489,1253,2367,1745,1708
D3C65_27925,380,382,453,259,309,269
D3C65_27930,1156,1323,1155,1033,1179,946
D3C65_27935,1142,1226,1034,676,908,760
D3C65_27940,1281,1284,1243,1379,1463,1301
D3C65_27945,1436,1432,1462,1656,1706,1549
D3C65_27950,415,486,436,564,590,460
D3C65_27955,1103,1158,1047,1166,1213,1044
D3C65_27960,2108,2400,2181,2421,2810,2082
D3C65_27965,38,31,31,45,46,37
D3C65_27970,35,35,41,35,53,40
D3C65_27975,168,213,154,227,184,175
D3C65_27980,2316,2540,2291,2264,2420,1990
D3C65_27985,780,888,740,872,1018,766
D3C65_27990,843,910,841,1069,1131,936
D3C65_27995,899,893,772,867,895,846
D3C65_28000,56,73,55,116,188,127
D3C65_28005,180,176,212,188,214,194
D3C65_28010,162,135,141,168,210,160
D3C65_28015,1141,1180,1558,801,1058,931
D3C65_28020,1842,1848,3081,1428,1681,1122
D3C65_28025,204,185,318,214,244,176
D3C65_28030,57,62,99,68,53,41
D3C65_28035,300,354,261,400,448,403
D3C65_28040,65,55,52,65,89,58
D3C65_28045,145,113,107,154,181,135
D3C65_28050,151,161,125,191,201,165
D3C65_28055,76,69,70,123,120,102
D3C65_28060,36,22,28,64,83,65
D3C65_28065,4776,5142,4099,4384,4867,3725
D3C65_28070,2267,2406,1782,2270,2309,2030
D3C65_28075,2506,3006,2205,3191,3198,2784
D3C65_28080,1266,1230,1101,1432,1492,1251
D3C65_28085,645,692,628,733,846,672
D3C65_28090,567,587,523,717,724,606
D3C65_28095,420,480,866,364,408,338
D3C65_28100,71,79,142,55,53,35
D3C65_28105,68,51,141,69,54,49
D3C65_28110,41717,48257,43337,38533,41703,28649
D3C65_28115,30195,33903,34825,27801,30625,28493
D3C65_28120,13777,15049,15201,7160,9072,9480
D3C65_28125,7085,6811,6933,2459,3336,3248
D3C65_28130,5600,5723,5074,6254,6520,5968
D3C65_28135,725,778,706,707,771,711
D3C65_28140,746,937,868,809,887,746
D3C65_28145,259,290,235,337,394,328
D3C65_28150,1513,1965,1817,2162,2211,1835
D3C65_28155,121,132,137,138,171,130
D3C65_28160,38,64,50,69,76,71
D3C65_28165,185,175,223,494,474,404
D3C65_28170,792,861,766,890,1080,765
D3C65_28175,180,147,152,211,235,215
D3C65_28180,1869,2196,2011,1723,2108,1487
D3C65_28185,310,322,326,349,377,292
D3C65_28190,40,35,37,55,79,91
D3C65_28195,63,45,78,100,110,148
D3C65_28200,174,192,172,256,323,551
D3C65_28205,163,146,190,241,315,418
D3C65_28210,119,121,101,99,101,80
D3C65_28215,449,492,505,523,649,573
D3C65_28220,150,194,200,157,175,120
D3C65_28225,10336,11606,10227,11941,12805,10686
D3C65_28230,11,22,8,27,31,21
D3C65_28235,1113,1296,982,1283,1331,1101
D3C65_28240,945,958,820,800,799,724
D3C65_28245,183,201,180,241,263,232
D3C65_28250,208,194,178,172,185,160
D3C65_28255,203,212,205,269,224,234
D3C65_28260,511,518,488,627,577,490
D3C65_28265,673,631,629,730,799,708
D3C65_28270,1736,1740,1727,1777,1833,1516
D3C65_28275,4267,4466,3848,4680,4853,4157
D3C65_28280,248,269,243,293,289,263
D3C65_28285,944,1011,896,1158,1157,858
D3C65_28290,816,756,860,848,864,793
D3C65_28295,118,113,128,127,127,112
D3C65_28300,601,589,675,594,616,530
D3C65_28305,978,1039,1111,1006,1027,816
D3C65_28310,2818,3360,3293,3179,3186,2178
D3C65_28315,827,824,766,787,902,847
D3C65_28320,1295,1452,1308,1390,1436,1169
D3C65_28325,115,78,84,65,79,71
D3C65_28330,406,525,468,519,592,473
D3C65_28335,476,486,476,382,396,329
D3C65_28340,2745,3037,3291,2998,3209,2475
D3C65_28345,3307,3281,3183,2982,2992,2632
D3C65_28350,306,275,277,361,298,322
D3C65_28355,992,1072,924,1395,1226,1231
D3C65_28360,206,178,208,185,207,137
D3C65_28365,50,52,53,54,64,46
D3C65_28370,168,177,230,156,166,130
D3C65_28375,871,751,796,903,915,889
D3C65_28380,333,326,284,370,378,316
D3C65_28385,1889,2103,1870,2055,2165,2053
D3C65_28390,4243,4655,4403,4628,5074,4215
D3C65_28395,1016,955,992,922,1049,871
D3C65_28400,300,355,369,333,452,334
D3C65_28405,618,617,655,716,752,551
D3C65_28410,987,1043,1253,1152,1561,1434
D3C65_28415,294,376,335,400,479,433
D3C65_28420,203,301,244,197,218,154
D3C65_28425,773,838,725,641,654,628
D3C65_28430,5457,6133,5457,5334,5488,5002
D3C65_28435,9083,9909,9204,6900,7284,5200
D3C65_28440,351,356,343,396,355,311
D3C65_28445,377,354,336,311,332,269
D3C65_28450,2321,2349,2436,1479,1751,1491
D3C65_28455,675,699,677,766,828,725
D3C65_28460,2651,2884,2829,3064,3429,2775
D3C65_28465,114,121,124,94,116,96
D3C65_28470,7746,8468,7198,10987,11769,10020
D3C65_28475,5056,5899,5855,6128,6721,5519
D3C65_28480,1869,1964,1895,2532,2628,2255
D3C65_28485,5552,6323,6122,5988,6837,5320
D3C65_28490,4294,4481,4476,3831,4292,3399
D3C65_28495,543,623,543,888,916,722
D3C65_28500,2155,2147,2249,1884,2037,1739
D3C65_28505,226,234,208,211,246,193
D3C65_28510,440,436,384,415,442,401
D3C65_28515,625,579,495,571,608,568
D3C65_28520,230,190,236,154,173,134
D3C65_28525,922,897,915,1075,1240,957
D3C65_28530,295,307,270,423,467,359
D3C65_28535,1711,1816,1622,1853,2035,1709
D3C65_28540,310,316,327,278,290,214
D3C65_28545,6734,7605,7362,6259,7280,6004
D3C65_28550,118,122,108,144,144,135
D3C65_28555,1692,1968,1986,2492,2424,2091
D3C65_28560,395,344,337,378,415,343
D3C65_28565,1300,1321,1195,1271,1388,1183
D3C65_28570,1123,1075,1090,1097,1193,1021
D3C65_28575,613,702,560,739,866,669
D3C65_28580,2316,2344,2292,2282,2551,2062
D3C65_28585,1177,1292,1427,1319,1343,1058
D3C65_28590,664,641,591,559,600,511
D3C65_28595,2060,2330,2280,2386,2423,2066
D3C65_28600,270,288,217,579,647,473
D3C65_28605,161,180,186,146,185,166
D3C65_28610,37,29,27,49,35,32
D3C65_28615,44,46,42,97,67,63
D3C65_28620,341,401,369,458,514,406
D3C65_28625,303,320,299,355,408,291
D3C65_28630,458,532,451,662,688,533
D3C65_28635,255,286,262,413,400,344
D3C65_28640,516,552,547,744,715,542
D3C65_28645,152,231,136,209,184,204
D3C65_28650,1887,2134,1657,2461,2506,2154
D3C65_28655,71,61,54,82,68,68
D3C65_28660,248,276,221,244,303,236
D3C65_28665,323,448,314,544,862,565
D3C65_28670,3243,3473,3242,3488,3849,3141
D3C65_28675,1329,1377,1293,1502,1671,1521
D3C65_28680,1056,1182,1117,1332,1313,1214
D3C65_28685,215,225,206,361,372,312
D3C65_28690,135,117,135,219,234,209
D3C65_28695,27,24,39,29,26,23
D3C65_28700,500,498,445,433,482,369
D3C65_28705,118,116,120,104,97,98
D3C65_28710,52,38,52,52,49,42
D3C65_28715,5198,5770,4771,4760,4642,3798
D3C65_28720,923,999,826,757,770,689
D3C65_28725,508,554,518,467,508,397
D3C65_28730,1593,1800,1767,2193,2366,1747
D3C65_28735,268,318,290,262,347,252
D3C65_28740,425,496,395,502,454,379
D3C65_28745,1050,1106,837,957,1015,878
D3C65_28750,147,183,178,194,174,149
D3C65_28755,128,135,153,111,125,117
D3C65_28760,84,120,95,104,105,96
D3C65_28765,1219,1357,1176,1432,1555,1329
D3C65_28770,1919,2141,1909,2476,2805,2309
D3C65_28775,148,135,151,122,197,152
D3C65_28780,1888,2337,1921,3325,3849,2965
D3C65_28785,362,392,331,329,317,305
D3C65_28790,4213,4594,4146,3747,4542,3614
D3C65_28795,1251,1326,1354,1446,1600,1246
D3C65_28800,1493,1328,1634,1557,1672,1629
D3C65_28805,2501,2584,2783,2420,2702,2331
D3C65_28810,9819,10397,10826,9254,9870,8204
D3C65_28815,523,570,627,427,488,409
D3C65_28820,199,264,235,236,265,199
D3C65_28825,857,979,830,879,929,810
D3C65_28830,332,410,360,356,393,339
D3C65_28835,476,530,514,468,527,481
D3C65_28840,282,251,259,279,334,215
D3C65_28845,252,248,217,146,166,141
D3C65_28850,4622,5086,5401,2894,3661,2730
D3C65_28855,534,608,548,403,402,350
D3C65_28860,239,245,209,143,155,151
D3C65_28865,8497,10878,8662,11941,13122,10958
D3C65_28870,10224,12127,9717,13058,15491,12568
D3C65_28875,842,824,799,842,890,738
D3C65_28880,94,99,106,135,124,107
D3C65_28885,316,296,355,293,319,256
D3C65_28890,2146,2371,2128,2251,2545,2008
D3C65_28895,932,983,808,1150,1230,1020
D3C65_28900,4542,4734,4561,6053,6419,5715
D3C65_28905,2146,2087,2185,2837,3031,2591
D3C65_28910,206,200,262,159,177,144
D3C65_28915,26,16,24,27,22,24
D3C65_28920,30,42,47,33,35,17
D3C65_28925,39,33,44,36,42,25
D3C65_28930,26,36,31,29,20,26
D3C65_28935,135,154,126,161,178,130
D3C65_28940,1377,1409,1240,1222,1399,1156
D3C65_28945,2141,2232,2061,1859,2303,1774
D3C65_28950,4751,5232,4993,4577,5322,4217
D3C65_28955,782,915,890,900,1059,1060
D3C65_28960,2149,2492,2163,2420,2904,2471
D3C65_28965,2061,1875,1873,1778,1856,1670
D3C65_28970,1119,1096,986,1269,1498,1187
D3C65_28975,2300,2278,2153,2863,3407,2629
D3C65_28980,4498,4910,3959,6936,6569,5580
D3C65_28985,2146,2220,2100,2278,2417,1832
D3C65_28990,1253,1216,1122,1632,1582,1358
D3C65_28995,53,44,60,60,70,37
D3C65_29000,302,289,317,290,317,300
D3C65_29005,752,727,698,626,590,635
D3C65_29010,1612,1751,1629,1987,2041,1777
D3C65_29015,1041,1033,1120,1569,1439,1341
D3C65_29020,2333,2395,2414,1964,2232,1616
D3C65_29025,379,394,392,387,437,339
D3C65_29030,954,1120,1480,927,1038,833
D3C65_29035,140,178,187,240,310,208
D3C65_29040,970,900,985,930,902,762
D3C65_29045,251,251,223,191,235,186
D3C65_29050,469,542,537,522,815,570
D3C65_29055,11,9,7,7,6,5
D3C65_29060,25,16,24,19,17,31
D3C65_29065,22,20,25,20,13,18
D3C65_29070,104,96,121,78,70,69
D3C65_29075,194,158,182,163,185,131
D3C65_29080,318,324,288,309,389,313
D3C65_29085,566,574,654,554,610,556
D3C65_29090,155,178,158,109,114,92
D3C65_29095,424,506,418,512,515,419
D3C65_29100,156,155,174,242,231,193
D3C65_29105,991,969,835,1435,1520,1350
D3C65_29110,679,682,699,558,605,499
D3C65_29115,2333,2413,2414,2151,2452,1719
D3C65_29120,661,745,595,867,861,660
D3C65_29125,420,499,426,516,603,439
D3C65_29130,418,373,357,437,490,396
D3C65_29135,411,407,348,556,533,454
D3C65_29140,527,575,430,487,530,421
D3C65_29145,24,30,24,28,57,30
D3C65_29150,7883,1271,2923,7550,19304,10865
D3C65_29155,955,1171,964,1237,1466,1417
D3C65_29160,309,315,290,426,624,524
D3C65_29165,3359,443,1131,2433,7842,4867
D3C65_29170,368,396,339,374,388,320
D3C65_29175,884,1081,946,989,1248,981
D3C65_29180,1379,1542,1779,995,990,775
D3C65_29185,3571,4273,5146,3344,3622,2881
D3C65_29190,1930,2531,2346,2377,2618,2025
D3C65_29195,10,13,10,22,12,11
D3C65_29200,335,406,509,312,379,282
D3C65_29205,333,317,337,250,316,226
D3C65_29210,230,244,251,194,234,173
D3C65_29215,498,563,562,537,506,375
D3C65_29220,47,62,57,35,50,45
D3C65_29225,348,343,400,304,318,256
D3C65_29230,58,57,44,49,51,43
D3C65_29235,145,147,128,140,151,123
D3C65_29240,11,14,18,15,17,16
D3C65_29245,3,4,5,5,10,4
D3C65_29250,10,6,10,12,16,9
D3C65_29255,25,18,23,15,27,19
D3C65_29260,26,30,21,23,12,14
D3C65_29265,23,37,26,18,18,16
D3C65_29270,100,86,82,67,89,49
D3C65_29275,101,82,66,81,84,89
D3C65_29280,17,6,5,12,13,10
D3C65_29285,14,21,15,14,24,16
D3C65_29290,88,60,52,60,62,60
D3C65_29295,343,333,290,311,353,265
D3C65_29300,26,31,31,32,29,25
D3C65_29305,68,54,81,53,66,37
D3C65_29310,19,34,39,27,26,24
D3C65_29315,91,105,116,95,108,86
D3C65_29320,31,38,26,32,22,19
D3C65_29325,15,10,21,8,18,4
D3C65_29330,11,12,22,23,13,8
D3C65_29335,170,227,142,135,185,150
D3C65_29340,96,149,101,99,128,93
D3C65_29345,71,64,50,91,80,77
D3C65_29350,21,21,30,21,35,24
D3C65_29355,162,168,105,159,179,107
D3C65_29360,86,101,67,101,84,110
D3C65_29365,79,80,89,43,59,50
D3C65_29370,342,317,386,265,282,180
D3C65_29375,157,185,193,148,150,111
D3C65_29380,37,40,66,44,40,56
D3C65_29385,1314,1438,1162,1459,1265,1158
D3C65_29390,2729,2570,2830,2460,2709,2173
D3C65_29395,587,688,541,677,711,565
D3C65_29400,125,150,194,107,73,91
D3C65_29405,29,37,58,43,27,24
D3C65_29410,8,6,13,4,4,8
D3C65_29415,85,72,97,60,73,51
D3C65_29420,10,12,21,13,19,21
D3C65_29425,25,19,34,23,27,18
D3C65_29430,46,51,67,43,58,43
D3C65_29435,738,821,784,660,694,572
D3C65_29440,317,321,291,371,345,273
D3C65_29445,439,434,415,420,501,458
D3C65_29450,2097,2234,1860,2092,2057,1957
D3C65_29455,2110,2061,1715,2025,2238,1899
D3C65_29460,18,17,22,30,35,19
D3C65_29465,7279,8280,9454,5726,5766,4108
D3C65_29470,284,279,249,293,310,250
D3C65_29475,6900,7801,6932,14262,14044,11109
D3C65_29480,401,419,307,758,809,550
D3C65_29485,798,834,814,624,687,630
D3C65_29490,120,150,131,140,134,93
D3C65_29495,43,69,55,55,52,34
D3C65_29500,74,66,55,73,62,57
D3C65_29505,343,362,269,373,455,390
D3C65_29510,7400,8137,6880,6960,7366,5985
D3C65_29515,4322,4674,3978,4489,4470,3490
D3C65_29520,397,480,360,548,600,539
D3C65_29525,290,253,270,202,202,159
D3C65_29530,1333,1355,1306,1063,1218,930
D3C65_29535,513,516,472,340,374,354
D3C65_29540,7493,8655,6981,7273,7745,6676
D3C65_29545,342,312,312,414,372,380
D3C65_29550,4013,4467,3536,4559,4082,3802
D3C65_29555,322,306,358,287,349,263
D3C65_29560,2969,2905,2813,3533,3798,3145
D3C65_29565,126,146,116,185,165,157
D3C65_29570,1926,1722,3140,1122,1014,871
D3C65_29575,6473,7628,6127,6666,9132,7238
D3C65_29580,331,388,429,391,427,345
D3C65_29585,125,128,174,151,155,149
D3C65_29590,175,158,257,207,244,208
D3C65_29595,243,220,338,255,265,239
D3C65_29600,125,136,173,124,155,131
D3C65_29605,432,405,655,422,448,418
D3C65_29610,371,424,586,389,405,314
D3C65_29615,339,354,406,355,412,341
D3C65_29620,789,879,911,998,1065,851
D3C65_29625,435,438,576,653,619,537
D3C65_29630,115,117,172,176,182,185
D3C65_29635,69,84,101,117,107,105
