,Rev_MHH8607,Rev_MHH9536,Rev_MHH9604
"PA14_52080,",8,14,15
"PA14_52090,",12,15,12
"PA14_52110,",5,10,3
"PA14_52120,",18,16,10
"PA14_52130,",562,867,961
"PA14_52140,yaiL",1275,1396,656
"PA14_52150,lpxO2",756,555,485
"PA14_52160,mazG",260,239,140
"PA14_52180,relA",2049,2567,1950
"PA14_52190,rumA",635,729,442
"PA14_52210,cysM",358,436,228
"PA14_52230,pirA",95,51,36
"PA14_52240,pirS",129,67,39
"PA14_52250,pirR",227,69,77
"PA14_52260,lemA",381,371,277
"PA14_52270,ldhA",81,96,74
"PA14_52280,",81,88,59
"PA14_52290,",21,18,25
"PA14_52300,",13,16,18
"PA14_52310,dinP",51,38,23
"PA14_52320,",6088,2638,1484
"PA14_52330,",25,20,22
"PA14_52340,",20,21,15
"PA14_52350,",193,116,72
"PA14_52370,",153,119,96
"PA14_52380,",219,274,305
"PA14_52400,kup",286,277,149
"PA14_52420,rimO",186,124,46
"PA14_52430,yehS",32,11,11
"PA14_52440,",8,3,3
"PA14_52460,mgtE",293,317,146
"PA14_52465,",46,38,45
"PA14_52480,",46,66,14
"PA14_52490,",20,33,15
"PA14_52500,",6,7,2
"PA14_52510,",6,9,2
"PA14_52520,",9,10,8
"PA14_52530,",78,113,91
"PA14_52540,",6,2,4
"PA14_52550,",202,240,110
"PA14_52560,",718,859,278
"PA14_52570,rsmA",1958,1110,941
"PA14_52580,lysC",1206,1083,600
"PA14_52600,alaS",1630,1345,666
"PA14_52610,",126,122,56
"PA14_52630,aruE",752,1156,1201
"PA14_52640,",454,799,739
"PA14_52660,aruB",1609,3577,3023
"PA14_52670,astD",610,1561,1216
"PA14_52690,aruG",723,1656,1392
"PA14_52700,aruF",1133,2248,1852
"PA14_52720,argD",1713,2778,2870
"PA14_52730,",22,8,10
"PA14_52740,argR",328,763,385
"PA14_52750,aotP",319,642,307
"PA14_52760,aotO",334,651,385
"PA14_52770,aotM",382,534,357
"PA14_52780,aotQ",435,668,428
"PA14_52790,aotJ",4250,6615,5883
"PA14_52800,acsA",606,6755,7743
"PA14_52810,dctM",24,85,138
"PA14_52820,dctQ",4,8,10
"PA14_52840,dctP",7,16,21
"PA14_52850,",2,7,6
"PA14_52870,",13,11,12
"PA14_52880,",1,3,19
"PA14_52890,",2,2,11
"PA14_52900,",13,10,29
"PA14_52910,",3,5,14
"PA14_52920,",18,16,11
"PA14_52930,",119,22,22
"PA14_52940,",6,8,5
"PA14_52960,",3,55,25
"PA14_52980,phhR",157,180,152
"PA14_52990,phhA",2419,4585,5356
"PA14_53000,phhB",746,1455,1460
"PA14_53010,phhC",1345,1799,2047
"PA14_53020,pbpG",133,112,97
"PA14_53030,yaeJ",14,20,5
"PA14_53040,",336,326,401
"PA14_53050,aroP2",221,980,1216
"PA14_53070,hpd",13077,30625,35637
"PA14_53090,",10,13,6
"PA14_53100,",3,16,9
"PA14_53110,",16,12,13
"PA14_53120,",172,172,177
"PA14_53140,",192,213,241
"PA14_53150,",126,122,81
"PA14_53160,",43,26,34
"PA14_53180,",319,242,153
"PA14_53190,bolA",77,42,50
"PA14_53200,",661,465,360
"PA14_53210,",13,6,37
"PA14_53220,fumC2",450,40,168
"PA14_53230,",124,24,36
"PA14_53250,cpbD",14,12,18
"PA14_53260,",29,6,19
"PA14_53270,",1,7,10
"PA14_53290,trxB2",81,76,74
"PA14_53300,",36,39,33
"PA14_53310,",67,96,110
"PA14_53330,",152,221,178
"PA14_53340,",17,20,27
"PA14_53360,plcH",6,14,20
"PA14_53370,plcR",15,3,12
"PA14_53380,",2,3,1
"PA14_53390,",43,115,117
"PA14_53400,",40,52,52
"PA14_53410,",16,21,27
"PA14_53420,btuE",152,138,120
"PA14_53430,slyD",543,339,243
"PA14_53450,",104,82,90
"PA14_53470,ackA",182,204,228
"PA14_53480,pta",444,486,475
"PA14_53490,",182,205,114
"PA14_53500,",1854,150,667
"PA14_53510,ycbL",78,102,70
"PA14_53520,oruR",85,116,61
"PA14_53530,",49,44,59
"PA14_53540,",32,6,12
"PA14_53550,",10,10,6
"PA14_53560,",99,114,91
"PA14_53570,",0,0,0
"PA14_53580,",0,0,0
"PA14_53590,",0,0,0
"PA14_53600,",0,0,0
"PA14_53610,",0,0,0
"PA14_53620,",34,76,70
"PA14_53630,",5,9,6
"PA14_53640,",2,2,0
"PA14_53650,",37,33,38
"PA14_53660,",70,87,89
"PA14_53670,",10,15,6
"PA14_53680,",7,3,6
"PA14_53690,",0,2,0
"PA14_53700,",16,10,16
"PA14_53720,",23,36,36
"PA14_53730,",94,83,89
"PA14_53740,",0,1,2
"PA14_53750,",17,10,11
"PA14_53770,",9,8,1
"PA14_53780,",18,6,9
"PA14_53790,",16,8,6
"PA14_53800,mntH2",6,6,3
"PA14_53810,",15,10,12
"PA14_53820,",73,34,19
"PA14_53830,",4,2,9
"PA14_53840,",139,249,257
"PA14_53850,",60,56,60
"PA14_53860,",51,16,26
"PA14_53870,",40,18,13
"PA14_53880,",135,54,24
"PA14_53890,",34,16,9
"PA14_53900,",141,90,38
"PA14_53910,pmtA",8,13,17
"PA14_53920,",235,352,334
"PA14_53940,prpB",838,1103,1027
"PA14_53950,prpC",1308,2012,2015
"PA14_53970,",598,973,994
"PA14_53980,",275,286,344
"PA14_54000,prpD",253,142,362
"PA14_54010,",23,31,28
"PA14_54030,",0,1,5
"PA14_54040,",558,447,249
"PA14_54050,",4,8,3
"PA14_54070,",43,20,16
"PA14_54080,",66,78,136
"PA14_54090,",48,42,24
"PA14_54110,",5,5,4
"PA14_54120,",4,2,1
"PA14_54130,",24,25,21
"PA14_54150,putP",365,464,262
"PA14_54170,putA",169,155,114
"PA14_54180,",5,6,7
"PA14_54190,pruR",60,46,52
"PA14_54210,",345,1033,1063
"PA14_54220,icp",75,61,38
"PA14_54230,",31,171,109
"PA14_54240,",10,56,48
"PA14_54260,yecO",184,52,24
"PA14_54270,yecP",121,40,25
"PA14_54290,pdxJ",96,116,69
"PA14_54300,recO",122,90,64
"PA14_54320,era",519,448,271
"PA14_54330,rnc",116,95,62
"PA14_54340,",249,303,183
"PA14_54350,lepB",1447,1425,619
"PA14_54370,lepA",2301,2041,1042
"PA14_54390,mucD",1030,793,705
"PA14_54400,mucC",185,215,128
"PA14_54410,mucB",154,36,76
"PA14_54420,mucA",997,89,335
"PA14_54430,algU",2604,425,945
"PA14_54450,nadB",365,344,279
"PA14_54460,",59,41,18
"PA14_54470,",86,63,24
"PA14_54480,",290,265,222
"PA14_54490,",145,93,79
"PA14_54500,",82,99,49
"PA14_54510,",42,34,12
"PA14_54520,opdH",437,296,55
"PA14_54540,",224,93,29
"PA14_54550,",69,34,9
"PA14_54570,",220,119,51
"PA14_54580,",67,24,23
"PA14_54590,ung",353,203,208
"PA14_54600,",28,21,61
"PA14_54610,",20,20,19
"PA14_54620,",844,1013,1027
"PA14_54630,",486,788,770
"PA14_54640,",950,1406,1426
"PA14_54660,",727,942,961
"PA14_54670,",94,99,174
"PA14_54680,",12,28,19
"PA14_54690,ywnB",36,68,73
"PA14_54700,yjcS",56,85,64
"PA14_54710,",14,12,18
"PA14_54720,",4,1,0
"PA14_54730,",6,0,1
"PA14_54740,",26,5,11
"PA14_54750,",21,1,9
"PA14_54760,",74,69,99
"PA14_54770,",58,38,60
"PA14_54790,",23,10,12
"PA14_54800,rsuA",13,6,5
"PA14_54810,",72,52,84
"PA14_54820,",119,72,72
"PA14_54830,",75,36,28
"PA14_54840,",278,157,181
"PA14_54850,",0,0,0
"PA14_54860,",0,0,0
"PA14_54870,",0,0,0
"PA14_54880,",0,0,0
"PA14_54890,",0,0,0
"PA14_54900,",0,0,0
"PA14_54910,",0,1,0
"PA14_54920,",0,1,0
"PA14_54930,",0,0,1
"PA14_54940,",0,0,0
"PA14_54950,",0,0,1
"PA14_54960,",0,0,1
"PA14_54970,",0,0,0
"PA14_54980,",0,0,0
"PA14_55000,",0,0,0
"PA14_55020,",0,0,0
"PA14_55030,",0,0,0
"PA14_55040,",0,0,1
"PA14_55050,",1,0,0
"PA14_55060,",17,40,18
"PA14_55070,",1,8,2
"PA14_55080,",0,0,0
"PA14_55090,",0,0,0
"PA14_55100,",14,9,9
"PA14_55110,",51,54,29
"PA14_55117,",35,30,14
"PA14_55130,gloA2",0,2,7
"PA14_55140,",25,16,19
"PA14_55150,",36,65,48
"PA14_55160,toxR",12,8,4
"PA14_55170,cat",96,55,106
"PA14_55180,migA",487,459,287
"PA14_55200,",59,52,68
"PA14_55220,",27,19,18
"PA14_55230,",6,5,2
"PA14_55240,",16,13,8
"PA14_55250,",4,8,6
"PA14_55260,",4,1,4
"PA14_55280,",12,6,10
"PA14_55290,",0,2,1
"PA14_55300,",17,9,10
"PA14_55320,",15,9,12
"PA14_55330,",1,0,2
"PA14_55340,exbD2",0,1,1
"PA14_55360,exbB2",2,7,5
"PA14_55380,",3,1,1
"PA14_55390,",0,0,2
"PA14_55400,",21,16,12
"PA14_55410,",0,5,1
"PA14_55430,hxcS",2,3,7
"PA14_55440,hxcR",1,3,2
"PA14_55450,hxcQ",9,9,14
"PA14_55460,hxcZ",1,1,1
"PA14_55470,hxcY",0,1,1
"PA14_55480,hxcX",1,3,1
"PA14_55490,hxcT",2,2,2
"PA14_55500,hxcV",0,1,0
"PA14_55510,hxcP",6,3,4
"PA14_55520,hxcU",0,3,1
"PA14_55530,hxcW",1,0,0
"PA14_55540,",8,10,6
"PA14_55550,",3,3,3
"PA14_55560,pigC",7,5,7
"PA14_55570,pigB",19,12,24
"PA14_55580,nemO",79,9,21
"PA14_55590,",5,1,3
"PA14_55600,",15,8,7
"PA14_55610,dnaE2",55,36,39
"PA14_55620,5S-rRNA",10602,9195,15840
"PA14_55631,23S-rRNA",1213347,2001544,1935313
"PA14_55634,",199,200,98
"PA14_55635,",62,39,15
"PA14_55637,16S-rRNA",221938,277907,295310
"PA14_55640,sbcD",124,109,90
"PA14_55650,sbcC",299,291,214
"PA14_55660,recD",158,127,103
"PA14_55670,recB",438,430,247
"PA14_55690,recC",273,318,244
"PA14_55710,",161,156,77
"PA14_55720,",10,19,10
"PA14_55730,",14,11,18
"PA14_55740,chrA",25,24,34
"PA14_55750,",68,456,466
"PA14_55760,",630,269,169
"PA14_55770,pitA",292,323,73
"PA14_55780,",10,16,13
"PA14_55790,",7,10,9
"PA14_55800,",18,11,12
"PA14_55810,",73,124,173
"PA14_55820,",15,23,27
"PA14_55840,",4,7,0
"PA14_55850,",7,5,7
"PA14_55860,",2,13,19
"PA14_55880,",10,9,7
"PA14_55890,cpaF2",8,17,30
"PA14_55900,",4,6,8
"PA14_55920,",20,22,31
"PA14_55930,",10,6,19
"PA14_55940,",5,15,49
"PA14_55960,pctC",116,352,125
"PA14_55980,yjgR",277,176,173
"PA14_56000,pctA",119,452,243
"PA14_56010,pctB",235,675,442
"PA14_56030,",94,19,56
"PA14_56040,",99,76,81
"PA14_56050,",167,138,98
"PA14_56060,purU",712,601,330
"PA14_56070,mvaT",4096,5426,4107
"PA14_56080,sbcB",355,360,297
"PA14_56090,",308,182,738
"PA14_56100,",116,66,193
"PA14_56110,",148,104,228
"PA14_56130,",195,219,411
"PA14_56140,",114,120,213
"PA14_56160,moxR",121,84,199
"PA14_56170,",97,80,125
"PA14_56180,",77,170,141
"PA14_56190,",32,24,18
"PA14_56200,",9,24,22
"PA14_56210,",109,79,77
"PA14_56220,",183,226,179
"PA14_56240,pykA",858,937,583
"PA14_56250,",16,26,36
"PA14_56260,",33,35,53
"PA14_56280,",43,110,172
"PA14_56300,fumA",828,869,389
"PA14_56340,mntH1",56,77,48
"PA14_56360,",142,162,149
"PA14_56370,",137,130,158
"PA14_56380,",34,14,15
"PA14_56390,",196,100,70
"PA14_56410,",81,67,53
"PA14_56420,",112,99,63
"PA14_56430,",7,16,10
"PA14_56450,",22,24,16
"PA14_56470,",15,2,14
"PA14_56480,",38,8,14
"PA14_56510,",244,82,90
"PA14_56520,",18,18,16
"PA14_56530,",119,111,102
"PA14_56540,",677,1167,724
"PA14_56550,",32,43,45
"PA14_56560,",10,16,9
"PA14_56570,",2,1,1
"PA14_56590,",528,443,514
"PA14_56600,",33,32,35
"PA14_56620,",42,64,34
"PA14_56640,",66,74,70
"PA14_56660,",93,84,94
"PA14_56670,",37,10,20
"PA14_56680,feoB",613,365,385
"PA14_56690,feoA",54,33,30
"PA14_56700,",101,55,40
"PA14_56720,",54,43,55
"PA14_56730,",16,9,23
"PA14_56740,iciA",15,17,12
"PA14_56750,",5,1,2
"PA14_56770,",8,4,4
"PA14_56780,sodB",8354,11148,10126
"PA14_56790,",375,362,436
"PA14_56800,",37,44,44
"PA14_56810,",35,87,53
"PA14_56830,icmP",2093,1298,1337
"PA14_56840,",184,85,55
"PA14_56850,",362,192,148
"PA14_56870,",161,86,92
"PA14_56880,",98,151,188
"PA14_56890,",203,398,489
"PA14_56900,pncB2",292,317,219
"PA14_56910,",26,11,13
"PA14_56920,inaA",237,195,115
"PA14_56930,",205,179,145
"PA14_56940,colS",137,127,82
"PA14_56950,colR",158,151,87
"PA14_56960,",3,7,6
"PA14_56970,",20,19,8
"PA14_56980,crcB",34,26,17
"PA14_56990,",10,7,13
"PA14_57010,groEL",8852,22039,12173
"PA14_57020,groES",3504,7331,3942
"PA14_57030,fxsA",93,209,206
"PA14_57040,",100,122,102
"PA14_57050,fabG",482,296,322
"PA14_57060,",229,75,42
"PA14_57070,",63,40,20
"PA14_57080,",35,35,29
"PA14_57100,ampG",390,347,205
"PA14_57110,",286,85,66
"PA14_57130,",1272,1370,965
"PA14_57140,",75,71,29
"PA14_57160,apbA",26,16,17
"PA14_57170,",286,202,199
"PA14_57180,",86,102,94
"PA14_57190,mutT",91,199,116
"PA14_57200,",79,119,66
"PA14_57210,argJ",531,577,437
"PA14_57220,secA",4639,4655,2597
"PA14_57240,",268,432,142
"PA14_57250,",62,73,69
"PA14_57260,lpxC",7028,9121,5233
"PA14_57275,ftsZ",2975,3508,2855
"PA14_57290,ftsA",1956,2287,1544
"PA14_57300,ftsQ",402,391,256
"PA14_57320,ddl",281,289,205
"PA14_57330,murC",749,947,669
"PA14_57340,murG",409,353,275
"PA14_57360,ftsW",703,746,469
"PA14_57370,murD",917,928,571
"PA14_57380,mraY",1151,1540,1042
"PA14_57390,murF",676,755,596
"PA14_57410,murE",660,641,395
"PA14_57425,ftsI",1225,1127,775
"PA14_57440,ftsL",143,137,128
"PA14_57450,mraW",1088,1133,892
"PA14_57460,",1852,1623,1027
"PA14_57470,",98,76,56
"PA14_57480,",644,452,334
"PA14_57490,",368,533,329
"PA14_57500,gmhA",841,1151,741
"PA14_57510,",897,1437,967
"PA14_57520,sspB",125,95,52
"PA14_57530,sspA",368,269,219
"PA14_57540,",6148,5984,3708
"PA14_57560,",11122,9998,5675
"PA14_57570,",3732,3025,1971
"PA14_57580,rpsI",2916,2675,837
"PA14_57590,rplM",8797,7115,2667
"PA14_57600,",233,232,213
"PA14_57630,",82,157,98
"PA14_57640,",21,21,15
"PA14_57650,",423,328,112
"PA14_57670,trpS",455,467,237
"PA14_57680,",109,143,109
"PA14_57690,",371,315,251
"PA14_57710,cysN",1046,938,469
"PA14_57720,cysD",1175,917,408
"PA14_57730,mltB1",173,123,122
"PA14_57740,",136,112,70
"PA14_57760,algW",194,174,117
"PA14_57770,hisC1",303,249,169
"PA14_57780,hisD",282,220,175
"PA14_57800,hisG",673,575,328
"PA14_57810,murA",2365,2046,1008
"PA14_57820,",460,310,218
"PA14_57830,",80,85,62
"PA14_57840,ttg2D",1743,2046,1402
"PA14_57850,",1024,1058,737
"PA14_57870,",653,584,364
"PA14_57880,",590,589,370
"PA14_57890,yrbH",1033,650,338
"PA14_57900,",345,253,118
"PA14_57910,",720,582,360
"PA14_57920,",1627,1335,904
"PA14_57930,",1654,1301,1033
"PA14_57940,rpoN",1677,2467,1711
"PA14_57950,",6807,9074,11209
"PA14_57960,ptsN",1194,1799,1627
"PA14_57970,",979,1569,1268
"PA14_57980,",296,599,385
"PA14_57990,",33,15,14
"PA14_58000,sodM",28,13,15
"PA14_58010,",54,19,17
"PA14_58030,fumC",74,35,37
"PA14_58040,",24,13,6
"PA14_58050,pmbA",169,184,152
"PA14_58060,",131,103,65
"PA14_58070,",370,386,287
"PA14_58080,",195,168,190
"PA14_58090,",445,419,333
"PA14_58100,cafA",682,594,547
"PA14_58110,maf",99,79,73
"PA14_58120,mreD",97,91,56
"PA14_58130,mreC",240,163,87
"PA14_58150,mreB",990,738,367
"PA14_58170,gatC",280,276,130
"PA14_58180,gatA",947,1006,504
"PA14_58190,gatB",1280,1741,887
"PA14_58210,",36,36,37
"PA14_58220,",33,29,17
"PA14_58230,",41,44,111
"PA14_58240,",100,73,247
"PA14_58250,",538,283,1217
"PA14_58260,",131,83,306
"PA14_58270,",332,150,494
"PA14_58290,",163,104,207
"PA14_58300,",548,450,387
"PA14_58320,",1542,1585,984
"PA14_58330,",246,111,248
"PA14_58350,",612,1812,3255
"PA14_58360,",183,335,485
"PA14_58375,",89,31,25
"PA14_58380,",66,99,109
"PA14_58390,",808,437,701
"PA14_58410,",157,119,191
"PA14_58420,",236,130,213
"PA14_58440,",135,124,125
"PA14_58450,dppC",66,45,86
"PA14_58470,dppD",92,64,92
"PA14_58490,dppF",95,96,107
"PA14_58500,",124,85,92
"PA14_58510,",56,54,30
"PA14_58515,",25,27,30
"PA14_58530,",39,49,35
"PA14_58540,",69,71,68
"PA14_58550,lpxO1",199,306,193
"PA14_58560,piuB",129,57,26
"PA14_58570,piuA",1084,102,81
"PA14_58580,piuC",208,65,69
"PA14_58600,",95,45,32
"PA14_58610,",17,20,10
"PA14_58620,",24,24,36
"PA14_58630,speC",334,198,99
"PA14_58650,",89,290,348
"PA14_58660,ampE",101,119,115
"PA14_58670,ampD",89,120,98
"PA14_58690,",991,669,159
"PA14_58700,nadC",124,123,72
"PA14_58710,",169,133,90
"PA14_58720,",45,68,51
"PA14_58730,pilA",10,7,10
"PA14_58740,",0,0,0
"PA14_58750,pilB",864,1577,862
"PA14_58760,pilC",732,889,518
"PA14_58770,pilD",161,174,79
"PA14_58780,coaE",200,123,142
"PA14_58790,",71,59,45
"PA14_58800,",8,18,10
"PA14_58810,",181,123,101
"PA14_58820,",124,75,38
"PA14_58830,",152,107,95
"PA14_58840,",187,176,142
"PA14_58850,",88,54,64
"PA14_58860,",47,36,27
"PA14_58870,ndh",547,455,316
"PA14_58880,",138,141,67
"PA14_58890,",10,10,12
"PA14_58900,",53,63,51
"PA14_58910,",11,38,32
"PA14_58920,",3,35,21
"PA14_58930,",5,17,14
"PA14_58940,",2,6,0
"PA14_58950,",4,5,10
"PA14_58960,",6,14,2
"PA14_58970,",10,34,25
"PA14_58980,",3,9,6
"PA14_58990,",16,70,32
"PA14_59000,",3,9,10
"PA14_59010,",4,10,4
"PA14_59020,",4,11,3
"PA14_59030,",5,10,7
"PA14_59050,",66,77,45
"PA14_59060,",18,21,10
"PA14_59070,",61,119,82
"PA14_59090,",80,105,64
"PA14_59100,",45,89,56
"PA14_59110,",2,4,2
"PA14_59120,",0,0,0
"PA14_59130,",22,72,40
"PA14_59140,",45,84,59
"PA14_59150,",40,79,54
"PA14_59160,",6,19,20
"PA14_59170,",0,0,0
"PA14_59180,",11,31,26
"PA14_59190,",0,0,0
"PA14_59200,",70,93,108
"PA14_59210,",20,24,20
"PA14_59220,",0,0,0
"PA14_59230,",0,0,0
"PA14_59240,pilL2",6,27,11
"PA14_59250,pilN2",14,44,21
"PA14_59270,pilO2",6,32,16
"PA14_59280,pilP2",4,14,14
"PA14_59290,pilQ2",30,55,48
"PA14_59310,pilR2",17,58,35
"PA14_59320,pilS2",42,82,27
"PA14_59340,pilT2",8,25,10
"PA14_59350,pilV2",19,36,17
"PA14_59360,pilM2",6,8,7
"PA14_59370,",99,101,103
"PA14_59380,",14,52,24
"PA14_59390,",87,143,99
"PA14_59400,",800,9587,5150
"PA14_59410,",6,20,2
"PA14_59430,",14,371,165
"PA14_59440,",17,98,61
"PA14_59470,",10,316,133
"PA14_59480,",0,1,0
"PA14_59490,",0,0,0
"PA14_59500,",0,0,0
"PA14_59510,",0,0,0
"PA14_59520,",0,0,0
"PA14_59530,",0,0,0
"PA14_59540,",0,0,0
"PA14_59550,",0,0,0
"PA14_59560,",0,0,0
"PA14_59570,",0,0,0
"PA14_59580,",0,0,0
"PA14_59590,",0,0,0
"PA14_59600,",0,0,0
"PA14_59610,",0,0,0
"PA14_59620,",0,0,0
"PA14_59630,",0,0,0
"PA14_59640,",4,14,20
"PA14_59650,",7,12,12
"PA14_59660,",3,9,12
"PA14_59670,",6,17,13
"PA14_59680,",2,6,7
"PA14_59690,",21,54,43
"PA14_59700,",2,6,1
"PA14_59710,cupD1",0,0,0
"PA14_59720,cupD2",0,0,0
"PA14_59735,cupD3",0,0,0
"PA14_59750,cupD4",0,0,1
"PA14_59760,cupD5",0,0,0
"PA14_59770,rcsB",0,0,0
"PA14_59780,rcsC",14,12,5
"PA14_59790,pvrR",0,0,0
"PA14_59800,",5,13,8
"PA14_59820,",9,12,4
"PA14_59830,",0,0,0
"PA14_59840,",0,0,1
"PA14_59845,",0,0,0
"PA14_59850,",40,60,69
"PA14_59860,",0,7,2
"PA14_59870,",1,25,5
"PA14_59880,",1,21,9
"PA14_59890,",0,3,3
"PA14_59900,",22,42,26
"PA14_59910,",5,23,11
"PA14_59920,",21,45,21
"PA14_59930,",4,10,7
"PA14_59940,",60,177,77
"PA14_59950,",5,29,9
"PA14_59960,",0,0,1
"PA14_59970,",0,0,0
"PA14_59980,",3,13,9
"PA14_59990,",1,8,14
"PA14_60000,",18,34,32
"PA14_60010,",1,7,1
"PA14_60020,",33,45,41
"PA14_60030,",16,12,16
"PA14_60040,",95,97,84
"PA14_60050,",80,73,64
"PA14_60060,",0,0,0
"PA14_60070,",0,0,1
"PA14_60080,",0,0,0
"PA14_60090,",0,0,0
"PA14_60100,dtd",0,0,0
"PA14_60110,",0,0,0
"PA14_60120,dcd2",0,1,0
"PA14_60130,",105,411,156
"PA14_60140,",36,233,125
"PA14_60150,",41,108,59
"PA14_60160,",118,61,39
"PA14_60180,",62,35,22
"PA14_60190,clpB",1463,1553,1863
"PA14_60200,",104,68,34
"PA14_60210,rluD",233,169,83
"PA14_60230,comL",1104,847,523
"PA14_60240,",36,34,19
"PA14_60250,pilS",309,305,194
"PA14_60260,pilR",274,234,188
"PA14_60270,",158,149,74
"PA14_60280,fimU",3,1,0
"PA14_60290,pilW",12,12,10
"PA14_60300,pilX",35,14,13
"PA14_60310,pilY1",30,23,25
"PA14_60320,pilE",0,0,1
"PA14_60330,ispH",280,210,147
"PA14_60350,",279,280,175
"PA14_60360,lspA",1247,1099,874
"PA14_60370,ileS",3406,3529,2003
"PA14_60380,ribF",961,1169,538
"PA14_60390,mviN",183,191,77
"PA14_60400,rpsT",586,373,180
"PA14_60410,",141,189,112
"PA14_60420,proB",363,359,255
"PA14_60445,obgE",872,608,510
"PA14_60450,rpmA",535,511,194
"PA14_60460,rplU",4848,4228,1506
"PA14_60470,ispB",503,377,221
"PA14_60480,",38,13,14
"PA14_60490,",328,355,1195
"PA14_60500,fklB",85,42,13
"PA14_60520,",29,11,16
"PA14_60530,",115,184,58
"PA14_60540,",44,23,26
"PA14_60550,",1238,1140,874
"PA14_60560,",28,31,17
"PA14_60570,",1698,1680,1835
"PA14_60580,",545,574,425
"PA14_60590,",200,163,123
"PA14_60600,rtcR",342,373,251
"PA14_60620,",1,0,4
"PA14_60630,",32,38,50
"PA14_60650,",51,76,47
"PA14_60660,",56,71,67
"PA14_60670,rtcA",11,20,24
"PA14_60690,",1,2,2
"PA14_60700,ccpR",464,1233,842
"PA14_60710,gdhA",158,76,56
"PA14_60730,",17,14,14
"PA14_60750,pra",53,22,34
"PA14_60760,",5,7,21
"PA14_60770,",41,32,68
"PA14_60780,",30,25,20
"PA14_60790,",40,34,26
"PA14_60800,",3795,3271,3015
"PA14_60810,nfxB",27,45,43
"PA14_60820,oprJ",522,174,426
"PA14_60830,mexD",1733,1928,1370
"PA14_60850,mexC",475,308,235
"PA14_60860,nfxB",411,446,290
"PA14_60870,morA",251,443,267
"PA14_60890,glyA",1046,577,293
"PA14_60900,",29,22,21
"PA14_60920,",197,251,179
"PA14_60930,",116,187,171
"PA14_60950,cstA",1085,1864,1558
"PA14_60960,",473,309,660
"PA14_60970,",60,47,52
"PA14_60990,radA",145,95,58
"PA14_61000,",34,23,30
"PA14_61010,",243,191,232
"PA14_61020,ankB",22,11,14
"PA14_61040,katB",32,37,21
"PA14_61050,mscL",531,356,620
"PA14_61060,fnr-2",140,117,85
"PA14_61080,dctP",79,34,18
"PA14_61090,",91,49,38
"PA14_61110,",20,22,6
"PA14_61120,",84,90,45
"PA14_61130,",369,506,308
"PA14_61140,",52,34,33
"PA14_61150,",196,180,164
"PA14_61170,",32,4,9
"PA14_61180,",12,5,8
"PA14_61190,",211,81,576
"PA14_61200,",686,412,2577
"PA14_61210,hprA",50,25,21
"PA14_61220,rsmC",90,66,35
"PA14_61250,lysP",236,159,82
"PA14_61260,",26,14,5
"PA14_61270,",30,38,62
"PA14_61280,",181,154,140
"PA14_61290,",164,103,177
"PA14_61300,",122,364,339
"PA14_61320,",20,12,18
"PA14_61330,mgtC",0,1,2
"PA14_61340,",25,14,17
"PA14_61350,",17,20,14
"PA14_61360,",364,333,179
"PA14_61370,",20,13,11
"PA14_61380,",40,57,72
"PA14_61390,",271,169,160
"PA14_61400,mqoB",1409,2060,1449
"PA14_61410,",23,24,32
"PA14_61430,",124,90,55
"PA14_61440,",70,61,38
"PA14_61450,",27,20,7
"PA14_61460,hpt",94,40,33
"PA14_61470,upp",144,85,55
"PA14_61480,uraA",212,163,86
"PA14_61500,",4,1,9
"PA14_61510,",1,2,9
"PA14_61520,",4,5,10
"PA14_61530,csuC",1,1,8
"PA14_61540,csuD",5,7,16
"PA14_61550,",7,6,10
"PA14_61560,",6,10,16
"PA14_61580,hemH",188,138,130
"PA14_61590,",138,159,98
"PA14_61600,",176,156,146
"PA14_61610,",49,57,62
"PA14_61620,",63,34,39
"PA14_61640,phr",55,58,49
"PA14_61650,pagL",543,527,601
"PA14_61660,murI",103,125,49
"PA14_61670,moeB",75,82,34
"PA14_61680,",166,151,97
"PA14_61700,prfA",281,214,105
"PA14_61710,hemA",282,255,100
"PA14_61720,",758,711,520
"PA14_61740,lolB",177,189,109
"PA14_61750,ipk",2328,2096,851
"PA14_61760,",620,312,158
"PA14_61770,prs",2195,1877,504
"PA14_61780,rplY",4447,3406,1633
"PA14_61790,pth",144,124,46
"PA14_61820,ychF",331,302,145
"PA14_61830,",57,41,23
"PA14_61840,vapI",114,176,139
"PA14_61850,iutA",555,493,225
"PA14_61860,yadF",279,146,67
"PA14_61870,",10,8,15
"PA14_61880,rimI",87,57,39
"PA14_61890,",107,73,42
"PA14_61910,",11,1,2
"PA14_61920,",20,9,19
"PA14_61940,",46,24,41
"PA14_61950,",17,58,50
"PA14_61960,",266,125,80
"PA14_61980,",268,132,67
"PA14_61990,",673,511,284
"PA14_62000,hitA",994,95,66
"PA14_62010,hitB",364,42,24
"PA14_62020,",331,343,270
"PA14_62030,",130,133,99
"PA14_62040,",233,176,156
"PA14_62050,5S-rRNA",12367,49667,19264
"PA14_62060,23S-rRNA",996768,1814926,1680861
"PA14_62070,",235,187,88
"PA14_62080,",31,53,12
"PA14_62090,16S-rRNA",210250,267652,286850
"PA14_62100,",86,85,86
"PA14_62110,",125,106,104
"PA14_62120,pssA",1275,1229,839
"PA14_62130,ilvC",1953,1975,1180
"PA14_62150,ilvH",794,1233,562
"PA14_62160,ilvI",1945,2381,1031
