,Neg1,Neg2,Neg3,Neg4,5min1,5min2,5min3,15min1,15min2,15min3,25min1,25min2,25min3
PA4800,28,22,27,28,30,30,67,15,9,17,17,5,7
PA4801,65,74,84,197,126,48,158,40,17,26,13,3,3
PA4802,7,4,14,11,5,25,53,3,5,13,31,0,0
PA4802.1,34,23,85,68,171,319,363,94,24,51,21,12,20
PA4803,32,23,37,55,44,39,64,8,11,15,14,3,1
PA4804,85,65,101,164,88,144,230,17,23,34,29,8,11
PA4805,7,10,18,19,13,34,45,2,8,9,28,3,1
PA4806,9,3,13,11,5,29,107,2,11,15,14,2,4
selB,199,161,200,364,465,263,900,193,32,94,64,20,18
selA,142,94,136,248,300,176,644,116,41,80,29,8,10
fdhE,42,43,42,156,109,57,354,35,19,32,13,5,2
fdnI,109,65,128,205,257,198,668,93,50,87,21,24,12
fdnH,129,115,144,360,294,284,970,82,70,135,27,31,27
fdnG,726,542,699,1685,1159,992,3110,204,231,393,84,105,115
lipC,6,6,11,11,16,16,37,2,9,8,7,2,4
fadH2,1,1,11,4,6,19,23,1,7,9,46,5,2
PA4815,32,33,50,63,33,35,69,9,17,33,5,4,4
PA4816,66,63,106,157,104,75,98,26,15,24,21,6,3
PA4817,13,14,25,23,11,15,13,1,3,11,18,4,4
PA4818,15,11,23,29,31,35,60,12,3,13,30,4,3
PA4819,9,13,15,23,15,13,21,7,2,10,12,4,4
PA4820,1,0,3,0,3,7,2,2,1,3,4,2,0
PA4821,32,25,65,82,62,62,142,14,17,29,12,7,8
PA4822,29,19,19,43,37,66,95,9,38,37,15,10,14
PA4823,0,0,1,1,1,0,4,0,1,0,2,0,1
PA4824,23,19,23,35,37,39,60,27,11,17,24,1,4
mgtA,34,35,56,81,58,122,101,18,63,95,52,27,20
PA4826,28,19,46,56,13,22,14,2,12,3,5,0,1
PA4827,39,31,48,49,29,43,70,12,17,31,21,10,7
PA4828,2,2,5,13,8,13,14,1,2,1,11,4,4
lpd3,52,34,46,45,75,110,140,19,31,38,45,22,11
PA4830,41,23,41,42,72,57,67,28,15,23,11,2,5
PA4831,78,42,63,74,91,100,105,19,24,42,24,10,6
PA4832,30,12,28,29,39,67,60,11,4,16,27,11,2
PA4833,80,51,88,131,138,178,257,44,41,70,20,21,25
PA4834,19,4,12,6,13,25,29,3,6,8,24,2,1
PA4835,27,17,20,30,23,22,42,7,10,10,28,2,7
PA4836,11,3,9,15,7,16,29,2,2,4,17,4,3
PA4837,11,14,25,16,12,31,66,6,20,20,48,12,8
PA4838,28,22,57,58,31,61,78,11,10,35,15,6,5
speA_2,1040,662,979,1466,773,913,1053,223,209,429,89,96,80
PA4840,543,433,728,814,378,201,234,113,30,72,24,18,10
PA4841,133,152,209,236,238,153,189,111,41,48,31,10,8
PA4842,802,579,1116,1047,1071,790,1195,610,408,401,224,122,108
PA4843,409,332,547,891,360,301,462,98,84,141,48,46,51
PA4844,27,15,43,71,52,61,116,19,10,16,17,7,6
dipZ,348,314,538,725,784,594,1381,213,140,285,78,36,34
aroQ1,430,389,678,787,177,191,703,44,66,148,29,10,25
accB,360,278,546,527,250,258,702,51,108,187,12,24,10
accC,2380,1853,2271,4033,1800,1440,4075,523,682,1402,110,180,186
PA4849,44,54,62,95,61,63,147,15,23,49,5,8,7
prmA,213,154,263,410,260,233,304,57,80,204,27,9,30
PA4851,373,340,504,711,473,384,625,87,103,200,38,22,24
PA4852,2268,1396,2278,2930,4151,2798,4026,2164,1064,1904,686,261,412
fis,311,226,503,376,569,384,388,233,144,193,42,24,41
purH,814,596,938,1153,1184,1030,1398,466,384,736,110,113,106
purD,784,526,707,1151,985,617,1033,419,225,437,79,61,53
retS,836,693,1134,1514,994,960,1530,295,217,478,128,65,60
PA4857,22,38,48,39,40,30,50,8,8,13,11,1,2
PA4858,3,4,23,6,7,27,57,1,14,17,15,9,4
PA4859,6,2,3,5,2,9,11,0,5,8,10,5,3
PA4860,2,1,7,2,5,8,20,0,3,3,6,4,0
PA4861,5,1,5,6,6,8,16,0,6,2,6,5,2
PA4862,13,6,13,9,10,19,32,5,3,6,13,2,2
PA4863,88,89,110,185,107,79,176,18,8,21,4,7,7
ureD,6,8,14,36,31,19,32,5,2,1,10,2,1
ureA,4,4,6,16,12,7,22,0,0,3,1,1,1
PA4866,6,16,12,29,20,16,51,4,6,9,13,2,0
ureB,10,8,4,16,14,14,27,6,3,7,8,1,0
ureC,89,49,90,123,88,145,273,28,67,67,29,45,28
PA4869,40,27,48,79,75,131,159,15,76,75,31,43,23
PA4870,2,4,11,3,9,7,24,3,9,6,15,1,6
PA4871,24,18,30,64,70,90,112,13,16,37,12,5,1
PA4872,160,91,115,184,110,182,246,33,42,60,30,12,15
PA4873,313,247,359,518,449,408,566,124,119,234,50,37,41
PA4874,241,161,220,328,283,217,421,79,76,110,16,20,18
PA4875,9,11,9,8,5,12,10,0,0,3,3,4,2
osmE,77,37,76,80,151,143,218,28,54,114,9,38,24
PA4877,4,4,18,16,36,35,62,7,15,20,4,3,5
PA4878,50,44,80,72,49,87,150,24,22,37,32,12,4
PA4879,108,74,126,166,154,235,393,25,78,140,45,40,35
PA4880,33,19,36,66,62,111,177,8,49,99,9,28,22
PA4881,0,1,0,0,3,3,6,0,1,2,8,0,0
PA4882,68,36,79,51,142,82,142,76,26,27,41,10,6
PA4883,3,4,8,5,3,3,6,0,0,2,10,1,1
PA4884,7,4,10,8,5,13,10,0,3,6,7,0,1
irlR,117,70,81,129,99,174,237,30,61,103,24,20,16
PA4886,476,371,519,721,519,619,1350,193,129,285,68,37,38
PA4887,402,293,430,815,225,309,1344,83,83,215,46,28,32
desB,509,439,557,1100,78,150,1498,33,52,231,25,12,26
PA4889,762,576,485,1679,214,165,1739,104,48,167,39,6,17
desT,172,164,226,357,80,65,199,21,20,43,22,5,2
ureE,21,20,29,49,7,7,31,4,2,5,17,5,0
ureF,14,15,27,40,22,20,33,3,3,5,6,2,1
ureG,8,6,9,13,6,10,27,3,5,6,10,2,1
PA4894,2,3,6,9,4,2,6,0,1,1,5,0,1
PA4895,4,3,5,9,13,23,27,3,0,6,20,3,3
PA4896,4,3,3,7,7,13,13,3,2,4,18,2,1
PA4897,10,5,21,8,8,68,113,0,15,23,88,7,12
opdK,18,5,14,14,8,22,22,4,6,11,23,4,5
PA4899,24,21,25,21,27,24,49,9,11,11,19,8,5
PA4900,15,12,19,15,23,24,42,3,4,7,27,3,2
mdlC,12,9,18,28,25,17,25,13,6,9,13,1,1
PA4902,13,4,20,18,11,27,31,1,5,11,25,7,5
PA4903,20,11,20,28,21,32,34,12,6,3,15,2,2
vanA,9,9,15,28,13,18,35,1,4,10,9,3,6
vanB,5,4,1,4,12,27,53,2,6,7,9,7,3
PA4906,146,89,112,248,264,204,369,127,48,98,46,15,23
PA4907,92,75,123,166,93,187,209,18,45,107,9,14,20
PA4908,12,6,10,13,12,14,24,9,3,5,9,0,1
PA4909,21,20,27,23,38,44,65,15,12,9,13,3,0
PA4910,12,6,13,9,12,11,27,5,9,8,19,5,1
PA4911,4,5,7,2,3,10,11,2,3,2,14,5,3
PA4912,2,1,9,4,4,19,29,1,10,7,21,2,3
PA4913,25,13,36,27,19,61,63,12,17,22,18,12,6
PA4914,18,13,24,18,16,28,52,1,18,15,32,4,6
PA4915,45,37,59,58,46,110,165,10,157,156,41,45,50
PA4916,85,59,100,127,113,76,165,566,316,525,159,67,101
PA4917,187,107,213,208,334,122,207,1478,476,772,360,73,151
PA4918,102,103,157,157,350,151,104,1333,2087,4174,155,305,698
pncB1,203,170,258,299,272,332,385,2201,4443,9787,377,639,1561
nadE,221,237,336,451,297,315,788,1962,3346,7242,303,442,1037
PA4921,116,72,101,140,148,164,521,1279,918,1648,188,117,267
azu,981,864,1411,2486,1818,1183,4574,195,407,1002,23,233,267
PA4923,100,81,138,211,109,165,200,47,32,66,7,13,11
PA4924,113,84,139,170,134,161,251,26,58,78,12,11,15
PA4925,12,8,23,15,12,36,39,2,13,10,18,9,3
PA4926,29,32,40,38,43,48,68,16,10,15,27,1,2
PA4927,69,53,61,95,130,103,187,33,21,35,38,9,9
PA4928,623,453,835,941,715,636,806,165,225,474,90,71,95
PA4929,22,17,46,42,32,227,325,10,48,67,36,27,22
alr,302,214,262,426,340,324,527,123,108,174,51,21,24
dnaB,292,271,331,482,325,377,531,74,159,318,48,60,52
rplI,6391,4988,7872,10488,4834,4162,4050,828,1437,2567,219,378,383
PA4933,7146,5717,8322,11639,12842,10077,8326,3727,3102,5401,903,910,913
rpsR,3553,2707,5211,4711,2330,1868,2337,360,951,1698,89,216,266
rpsF,7527,5830,10042,11976,5835,5208,6271,933,2256,3900,173,562,600
PA4936,407,236,283,485,658,386,965,289,137,284,99,75,85
rnr,1230,800,1300,1631,1423,1353,2547,546,511,808,201,238,310
PA4937.1,6969,4865,13697,10229,21612,7931,7011,10987,912,1040,4724,340,420
PA4937.2,7018,5057,14029,10338,21482,7906,6975,11130,843,1092,4855,336,405
purA,2456,1590,2441,3616,2234,1818,2486,502,684,1335,102,192,208
PA4939,1352,853,1305,1969,1897,1474,2235,636,413,796,191,143,151
PA4940,930,573,1054,1099,1085,956,1186,786,222,424,135,49,98
hflC,2983,2066,3231,3569,3577,2550,4997,1635,1261,1635,473,437,354
hflK,2239,1608,2002,2236,2940,1982,3770,1251,1435,1598,367,601,399
PA4943,3888,2699,4919,4789,5109,2300,4600,2364,2832,1432,701,1135,803
hfq,4203,2844,8230,4116,4065,1507,2772,1634,1389,865,436,408,342
miaA,3232,1969,3752,3545,4101,2626,5922,1350,723,1307,439,217,310
mutL,1696,1181,1745,2609,2746,2012,3093,915,439,808,261,120,159
amiB,1538,1208,2122,2103,1476,1265,1913,339,356,574,97,87,112
PA4948,88,60,81,103,135,290,493,28,50,109,26,20,25
PA4949,331,297,431,720,1045,564,990,399,136,274,148,44,70
PA4950,208,185,242,359,186,320,522,63,81,160,22,18,23
orn,87,74,157,159,104,183,222,24,58,139,16,22,33
PA4952,568,408,607,799,775,818,1267,264,221,402,102,59,82
motB,311,217,396,532,261,383,663,64,70,190,28,32,24
motA,256,228,457,516,188,337,530,47,62,185,23,25,28
PA4955,78,39,112,124,128,148,270,31,39,51,17,10,12
rhdA,114,113,192,271,135,152,249,40,47,107,18,22,12
psd,253,256,341,521,233,291,488,56,70,159,22,28,19
PA4958,230,184,280,308,237,298,517,76,50,118,29,23,16
fimX,822,628,964,1166,791,977,1631,221,225,408,70,81,82
PA4960,1020,687,1090,1470,1075,997,1796,401,316,640,154,75,120
PA4961,655,640,1068,1146,717,836,1308,128,165,406,63,46,56
PA4962,84,94,114,180,93,137,271,13,21,64,15,7,10
PA4963,2074,1465,2274,3093,2937,2227,3739,1173,510,926,249,126,131
parC,1021,722,1093,1187,1083,953,1927,254,241,468,57,71,101
PA4965,481,408,508,798,673,548,1016,324,82,133,85,19,20
PA4966,442,338,432,724,545,446,829,181,89,171,63,23,18
parE,1630,957,1533,1573,1743,1704,2268,611,391,645,191,155,148
PA4968,371,274,397,460,325,415,624,90,76,137,36,20,29
cpdA,236,161,281,265,254,229,506,77,66,79,42,15,12
PA4970,96,95,122,149,200,91,128,69,54,58,32,13,10
aspP,632,360,621,688,1028,577,934,631,431,310,191,135,89
PA4972,133,148,213,321,214,354,802,34,209,427,14,47,63
thiC,75,50,73,108,64,144,333,20,65,109,48,24,26
PA4974,420,365,556,841,444,899,1349,104,203,404,56,63,74
PA4975,31,23,28,36,42,146,205,11,31,63,10,5,10
aruH,37,24,35,37,40,94,148,18,20,31,27,8,6
aruI,39,22,36,54,44,66,105,16,17,25,23,9,9
PA4978,37,27,45,46,36,47,83,8,30,26,34,5,8
PA4979,18,14,29,20,17,29,44,6,11,16,18,4,2
PA4980,13,15,47,28,21,38,56,3,9,4,12,1,4
PA4981,10,9,17,7,9,38,43,3,8,11,24,6,1
PA4982,81,55,81,76,91,77,150,41,17,51,53,9,14
PA4983,74,86,109,142,89,137,197,32,23,50,29,7,8
PA4984,108,66,71,146,147,96,228,80,30,49,35,18,8
PA4985,61,36,63,88,73,76,100,38,16,11,24,13,14
PA4986,42,27,45,39,47,100,148,17,42,43,33,21,19
PA4987,43,26,51,66,58,127,181,14,31,37,12,13,15
waaA,306,239,384,614,543,476,705,225,95,176,82,33,39
PA4989,52,50,87,77,139,100,139,28,22,36,15,14,11
PA4990,3,0,10,10,3,21,23,2,6,9,7,1,1
PA4991,304,208,323,575,394,386,676,110,89,203,38,26,35
PA4992,87,99,149,148,119,155,258,18,42,95,13,9,14
PA4993,47,47,54,83,75,90,158,18,19,38,26,10,6
PA4994,24,18,42,35,45,92,101,25,29,27,28,6,8
PA4995,109,93,119,148,160,140,205,54,20,62,21,6,15
rfaE,976,673,833,1438,1318,897,1776,399,253,537,109,71,85
msbA,1135,1029,1696,2014,1350,1331,2838,332,336,821,96,83,95
PA4998,170,183,329,385,212,316,486,40,96,252,29,28,33
waaL,175,188,300,336,191,469,682,40,134,289,15,43,42
wapR,489,346,642,645,618,662,1098,174,187,395,96,52,84
PA5001,790,490,711,733,1291,958,1601,491,256,433,119,62,74
PA5002,641,503,641,865,960,870,1808,306,276,523,79,92,106
PA5003,657,550,851,1065,1337,1080,1871,447,291,520,103,77,89
PA5004,1495,1051,1747,2104,2331,2399,3505,1023,710,1132,278,231,244
PA5005,1954,1244,2235,2568,1962,1852,2759,523,686,1099,153,211,251
PA5006,771,704,1117,1500,1543,1046,2074,588,273,496,147,79,97
PA5007,415,290,464,611,615,463,945,260,174,200,88,34,52
PA5008,496,369,550,714,560,425,947,137,143,187,53,26,41
waaP,328,271,392,531,517,343,601,121,106,167,41,28,27
waaG,795,532,1006,956,1168,1261,1901,520,413,582,124,159,137
waaC,720,527,901,1197,1452,828,1399,593,311,376,166,80,68
waaF,703,476,688,826,827,862,1266,355,243,370,115,76,76
ilvE,1963,1270,2121,1977,3039,2574,3047,1456,859,1337,374,255,281
glnE,1023,674,1085,1313,1088,1042,1508,266,306,504,110,73,114
aceE,2913,1802,3014,4413,1847,2063,3077,482,939,1280,187,432,511
aceF,1313,1027,1659,2356,1492,1338,2801,317,492,623,142,237,246
PA5017,275,212,369,449,258,400,735,46,108,201,60,55,42
msrA,138,96,147,184,154,277,327,42,76,121,24,21,24
PA5019,625,384,542,717,1020,562,795,450,197,338,154,51,52
PA5020,40,19,49,46,148,107,135,19,32,23,36,9,5
PA5021,263,231,350,421,254,390,534,70,99,183,24,29,33
PA5022,280,293,531,633,340,547,893,76,177,323,80,51,45
PA5023,50,64,80,96,42,88,137,10,19,36,38,7,10
PA5024,214,28,30,28,22,74,80,6,49,36,11,11,11
metY,60,40,60,98,47,85,146,9,35,26,27,21,10
PA5026,4,5,7,12,7,17,43,1,6,7,17,5,2
PA5027,6,9,8,39,31,162,218,15,54,87,18,23,20
PA5028,374,218,444,355,302,289,348,81,60,121,36,26,18
PA5029,127,97,157,177,101,119,168,57,30,33,24,7,13
PA5030,97,76,229,259,96,172,149,39,44,84,26,14,19
PA5031,4,0,5,5,7,12,32,4,8,7,19,3,2
PA5032,7,7,10,11,11,54,57,4,20,11,32,6,6
PA5033,58,100,89,125,35,64,98,6,12,26,27,9,7
hemE,290,215,309,429,421,326,465,105,107,250,44,31,46
gltD,531,333,480,825,1162,695,882,481,234,431,250,155,162
gltB,2511,1714,2351,3348,2699,2428,4031,870,727,1057,670,570,751
PA5037,1792,1306,2113,2474,2079,2283,4067,536,484,1011,156,133,166
aroB,820,474,882,814,743,838,1410,156,196,371,63,64,76
aroK,2288,1594,2373,3158,2082,1800,3375,795,298,642,167,71,118
pilQ,1904,1502,2413,2426,869,1377,2885,199,297,550,92,114,134
pilP,269,204,288,329,92,158,311,14,29,70,15,11,22
pilO,281,223,356,323,164,227,388,40,45,78,29,23,24
pilN,355,267,344,377,154,159,269,34,39,67,23,13,17
pilM,1300,855,1404,1447,471,713,1232,97,246,344,54,92,126
ponA,778,705,1234,1455,794,1027,1848,302,302,637,108,69,86
PA5046,2247,1816,3258,3868,1943,2346,2217,445,653,1476,86,191,207
PA5047,486,388,560,841,663,574,873,176,173,346,48,40,59
PA5048,529,387,459,870,1001,648,947,389,155,246,105,45,31
rpmE,6589,4917,10827,8903,5690,3940,5814,738,935,2020,133,186,295
priA,123,125,201,258,165,220,360,50,53,89,52,13,8
argS,937,680,1008,1419,1315,1180,1681,373,342,521,91,109,114
PA5052,157,166,199,400,300,263,427,83,53,117,18,15,16
hslV,214,245,805,348,1111,429,272,462,896,238,90,195,130
hslU,377,413,1029,657,2072,674,377,1123,1630,468,219,326,229
PA5055,42,41,71,67,98,82,58,25,80,47,4,15,11
phaC1,66,51,75,69,70,144,225,12,63,82,41,33,20
phaD,44,23,58,52,33,53,118,12,24,29,11,13,15
phaC2,33,16,42,23,23,102,136,13,33,46,57,26,33
PA5059,4,9,11,8,10,39,79,2,24,32,16,16,22
phaF,629,328,550,653,1186,846,1348,238,458,709,102,219,241
PA5061,135,87,175,170,218,205,415,46,116,209,24,75,53
PA5062,163,78,119,139,147,183,382,28,36,76,13,5,17
ubiE,300,241,499,605,354,326,600,40,77,187,13,27,23
PA5064,107,98,137,239,173,148,238,28,34,51,10,5,15
ubiB,422,332,596,770,541,609,926,141,126,276,63,35,31
hisI,527,435,776,766,615,527,986,135,83,213,25,28,39
hisE,275,160,305,391,171,167,331,33,45,88,9,14,24
tatA,214,141,280,308,188,257,388,32,64,119,12,22,21
tatB,162,146,198,384,142,141,196,24,28,68,10,4,8
tatC,131,160,237,330,135,225,407,12,57,138,24,13,19
PA5071,139,133,183,318,255,178,332,70,40,78,23,13,5
PA5072,149,130,206,461,182,229,391,54,45,110,31,21,9
PA5073,36,35,64,50,26,155,176,6,48,46,12,18,18
PA5074,262,229,372,403,326,305,359,87,80,159,19,15,10
PA5075,366,370,466,601,321,380,435,99,81,154,38,41,29
PA5076,468,395,830,789,397,383,427,59,107,214,30,31,44
mdoH,1119,1108,1541,2262,1498,1595,3022,319,451,890,106,156,153
PA5078,1045,883,1546,1630,811,965,1747,169,377,603,82,121,131
PA5079,68,41,47,54,96,100,76,34,26,42,10,11,4
PA5080,284,212,387,402,279,365,465,58,107,178,27,32,33
PA5081,67,38,51,61,48,55,78,20,11,16,13,5,3
PA5082,13,13,29,17,16,32,46,6,6,15,13,10,6
PA5083,2,4,7,0,1,15,24,2,4,3,3,3,2
PA5084,31,23,32,52,69,57,97,11,7,8,18,8,4
PA5085,66,43,86,96,86,164,295,29,32,42,44,19,14
PA5086,71,32,85,55,58,90,90,18,20,29,23,30,23
PA5087,42,26,101,49,37,253,227,8,41,59,44,18,24
PA5088,46,27,66,29,34,70,95,13,22,20,39,7,4
PA5089,27,28,52,40,55,95,173,10,21,36,40,12,8
PA5090,37,27,47,56,52,68,120,13,16,19,53,12,5
hutG,25,12,21,22,26,55,69,7,19,19,10,5,9
hutI,29,27,52,56,51,76,120,11,9,25,34,2,9
PA5093,48,27,43,61,76,68,128,23,14,31,34,14,8
PA5094,21,7,20,19,18,40,54,5,11,16,15,2,5
PA5095,10,6,14,8,7,34,32,2,8,12,17,2,5
PA5096,19,16,28,25,34,35,57,9,9,13,18,6,1
PA5097,14,10,36,20,16,52,64,14,12,25,34,8,6
hutH,8,7,15,4,13,48,43,3,12,17,18,5,9
PA5099,3,3,9,9,3,29,50,0,6,16,25,6,5
hutU,45,32,69,33,35,149,173,26,35,55,30,18,14
PA5101,16,3,10,16,13,43,42,8,13,13,26,8,7
PA5102,45,10,15,26,34,32,45,8,15,10,14,9,4
PA5103,156,38,39,53,61,74,142,8,34,35,38,7,13
PA5104,37,23,36,62,49,63,61,14,11,24,28,4,5
hutC,112,59,93,127,71,113,133,24,16,38,21,5,11
PA5106,33,24,46,34,51,100,218,14,24,41,19,16,19
blc,328,188,314,427,906,609,1173,327,342,605,93,134,144
PA5108,94,68,169,153,251,187,423,64,103,183,20,47,37
PA5109,509,343,408,885,781,423,959,335,93,248,65,22,29
fbp,944,662,1052,1548,988,955,1799,255,327,781,81,77,129
gloA3,201,178,235,214,148,158,230,36,40,82,12,9,14
estA,545,431,565,886,615,555,745,157,98,218,97,40,46
PA5113,462,369,439,906,1108,563,714,323,67,189,98,26,23
PA5114,1176,968,1269,2374,1913,1307,2344,473,205,484,203,53,69
PA5115,7,0,10,9,10,12,25,5,5,7,9,3,2
PA5116,12,15,23,37,88,37,115,22,5,21,5,2,0
typA,2565,1476,2454,3629,2810,2195,3517,987,1121,2653,212,244,334
thiI,2117,1204,1964,2794,2995,2026,3616,1065,623,1436,229,136,230
glnA,1091,839,1439,1644,448,1391,2439,90,334,602,45,146,101
PA5120,36,31,52,93,69,84,176,15,20,30,17,2,8
PA5121,325,226,388,457,314,324,720,100,130,247,89,39,35
PA5122,70,90,151,106,41,105,125,11,35,58,9,10,12
PA5123,32,40,64,71,30,37,66,10,5,18,15,3,5
ntrB,44,41,72,82,43,103,149,15,23,28,27,10,9
ntrC,121,80,134,150,97,247,346,27,45,67,21,11,20
PA5126,64,47,90,76,88,98,142,33,16,40,27,7,6
PA5127,72,57,107,122,47,88,128,13,26,62,13,8,6
secB,947,783,1335,1443,555,708,1013,67,211,534,16,53,69
grx,162,156,259,363,116,121,245,15,32,76,10,9,12
PA5130,538,454,808,978,322,474,860,58,127,256,24,40,34
pgm,716,599,844,1187,749,726,891,150,167,297,44,52,38
PA5132,24,32,62,72,32,44,130,11,10,24,20,4,2
PA5133,377,426,730,814,1075,664,1194,346,154,322,90,57,59
PA5134,464,406,592,810,570,662,1030,157,146,336,40,67,57
PA5135,229,185,207,342,321,203,437,103,43,113,34,10,13
PA5136,534,511,620,978,572,486,871,132,69,181,58,24,19
PA5137,247,164,349,261,144,204,307,36,33,84,17,17,16
PA5138,353,324,635,603,203,285,481,58,71,118,25,14,19
PA5139,349,363,508,573,172,194,354,34,29,88,22,17,13
hisF1,405,248,424,538,422,361,602,117,84,171,38,29,24
hisA,424,294,471,572,429,412,691,91,99,238,38,31,27
hisH1,475,313,460,647,473,481,662,148,119,225,31,33,35
hisB,576,345,793,778,389,459,773,82,148,262,29,35,52
PA5144,7,14,26,63,32,13,38,9,3,1,10,0,0
PA5145,50,47,84,120,130,89,135,58,13,30,37,11,5
PA5146,979,734,1378,1574,779,1113,1595,184,307,603,114,89,85
mutY,378,256,432,545,365,398,632,76,95,190,35,29,22
PA5148,124,94,211,179,58,93,117,11,18,43,6,12,13
PA5149,123,123,156,267,153,149,264,45,29,58,15,9,11
PA5149.1,56,67,288,147,1584,665,375,1576,74,104,731,19,26
PA5150,67,42,55,48,76,314,386,33,104,219,10,29,49
PA5151,32,49,63,83,72,72,103,22,25,45,17,10,9
PA5152,184,165,243,252,200,373,570,46,87,177,29,26,29
PA5153,351,277,534,429,199,269,432,40,113,239,15,32,23
PA5154,62,71,95,87,47,54,120,14,18,54,6,2,8
PA5155,52,48,78,74,79,47,70,36,15,30,22,2,5
PA5156,67,55,109,159,122,106,164,26,25,55,22,6,6
PA5157,16,17,24,23,9,24,58,3,11,10,8,1,3
PA5158,41,20,36,78,53,117,157,22,32,35,16,13,15
PA5159,41,31,44,76,37,101,96,14,18,21,20,9,3
PA5160,27,36,54,66,36,99,98,3,19,29,51,16,11
PA5160.1,53,48,250,142,559,218,137,523,25,30,399,29,34
rmlB,752,585,934,1274,483,538,978,81,217,389,40,82,76
rmlD,717,550,689,1280,993,566,1100,266,120,257,71,38,46
rmlA,620,450,707,893,633,612,1107,158,201,472,51,78,90
rmlC,368,284,528,592,359,389,575,136,102,260,34,36,44
PA5165,151,159,287,306,183,289,433,45,68,105,50,24,21
PA5166,167,131,217,308,253,270,453,87,47,119,29,20,16
PA5167,220,277,441,427,202,261,279,38,61,63,30,27,18
PA5168,94,89,154,163,100,142,150,25,27,30,8,18,13
PA5169,128,162,216,224,97,185,150,29,46,34,42,19,10
arcD,131,115,142,799,497,621,2000,200,264,470,76,167,190
arcA,102,63,98,537,941,769,5952,275,256,731,66,190,255
arcB,125,95,137,567,1627,631,6937,242,240,849,68,153,279
arcC,160,89,118,651,2586,374,7474,561,136,695,112,77,151
PA5174,1390,867,1439,2026,910,939,3299,312,486,1263,88,131,153
cysQ,376,237,345,522,727,396,653,281,102,249,125,30,58
PA5176,390,257,450,516,569,469,721,224,195,345,78,65,84
PA5177,24,27,35,54,40,90,238,7,59,90,22,24,40
PA5178,2000,1226,2295,2900,2789,1745,3906,507,793,1545,83,302,254
PA5179,35,24,58,62,32,57,75,4,17,16,21,36,34
PA5180,2,10,32,24,8,40,33,2,14,14,15,25,34
PA5181,76,91,115,82,41,260,282,22,222,167,62,231,330
PA5181.1,16,13,16,17,68,199,462,17,88,140,22,27,39
PA5182,129,128,149,361,538,239,465,120,49,102,33,19,14
PA5183,81,55,87,142,248,166,325,49,26,58,23,3,3
PA5184,139,110,149,178,146,175,230,33,39,59,14,21,8
PA5185,19,12,24,19,19,84,118,8,14,25,7,2,6
PA5186,20,11,22,17,39,71,95,8,16,42,32,4,7
PA5187,18,15,23,16,35,88,80,15,26,31,31,15,9
PA5188,29,17,19,29,38,66,76,14,19,23,22,10,9
PA5189,19,19,33,42,30,117,143,25,27,49,18,16,11
PA5190,105,60,137,117,71,129,156,15,23,63,13,10,8
PA5191,46,29,80,61,39,57,63,3,17,25,12,12,5
pckA,3944,2544,4422,4772,4204,3113,3462,862,705,1147,207,190,170
yrfI,425,266,545,601,443,468,653,107,117,234,46,36,22
PA5194,198,271,404,455,252,324,596,44,92,191,21,22,28
PA5195,21,11,18,7,28,41,36,5,6,7,22,2,1
PA5196,59,57,96,93,42,68,117,22,17,18,19,7,3
rimK,71,52,104,94,78,107,196,23,22,52,18,8,12
PA5198,134,107,137,214,163,209,327,32,73,104,27,28,26
amgS,149,142,208,243,336,319,555,163,117,182,49,23,33
amgR,255,205,311,378,345,363,464,148,202,299,45,78,75
PA5201,821,616,951,1376,986,1192,1285,227,376,601,84,110,127
PA5202,99,106,113,242,300,146,194,102,26,57,29,8,12
gshA,312,240,553,476,1011,503,747,404,481,283,86,133,92
argA,500,362,518,632,481,510,970,128,119,211,60,36,29
PA5205,33,45,64,61,55,63,111,7,27,35,12,7,8
argE,113,83,146,173,140,179,406,50,51,118,17,20,16
PA5207,55,45,51,197,152,89,551,72,15,63,50,5,18
PA5208,116,58,88,206,486,370,960,129,99,217,49,30,45
PA5209,121,92,122,196,147,185,370,40,51,79,34,22,11
PA5210,281,232,387,400,331,665,1006,91,155,291,77,58,69
PA5211,26,20,29,68,48,58,93,16,14,15,8,3,1
PA5212,54,49,47,88,143,154,256,35,99,198,9,36,25
gcvP1,91,67,76,98,114,252,326,38,91,161,62,59,43
gcvH1,546,365,615,683,378,446,682,83,104,241,25,33,33
gcvT1,1391,964,1556,1985,1529,1190,2047,480,244,495,123,65,82
PA5216,116,110,132,231,179,204,326,46,37,94,42,21,14
PA5217,312,247,402,470,317,410,430,87,84,213,29,33,34
