,PAO1-1,PAO1-2,DKT-2-1,DKT-2-2,DKT-1-1,DKT-1-2
PA4917,2066,2448,1443,1511,1283,883
PA4918,2282,1885,3990,5129,3654,2991
pncB1,2864,2284,5213,8880,4169,3741
nadE,6018,5831,7833,11162,8509,7244
PA4921,2153,1066,1760,2314,1418,1017
azu,71370,79845,62006,94496,97683,89732
PA4923,453,412,546,619,621,483
PA4924,546,541,538,652,770,683
PA4925,1563,1566,913,1181,1052,873
PA4926,997,1004,730,754,1015,924
PA4927,2068,2033,1267,1323,2279,1985
PA4928,445,488,598,804,649,575
PA4929,3285,3290,2137,2402,2521,2199
alr,1201,1108,1094,1212,1245,1124
dnaB,1474,1456,1393,1924,2133,1895
rplI,2714,3415,3834,5466,4814,4303
PA4933,5485,8044,7256,8112,9317,8020
rpsR,1343,2091,2414,4757,3012,2790
rpsF,1988,2628,3686,6446,4051,3926
PA4936,3209,2949,3181,3587,4817,4134
rnr,17517,16127,15190,19747,25332,22521
PA4937.1,47,37,55,139,87,90
PA4937.2,44,47,34,99,77,65
purA,4290,4319,4730,6642,5119,4696
PA4706,771,971,631,689,953,759
PA4940,216,217,180,316,237,269
hflC,12798,11843,12403,14625,12833,10547
hflK,12722,11999,11939,15966,12818,11396
PA4943,9086,10011,8435,10078,10143,9117
hfq,4041,4762,4049,7496,4843,4337
miaA,1848,2139,1608,2114,2707,2540
mutL,7375,7289,6255,7102,8959,7973
amiB,3530,3508,2872,4009,4156,3825
PA4948,1141,992,1016,1071,1481,1294
PA4949,2057,2525,1583,1884,2858,2344
PA4950,2597,2509,1857,2302,2856,2518
orn,2439,2486,1924,2929,2724,2497
PA4952,1495,1669,1341,1735,2050,1741
motB,1796,1915,1589,2129,2246,2029
motA,1869,2021,1609,2134,2213,2041
PA4955,2515,2745,1900,2404,2740,2502
rhdA,688,568,937,1419,896,927
psd,1323,1240,1669,2088,1589,1458
fimW,5284,4892,3950,5533,5795,5049
fimX,3458,3380,3160,4288,3991,3809
PA4960,2320,2233,2101,2560,2659,2374
PA4961,2094,2085,1726,2198,2609,2376
PA4962,102,132,113,158,162,147
PA4963,583,743,684,906,881,805
parC,4293,4478,5350,7109,5945,5732
PA4965,451,682,551,671,779,632
PA4966,1925,2143,2163,2395,2947,2571
parE,4060,3773,4699,5990,5673,5090
PA4968,598,582,481,744,906,825
cpdA,1080,1336,914,1047,1444,1296
PA4970,1427,1373,1168,1345,2159,1806
aspP,4395,4158,3347,3793,6559,5183
PA4972,1197,1242,1226,1811,1359,1359
thiC,1072,1056,1179,1599,1802,1561
PA4974,2245,2228,2512,3542,2813,2414
PA4975,1213,948,1247,1426,1606,1125
aruH,2913,2061,2687,3260,3759,2762
aruI,1702,954,1545,2098,2306,1777
PA4978,1408,928,1255,1463,2281,1588
PA4979,719,461,594,836,1214,910
PA4980,315,302,272,385,658,518
PA4981,293,197,283,274,312,231
PA4982,770,656,584,601,927,776
PA4983,512,514,538,690,859,696
PA4984,597,647,426,534,708,613
PA4985,215,172,170,201,250,155
PA4986,503,493,508,544,658,527
PA4987,405,432,425,575,653,559
waaA,948,1026,924,1164,1483,1130
PA4989,259,229,215,234,348,259
PA4990,203,192,153,207,285,224
PA4991,1504,1517,1309,1605,1967,1637
PA4992,727,780,825,1098,1093,905
PA4993,1135,1157,1110,1381,1380,1111
PA4994,377,347,486,610,568,473
PA4995,367,365,452,569,516,447
rfaE,4619,4971,4400,5422,6050,5510
msbA,1370,1438,1601,2344,2081,1944
PA4998,612,658,584,834,860,757
waaL,583,710,661,1025,900,880
wapR,1387,1399,1353,1971,2186,1902
PA5001,1689,1942,1737,1892,2463,2175
PA5002,1080,1465,1163,1267,1584,1452
PA5003,1312,1612,1377,1569,1806,1676
PA5004,3034,3770,3060,3685,4449,3867
PA5005,4166,4058,4288,6309,5800,5452
PA5006,1111,1146,1230,1545,1448,1350
PA5007,944,1089,1029,1179,1083,1120
PA5008,940,1035,1081,1351,1288,1191
waaP,599,660,749,971,909,817
waaG,1257,1260,1554,2016,1715,1506
waaC,1266,1302,1431,1648,1648,1492
waaF,1747,1832,1730,1874,2276,1858
ilvE,3657,2851,4218,7035,4377,4224
glnE,4651,4596,3773,4124,6285,5331
aceE,15613,14466,19680,31685,27021,24223
aceF,11291,10114,13493,19099,20233,17658
PA5017,4036,4621,2973,3950,5134,4465
msrA,3751,3231,3376,4168,5316,4435
PA5019,3310,3005,2523,2878,3664,3101
PA5020,735,1061,650,775,1251,946
PA5021,689,646,523,592,859,705
PA5022,2215,2201,2242,2854,2850,2591
PA5023,872,2140,575,746,1871,1405
PA5024,219,301,165,267,368,347
metY,2942,1744,2523,3620,2720,2648
PA5026,491,387,627,931,574,586
PA5027,16545,4899,12824,15751,13498,12530
PA5028,3996,2443,3124,4028,3867,3569
PA5029,361,282,332,353,471,293
PA5030,509,399,491,617,296,237
PA5031,208,185,155,207,274,165
PA5032,148,149,115,150,179,156
PA5033,188,185,161,262,168,137
hemE,655,695,727,1009,704,637
gltD,1461,1265,1931,2282,1669,1350
gltB,2000,1678,3317,4474,2596,2053
PA5037,6944,6617,7199,10345,8933,8155
aroB,2476,2288,2414,3540,3534,3064
aroK,2101,2091,1565,1806,2559,2142
pilQ,13276,14513,11255,14959,12616,10920
pilP,1384,1611,1310,2013,1534,1499
pilO,929,1110,890,1617,1143,1045
pilN,1749,1891,1493,2194,1870,1755
pilM,5591,6109,4226,4947,5594,5163
ponA,1873,1832,1834,2590,2208,1967
PA5046,4455,3224,6816,10570,3320,3133
PA5047,2488,2693,1610,1721,2141,1811
PA5048,1403,1555,1098,843,1325,1022
rpmE,238,381,444,1210,656,675
priA,601,776,783,1014,1007,963
argS,6313,4510,6737,9036,7802,7337
PA5052,1290,1219,1631,2111,1746,1684
PA4861,81,67,57,82,85,81
PA4862,114,96,91,110,116,106
PA5055,661,668,783,1065,885,838
phaC1,5428,3275,3730,5936,4886,3962
phaD,1686,1449,1371,2006,1907,1501
phaC2,1332,1338,1118,1577,1011,922
PA5059,769,710,638,754,681,596
phaF,98269,75122,63651,76474,95540,66923
PA5061,6249,3890,5391,6726,8128,6306
PA5062,204,176,210,269,317,299
ubiE,1901,1610,1733,2413,2574,2215
PA5064,1085,1041,920,1339,1460,1327
ubiB,1814,1846,1714,1990,2523,2318
hisI,1555,1658,1116,1228,2220,1898
PA4909,2287,656,1194,1501,1019,671
tatA,1393,1209,1222,1554,1806,1622
tatB,1872,2007,1539,1909,2456,2129
tatC,1040,1105,900,1264,1489,1411
PA5071,436,439,368,440,569,569
PA5072,482,480,527,669,546,469
PA5073,888,806,928,1138,1447,1210
PA4910,1792,517,966,1341,906,501
PA5075,448,492,604,690,665,548
PA5076,444,541,495,877,554,566
mdoH,7231,6112,5970,7233,8955,7556
PA5078,7444,5815,7086,8717,9062,7844
PA5079,1026,908,1059,1068,1613,1231
PA5080,1937,1589,1974,2587,2801,2514
PA5081,1112,204,1917,2695,368,219
PA5082,3588,378,6685,12567,938,498
PA5083,3002,246,5204,6438,500,210
PA5084,3060,546,2982,3738,1012,442
PA5085,1105,1438,932,968,1488,1169
PA5087,141,135,178,296,179,181
PA5088,137,93,168,286,130,110
PA5089,558,435,523,671,547,484
PA5090,531,394,390,537,416,378
hutG,2877,1689,2222,3305,1840,1640
hutI,4819,2529,2981,3506,2711,2262
PA5093,2438,1146,1494,1722,1246,957
PA4939,2178,2552,2021,2394,2350,2107
PA5095,1123,393,576,857,383,344
PA5096,1747,611,856,929,535,417
PA5097,814,428,418,592,315,207
hutH,2203,1259,894,1130,503,379
PA5099,475,457,247,398,276,211
hutU,5681,4418,2433,3144,1436,1027
PA5101,783,669,503,616,535,508
PA5102,331,335,238,271,357,270
PA5103,1976,1967,1450,1469,1743,1341
PA5104,919,887,607,728,568,462
hutC,2140,2002,1511,1760,1283,994
PA5106,4302,4189,2086,2271,1492,1100
blc,3610,3338,2341,2538,2966,2425
PA5108,1129,900,831,1480,1057,953
PA5109,2167,1836,1788,1738,2697,2345
fbp,4881,3677,4325,5619,6153,5726
gloA3,1763,1303,1110,1838,2142,1731
estA,13521,9253,9849,13924,14378,11251
PA5113,2544,2854,1993,1808,2141,1665
PA5114,2689,3251,1908,2202,2754,2194
PA5115,564,1192,427,349,570,484
PA5116,712,621,374,343,649,561
typA,882,912,1302,1929,1209,1093
thiI,300,315,350,575,403,357
glnA,22640,21160,25245,41280,26806,23483
PA5120,384,443,312,380,521,426
PA5121,1188,1421,1071,1184,1581,1336
PA5122,661,735,631,830,780,744
PA5123,336,432,402,488,488,442
ntrB,877,936,859,1162,827,646
ntrC,1237,1380,1448,2285,1555,1290
PA5126,509,541,406,314,762,558
PA5127,173,165,160,316,289,220
secB,1150,1198,1828,2834,1783,1696
grx,166,195,244,328,290,265
PA5130,480,567,565,876,693,695
pgm,4041,2670,3580,4926,5323,4603
PA5132,209,263,182,235,246,225
PA5133,1893,2008,1552,1877,2515,2327
PA5134,4375,3821,4198,5654,6127,5555
PA5135,972,933,836,908,1330,1129
PA5136,1150,1109,1109,1365,1405,1082
PA5137,1189,1196,1453,2164,1857,1454
PA5138,367,295,409,592,506,459
PA5139,97,108,142,189,141,97
hisF1,700,624,883,1211,925,749
hisA,710,653,898,1222,929,841
hisH1,1047,1101,1049,1219,1361,1071
hisB,902,901,920,1353,1179,991
PA5144,72,76,58,89,86,81
PA5145,407,492,388,500,511,508
PA5146,3401,2789,3545,5141,5159,4229
mutY,1713,1596,1766,2659,2985,2543
PA5148,945,1038,970,1846,1424,1316
PA5149,2004,1984,1844,2302,2733,2249
PA5149.1,35,36,25,65,67,53
PA5150,1318,1240,941,1258,1772,1456
PA5151,519,611,334,345,638,528
PA5074,1121,1029,1268,1563,1677,1421
PA5153,9781,4931,7188,12840,14485,10632
PA5154,1648,1056,983,1329,2219,1662
PA5155,1685,910,1115,1504,2236,1623
PA5156,298,261,258,358,385,299
PA5157,179,182,139,223,181,131
PA5158,460,477,496,570,548,570
PA5159,356,354,361,508,494,448
PA5160,208,223,163,326,328,263
PA5160.1,3,3,4,5,4,4
rmlB,2453,2162,2308,3489,2661,2509
rmlD,1959,1940,2114,2616,2425,2254
rmlA,3456,2858,3502,4681,3656,3419
rmlC,1942,1935,2044,2947,2391,2228
PA5165,1625,1425,1233,1529,1808,1802
PA5166,2085,1817,1726,2179,2603,2205
PA5167,9452,4926,5035,8381,13884,9487
PA5168,6445,3491,2854,3664,6841,4790
PA5169,9131,4336,4188,6044,9159,6156
arcD,67244,7259,83409,120007,92975,84195
arcA,55534,29020,73520,105151,88692,84306
arcB,19849,15952,29407,48769,40335,40850
arcC,17021,19521,22148,29059,36187,34023
PA5174,5343,5709,3693,4682,4715,4955
cysQ,1930,2240,1379,1303,2696,2078
PA5176,1557,1679,1197,1347,2385,1925
PA5177,1368,1385,1044,1398,1663,1452
PA5178,34546,32221,28083,31101,29196,22112
PA5179,619,541,454,470,683,598
PA5180,335,317,252,370,400,310
PA5181,721,589,799,1115,702,592
PA5181.1,377,151,314,341,299,242
PA5182,5756,5242,3638,4194,5020,4354
PA5183,685,597,668,724,596,641
PA5183a,545,226,627,745,685,577
PA5184,789,881,608,739,1290,1000
PA5185,701,716,551,683,1065,816
PA5186,1619,1698,1222,1435,2410,1845
PA5187,1470,1195,1294,1625,2942,2087
PA5188,1104,972,835,1061,2202,1564
PA5189,875,825,749,858,1112,935
PA5190,1042,962,833,1120,1387,1216
PA5191,555,473,450,781,665,549
pckA,1719,1455,2408,3689,2296,1972
yrfI,317,377,437,590,569,545
PA5194,542,692,602,898,1335,1088
PA5195,338,408,378,474,860,732
PA5196,886,750,605,767,995,820
rimK,1149,970,872,1225,1298,1240
PA5198,2034,1834,1850,2370,2671,2252
amgS,2865,2510,2533,2650,3438,2848
amgR,3642,3517,3306,4073,4307,3996
PA5201,1563,1348,2180,2915,1926,1653
PA5202,161,178,240,265,237,229
gshA,2282,1984,2189,2985,3606,3141
argA,910,1467,858,1086,2388,1996
PA5205,1162,993,868,1029,1312,1127
argE,3227,2564,2240,2788,3919,3368
PA5207,1550,1158,1683,1816,1748,1663
PA5208,2592,1429,2619,3259,3055,2536
PA5209,1804,1326,1005,1401,2083,1825
PA5094,1214,476,722,1089,570,455
PA5211,491,633,362,388,460,362
PA5212,14667,10902,5943,7744,15894,13658
gcvP1,12813,9819,7988,10112,12835,9770
gcvH1,2196,2141,2296,3382,3462,2998
gcvT1,2927,2613,3196,3784,3587,3220
PA5216,629,1017,499,632,684,688
PA5217,914,1814,1046,1842,1165,1315
PA5218,409,450,404,484,589,486
PA5219,408,448,303,338,461,396
PA5220,6940,4949,3384,4507,3662,2692
PA5221,4022,3982,2988,3398,3856,3438
PA5222,339,326,326,502,507,500
ubiH,4589,4671,4467,4851,6092,5154
pepP,5073,4738,4560,5620,6247,5676
PA5225,672,739,603,767,969,920
PA5226,471,474,490,811,811,704
PA5227,2328,2319,1930,2375,3185,2603
ssrS,1738,1761,1412,1731,2345,1915
PA5228,1030,1108,907,1390,1387,1392
PA5229,2098,2257,1871,2109,2630,2357
PA5230,2720,2418,2646,3111,3575,3171
PA5152,1980,1635,1363,2167,3214,2615
PA5232,18460,3582,18760,19504,18177,15164
PA5233,1254,1061,1035,1270,1393,1329
PA5234,1629,1457,1234,1373,2382,1763
glpT,763,977,737,1109,991,933
PA5236,1733,1655,1675,1814,2672,2207
PA5237,2321,2024,2098,2816,3491,3053
PA5238,318,274,235,330,412,338
rho,2637,2587,3358,4724,3206,3209
trxA,5950,5652,5125,6409,8551,7502
ppx,4123,4319,3539,4647,5857,5205
ppk,12751,12341,11101,16146,15496,14856
hemB,8530,8734,7218,10095,8167,8803
PA5244,287,244,280,432,418,396
PA5245,6848,5386,4592,6114,8833,6988
PA5246,728,675,671,820,960,798
PA5247,807,888,631,785,1200,958
PA5248,949,1650,868,892,1274,1253
PA5249,494,552,428,591,761,626
PA5250,642,604,722,976,945,846
PA5251,774,819,694,847,1101,893
PA5210,2857,2430,2106,3126,2983,2729
PA5252a,5281,5398,4207,6299,6610,5713
algP,112976,82894,76295,84719,103948,81822
PA5254,226,237,265,296,335,340
algQ,5325,4984,3838,4958,6793,5878
dsbH,306,336,328,398,444,385
PA5257,8822,7210,6061,7375,8627,7216
PA5258,7665,6350,5107,6284,6796,5936
hemD,1689,1908,1159,1327,2035,1838
hemC,5858,5260,4304,4867,6554,5464
algR,11422,10240,8375,10526,11098,9430
algZ,3636,3847,2900,4169,3994,3639
argH,3151,3001,3048,3966,4295,3993
PA5264,317,282,330,558,387,384
PA5265,1010,1040,887,1069,1215,1034
PA5266,265,321,197,197,275,249
hcpB,207,209,115,137,175,162
corA,571,594,586,819,895,885
PA5269,1429,1305,999,1370,2023,1689
PA5270,1046,1086,1009,1364,1639,1523
PA5271,997,956,1135,2505,1125,1264
cyaA,3912,3933,3218,3720,4465,3888
PA5273,560,594,454,593,604,565
rnk,1273,1020,1384,1750,1487,1219
PA5275,644,1579,401,575,1332,1117
lppL,440,459,355,615,576,560
lysA,4347,4777,3448,4055,5588,4824
dapF,1250,1298,1278,1793,1940,1683
PA5279,2188,2452,1963,2542,3368,2781
sss,878,921,814,972,1266,1116
PA5281,965,879,844,945,1268,1125
PA5282,245,276,209,243,341,295
PA5283,519,560,504,726,960,767
PA5284,96,103,98,143,153,126
PA5285,1470,1437,1487,1091,1659,1288
PA5286,235,250,206,300,299,247
amtB,1874,1607,1665,2072,2279,1800
glnK,10890,8690,7538,9396,12378,9837
PA5289,717,762,612,841,1129,967
PA5290,1003,1055,796,951,1385,1157
PA5291,2238,1807,2125,3007,3017,2259
pchP,1092,632,1181,1693,1124,910
PA5293,305,274,212,229,470,309
PA5294,589,565,484,660,693,554
PA5295,1882,1972,1781,2150,2329,1983
PA5231,14023,4181,12466,13111,13095,11670
poxB,1604,1167,1094,1486,2140,1613
PA5298,937,778,720,1023,1331,961
PA5299,3297,2646,2413,2932,4021,3307
cycB,3847,4092,3988,4317,3209,2995
PA5301,1712,1483,1699,2995,1971,1689
dadX,5233,3042,4661,5635,5492,4363
PA5303,5509,3015,5881,7534,7095,5368
dadA,31337,17662,23093,30256,33196,25517
PA5305,3168,1972,3080,3463,3470,2860
PA5306,529,527,556,1345,861,861
PA5307,3518,3343,2880,3532,4544,3664
lrp,490,379,464,859,721,653
PA5309,720,500,657,818,756,714
PA5310,970,887,896,1134,1131,930
PA5311,968,690,859,931,911,642
PA5312,17954,9114,15484,21653,19762,13475
PA5313,3360,1977,2473,3607,2800,2110
PA5314,818,339,863,1317,673,447
rpmG,185,144,303,620,391,356
rpmB,1052,1046,1504,2616,2354,2152
PA5316.1,60,33,109,220,127,152
PA5317,2728,2007,2585,3645,3324,2818
PA5318,657,510,695,787,848,745
radC,1459,1531,1121,1182,1672,1374
coaC,1088,1246,1140,1578,1817,1697
dut,1003,1152,1049,1430,1375,1387
algC,7903,6907,7778,10083,9415,8555
argB,3724,3102,4165,5778,4852,4439
PA5324,540,585,563,722,834,692
PA5325,122,134,120,128,160,151
PA5326,133,94,91,148,161,129
PA5327,136,161,133,175,224,165
PA5328,46,27,29,25,36,27
PA5329,1000,944,846,1003,1108,975
PA5330,2273,2344,1968,2230,2683,2212
pyrE,1408,1545,1353,1930,1928,1904
crc,2700,2640,1961,2890,3321,2933
PA5333,1191,1069,955,1060,1338,1122
rph,1579,1537,1373,1721,2076,1833
PA5335,1525,1554,1270,1346,1614,1409
gmk,375,395,442,575,535,465
rpoZ,1715,1668,1966,3105,2247,2111
spoT,2643,2868,2542,4234,3873,3831
PA5339,2225,3060,2719,4783,3783,3702
PA5340,1388,1471,1396,1846,1630,1450
PA5341,174,201,225,298,244,207
PA5342,414,387,395,513,642,592
PA5343,975,1041,928,1094,1434,1242
oxyR,2248,2111,1837,2922,3117,3000
PA5252,1627,1776,1629,2178,2463,2306
PA5346,18809,17398,12830,16770,19898,16274
PA5347,769,758,627,800,885,744
PA5348,20354,7236,11163,17671,21072,14086
PA5349,2835,2255,2560,3146,3156,2680
rubA2,527,463,515,585,702,618
rubA1,211,152,230,175,204,171
PA5352,2250,1469,1110,945,1201,947
glcF,11735,8865,4274,5059,5418,4600
glcE,9939,7880,3993,3974,5714,4529
glcD,18478,15765,7964,8977,12441,10420
glcC,2539,2113,1511,1615,2564,1960
PA5357,558,632,533,553,621,500
ubiA,2607,2831,2299,2761,2925,2368
PA5359,2231,2270,2089,2343,2551,2011
phoB,1060,1092,876,1375,1361,1263
phoR,528,620,451,654,657,640
PA5362,1115,1154,1054,1652,1622,1435
PA5363,1321,1337,1091,1408,1515,1291
PA5364,4035,3049,3390,4022,4712,3883
phoU,953,921,886,1206,1467,1338
PA5376,6646,2981,5518,7207,4503,3031
pstA,884,1193,817,1198,1285,1445
pstC,770,1214,858,1409,1142,1393
pstS,1661,2627,1707,2777,2564,2987
PA5369.3,39,44,71,89,44,42
PA5369.4,119,87,178,237,119,112
PA5370,626,635,520,711,917,700
PA5371,2034,1656,1526,2027,2196,2020
betA,3791,4545,2473,3979,8491,6573
betB,13865,16610,6927,9812,23156,18040
betI,2104,2770,983,1537,3401,3117
betT1,403,387,318,401,496,365
PA5503,436,460,515,790,732,742
PA5377,2504,1080,2281,3562,1852,1344
PA5378,2215,1168,1699,3461,1636,1419
sdaB,521,288,471,628,350,293
gbdR,8073,4117,4522,6225,4923,3312
PA5381,5274,2091,3103,3697,2552,1712
PA5382,258,302,240,277,422,304
PA5383,75,128,68,62,89,75
PA5384,48,38,31,46,29,26
cdhB,48,44,36,40,42,24
cdhA,51,43,55,86,82,59
cdhC,39,19,49,54,30,23
PA5388,128,108,126,146,130,87
cdhR,1201,741,1000,1322,1205,832
PA5390,645,564,655,791,845,620
PA5391,162,111,168,148,210,171
PA5392,109,54,95,123,129,101
PA5393,245,126,167,199,264,208
cls,900,720,609,684,874,723
PA5395,606,472,386,535,503,424
PA5396,4839,808,2642,4587,1420,795
PA5397,1381,214,1195,2097,390,269
dgcA,7264,1086,6345,10638,2013,1203
dgcB,4968,928,4202,5647,1214,740
PA5400,2696,564,2198,3271,741,429
PA5401,1763,483,1633,1984,442,297
PA5402,228,137,251,342,201,186
PA5403,88,54,69,91,101,75
PA5404,42,45,34,59,62,41
PA5405,74,78,67,74,102,64
PA5406,172,175,164,223,246,188
PA5407,1458,1418,831,937,1468,1174
PA5408,2631,2259,1471,1391,2239,1739
PA5409,8488,7431,4951,4965,7141,5711
gbcA,6856,1133,6291,9043,1980,1170
gbcB,1597,421,1248,1791,678,442
PA5412,2194,2005,1877,1991,2418,1919
ltaA,2956,1976,3246,4920,3371,2939
PA5414,521,476,591,928,879,841
glyA1,6854,1404,5340,7956,2507,1609
soxB,5057,691,4139,6469,1427,689
soxD,746,109,820,1810,225,148
soxA,19419,3341,17991,25588,4922,2838
soxG,5756,1104,5200,6529,1291,814
purU2,2248,545,2500,4141,690,514
fdhA,13201,4100,15138,20231,4672,2905
PA5422,2581,2320,1992,2689,3025,2638
PA5423,1926,1578,1341,1817,2053,1933
PA5424,6875,5368,4871,7827,6182,4652
purK,752,650,1154,1526,1053,919
purE,349,348,583,710,486,469
adhA,30678,17654,26710,34512,39099,39767
PA5428,3731,1515,2914,4076,3626,3503
aspA,8028,4571,5188,7287,6043,7356
PA5430,586,608,726,989,923,797
PA5431,432,499,308,339,837,651
PA5432,346,227,257,326,343,285
PA5433,893,683,652,822,849,699
mtr,644,583,549,767,837,663
PA5435,43992,32787,35252,49409,69164,44102
PA5436,21901,16976,16037,22793,35104,27084
PA5437,554,561,412,594,1070,811
PA5440a,220,250,172,284,372,272
PA5438,2093,2160,1801,2243,2253,2011
PA5439,2540,2419,1907,2224,2639,1994
PA5440,568,462,744,910,728,621
PA5441,1767,1748,1911,2591,2436,1958
PA5442,780,694,631,793,1538,1144
uvrD,4486,4229,3923,4525,6119,5339
PA5444,914,997,633,668,807,652
PA5445,1209,2223,1109,1479,4160,4250
PA5446,8675,9109,7680,14260,9769,9383
wbpZ,3549,3236,3107,4250,4404,3530
wbpY,3270,2577,2686,2674,3540,2814
wbpX,4366,3322,3426,4118,4900,3812
wzt,3716,2941,2811,3604,4589,3691
wzm,1672,1450,1263,1751,2323,1918
wbpW,4364,3770,3485,3745,6560,5333
gmd,4304,3602,3755,5252,7176,5834
rmd,1359,1389,1305,2085,2470,2406
PA5455,1505,1594,1472,2325,2789,2481
PA5456,1752,1689,1803,3069,3181,2828
PA5457,910,767,738,941,1261,1014
PA5458,559,536,557,785,838,699
PA5459,1171,899,1335,1800,1589,1354
PA5460,182,179,257,582,354,336
PA5461,3137,3469,3372,7393,6151,6052
PA5462,357,390,351,490,553,469
PA5463,736,754,719,1054,1074,971
PA5464,1904,2143,1911,2027,2828,2453
PA5465,879,889,841,877,1256,1042
PA5466,461,479,357,457,694,518
PA5467,138,171,172,187,293,202
PA5468,361,331,390,578,752,583
PA5469,180,160,344,459,496,394
PA5470,474,326,534,646,992,733
PA5471,977,775,891,1086,2074,1670
PA5472,316,410,321,459,461,437
PA5473,3568,3046,2226,3105,4398,3871
PA5474,11235,5563,7856,9914,10760,9551
PA5475,27869,8592,20325,26186,24743,22789
citA,675,831,581,758,970,809
PA5477,440,405,363,461,531,461
PA5478,1044,1040,852,874,1287,1161
gltP,538,452,687,1052,674,638
PA5481,2875,2017,1158,1537,3485,2649
PA5482,4838,3063,1801,2542,7260,5636
algB,1212,1020,948,1572,2067,1889
PA5484,1875,1375,1391,1664,2959,2438
ampDh2,833,720,713,922,1295,1045
PA5486,424,389,346,438,588,513
PA5487,5825,5236,4256,4955,7506,6502
PA5488,3962,3712,3094,4121,5309,4752
dsbA,6486,5541,5411,7176,7755,7085
cc4,4350,3653,4802,6284,3670,3739
PA5491,895,1053,893,1049,915,997
PA5492,2358,2050,2004,2574,2444,2184
polA,3413,3383,3498,4825,4893,4389
PA5494,7361,5445,6516,9489,7600,6894
thrB,12731,10721,10291,12369,13081,11323
nrdJb,1309,1488,1347,1956,1766,1950
