,Emp_20_2.EDGE-pro.rpkm_0,Emp20_Dihydroxy_2.EDGE-pro.rpkm_0,Emp20_Dihydroxy.EDGE-pro.rpkm_0,Emp20_monohydroxy_2.EDGE-pro.rpkm_0,Emp20_monohydroxy.EDGE-pro.rpkm_0,Emp20_Oleic_acid_2.EDGE-pro.rpkm_0,Emp20_Oleic_acid.EDGE-pro.rpkm_0,Emp_20.EDGE-pro.rpkm_0
PA3573,915,2331,1079,508,1056,240,944,3132
PA3574,897,379,581,417,341,168,564,370
PA3574a,24,7,8,6,6,2,8,74
PA3575,36,95,91,55,36,7,19,95
PA3576,116,257,98,58,158,35,90,231
PA3577,4,9,8,0,5,4,5,0
PA3578,126,153,82,64,88,23,36,107
PA3579,152,190,352,94,242,107,125,169
PA3580,97,123,230,114,128,98,63,95
PA3581,88,126,193,87,225,55,152,157
PA3582,993,1385,2437,1693,3012,602,1059,1268
PA3583,334,621,349,238,515,120,414,778
PA3584,757,1462,1822,595,1170,346,1050,1109
PA3585,194,155,86,176,159,131,154,88
PA3586,51,40,30,49,48,49,52,17
PA3587,408,523,1010,339,391,179,474,653
PA3588,172,134,424,141,167,84,228,341
PA3589,0,0,0,0,5,0,5,19
PA3590,0,20,58,1,1,0,32,79
PA3591,0,4,20,0,0,0,0,4
PA3592,1,6,0,0,9,1,14,10
PA3593,58,23,18,13,20,1,34,0
PA3594,0,9,159,61,61,0,74,33
PA3595,12,4,99,3,44,32,89,73
PA3596,29,8,0,12,3,1,7,36
PA3597,52,13,139,18,92,33,75,10
PA3598,55,41,3,24,21,47,19,116
PA3599,145,163,270,130,206,284,307,360
PA3600,35,12,6,10,2,196,386,403
PA3601,1029,241,259,280,249,11685,9994,7549
PA3602,960,749,752,851,1149,567,965,1142
PA3603,46,134,66,65,49,20,49,157
PA3604,245,379,852,562,513,194,637,422
PA3605,97,80,215,82,94,7,125,129
PA3606,32,40,93,27,86,5,24,99
PA3607,77,37,63,8,64,66,47,23
PA3608,39,1,20,36,56,45,45,56
PA3609,30,0,0,0,14,1,28,11
PA3610,41,0,55,10,54,115,31,57
PA3611,1490,1191,1158,1242,1041,650,787,1274
PA3612,316,326,290,219,424,89,383,438
PA3613,948,1858,1255,665,1804,258,1105,2788
PA3614,1139,1313,1670,880,1394,494,929,2111
PA3615,1070,792,526,1263,1520,389,887,1566
PA3616,82,97,132,91,201,70,168,246
PA3617,1904,2954,3152,3918,3527,2139,2504,3279
PA3618,41,75,67,20,56,17,89,85
PA3619,57,94,40,41,112,29,133,127
PA3620,815,1038,1111,626,995,438,968,1392
PA3621,508,587,267,813,477,381,876,1128
PA3621.1,112,78,2,135,99,46,100,140
PA3622,43918,30755,46783,55032,48852,22603,37765,36719
PA3623,2120,1234,1537,2424,2085,1266,2164,1832
PA3624,647,803,771,536,1095,227,759,770
PA3625,792,906,1065,395,1071,300,848,1005
PA3626,125,350,329,103,260,216,299,279
PA3627,94,273,90,53,86,44,103,161
PA3628,158,146,45,82,136,64,137,160
PA3629,870,583,1009,869,1319,529,450,941
PA3630,41,131,38,78,153,6,42,190
PA3631,145,81,267,89,136,84,317,193
PA3632,398,332,311,333,482,240,442,448
PA3633,98,108,128,69,116,43,107,106
PA3634,120,267,134,121,196,62,269,191
PA3635,4302,3788,5553,5185,5362,3004,4759,6333
PA3636,2689,2427,2918,4407,2999,1609,2941,3591
PA3637,11584,8990,16752,13148,14750,8219,10476,13265
PA3638,264,137,88,203,160,183,175,237
PA3639,2875,1145,3635,3984,2031,1592,2572,2727
PA3640,1884,2210,2598,2355,2672,1236,1995,2512
PA3641,367,101,101,406,276,193,252,213
PA3642,186,114,142,80,168,93,144,187
PA3643,426,271,217,262,320,128,98,323
PA3644,2183,1701,2708,2317,3748,1547,2052,2788
PA3645,1989,1703,3725,2585,2783,1585,2595,2861
PA3646,1128,1485,1194,1535,1397,689,2001,1622
PA3647,1941,2290,3447,3220,2371,1845,2130,3250
PA3648,35769,31610,55838,50590,37857,35190,44794,45455
PA3649,172,163,597,212,180,151,273,334
PA3650,107,288,507,96,202,118,227,332
PA3651,54,50,172,43,56,0,269,66
PA3652,76,76,281,96,160,30,81,333
PA3653,1173,1570,2032,1766,1840,985,1513,2174
PA3654,499,520,395,753,434,404,700,730
PA3655,3902,5139,7440,6973,5596,3550,6722,9552
PA3656,55023,60339,99232,55589,74430,30909,86504,123897
PA3657,15750,15979,28674,32756,22747,20241,23484,21886
PA3658,1827,2434,2239,1786,2208,1325,1860,2761
PA3659,553,769,696,242,739,346,351,512
PA3660,245,179,193,220,200,280,183,384
PA3661,40,167,11,3,23,8,25,56
PA3662,824,991,747,656,859,324,544,674
PA3663,457,749,623,378,680,106,409,651
PA3664,170,157,78,72,189,106,160,91
PA3665,57,34,30,8,90,17,24,68
PA3666,563,448,813,479,610,262,433,789
PA3667,196,289,144,131,401,59,175,308
PA3668,49,30,58,26,74,0,38,13
PA3669,17,1,56,31,24,4,2,22
PA3670,142,109,294,120,276,91,52,202
PA3671,15,6,16,49,22,11,2,57
PA3672,66,32,46,36,82,16,33,38
PA3673,995,1024,1883,873,1356,406,1119,1751
PA3674,1034,651,623,673,561,182,699,879
PA3675,249,326,148,101,214,94,153,246
PA3676,255,407,446,143,213,213,300,384
PA3677,44,286,72,48,58,3,47,125
PA3678,495,433,609,261,304,225,371,474
PA3679,20,158,6,9,53,5,4,56
PA3680,87,91,87,29,89,48,49,76
PA3681,98,90,25,20,32,7,45,91
PA3682,72,129,94,46,161,33,119,143
PA3683,307,156,356,180,280,116,371,265
PA3684,144,71,83,48,117,92,80,104
PA3685,32,32,1,15,23,34,29,55
PA3686,11044,9236,21404,11566,15530,6921,11424,12077
PA3687,259,364,369,207,378,98,252,332
PA3688,828,675,477,282,766,195,620,649
PA3689,369,253,380,346,447,164,315,354
PA3690,172,428,361,160,325,43,166,217
PA3691,600,504,1736,1408,1259,445,1130,1490
PA3692,1488,2492,2677,1325,2371,649,1559,2244
PA3693,110,239,204,123,261,44,211,185
PA3694,334,325,291,292,249,164,208,396
PA3695,455,505,779,434,718,357,489,730
PA3696,76,82,270,53,125,41,70,153
PA3697,3059,2842,4053,2645,3933,1688,2199,2537
PA3698,465,520,370,502,453,227,320,548
PA3699,106,101,93,43,103,32,56,84
PA3700,5826,3652,5768,5989,4089,3393,5219,6931
PA3701,3180,3218,5397,3241,4005,1529,2967,3601
PA3702,607,456,865,383,562,138,453,381
PA3703,98,86,94,49,74,8,51,60
PA3704,99,134,91,45,105,36,52,118
PA3705,33,170,154,27,126,39,150,75
PA3706,88,83,123,23,61,78,26,64
PA3707,80,76,74,54,109,38,54,51
PA3708,1663,1426,2054,1229,1657,731,1410,2233
PA3709,225,28,88,557,893,126,408,186
PA3710,1196,345,387,941,1477,287,287,512
PA3711,501,109,369,143,359,81,96,280
PA3712,81,77,23,11,69,13,28,89
PA3713,155,258,207,156,289,55,160,293
PA3714,117,51,47,28,55,45,42,80
PA3715,124,145,101,35,76,16,56,147
PA3716,1757,1959,3221,1728,2370,942,1812,3137
PA3717,29,183,287,127,177,124,146,139
PA3718,39,111,128,19,75,2,19,89
PA3719,1,9,0,1,18,1,0,0
PA3720,0,12,2,0,20,4,0,27
PA3721,98,49,31,52,132,7,240,118
PA3722,387,485,512,459,441,208,428,545
PA3723,439,535,611,282,700,217,241,422
PA3724,12249,4207,6192,3856,4648,1665,2783,6625
PA3725,392,248,342,181,255,99,389,323
PA3726,161,197,459,154,377,48,157,268
PA3727,116,77,316,115,235,107,74,140
PA3728,916,1366,1405,1409,2472,728,1289,1307
PA3729,1057,1260,1595,2450,2471,963,1000,1183
PA3730,45,73,29,96,194,39,34,58
PA3731,184,310,240,434,627,186,556,328
PA3732,216,154,163,192,698,76,309,420
PA3733,492,395,799,515,614,348,680,580
PA3733a,61,89,80,34,61,82,68,161
PA3734,49,262,170,142,161,130,118,87
PA3735,837,1500,1355,1063,1585,777,1167,2015
PA3736,1078,1293,1708,799,1686,363,1068,2065
PA3737,606,607,711,376,946,287,544,625
PA3738,252,309,314,159,370,155,265,335
PA3739,731,211,437,327,423,148,287,519
PA3740,496,406,809,251,603,140,333,413
PA3741,290,133,314,132,259,71,200,231
PA3742,5408,14986,18291,11893,10337,3352,11263,11687
PA3743,683,925,1394,1434,1031,601,833,1005
PA3744,516,496,467,347,321,298,365,698
PA3745,1003,658,1459,976,994,511,1198,1345
PA3746,438,509,766,403,615,275,431,707
PA3747,1190,773,1199,688,1300,864,1238,1182
PA3748,1419,941,1440,968,1564,729,1142,1377
PA3749,38,185,132,23,167,153,188,184
PA3750,6,97,11,6,9,5,7,36
PA3751,296,559,263,124,585,44,145,387
PA3752,91,245,244,79,147,28,166,131
PA3753,440,665,898,422,841,185,517,592
PA3754,3279,2417,5696,2304,4099,2041,3237,3420
PA3755,367,367,360,189,472,299,253,529
PA3756,2724,1572,3042,2523,2991,2046,2331,3022
PA3757,140,432,193,257,276,95,238,396
PA3758,188,180,406,208,414,102,160,336
PA3759,17,11,9,7,22,1,28,24
PA3760,78,86,176,71,140,55,99,184
PA3761,61,145,65,58,145,1,38,38
PA3762,254,239,206,76,235,38,62,199
PA3763,2650,3637,4075,2863,4397,1346,2663,4258
PA3764,1133,1267,1939,972,1407,627,1255,1464
PA3765,80,50,39,62,39,32,65,36
PA3766,129,42,18,68,74,20,56,125
PA3767,116,195,197,63,159,49,99,222
PA3768,775,638,1401,904,1150,721,888,1403
PA3769,1381,1140,1107,1093,1824,655,1111,1805
PA3770,6635,5150,6852,6545,8306,3077,6407,9604
PA3771,57,94,15,22,120,12,34,45
PA3772,50,60,4,45,37,42,51,0
PA3773,5,0,4,3,27,4,1,0
PA3774,2,0,1,0,4,0,0,1
PA3775,0,23,44,10,9,0,2,22
PA3776,45,12,2,10,11,54,8,20
PA3777,49,110,139,54,126,29,74,109
PA3778,93,123,200,48,168,25,81,134
PA3779,16,18,2,57,109,23,25,110
PA3780,0,8,0,10,4,7,1,0
PA3781,51,12,1,5,28,12,8,7
PA3782,102,97,199,44,148,48,42,108
PA3783,106,93,190,57,88,53,94,110
PA3784,453,531,538,356,528,212,332,576
PA3785,3137,5768,5758,1901,3886,910,2005,3325
PA3786,1263,2103,2419,535,868,488,919,1275
PA3787,195,336,228,184,217,105,193,290
PA3788,73,78,132,46,46,52,18,97
PA3789,123,174,481,146,191,132,134,278
PA3790,3959,9359,7158,4123,7824,1854,3379,6591
PA3791,1984,2172,2119,612,1346,416,1036,1593
PA3792,23372,1714,3599,28263,26020,2459,3910,11451
PA3793,150,153,75,87,336,23,61,393
PA3794,39,29,117,40,91,58,7,111
PA3795,605,688,922,686,818,547,523,658
PA3796,21,32,17,13,22,2,35,60
PA3797,385,232,412,150,726,123,372,390
PA3798,437,347,418,202,427,194,232,628
PA3799,1125,1242,1569,978,1736,703,1363,1443
PA3800,285,388,577,276,584,117,310,609
PA3801,292,491,257,193,415,64,269,505
PA3802,3268,2367,4211,2649,4590,1753,3392,4432
PA3803,2955,2306,3215,2247,3178,1553,1992,3746
PA3804,731,821,991,709,982,295,676,1135
PA3805,1861,1434,2112,2153,2013,1306,2108,2628
PA3806,2600,3258,3432,3090,2467,1926,4070,3848
PA3807,5932,8609,13037,9820,11163,5714,10908,9856
PA3808,278,131,296,319,144,249,209,94
PA3809,1581,1176,2712,1929,2335,1104,2209,1972
PA3810,305,274,280,289,378,207,284,519
PA3811,226,537,427,279,387,149,205,549
PA3812,586,540,834,751,652,462,570,789
PA3813,1606,1663,1831,1748,1821,1038,1463,1906
PA3814,3069,3050,3841,2854,3566,1105,2964,5282
PA3815,1186,1230,1534,861,1125,576,1289,1994
PA3816,385,528,447,353,647,402,397,551
PA3817,300,176,1055,310,397,206,242,469
PA3818,500,639,841,595,1038,528,793,1008
PA3819,421,277,543,330,1170,140,518,695
PA3820,1771,1115,2707,2257,2054,1029,2140,2218
PA3821,3988,3673,4952,4908,5435,2813,4275,5282
PA3822,2998,2534,8172,4273,3860,2089,4108,4346
PA3823,605,392,757,403,349,374,485,580
PA3824,250,549,443,110,273,52,291,269
PA3824.1,19,2,3,19,6,3,13,5
PA3825,407,191,271,73,100,57,116,252
PA3826,126,163,194,39,51,31,25,141
PA3827,752,802,1523,1017,1075,484,590,856
PA3828,1482,1428,2258,1480,2143,883,1399,1842
PA3829,44,15,25,6,10,8,23,69
PA3830,33,14,10,4,28,7,7,96
PA3831,1605,1265,1554,931,1839,763,1658,2055
PA3832,242,270,196,208,242,96,188,228
PA3833,2372,1691,1634,1469,2200,1877,1693,1861
PA3834,4227,4192,4732,3218,4047,2245,3369,5982
PA3835,51,100,21,29,36,28,70,217
PA3836,701,1819,1412,771,2398,572,1335,1722
PA3837,421,381,448,396,775,424,427,617
PA3838,447,661,570,876,1121,449,805,611
PA3839,314,449,335,123,288,267,480,639
PA3840,296,212,134,198,207,110,360,236
PA3841,286,57,41,215,151,51,250,308
PA3842,337,78,316,106,243,173,189,292
PA3844,38,35,6,18,63,6,10,22
PA3845,40,48,36,1,28,12,20,55
PA3846,11,76,4,2,25,8,29,40
PA3847,396,301,368,166,289,91,220,334
PA3848,929,663,1911,759,1057,417,642,1123
PA3849,1081,734,1242,577,920,326,642,1120
PA3850,221,300,290,137,231,80,188,204
PA3851,362,417,337,167,293,124,329,356
PA3852,184,458,488,134,431,131,113,222
PA3853,131,123,189,92,149,89,82,110
PA3854,2,4,43,5,6,0,8,3
PA3855,96,182,101,26,97,53,74,133
PA3856,174,178,178,42,211,75,119,97
PA3857,2790,2200,2781,2256,2696,1698,1936,2972
PA3858,620,799,885,442,935,121,292,702
PA3859,1080,757,775,829,1087,559,1019,1342
PA3860,96,303,239,185,374,19,221,107
PA3861,2573,3937,3263,1956,3001,951,1920,3671
PA3862,48,48,3,9,32,12,51,45
PA3863,18,25,22,4,49,3,6,33
PA3864,222,190,481,344,614,142,186,577
PA3865,16,100,146,316,37,83,192,93
PA3865a,9,40,54,39,131,130,108,60
PA3866,1997,2689,4182,3207,2064,2691,3650,2986
PA3867,85,117,58,47,63,46,179,108
PA3868,420,242,466,320,282,329,209,530
PA3869,134,131,193,255,86,29,109,160
PA3870,24,30,48,22,7,14,4,88
PA3871,8,6,8,21,2,0,0,0
PA3872,22,53,12,57,88,24,61,53
PA3873,0,15,0,23,17,4,2,18
PA3874,32,163,48,34,79,39,130,231
PA3875,212,97,5,159,409,55,95,333
PA3876,4,121,0,5,56,0,12,38
PA3877,52,36,46,26,54,8,11,54
PA3878,435,445,531,303,619,181,409,705
PA3879,442,499,575,259,519,139,542,837
PA3880,64,44,36,38,61,27,41,108
PA3881,73,16,8,62,47,35,20,141
PA3882,62,69,168,45,93,25,64,176
PA3883,1,11,5,4,16,0,15,5
PA3884,6,45,34,15,11,23,14,4
PA3885,2,17,147,46,42,43,48,34
PA3886,38,66,30,25,54,15,24,69
PA3886a,2,32,1,9,16,18,33,21
PA3887,308,475,821,302,509,590,662,774
PA3888,16,165,5,45,88,67,125,176
PA3889,134,119,177,46,101,16,209,107
PA3890,69,39,147,30,15,1,27,40
PA3891,76,105,160,153,84,133,63,156
PA3892,69,57,104,29,63,12,92,51
PA3893,36,12,17,1,4,9,65,21
PA3894,41,33,1,21,13,6,41,34
PA3895,268,654,596,341,559,269,434,655
PA3896,692,934,1215,573,731,265,672,783
PA3897,42,64,15,11,19,7,46,83
PA3898,95,363,146,58,206,63,182,199
PA3899,61,114,341,37,121,24,234,241
PA3900,4,11,30,4,28,2,11,43
PA3901,30,75,190,75,128,76,359,94
PA3902,155,171,197,82,243,106,107,184
PA3903,2899,2186,2658,2532,3031,1582,2184,4175
PA3904,326,442,237,66,322,145,291,571
PA3905,87,124,52,20,105,34,130,181
PA3906,34,25,36,16,28,2,5,27
PA3907,689,809,975,328,569,424,563,683
PA3908,1321,843,1306,885,740,951,1506,1527
PA3909,39,18,9,23,25,42,53,13
PA3910,32,1,64,11,72,6,24,19
PA3911,45,25,14,2,6,3,34,12
PA3912,64,9,79,107,41,42,45,107
PA3913,83,58,41,67,117,20,91,109
PA3914,1,4,83,3,43,2,20,53
PA3915,4,5,4,1,1,4,4,16
PA3916,16,25,2,2,30,4,7,8
PA3917,14,6,20,16,38,30,47,68
PA3918,46,43,52,53,53,45,55,76
PA3919,6011,3443,5187,5694,7822,3045,4230,5530
PA3920,87,67,19,16,56,22,50,31
PA3921,525,441,465,346,570,148,276,442
PA3922,4961,3422,3952,6551,12888,9067,11225,6086
PA3923,2669,1328,1733,2686,5243,3576,4811,3476
PA3924,494,475,849,1740,1551,597,957,916
PA3925,227,554,660,156,458,88,246,591
PA3926,28,119,92,11,102,10,59,145
PA3927,82,144,152,169,205,149,43,248
PA3928,33,46,128,29,29,10,27,11
PA3929,383,328,727,207,351,97,218,233
PA3930,1069,990,1214,626,1092,205,434,566
PA3931,1733,1085,2405,1295,995,679,1037,1347
PA3932,88,44,43,46,29,6,10,92
PA3933,80,235,219,49,47,23,61,114
PA3934,309,304,151,181,150,236,276,278
PA3935,42,37,33,7,61,33,10,94
PA3936,7,2,0,1,3,0,4,29
PA3937,50,0,8,9,16,1,4,22
PA3938,112,82,284,43,110,14,116,114
PA3939,8,36,17,10,11,11,9,27
PA3940,6482,8955,11684,7014,7286,3873,8883,10168
PA3941,200,414,189,87,221,36,198,359
PA3942,1333,1399,1852,1438,2075,1144,2121,1547
PA3943,249,490,352,159,554,231,302,346
PA3944,86,72,130,91,87,30,68,94
PA3945,2839,2254,4461,2972,3205,1986,2810,2874
PA3946,460,294,118,148,129,142,116,202
PA3947,51,84,70,34,90,30,92,23
PA3948,2588,1428,4189,3573,2797,2481,3417,2711
PA3949,59,64,43,22,68,10,28,135
PA3950,133,330,415,132,245,83,183,277
PA3951,155,488,651,366,573,166,398,480
PA3952,232,233,400,241,535,158,283,247
PA3953,7,34,7,19,7,0,5,2
PA3954,62,0,23,31,26,18,43,101
PA3955,159,80,90,93,149,96,168,157
PA3956,102,181,159,71,94,74,202,260
PA3957,169,69,145,74,71,51,217,145
PA3958,462,397,498,378,597,211,225,701
PA3959,120,86,42,37,124,30,61,121
PA3960,7,5,3,48,52,2,44,15
PA3961,98,129,167,108,136,61,134,132
PA3962,388,576,549,307,654,189,526,705
PA3963,90,291,79,98,208,23,131,134
PA3963a,24,61,51,22,64,11,72,48
PA3965,1575,361,561,1017,1672,280,881,2255
PA3966,1044,428,516,984,583,647,971,737
PA3967,210,184,127,200,162,116,286,369
PA3968,35,35,17,6,52,5,16,62
PA3969,283,352,378,165,459,185,257,272
PA3969a,22,35,51,13,35,23,16,20
PA3970,733,1349,1534,955,1810,557,794,1366
PA3971,32,67,24,2,46,8,56,43
PA3972,201,372,585,219,463,77,74,281
PA3973,57,233,360,115,141,35,89,138
PA3974,786,865,2018,677,1035,685,1164,911
PA3975,94,246,100,40,126,42,99,254
PA3976,139,228,176,67,242,65,167,249
PA3977,1011,1088,905,642,1196,377,846,1403
PA3978,677,758,707,402,619,401,706,1101
PA3979,187,180,244,167,174,131,148,364
PA3980,776,621,1153,697,766,415,1047,1239
PA3981,3347,2688,2081,2128,3188,1245,2371,3973
PA3982,770,695,1045,519,876,282,518,814
PA3983,3735,2724,3918,4134,4437,2825,3371,3857
PA3984,364,589,701,489,560,287,573,827
PA3985,17,27,4,12,36,2,42,123
PA3986,18,170,29,26,72,5,19,98
PA3987,7156,5018,8061,7138,6615,3293,6642,8390
PA3988,1161,1440,2134,1231,1842,578,1146,1771
PA3989,276,392,259,135,298,90,228,313
PA3990,24,28,17,30,72,13,26,35
PA3992,752,1028,905,482,1421,320,1000,1496
PA3993,54,47,65,27,32,7,28,61
PA3994,15,24,201,30,31,8,58,40
PA3995,26,29,42,5,27,18,6,72
PA3996,3180,4277,5219,3299,6314,1497,3655,4494
PA3997,179,468,366,314,652,228,505,609
PA3998,2505,1477,3019,2878,2976,1794,2102,2509
PA3999,4736,4665,8587,5371,7241,2924,4204,7232
PA4000,3398,3366,4960,2411,6011,1841,3476,4779
PA4001,592,832,1114,673,1028,270,651,997
PA4002,404,330,491,376,417,304,422,413
PA4003,1601,1203,1827,1396,1862,794,1164,1462
PA4004,78,95,81,20,45,79,35,154
PA4005,511,657,356,646,433,349,598,594
PA4006,467,546,915,795,617,402,596,599
PA4007,740,665,943,520,1015,237,697,955
PA4008,48,38,52,7,70,36,7,50
PA4009,0,5,21,10,25,10,16,13
PA4010,210,235,249,213,348,96,474,607
PA4011,589,605,469,284,861,269,853,806
PA4012,135,303,147,75,198,31,106,138
PA4013,32,78,175,112,123,26,69,135
PA4014,7,17,89,6,24,5,18,11
PA4015,3236,8899,13044,2759,2473,1782,2228,2178
PA4016,138,265,167,34,131,53,48,154
PA4017,217,158,226,138,132,81,161,203
PA4018,25,45,46,3,13,6,10,31
PA4019,63,278,76,90,65,25,53,146
PA4020,238,567,466,207,396,149,151,429
PA4021,161,452,290,78,323,56,92,483
PA4022,6168,4198,5667,5090,10644,3441,4702,5494
PA4023,911,774,938,1446,2000,1022,1075,733
PA4024,1111,523,1192,1298,2931,694,1934,989
PA4025,106,95,148,50,365,98,99,257
PA4026,974,815,1043,1134,1119,709,1024,1016
PA4027,811,453,562,534,744,328,500,528
PA4027a,7,19,45,1,4,0,18,24
PA4029,355,288,509,128,237,223,364,308
PA4030,149,73,179,17,62,30,41,86
PA4031,17166,20041,31743,28395,23184,17058,24537,26606
PA4032,494,719,539,421,598,177,409,595
PA4033,75,46,27,100,135,40,88,151
PA4034,833,696,1072,944,981,588,742,640
PA4035,302,217,632,310,535,185,351,322
PA4036,235,286,578,287,410,152,318,266
PA4037,47,145,62,40,59,95,248,40
PA4038,38,24,5,12,12,5,21,19
PA4039,28,107,10,27,18,78,3,47
PA4040,40,102,37,1,26,1,11,19
PA4041,25,8,87,52,54,26,29,69
PA4042,198,131,149,181,101,89,126,275
PA4043,350,596,525,197,494,116,354,647
PA4044,1216,1624,1399,944,1428,440,1380,1749
PA4045,10,31,32,7,8,3,13,14
PA4046,34,73,38,101,101,28,78,93
PA4047,385,263,315,216,313,153,312,291
PA4048,110,83,64,43,108,58,63,123
PA4049,172,75,353,54,138,22,56,152
PA4050,62,86,5,37,43,23,139,151
PA4051,45,148,59,23,53,4,51,136
PA4052,916,1538,2552,953,1609,505,1172,1618
PA4053,400,801,871,326,906,211,355,942
PA4054,236,432,240,168,174,114,249,327
PA4055,258,284,343,128,252,62,147,265
PA4056,28,146,37,8,60,10,12,51
PA4057,303,879,650,253,639,71,313,527
PA4060,26,1,35,6,6,41,2,22
PA4061,442,958,519,302,677,97,289,1039
PA4062,62,89,0,20,62,1,38,36
PA4063,1027,169,74,89,135,1974,2482,3911
PA4064,238,35,44,17,44,415,347,766
PA4065,340,62,213,70,53,497,795,636
PA4066,489,102,359,113,234,660,1215,1063
PA4067,65365,44463,65004,48352,60456,22229,50344,83609
PA4068,466,422,812,496,981,210,931,569
PA4069,266,192,229,179,168,87,252,393
PA4070,128,67,261,55,86,194,140,155
PA4071,22,16,34,0,22,4,5,20
PA4072,30,26,27,2,11,16,10,81
PA4073,6,27,181,0,56,1,5,19
PA4074,70,118,92,9,161,34,59,144
PA4075,6,9,31,0,7,2,0,0
PA4076,91,97,113,30,138,32,105,119
PA4077,27,31,102,18,59,30,76,76
PA4078,194,82,131,141,49,58,129,48
PA4079,56,52,14,8,84,19,122,93
PA4080,249,307,235,127,216,124,449,355
PA4081,37,54,46,45,87,40,51,19
PA4082,54,217,105,71,86,1,76,107
PA4083,1,14,11,0,1,1,0,1
PA4084,56,21,40,171,59,6,32,80
PA4085,0,11,9,0,10,0,67,0
PA4086,337,72,270,198,171,66,122,144
PA4087,63,25,0,26,36,56,3,18
PA4088,14,26,0,2,2,0,2,4
PA4089,0,1,0,0,2,0,1,2
PA4090,1734,2796,3968,3009,2462,2688,3835,2716
PA4091,167,79,220,92,131,159,197,125
PA4092,21,2,0,4,35,19,6,79
PA4093,0,25,10,4,50,6,30,67
PA4094,37,149,200,85,128,67,148,210
PA4095,10,18,0,17,4,0,0,0
PA4096,0,26,0,0,0,2,42,1
PA4097,0,0,0,0,9,0,0,0
PA4098,0,0,0,0,5,0,3,4
PA4099,8,12,0,1,0,0,0,10
PA4100,7,2,15,3,18,0,0,16
PA4101,474,184,273,450,229,202,437,367
PA4102,116,66,76,152,108,61,47,225
PA4103,11,25,0,1,13,0,22,24
PA4104,6,0,0,0,8,0,0,0
PA4105,2,0,0,2,5,0,1,5
PA4106,6,0,0,0,16,0,15,19
PA4107,3,44,25,0,90,0,56,1
PA4108,530,424,494,332,664,450,329,397
PA4108a,36,56,134,71,96,43,53,200
PA4109,198,208,359,281,297,131,152,303
PA4110,137,89,48,83,191,67,38,81
PA4111,30,51,22,1,64,17,23,24
PA4112,313,262,671,236,359,110,234,257
PA4113,29,32,119,26,39,16,52,108
PA4114,366,453,567,260,481,273,497,415
PA4115,1420,1730,1451,1308,1870,936,1562,1963
PA4116,291,598,483,155,449,167,422,501
PA4117,6981,6029,10562,6454,6952,4910,5752,7838
PA4118,163,224,221,52,198,67,208,230
PA4119,105,152,171,12,98,42,62,91
PA4120,22,13,9,4,48,22,27,46
PA4121,8,15,0,7,22,1,1,1
PA4122,2,35,1,0,18,0,10,10
PA4123,15,31,103,50,56,40,27,47
PA4124,25,62,91,30,47,27,30,45
PA4125,5,22,8,43,20,0,9,38
PA4126,26,24,19,47,46,16,35,39
PA4127,50,1,27,42,43,28,85,28
PA4128,58,120,81,19,77,24,34,90
PA4129,107,258,142,37,142,52,109,320
PA4130,4298,5679,6967,2629,5734,2188,4251,6807
PA4131,6592,6405,5698,4391,6936,1830,3551,6379
PA4132,3816,4909,5502,3086,4939,2345,2991,4401
PA4133,12541,7981,10699,7578,9790,4500,6939,13259
PA4134,340,322,395,259,300,141,219,403
PA4135,126,147,126,72,104,48,123,150
PA4136,46,96,55,13,16,9,24,39
PA4137,77,126,17,64,67,34,117,206
PA4138,12,16,29,23,14,5,51,10
PA4139,211,502,1110,493,625,404,315,366
PA4140,33,140,96,13,25,4,28,90
PA4141,114,39,137,68,41,28,94,54
PA4142,270,182,392,93,129,88,175,171
PA4143,134,216,135,29,129,78,146,154
PA4144,30,62,55,3,6,11,8,37
PA4145,227,247,293,151,233,88,195,315
PA4145a,32,64,1,53,32,1,5,10
PA4147,153,66,158,50,179,34,90,115
PA4148,2,12,11,2,11,4,3,13
PA4149,0,0,0,0,0,0,0,1
PA4150,3,7,26,14,18,19,2,17
PA4151,21,57,0,14,9,3,7,26
PA4152,1,2,0,0,19,0,7,8
PA4153,15,5,0,0,6,1,79,28
PA4154,22,22,63,4,35,6,7,9
PA4155,23,21,56,5,52,5,27,33
PA4156,52,132,113,66,107,85,151,60
PA4157,80,107,127,38,89,6,22,166
PA4158,15,59,210,15,8,15,13,26
PA4159,9,17,19,3,11,2,32,46
PA4160,2,3,0,0,6,0,39,1
