,WT1_S1,WT-plus-HOCl1_S2,WT-plus-OSCN1_S3,mutant1_S4,mutant-plus-HOCl1_S5,mutant-plus-OSCN1_S6,WT2_S7,WT-plus-HOCl2_S8,WT-plus-OSCN2_S9,mutant2_S10,mutant-plus-HOCl2_S11,mutant-plus-OSCN2_S12
PA14_RS25875,291,287,335,268,181,254,332,260,501,443,298,380
PA14_RS25880,"2,391","2,301","2,235","2,602","2,211","1,456","2,443","2,102","2,867","2,965","1,980","1,659"
PA14_RS25885,107,127,97,118,85,70,131,131,132,128,87,110
PA14_RS25890,74,101,79,118,90,140,54,49,52,45,47,48
PA14_RS25895,101,112,72,181,117,162,68,83,58,72,66,61
PA14_RS25900,214,232,211,198,203,291,281,254,296,289,284,304
PA14_RS25905,91,93,88,92,84,122,87,112,115,101,71,103
PA14_RS25910,"2,135","2,096","1,815","2,350","2,054","2,323","2,681","2,457","2,209","2,787","2,725","2,781"
PA14_RS25915,"1,038","1,006",996,"1,255","1,102",987,"1,189","1,058","1,659","1,508","1,192","1,154"
PA14_RS25920,180,229,210,323,271,166,153,148,142,146,160,148
PA14_RS25925,398,474,458,550,476,358,245,284,407,337,310,305
PA14_RS25930,192,200,189,268,184,138,104,83,108,109,114,103
PA14_RS25935,347,347,323,443,311,255,258,176,226,266,212,186
PA14_RS25940,188,225,156,213,182,171,144,148,106,118,103,92
PA14_RS25945,136,161,120,134,122,164,113,89,121,161,87,86
PA14_RS25950,32,41,29,39,22,33,21,13,11,27,23,15
PA14_RS25955,258,293,272,306,277,364,283,270,306,358,273,323
PA14_RS25960,271,265,252,325,281,298,236,256,331,326,237,289
PA14_RS25965,131,105,149,188,197,136,142,115,162,171,96,97
PA14_RS25970,570,522,668,549,515,817,652,601,726,640,544,693
PA14_RS25975,88,103,87,134,106,101,72,92,109,75,61,88
PA14_RS25980,111,153,133,165,163,110,145,112,102,137,135,107
PA14_RS25985,168,214,139,240,191,134,179,138,135,188,116,114
PA14_RS25990,840,941,830,"1,067","1,050",826,946,940,"1,020","1,086","1,043",997
PA14_RS25995,838,"1,043",861,"1,186","1,186","1,093","1,097",984,"1,205","1,112","1,095","1,110"
PA14_RS26000,893,"1,089",743,"1,407","1,154",547,630,674,907,882,816,655
PA14_RS26005,"1,615","2,458","1,747","2,594","3,035","1,021","1,449","1,982","1,812","1,841","2,318","1,426"
PA14_RS26010,"2,522","3,626","2,663","3,579","4,401","1,569","2,280","3,154","2,908","2,798","3,332","2,359"
PA14_RS26015,"9,767","13,274","8,757","13,546","14,072","8,653","11,065","13,520","10,874","12,401","11,789","9,956"
PA14_RS26025,73,100,57,101,71,47,96,82,58,109,41,40
PA14_RS26030,27,24,25,23,18,25,20,33,23,45,39,24
PA14_RS26035,183,194,106,247,186,298,109,134,99,123,118,122
PA14_RS26040,177,216,173,284,234,296,144,156,122,127,117,121
PA14_RS26045,36,44,32,76,36,42,25,41,20,30,22,28
PA14_RS26050,24,15,12,29,16,35,21,22,26,36,21,25
PA14_RS26055,15,15,14,13,12,19,8,14,8,10,11,7
PA14_RS26060,1,5,2,4,4,2,6,6,3,1,4,4
PA14_RS26065,35,63,33,56,43,104,26,29,25,42,27,36
PA14_RS26070,8,16,8,8,8,12,9,8,6,5,4,3
PA14_RS26075,94,96,97,115,92,147,71,56,63,73,66,57
PA14_RS26080,29,19,14,22,17,40,14,5,8,16,10,11
PA14_RS26085,61,74,40,78,51,97,47,40,28,36,27,46
PA14_RS26090,239,289,225,353,269,"1,819",252,214,127,152,121,210
PA14_RS26095,122,208,84,124,147,803,161,189,80,110,71,135
PA14_RS26100,377,409,298,406,339,483,283,292,373,348,235,315
PA14_RS26105,25,21,26,19,11,23,18,13,16,22,4,11
PA14_RS26110,121,148,159,145,140,"3,248",140,207,197,213,161,467
PA14_RS26115,29,31,21,31,35,726,25,33,26,37,37,81
PA14_RS26120,240,240,177,221,213,817,279,271,312,336,289,369
PA14_RS26125,65,68,61,59,85,"3,299",60,112,99,81,84,398
PA14_RS26130,873,966,875,986,867,"1,105","1,223","1,021","1,174","1,331","1,129","1,106"
PA14_RS26135,35,45,29,49,57,87,25,48,38,45,38,40
PA14_RS26140,73,85,55,86,67,198,42,65,49,61,47,53
PA14_RS26145,73,121,54,92,102,522,48,83,86,103,73,137
PA14_RS26150,191,392,95,303,336,"4,601",175,321,115,196,251,471
PA14_RS26155,168,226,122,242,169,866,138,120,134,149,105,143
PA14_RS26160,457,716,564,596,733,"1,291",487,965,596,492,673,851
PA14_RS26165,184,246,206,251,245,302,154,219,197,179,187,243
PA14_RS26170,"1,145","1,185","1,233","1,467","1,218","1,830","1,197",970,"1,568","1,363",930,"1,624"
PA14_RS26175,"3,919","3,908","4,079","4,703","3,805","9,513","4,647","3,960","5,347","5,252","4,089","6,580"
PA14_RS31015,746,711,707,934,729,"2,117",804,673,730,906,726,"1,062"
PA14_RS26180,"4,512","4,215","4,214","6,337","5,714","4,306","6,206","4,398","5,568","6,574","5,402","6,588"
PA14_RS26185,98,91,107,147,164,118,101,100,100,128,117,151
PA14_RS26190,101,198,143,203,194,363,94,154,107,85,105,119
PA14_RS26195,529,695,644,929,755,550,367,439,292,333,353,297
PA14_RS26200,"1,662","1,833","1,995","2,336","1,697","1,228","1,093","1,315","1,137",952,788,754
PA14_RS26205,"8,116","8,380","11,165","10,908","9,028","5,254","5,952","5,803","10,535","5,820","4,899","4,063"
PA14_RS26210,63,88,76,123,118,84,58,73,51,56,43,40
PA14_RS26215,705,810,547,839,687,"1,094",473,442,450,438,364,475
PA14_RS26220,762,"1,019",752,"1,081",916,"1,118",522,613,444,428,422,453
PA14_RS26225,521,919,582,764,919,"1,277",485,"1,143",506,522,656,544
PA14_RS26230,184,352,167,272,349,435,210,433,102,134,239,182
PA14_RS26235,618,886,587,881,"1,073","1,191",793,"1,096",738,756,946,901
PA14_RS26240,448,599,487,689,793,704,690,765,875,746,903,767
PA14_RS26245,"1,489","1,896","1,667","2,098","2,188","1,266","1,787","1,662","1,727","1,960","1,752","1,459"
PA14_RS26250,82,96,74,93,75,103,82,68,80,104,67,65
PA14_RS26255,13,15,16,18,13,26,16,15,20,13,9,14
PA14_RS26260,6,7,8,6,11,13,5,8,9,6,9,6
PA14_RS26265,3,5,6,9,10,2,1,4,6,7,2,4
PA14_RS26270,24,26,10,21,25,16,26,25,27,24,29,24
PA14_RS26275,22,34,20,29,32,24,19,15,35,32,19,23
PA14_RS26280,178,155,135,235,159,168,109,81,118,105,76,96
PA14_RS26285,89,124,72,159,100,91,64,52,78,94,52,58
PA14_RS26290,127,165,122,168,111,99,93,71,70,77,91,89
PA14_RS26295,198,196,164,261,225,156,107,91,122,137,101,132
PA14_RS26300,185,209,168,295,186,132,84,110,93,103,144,130
PA14_RS26305,746,842,751,"1,165",832,614,558,546,539,480,648,635
PA14_RS26310,177,202,140,233,172,70,116,72,87,87,55,84
PA14_RS26315,393,424,407,447,518,"1,656",261,254,236,373,253,574
PA14_RS26320,50,66,33,57,46,73,43,42,28,49,28,30
PA14_RS26325,221,277,168,250,199,208,184,151,146,173,84,89
PA14_RS26330,"1,115","1,414",965,"1,440","1,147","1,898",825,857,874,811,718,980
PA14_RS26335,66,146,73,122,148,463,112,183,100,115,129,106
PA14_RS26340,"1,377","1,520","1,579","1,500","1,210","1,791","1,080","1,207","1,711","1,292","1,038","1,224"
PA14_RS26345,479,490,419,584,486,586,588,453,520,545,419,516
PA14_RS26350,"3,193","1,895","3,655","3,027","1,715","2,372","5,260","2,551","5,966","6,269","2,703","5,470"
PA14_RS26355,265,152,319,222,146,140,437,223,568,611,264,469
PA14_RS26360,603,636,816,743,582,"2,514",590,550,"1,273",593,901,"1,434"
PA14_RS26365,"1,567","1,215","1,724","1,712","1,246","1,098","2,079","1,471","2,579","2,636","1,556","2,217"
PA14_RS26370,961,645,"1,186",970,647,683,"1,420",635,"1,541","1,549",755,"1,330"
PA14_RS26375,46,141,97,101,150,"6,775",86,259,79,81,406,"2,522"
PA14_RS26380,43,69,51,73,72,90,58,112,76,109,112,79
PA14_RS26385,6,27,8,8,14,14,13,54,9,14,32,5
PA14_RS26390,11,77,29,22,35,19,14,142,12,16,97,17
PA14_RS26395,174,184,169,180,192,143,229,208,185,214,170,195
PA14_RS26400,112,102,90,98,105,95,125,111,127,158,119,115
PA14_RS26405,141,191,200,209,268,196,185,290,228,200,233,152
PA14_RS26410,108,250,499,304,384,723,498,392,671,604,605,812
PA14_RS26415,44,97,164,91,111,242,129,123,170,210,164,204
PA14_RS26420,110,150,153,186,160,282,66,94,86,76,73,80
PA14_RS26425,24,31,11,25,20,14,22,16,22,16,16,11
PA14_RS26430,16,20,9,24,15,11,14,11,11,19,13,11
PA14_RS26435,60,60,38,59,69,28,52,49,40,54,36,38
PA14_RS26440,12,11,3,8,8,6,8,7,7,11,8,13
PA14_RS26445,89,85,61,107,80,181,83,44,37,86,31,84
PA14_RS26450,169,153,140,213,144,322,164,102,154,183,73,195
PA14_RS26455,117,150,121,175,164,116,107,75,64,94,55,76
PA14_RS26460,106,110,114,132,114,110,105,56,79,105,55,79
PA14_RS26465,391,405,362,432,439,400,415,373,447,532,427,429
PA14_RS26470,90,60,64,99,71,84,65,41,80,79,57,64
PA14_RS26475,31,34,23,40,41,75,23,30,31,30,20,46
PA14_RS26480,112,141,112,161,131,246,97,116,143,135,102,154
PA14_RS26485,27,16,17,18,17,19,30,26,23,33,25,21
PA14_RS26490,57,55,39,64,45,40,54,45,49,78,36,37
PA14_RS26495,27,27,21,28,23,22,31,20,30,34,26,22
PA14_RS26500,556,639,493,684,610,604,460,440,513,475,426,443
PA14_RS26505,859,"1,125",673,"1,066","1,053",923,643,791,633,614,716,621
PA14_RS26510,63,82,79,73,73,43,33,44,44,64,34,39
PA14_RS26515,100,147,95,100,113,62,77,111,57,63,58,59
PA14_RS26520,88,109,95,107,123,53,80,126,60,67,48,60
PA14_RS26525,90,143,84,95,103,44,82,94,59,67,71,37
PA14_RS26530,83,134,59,105,99,36,103,126,55,96,46,43
PA14_RS26535,865,"1,039",910,880,892,438,833,"1,083",656,868,656,490
PA14_RS26540,268,325,264,396,326,328,299,255,253,283,204,246
PA14_RS26545,908,"1,237","1,015","1,044","1,084",799,846,"1,082",836,930,850,798
PA14_RS26550,"1,175","1,034",934,"1,469",936,"2,416","1,221",959,"1,624","1,415","1,075","1,032"
PA14_RS26555,580,455,595,731,505,"1,521",781,519,"1,086","1,199",735,743
PA14_RS26560,212,254,198,359,269,"2,709",279,530,238,300,241,380
PA14_RS26565,"1,014","1,095",888,"1,828","1,435","4,141","1,277","1,442","1,029","1,404","1,379","1,705"
PA14_RS26570,"2,585","2,604","1,988","4,261","3,158","2,889","2,406","1,763","2,925","3,211","2,896","2,788"
PA14_RS26575,431,467,345,875,670,383,293,326,435,441,408,367
PA14_RS26580,"34,413","33,454","34,671","43,142","34,233","19,559","29,275","19,492","39,017","37,079","26,117","24,697"
PA14_RS26585,147,176,155,170,174,700,145,213,186,193,182,164
PA14_RS26590,373,401,437,473,356,416,309,283,455,408,341,333
PA14_RS26595,83,111,127,104,95,64,87,88,81,108,69,62
PA14_RS26600,155,161,163,147,154,111,99,118,148,128,112,92
PA14_RS26605,377,453,390,461,402,335,378,450,466,477,374,410
PA14_RS26610,243,463,257,369,457,"1,082",327,646,261,279,366,390
PA14_RS31020,47,51,46,73,54,39,42,39,39,39,38,30
PA14_RS26615,493,558,499,514,520,242,402,525,439,434,470,345
PA14_RS26620,435,542,351,542,478,985,401,434,449,476,408,446
PA14_RS26625,"1,159","1,502","1,261","1,739","1,671","1,459","1,198","1,346","1,034","1,020","1,077","1,069"
PA14_RS26630,"11,161","13,775","10,604","15,466","16,293","29,576","15,574","17,925","17,719","14,648","16,409","19,456"
PA14_RS26635,"4,896","6,552","4,675","6,820","7,453","18,246","7,352","10,120","6,706","6,533","7,911","9,824"
PA14_RS26640,"2,148","2,704","2,013","2,839","3,226","7,191","3,517","4,461","2,938","2,761","3,606","3,659"
PA14_RS26645,"3,113","4,093","3,403","4,645","4,951","13,513","5,308","7,756","4,313","4,278","5,160","6,450"
PA14_RS26650,"2,346","2,563","2,550","3,003","2,752","1,580","2,070","1,986","2,449","2,427","2,197","2,262"
PA14_RS26655,"13,869","14,767","14,857","18,332","16,004","12,124","13,028","12,743","16,530","15,162","13,738","15,552"
PA14_RS26660,69,117,70,113,120,152,77,133,87,109,147,71
PA14_RS26665,80,184,122,172,209,231,120,245,181,262,233,108
PA14_RS26670,"8,116","9,738","7,640","10,003","9,741","13,240","7,445","8,510","7,056","6,897","7,321","9,175"
PA14_RS26675,"2,507","3,276","2,594","3,163","3,143","5,749","1,821","2,795","2,524","2,110","2,228","2,510"
PA14_RS26680,595,929,806,899,968,"1,598",418,825,689,750,788,699
PA14_RS26685,"9,522","12,235","9,815","13,958","12,191","11,524","9,178","9,209","9,566","11,205","9,757","11,515"
PA14_RS26690,"7,573","9,542","8,566","10,548","9,194","10,760","5,466","7,051","7,095","6,904","6,351","8,033"
PA14_RS26695,"8,776","9,712","8,271","11,674","10,394","21,984","6,821","8,993","8,543","9,100","7,559","11,910"
PA14_RS26700,"3,582","3,759","3,288","4,782","3,951","11,183","3,019","3,634","3,010","4,072","3,126","5,136"
PA14_RS26705,"2,769","3,310","2,839","3,880","3,420","3,556","3,506","3,592","3,387","5,080","4,300","3,906"
PA14_RS26710,"1,680","2,240","1,995","2,197","2,489","1,703","1,633","1,697","1,875","1,919","1,848","1,808"
PA14_RS26715,"2,024","2,471","2,230","2,877","2,638","2,295","2,244","2,101","2,025","2,448","2,096","2,135"
PA14_RS26720,381,491,458,555,536,657,442,512,450,583,491,516
PA14_RS26725,601,619,552,567,648,"1,003",667,775,871,938,733,804
PA14_RS26730,558,633,746,977,"1,101",895,733,711,709,853,940,895
PA14_RS26735,778,885,736,888,886,921,892,873,779,925,901,872
PA14_RS26740,324,511,370,468,421,911,237,368,278,270,278,278
PA14_RS26745,"1,148","1,359","1,194","1,678","1,459","1,115","1,021",893,842,"1,052",852,882
PA14_RS26750,"1,846","2,069","1,761","2,388","2,038","2,108","1,308","1,360","1,398","1,495","1,301","1,471"
PA14_RS26755,734,784,806,"1,023",872,734,639,601,696,705,557,654
PA14_RS26760,734,828,629,974,764,"1,063",712,691,728,773,680,672
PA14_RS26765,"1,044","1,080",832,"1,218","1,079","1,174",843,793,"1,041","1,040",822,890
PA14_RS31025,9,13,6,20,10,12,13,22,6,14,10,10
PA14_RS26770,"1,805","1,905","1,689","2,361","2,054","1,331","1,618","1,552","1,795","1,792","1,616","1,697"
PA14_RS26775,"1,675","2,244","1,855","2,591","2,446","1,796","1,242","1,370","1,095","1,221","1,329","1,182"
PA14_RS26780,"1,201","1,378","1,116","1,702","1,366","2,572","1,107","1,157","1,115","1,225","1,026","1,189"
PA14_RS26785,"1,728","2,101","1,720","2,124","2,049","1,682","1,259","1,422","1,554","1,531","1,454","1,363"
PA14_RS26790,104,181,147,216,218,174,107,140,113,107,159,127
PA14_RS26795,"1,179","1,417","1,302","1,642","1,311","1,973",677,915,"1,016",915,895,789
PA14_RS26800,"4,127","4,846","4,123","5,901","5,202","2,685","3,889","3,642","4,089","4,252","4,348","4,023"
PA14_RS26805,498,574,561,716,639,375,473,439,484,524,548,482
PA14_RS26810,701,814,687,923,833,540,532,525,697,642,654,664
PA14_RS26815,"3,358","3,889","3,401","4,727","3,772","3,114","2,432","2,509","2,829","2,552","2,689","2,690"
PA14_RS26820,630,725,568,894,728,596,455,456,412,491,435,451
PA14_RS26825,325,376,324,445,400,673,183,254,220,229,215,345
PA14_RS26830,"1,381","1,446","1,310","1,631","1,368","3,193","1,281","1,183","1,569","1,372","1,069","2,072"
PA14_RS26835,"2,829","2,836","2,684","3,069","2,699","6,780","2,289","2,312","3,064","2,920","2,353","4,267"
PA14_RS26840,"1,072","1,112",950,"1,470",957,"1,343",518,624,694,593,579,596
PA14_RS26845,628,651,737,922,864,625,772,571,616,844,625,613
PA14_RS26850,"1,451","1,712","1,178","2,025","1,591","1,687",957,893,777,764,644,754
PA14_RS26855,307,322,288,398,323,267,310,307,284,356,270,282
PA14_RS26860,410,395,362,486,427,518,465,381,451,541,375,418
PA14_RS26865,304,282,231,373,314,241,333,262,248,340,198,205
PA14_RS26870,500,425,347,541,414,344,420,322,318,422,262,279
PA14_RS26875,544,525,356,555,476,417,488,399,355,482,253,307
PA14_RS26880,254,216,149,269,213,304,219,157,129,185,97,140
PA14_RS26885,92,82,85,108,123,83,91,91,102,121,75,82
PA14_RS26890,288,339,298,390,354,339,252,306,297,374,261,256
PA14_RS26895,201,217,177,213,170,167,137,153,132,129,103,90
PA14_RS26900,833,832,657,848,726,754,590,577,625,656,433,489
PA14_RS26905,719,736,542,809,644,654,793,634,848,932,553,701
PA14_RS26910,649,552,448,663,506,859,705,471,593,766,282,654
PA14_RS26915,853,795,613,971,728,"1,082",974,542,731,978,461,774
PA14_RS26920,184,185,175,249,174,156,143,107,123,114,108,93
PA14_RS26925,298,280,210,308,250,533,247,291,266,317,213,236
PA14_RS26930,243,226,166,236,197,720,312,266,310,390,326,435
PA14_RS26935,4,3,1,6,9,9,7,3,7,5,4,2
PA14_RS26940,550,645,486,677,622,959,676,599,779,783,519,664
PA14_RS26945,538,616,489,767,738,699,751,542,596,757,577,624
PA14_RS26950,486,476,365,552,452,378,442,314,419,446,281,327
PA14_RS26955,112,123,126,137,129,127,133,171,139,158,139,107
PA14_RS26960,211,270,215,266,339,228,208,278,221,230,233,226
PA14_RS26965,"3,134","3,824","3,445","4,186","4,090","4,017","2,882","2,667","4,050","3,676","3,238","3,692"
PA14_RS26970,"2,336","2,881","2,136","3,453","2,881","3,634","1,717","1,971","2,133","2,241","1,953","2,187"
PA14_RS26975,830,"1,008",691,"1,379","1,056","1,258",570,565,590,679,472,521
PA14_RS26980,958,"1,257",870,"1,562","1,259","1,147",716,619,640,850,586,628
PA14_RS26985,"2,212","2,743","2,286","3,292","2,811","1,404","2,108","1,810","2,101","2,677","2,348","1,860"
PA14_RS26990,"1,453","1,842","1,631","2,173","1,908",918,"1,388","1,405","1,555","1,755","1,966","1,506"
PA14_RS26995,"1,181","1,525","1,362","1,694","1,718",829,944,"1,112","1,408","1,313","1,435","1,170"
PA14_RS27000,"1,288","1,529","1,383","1,813","1,633",983,"1,128","1,221","1,450","1,621","1,538","1,415"
PA14_RS27005,"2,266","2,620","2,092","2,984","2,894","2,045","2,432","2,150","2,594","2,771","2,687","2,614"
PA14_RS27010,"6,958","8,001","6,504","9,934","8,575","7,977","7,547","7,119","7,733","8,653","7,967","8,267"
PA14_RS27015,"1,817","2,024","1,853","2,359","2,297","1,490","1,744","1,575","2,230","2,317","1,962","2,081"
PA14_RS27020,"1,166","1,398","1,216","1,583","1,514","1,004","1,089","1,015","1,469","1,315","1,367","1,475"
PA14_RS27025,"1,114","1,342","1,148","1,600","1,508","1,171",979,853,"1,082","1,292","1,223","1,287"
PA14_RS27030,"1,618","2,128","1,757","2,547","2,307","2,306","1,458","1,428","1,844","1,805","1,820","2,112"
PA14_RS27035,"1,919","2,318","1,912","2,565","2,604","3,331","1,609","1,711","1,934","2,069","2,208","2,414"
PA14_RS27040,"1,504","1,893","1,593","2,173","2,016","2,286","1,262","1,279","1,590","1,525","1,728","1,792"
PA14_RS27045,"2,196","2,520","2,228","2,927","2,681","2,456","1,883","1,748","2,343","2,100","2,209","2,123"
PA14_RS27050,"4,085","4,660","3,733","5,605","4,578","5,489","3,357","3,193","3,652","3,693","3,327","3,590"
PA14_RS27055,"2,288","2,666","2,226","2,938","2,559","2,853","2,310","2,084","2,300","2,479","2,054","2,136"
PA14_RS27060,"12,523","15,037","16,614","21,890","18,943","14,841","15,950","13,365","21,552","18,340","17,237","18,395"
PA14_RS31030,926,"1,060","1,415","1,680","1,530",920,"1,237","1,097","2,027","1,666","1,513","1,522"
PA14_RS27065,"10,857","12,474","12,551","18,599","16,252","7,820","12,286","9,302","16,404","14,544","13,055","12,706"
PA14_RS31035,63,97,65,124,106,52,85,62,135,94,79,60
PA14_RS27070,"2,743","2,979","2,520","3,966","3,348","2,551","2,935","2,553","2,717","2,949","2,515","2,689"
PA14_RS27075,"2,092","2,026","1,682","2,293","1,933","2,025","2,342","1,696","1,982","2,296","1,571","1,917"
PA14_RS27080,409,478,433,446,433,"1,014",402,471,547,515,444,465
PA14_RS27085,"1,013","1,055",785,"1,569","1,196",827,"2,666","1,845","2,644","2,897","1,811","1,572"
PA14_RS31040,29,38,52,65,63,30,80,50,54,90,37,36
PA14_RS27090,"1,376","1,331","1,178","1,604","1,313","1,560","1,230","1,007","1,325","1,414",924,"1,226"
PA14_RS27095,"1,804","2,252","2,002","2,658","2,438","1,912","1,610","1,579","1,657","1,598","1,805","2,022"
PA14_RS27100,369,468,326,493,520,"1,423",273,399,311,321,367,498
PA14_RS27105,67,286,220,86,258,356,96,331,62,114,72,84
PA14_RS27110,869,"1,146",762,"1,164",944,456,684,431,745,773,509,411
PA14_RS27115,462,554,458,669,624,143,582,625,539,606,728,608
PA14_RS27120,"3,654","3,630","3,662","4,942","4,427","1,949","4,390","2,412","4,212","4,182","3,590","3,524"
PA14_RS27125,"1,261","1,423","1,089","1,520","1,260","1,251",985,990,888,"1,127",797,920
PA14_RS27130,244,247,189,292,260,428,348,215,342,373,241,384
PA14_RS27135,51,70,43,77,53,155,50,76,55,56,56,103
PA14_RS27140,19,21,27,19,15,29,25,27,25,23,23,21
PA14_RS27145,20,24,12,21,23,28,18,28,21,32,19,19
PA14_RS27150,42,59,51,49,60,44,17,39,34,35,19,29
PA14_RS27155,211,257,206,290,239,626,125,225,151,162,139,138
PA14_RS27160,878,"1,049",836,997,999,"1,000","1,033","1,067","1,008","1,082","1,045","1,106"
PA14_RS27165,"1,511","1,925","1,446","2,192","2,024","3,369","1,500","2,027","1,496","1,687","1,686","1,848"
PA14_RS27170,"4,226","4,784","3,558","5,621","5,047","4,052","3,705","3,601","3,338","3,934","3,706","3,722"
PA14_RS27175,"2,387","2,798","1,962","2,749","2,466","2,602","2,065","1,811","2,058","2,206","1,895","1,891"
PA14_RS27180,"2,948","2,951","2,859","3,957","3,330","2,337","2,875","2,486","3,424","3,756","2,787","2,504"
PA14_RS27185,"13,842","13,990","10,316","19,036","14,986","5,397","15,900","11,720","13,635","18,161","13,104","10,859"
