,"M1GAS2221_1 Mid-exponential, 35°C","M1GAS2221_21 Mid-exponential, 35°C","M1GAS2221_31 Mid-exponential, 35°C","M1GAS2221DfabT_11 Mid-exponential, 35°C","M1GAS2221DfabT_21 Mid-exponential, 35°C","M1GAS2221DfabT_31 Mid-exponential, 35°C","M1GAS2221_11 Mid-exponential, 40°C","M1GAS2221_2 Mid-exponential, 40°C","M1GAS2221_3 Mid-exponential, 40°C","M1GAS2221DfabT_1 Mid-exponential, 40°C","M1GAS2221DfabT_2 Mid-exponential, 40°C","M1GAS2221DfabT_3 Mid-exponential, 40°C","M1GAS2221_1 Early stationary, 35°C","M1GAS2221_2 Early stationary, 35°C","M1GAS2221_3 Early stationary, 35°C","M1GAS2221DfabT_1 Early stationary, 35°C","M1GAS2221DfabT_2 Early stationary, 35°C","M1GAS2221DfabT_3 Early stationary, 35°C","M1GAS2221_1 Early stationary, 40°C","M1GAS2221_2 Early stationary, 40°C","M1GAS2221_3 Early stationary, 40°C","M1GAS2221DfabT_1 Early stationary, 40°C","M1GAS2221DfabT_2 Early stationary, 40°C","M1GAS2221DfabT_3 Early stationary, 40°C"
M5005_Spy1652,6171,6237,6082,3579,1908,4426,5305,3085,3592,2043,2503,3695,1295,1320,948,7016,7220,3444,1012,728,1355,1675,2134,1520
M5005_Spy1653,2178,2356,2197,2915,3506,4103,2508,3821,2406,2575,2620,3136,1053,977,796,1577,2183,1614,967,1049,2081,719,830,774
M5005_Spy1654,2229,1952,2145,3409,3363,3084,2902,4967,3082,2907,2758,3368,1453,1297,850,1019,1406,1191,1388,1456,2852,1186,1413,1297
M5005_Spy1655,186,199,264,398,414,423,199,673,284,288,314,340,210,194,154,136,212,160,145,180,342,115,137,130
M5005_Spy1656,1768,1889,1925,1972,2209,2352,1563,3166,1756,1479,1488,1963,2206,2141,1405,1149,1498,1306,1199,1159,2281,1252,1212,1285
M5005_Spy1657,4669,4726,5359,9252,8391,8561,5883,11702,5839,6863,7268,8849,3735,3915,2615,2871,4269,2940,3234,3321,6897,1910,2382,2480
M5005_Spy1658,1750,1734,1958,2861,3547,3175,2689,6083,3632,3598,3236,4112,2555,2246,1636,2271,2678,2560,2081,2472,4874,2543,2704,2757
M5005_Spy1659,1449,1545,1741,2290,2262,2691,1670,2836,1788,1807,1874,2260,1226,1388,1041,830,1371,1067,1077,1057,2102,841,1184,1003
M5005_Spy1660,2539,2306,2654,3784,3767,4578,3439,5947,3831,3760,3569,4437,3552,3537,2505,2704,3851,3817,3234,3876,6650,5571,5887,6562
M5005_Spy1661,2335,2532,2520,3715,3611,4213,3638,6507,3949,4418,3718,4964,2452,2150,1467,1749,2722,2569,2880,3228,6026,4017,4541,4748
M5005_Spy1662,5518,5479,5256,7989,6965,10457,4362,6538,5459,7698,6873,8479,4146,3670,2445,4659,6709,5854,3325,3934,6930,5067,5596,5975
M5005_Spy1663,747,641,579,1514,1364,1468,998,1461,924,1389,1263,1509,499,429,294,250,400,278,417,465,999,155,263,211
M5005_Spy1664,1187,1238,1205,1784,1672,2218,1071,1633,1251,1353,1491,1639,876,897,705,702,1064,812,784,825,1699,507,725,566
M5005_Spy1665,2040,2065,2207,3306,2914,3869,2319,4634,2382,3077,3084,3728,2963,2974,2071,1749,2760,2095,2293,2646,4922,2495,3384,3119
M5005_Spy1666,1045,977,1151,2874,2762,2824,1741,3129,2032,2706,2633,3347,1433,1262,811,944,1296,974,1020,1345,2415,662,702,800
M5005_Spy1667,973,944,958,1176,1069,1412,1583,2294,1473,1232,1271,1656,940,987,752,957,1283,973,1081,1169,2365,774,937,903
M5005_Spy1668,10429,8843,8868,12618,11919,14073,11782,15377,12548,10977,9730,12554,10932,9633,6527,15896,19229,14485,7146,8274,14104,11800,11908,12992
M5005_Spy1669,10719,10950,11207,20803,20374,23768,15418,25624,15970,21570,18900,25196,11347,10207,7287,9505,14455,14424,8903,10360,19170,13286,14066,15389
M5005_Spy1670,7359,7209,7675,12890,13685,16183,9721,15888,11363,13754,12380,16611,8188,7588,5535,7824,10278,11210,6589,7404,14513,9856,10844,10914
M5005_Spy1671,870,816,966,2296,2138,2065,1272,1462,1321,1610,1525,1997,702,748,563,401,681,563,842,981,2041,1031,1561,1174
M5005_Spy1672,4987,4944,4856,6251,5831,8012,4952,7674,4926,5952,5788,6894,2653,2750,1907,2205,3266,2204,1856,2241,4112,1185,1852,1482
M5005_Spy1673,3342,3324,3785,4636,4198,5428,3399,5158,3642,4081,4074,4832,1726,1755,1336,1782,2436,1849,1243,1458,2834,1374,1706,1510
M5005_Spy1674,3869,3724,4087,4983,4502,5952,3695,5383,3691,4373,3933,4906,1832,1761,1291,2159,3048,2371,1420,1597,2845,1919,2146,2063
M5005_Spy1675,7846,7766,8619,10180,9208,11798,7319,11471,7781,8717,8682,10276,3830,3811,2767,5176,6797,5832,3298,3590,6903,4688,5140,4769
M5005_Spy1676,4473,4872,5135,6424,5968,8125,4792,7607,4766,5761,5678,6890,2442,2482,1933,3358,4539,4088,2057,2372,4191,3277,3433,3257
M5005_Spy1677,8794,10151,10349,13950,12356,15766,9521,15254,9085,11557,10934,13344,4678,4742,3499,6075,8410,7763,3823,4253,8098,6630,6667,6396
M5005_Spy1678,49,53,37,67,80,80,74,121,67,54,43,76,27,27,40,31,42,23,61,62,91,13,40,37
M5005_Spy1680,3635,3323,3620,5173,3734,4922,3532,5681,3461,3961,3584,4240,1087,920,713,856,1181,809,889,1047,2248,447,676,528
M5005_Spy1681,2126,2177,2597,3100,2809,3677,2709,4302,2894,2744,2768,3694,1753,1797,1341,1711,2479,1802,1852,2146,3976,1777,1847,1973
M5005_Spy1682,4443,3825,3404,6000,7088,7487,4519,8045,5429,6069,6130,8619,7680,7540,5026,5089,6559,4758,4785,6671,12753,3189,5450,4619
M5005_Spy1683,2330,2480,2539,3285,3396,4281,2914,4223,2958,3162,2905,3653,1881,1884,1393,2237,3343,2510,1891,1981,3461,3000,3228,3249
M5005_Spy1684,14419,15149,15899,24578,24256,31415,19781,31122,21787,29137,26747,34838,25981,25881,19437,20996,28754,23740,16554,18779,36606,23964,29335,29362
M5005_Spy1685,36456,37418,39995,57383,50760,59151,41558,78320,40044,50235,45939,57445,13635,13770,9830,8719,13368,9403,12133,14424,30140,5065,6625,7574
M5005_Spy1686,1800,1765,2146,3223,3296,3563,2133,4302,2497,3189,2867,3638,2854,2672,1643,1810,2534,1982,2337,2647,4494,2466,2929,2941
M5005_Spy1687,3139,2948,3366,3292,3382,4316,3166,4331,3474,3366,3125,4065,8596,9493,6778,4687,6191,4945,5560,6014,10561,5448,6892,7264
M5005_Spy1690,15402,16514,14937,13515,12901,17157,13580,20216,13904,11971,10170,13426,5437,5069,3393,2712,3792,3032,4965,4008,8786,1247,3089,2270
M5005_Spy1691,8284,10711,10568,10141,10895,13701,10336,17931,10172,9723,10286,13606,3985,4541,3620,2570,4629,3240,5102,5230,10604,3652,3936,4144
M5005_Spy1692,20100,24361,19836,21041,26808,30785,20802,33161,20295,19088,17795,22078,10330,10282,6810,13576,19421,14768,9384,8742,14927,7560,7838,8709
M5005_Spy1694,15028,16790,15760,15348,17630,21178,14582,22937,14494,13804,12930,16022,5131,5449,3619,7056,10405,6474,5398,4477,9185,2166,2877,2741
M5005_Spy1695,10807,13005,12396,12421,13839,17739,11513,17443,10830,10813,9560,12486,4914,5168,3497,6814,10479,7038,5316,4660,8232,3444,3971,4304
M5005_Spy1696,11247,14539,10755,13664,16598,19317,12041,19058,11732,11533,10593,13422,7298,7108,5018,10211,16792,12177,6977,6956,12095,8962,7736,9185
M5005_Spy1697,11453,14800,9636,12846,15684,19521,12089,19836,12652,12249,11138,13679,5771,5760,3767,7282,11205,9827,4982,4968,8892,6411,6172,6683
M5005_Spy1698,2497,2487,2254,2881,2955,3143,2775,5079,3016,2865,2531,3006,2249,2293,1528,2437,3054,2227,2119,2446,4576,1937,2022,2252
M5005_Spy1699,28066,38244,26754,36676,37560,46175,31399,64598,30001,30693,30934,38769,8138,8850,6020,4912,9689,5818,7804,7684,14893,2865,3348,2925
M5005_Spy1700,37172,43504,43038,42328,40355,53142,40421,67585,39630,40382,37932,51272,14261,14318,11022,8173,13849,11281,18002,16306,34756,13322,15613,13296
M5005_Spy1701,28533,40266,30756,36824,47117,46759,29562,62002,31666,28576,32761,43054,8669,9365,6975,7302,13143,9089,7724,7907,15955,6038,6422,5800
M5005_Spy1702,29195,31569,29305,31606,29630,35101,29335,43934,27264,26189,24176,29654,6971,6786,4890,4424,6669,4327,7213,7285,15218,2358,4622,3076
M5005_Spy1703,14384,17507,11448,14245,17803,20476,13406,23486,15282,14081,12956,15327,7796,7423,4680,9627,13035,10959,5584,5524,10270,6292,6106,6211
M5005_Spy1704,20412,27148,14741,21479,27464,33951,18980,32573,21583,21422,19558,22531,10337,9917,6978,12519,18318,18769,10318,10201,19542,13107,13103,14363
M5005_Spy1705,19122,22642,17705,22646,21603,24243,19907,28391,19234,17149,15398,18959,9029,8376,5483,12929,18359,14936,8352,7322,14354,9743,9899,9416
M5005_Spy1706,7831,10617,11412,12011,11594,14131,9388,15602,8706,8124,7956,11185,2657,2795,2307,3400,5967,4378,2153,2203,4972,4678,4614,4426
M5005_Spy1707,16728,20022,15402,21543,21061,25317,16960,26319,16814,16275,15039,19180,9859,9016,5986,11384,16654,14407,7834,7853,14117,12728,12155,11124
M5005_Spy1708,12532,13747,16104,14945,10065,16038,13511,22871,11446,12145,11778,16360,3937,4053,3048,2375,3310,2718,5237,4738,10957,2125,3637,2950
M5005_Spy1709,8968,10004,12222,8422,7409,9747,7558,12285,8348,7002,6995,8595,3125,3332,2395,1703,2516,1861,2717,2505,5815,1277,2313,1640
M5005_Spy1710,6043,7222,5986,6655,7999,10301,6716,10867,5859,7678,6194,8460,2748,3082,2383,1850,2637,2106,2864,2769,5026,2534,3638,2750
M5005_Spy1711,14805,18714,13240,15606,20753,23278,16868,24309,16113,14352,12901,15848,8656,7842,5361,11560,15166,12552,7207,6272,11485,6182,6586,7104
M5005_Spy1712,4513,5447,4801,5049,6184,7290,4875,7530,4610,4385,3895,5227,2252,2353,1496,2884,4756,2977,2206,1943,3456,1452,1552,1798
M5005_Spy1713,19172,21454,17282,22982,19304,23854,18334,28247,18849,17376,15561,19107,10764,9059,6152,12913,18800,14702,9213,9015,16449,10900,10581,10065
M5005_Spy1714,8031,9524,10826,11168,11481,10805,8393,15112,8559,9303,9060,13044,3604,3941,2943,2443,3618,2597,3125,3965,8186,4574,6166,4172
M5005_Spy1715,549,701,829,803,982,931,660,1040,567,538,543,767,123,111,117,79,145,56,89,137,331,86,145,133
M5005_Spy1716,3912,4799,3760,4788,4887,6173,4453,6495,4114,4103,3592,4422,2079,1947,1341,2931,4174,3396,1935,1779,3382,2345,2182,2272
M5005_Spy1717,4490,5399,2450,3744,4964,6481,3896,6502,4209,4589,4002,4673,2102,1917,1122,2383,3246,3268,1510,1595,2632,1727,1654,2014
M5005_Spy1718,21699,24084,27208,24404,17674,25710,19920,28811,18262,15318,16741,21774,6377,6992,5139,3292,5517,3611,4089,5332,13423,2832,3356,3042
M5005_Spy1719,26412,28467,26889,30830,23279,32539,20758,40242,24486,20341,21904,26781,7066,6741,5053,4149,6323,4125,5168,6102,14658,1278,3280,2046
M5005_Spy1720,1079,1469,1788,1806,1260,1918,1376,2125,1195,1036,1111,1559,361,405,389,233,529,274,321,408,885,164,246,187
M5005_Spy1721,244,316,439,492,288,393,261,523,285,281,298,416,92,117,99,61,102,44,115,175,333,55,76,62
M5005_Spy1722,4360,4575,4811,6046,3816,5709,4629,6801,3632,3895,3671,4700,1213,1112,853,986,1709,1313,932,966,2283,1159,1313,1036
M5005_Spy1723,74289,91263,76291,85614,91340,112447,75972,133985,72597,71485,72108,88041,20839,20397,15758,26123,37350,34628,15603,15364,34255,24572,26449,23986
M5005_Spy1724,29066,35591,32169,33478,37509,41967,29437,56235,36153,33608,32551,38701,19531,18196,13264,26213,30561,22368,14198,16217,33720,17204,23366,22010
M5005_Spy1725,25886,35369,27434,34605,38290,43474,32807,60250,34646,35759,33222,40515,29119,26724,20348,35176,49417,31019,21136,24513,47794,32980,42153,43968
M5005_Spy1726,7286,7601,8135,7382,7200,10691,7379,12035,8016,7712,7880,9637,6884,6864,5013,6449,9131,7633,6254,6405,11815,7337,7191,7555
M5005_Spy1727,22939,21956,21152,26618,23718,30202,20112,31283,19213,20464,20583,27314,7386,6587,5195,6153,8963,5379,5865,6368,14354,1704,2902,2574
M5005_Spy1728,24392,30671,25800,29026,34057,39195,25020,47118,27337,24748,26677,32535,9856,10428,7692,5497,7930,7135,11978,10610,24333,4473,6995,7353
M5005_Spy1729,15939,20053,15838,17912,22194,24565,17586,26106,17050,15088,14065,18147,8968,9069,5874,11745,17914,13356,7679,7072,12695,8024,7779,8718
M5005_Spy1730,11801,15125,12946,11887,13701,17708,11139,17692,10862,10491,10656,12883,2569,2847,2184,1826,3030,2042,2458,2480,5059,1285,2063,1853
M5005_Spy1731,11592,14534,10190,14819,15008,18473,12696,19910,12368,12377,10846,13921,8604,7598,4926,8536,14281,10171,6877,7295,12049,9082,9222,9665
M5005_Spy1732,11906,16075,13146,13797,14124,16729,11368,19680,10524,11072,10529,13384,3200,3260,2288,2718,5019,2589,3016,3032,6306,1752,2513,2236
M5005_Spy1733,24981,30867,25302,24676,29109,35107,25324,35829,24133,23156,20489,25317,7068,6796,5298,4838,7088,5123,6182,5790,13048,6740,12091,8494
M5005_Spy1734,7357,10452,7722,9783,10869,12981,7947,12550,8137,8109,7583,8795,3621,3635,2534,5354,8189,7680,3107,3420,6685,6825,5612,5881
M5005_Spy1735,10626,12685,13951,14088,13307,15564,12314,17968,10711,10071,10049,13208,3151,3466,2697,2581,4227,2320,3728,3472,7615,2154,3170,2514
M5005_Spy1736,10627,11717,10081,9875,12160,14329,9999,15761,9865,9098,8293,10666,2868,2762,2073,1686,2504,2222,2459,2397,4814,647,1201,1233
M5005_Spy1737,19076,23700,15806,18479,23938,30982,18954,34523,19099,19997,18750,22253,5803,5554,4249,6524,8877,8621,4209,4140,8869,4512,5101,5363
M5005_Spy1738,45334,45655,49634,49599,37130,50627,43559,59291,38592,37167,31497,41450,11945,10734,7569,7225,11112,7080,10243,10662,23035,10698,21376,11812
M5005_Spy1739,37308,44672,42052,48529,42092,53598,39593,63654,35756,34748,34188,42738,11498,11155,8453,11054,17473,14324,8503,9497,20262,9927,11801,9845
M5005_Spy1740,2547,3012,1710,2304,3514,4431,2698,4057,2581,2642,2230,2835,1415,1365,897,1772,2816,2271,1248,1227,1830,1049,1030,1426
M5005_Spy1741,119,121,153,215,203,215,205,347,193,219,213,290,73,89,53,55,94,58,86,109,243,61,105,88
M5005_Spy1742,6884,8401,9741,8855,7021,10508,7146,12394,7327,6636,6734,8336,2063,2119,1771,1514,2508,1485,2540,2876,6444,2311,2619,2759
M5005_Spy1743,5605,7356,5134,6133,7212,8582,6153,9331,5938,5367,5409,6338,3137,2813,2141,4212,6236,5009,2441,2465,4618,3042,2845,3286
M5005_Spy1744,866,1203,1331,1401,1156,1410,1118,1781,813,818,943,1367,276,288,240,206,484,247,205,306,599,258,328,264
M5005_Spy1745,9711,11630,10488,12160,11799,13863,10876,15304,10082,9028,8097,10115,4890,4525,3113,6766,9762,7298,4510,4048,7923,4530,4885,4752
M5005_Spy1746,5946,6596,8135,9386,6926,9313,5672,9058,5148,5143,5672,6705,762,741,657,428,704,415,664,894,2213,314,595,354
M5005_Spy1747,8881,8820,9326,11445,11663,12491,8205,14864,9326,8939,9219,11052,7428,7480,5366,7019,9194,7232,4303,5343,9564,3214,3036,3049
M5005_Spy1748,928,955,1107,1270,1290,1467,941,1544,963,1050,888,1231,527,564,408,585,813,414,502,590,1189,346,633,440
M5005_Spy1749,1643,1335,1606,2428,2171,2738,1984,3133,2358,2299,2187,2794,2253,1824,1303,2590,3218,2875,1535,2076,3591,2189,2101,2358
M5005_Spy1750,9632,9317,9876,11594,9171,11881,10047,17659,10222,10431,8614,10987,8194,7329,5269,5366,6865,5784,6394,5992,11976,6935,7619,6854
M5005_Spy1751,450,468,538,1080,851,822,715,1286,730,770,677,1046,2406,2377,2093,1848,2505,1304,2982,4786,7539,5569,4183,7474
M5005_Spy1752,839,671,955,990,1159,1079,755,1804,1152,829,773,978,3552,3606,2592,4499,5377,3192,3772,5112,7064,6370,6375,9188
M5005_Spy1753,1254,933,1387,1178,1620,1481,1054,2432,1714,1150,1101,1290,5244,5022,3799,6920,7890,4722,4834,6936,9491,9363,8726,13277
M5005_Spy1754,2417,1761,2973,2773,2879,2838,2010,4826,3215,2146,2098,2501,9373,8447,6109,12420,14230,8408,8709,12150,17167,18963,18949,26165
M5005_Spy1755,665,522,847,786,919,911,709,1297,875,615,583,747,2613,2655,1980,3416,4459,2287,2734,3850,5152,6139,5675,8873
M5005_Spy1756,1357,1093,1668,1547,1655,1806,1314,2778,1826,1370,1175,1502,4861,4877,3640,6445,7798,4592,5259,7137,10171,11055,10964,15672
M5005_Spy1757,1335,991,1394,1483,1517,1662,1223,2582,1709,1263,1121,1303,4750,4187,3092,5898,6975,4173,4775,6501,8927,9723,10105,13971
M5005_Spy1758,1319,1077,1440,1523,1556,1731,1315,2805,1835,1399,1193,1576,4875,4746,3524,6085,7149,4468,5003,7165,9696,9884,10113,14348
M5005_Spy1759,1404,1245,1719,1932,1949,2025,1631,3369,2146,1587,1548,1840,5453,5392,3943,6948,7875,5101,5542,8169,11409,12225,11808,16256
M5005_Spy1760,6,6,9,5,6,5,10,12,7,4,0,2,169,191,109,34,37,29,64,96,128,19,22,41
M5005_Spy1761,65,39,99,48,65,96,90,175,117,82,58,89,685,605,416,215,205,190,337,425,607,226,342,240
M5005_Spy1762,998,898,843,1084,991,1375,1220,2006,1229,1262,1247,1579,1042,1094,747,552,662,689,819,930,1730,623,750,730
M5005_Spy1763,10,8,10,10,12,21,19,48,22,9,13,13,139,106,79,27,27,42,58,76,123,24,34,31
M5005_Spy1764,484,542,526,712,783,913,642,1178,641,743,695,870,921,933,672,331,416,364,646,651,1276,320,469,426
M5005_Spy1765,467,411,434,669,706,645,487,950,582,795,668,853,314,269,218,408,508,377,390,454,749,792,1221,1001
M5005_Spy1766,383,382,455,657,705,640,477,802,514,629,670,836,341,353,295,505,617,498,440,486,922,1246,1738,1554
M5005_Spy1767,2362,2317,2842,5250,3946,4630,3136,4683,3438,3578,3649,4701,4149,3763,2619,3382,4971,2886,2339,3206,6030,1435,2165,2068
M5005_Spy1768,52,43,55,87,83,62,93,582,95,98,93,117,36,39,21,26,24,29,73,83,163,25,23,35
M5005_Spy1769,14793,17214,15425,10775,13786,11084,17980,74841,19244,12238,11159,12171,8152,6942,4160,3824,4511,3540,3849,4274,9386,3807,3677,3298
M5005_Spy1770,560,587,640,517,564,688,587,1093,730,627,497,665,2828,2636,1787,1141,1320,878,1908,2394,3983,2234,3927,3797
M5005_Spy1771,649,649,773,963,1017,1131,715,1305,926,941,836,1025,1929,1966,1383,764,951,731,1003,1156,2130,820,1509,1145
M5005_Spy1772,115,120,120,78,111,130,110,179,110,92,84,96,360,287,195,133,131,125,166,184,333,120,184,169
M5005_Spy1773,484,552,532,627,812,894,523,900,622,654,613,682,619,694,452,342,412,320,485,592,988,349,592,509
M5005_Spy1774,1746,1693,1707,1120,1125,1425,2440,7472,2774,1246,927,1078,1768,1829,1227,1374,1803,1237,2468,3685,5741,1033,1337,1616
M5005_Spy1775,565,653,832,5822,5797,6762,641,5414,847,3849,3911,4047,937,931,604,764,1332,956,709,933,1573,1000,3657,3629
M5005_Spy1776,975,1063,1113,8966,9271,11164,1195,9024,1393,6703,6326,6466,1077,1044,727,891,1502,1111,967,1170,2064,915,3424,2962
M5005_Spy1777,43461,44382,46849,51850,50178,59885,39959,66942,42594,43478,39182,51378,33999,32190,21991,37910,46790,36259,25199,29670,52271,32540,36469,37213
M5005_Spy1778,2039,2187,3014,3453,3614,3333,2692,4771,2815,2772,2597,3789,2112,2212,1802,1543,2549,1787,2549,3213,6628,3662,4478,3834
M5005_Spy1779,1093,1116,1359,1633,1317,1664,1153,1586,1041,1188,960,1548,687,727,570,435,776,467,582,721,1300,866,1651,1111
M5005_Spy1780,58676,76163,54186,76102,72971,100669,60875,97795,61156,62297,55127,70970,30305,29792,21137,45626,72342,60346,30103,30601,59733,54276,51297,52594
M5005_Spy1781,14309,19878,14652,11455,10655,14143,15718,12554,13427,9012,8745,10571,6940,7069,5643,21458,25107,17436,3965,5302,9392,6321,6616,6699
M5005_Spy1782,242,260,229,214,168,263,394,419,379,244,236,240,462,413,257,321,406,351,369,371,565,1219,1609,1135
M5005_Spy1783,9591,13225,10585,8686,9060,11022,13707,23515,14124,20200,13795,20792,6258,6113,4856,3346,5106,2257,7479,8161,18692,3092,3241,3178
M5005_Spy1784,16513,15399,15677,13179,12585,11481,26726,99547,28723,16962,17220,18923,11593,9774,6234,8069,8991,6887,12187,16270,25451,10382,9396,11560
M5005_Spy1785,85,76,75,81,101,138,106,137,110,84,73,102,43,50,45,55,85,76,58,58,88,91,141,113
M5005_Spy1786,1647,1754,2095,2820,2245,2744,1841,3743,1860,2197,2223,2571,1943,1911,1310,883,1360,807,1285,1554,3061,1245,1988,1434
M5005_Spy1787,993,956,1020,1655,1777,1356,1775,7522,2301,1436,1237,1338,1094,1080,715,1239,1424,935,870,1202,2129,1127,1230,1062
M5005_Spy1788,3201,3050,3024,4382,4624,4028,4643,24583,5657,2928,2846,3370,1994,1660,1039,2197,2625,1700,1302,1750,3547,1798,1757,1447
M5005_Spy1789,190,207,320,3231,3921,3787,282,4030,444,2785,2791,2714,448,420,335,284,475,329,332,420,711,322,1475,1595
M5005_Spy1790,14289,12831,14066,26812,22862,30279,18901,25072,19432,22642,20538,27295,9107,8391,6230,8684,11623,13374,8646,8675,17287,7591,6439,6475
M5005_Spy1791,484,434,406,581,492,609,528,884,552,478,445,518,253,249,184,440,452,270,241,249,574,216,305,266
M5005_Spy1792,53,45,43,71,80,90,76,149,92,59,68,72,77,42,28,49,54,51,90,70,149,60,87,68
M5005_Spy1793,3909,3929,4057,7452,8091,7647,5423,11384,6437,7604,6992,9126,3233,2842,1958,2891,3912,3407,3645,4018,8326,3873,4515,4529
M5005_Spy1794,4454,3199,6710,6821,4827,6180,6067,8698,6476,3444,4202,5229,10554,10647,8003,7809,11578,8233,6392,8523,14680,4980,6730,7707
M5005_Spy1795,7799,6152,7741,6737,5895,10588,9855,7425,14832,14018,7186,13534,92081,97782,72854,90002,111839,68414,91104,124858,202737,178023,178360,240497
M5005_Spy1796,3604,3227,3085,2219,2320,3244,2900,9751,2953,1096,1114,1255,2322,2195,1509,2896,3432,3194,1770,2356,4312,1552,2069,2981
M5005_Spy1797,101,121,93,92,93,111,114,183,116,110,96,112,138,146,105,81,110,51,128,227,301,111,184,173
M5005_Spy1798,122106,79420,98579,47482,15556,178844,3804,468,4846,5818,932,7216,1284448,1379955,910260,541360,680035,498016,637453,789754,1158501,168415,286794,299825
M5005_Spy1799,1845,1711,1694,1637,1232,1827,1923,2907,1984,1746,1505,1932,1084,1104,711,627,828,830,1494,1282,2553,1330,1832,1331
M5005_Spy1800,773,800,653,981,1187,1360,929,1598,1159,970,937,1104,520,567,411,553,660,589,572,572,1309,581,779,564
M5005_Spy1801,1871,2057,2355,3630,3648,3974,2388,4548,2612,3220,2993,4037,1334,1316,1005,1203,1917,1399,1255,1345,2686,1242,1405,1312
M5005_Spy1802,14869,10825,13973,6709,2491,25481,505,88,644,1254,130,1572,224499,249709,191832,111351,148979,100067,111235,141064,208060,56594,77897,102693
M5005_Spy1803,149,134,169,261,283,280,211,619,267,251,236,345,297,286,202,310,378,269,258,348,589,761,1288,1078
M5005_Spy1804,40,44,55,54,62,86,37,87,37,63,52,61,47,54,44,20,39,36,42,40,74,20,19,24
M5005_Spy1805,70,42,68,80,107,129,81,126,91,74,88,89,146,157,103,96,143,120,89,118,190,61,83,107
M5005_Spy1806,176,168,168,201,215,271,167,293,190,167,162,224,250,214,149,152,213,173,169,172,331,116,151,125
M5005_Spy1807,92,108,129,173,184,190,135,240,168,129,128,153,182,208,177,139,177,166,115,154,339,128,133,191
M5005_Spy1808,9,13,8,12,8,18,14,24,27,19,17,27,14,13,19,14,20,30,19,15,37,26,39,56
M5005_Spy1809,1942,1684,1927,2890,2445,3252,1920,3064,1974,2450,2292,2957,1554,1429,954,885,1312,1036,1152,1358,2747,784,1085,991
M5005_Spy1810,923,805,864,1398,1177,1619,982,1427,918,1135,1085,1389,858,791,493,391,666,543,666,751,1477,343,545,470
M5005_Spy1811,95,80,84,162,94,112,87,162,78,87,112,113,102,104,59,53,97,75,93,94,183,37,65,53
M5005_Spy1812,1010,950,974,2071,2374,2350,1408,3112,1398,2281,1707,2300,411,336,204,346,588,411,434,485,846,577,1107,658
M5005_Spy1813,19,29,32,83,99,63,130,272,212,153,134,139,79,82,66,134,181,97,237,429,693,240,325,347
M5005_Spy1814,11,15,12,40,38,35,44,85,46,46,51,42,20,23,13,42,49,31,74,131,182,84,116,104
M5005_Spy1815,25931,33070,22980,27877,29243,34662,25308,43791,22944,23120,23458,28223,6467,6011,4412,5880,9498,6226,5728,5528,11330,4061,5040,4704
M5005_Spy1816,4319,4239,4510,5321,5812,6388,5024,9043,5467,4886,4738,5585,5635,5491,3820,3942,5026,3925,4189,5539,9330,4600,5817,5830
M5005_Spy1817,10977,10504,10786,19419,17654,19662,12779,22449,13172,14249,12473,16102,4748,4220,3090,8054,9602,8224,3916,4758,8918,4633,4500,4767
M5005_Spy1818,742,662,734,1114,1100,1348,978,1546,1076,1043,963,1370,1065,962,676,1246,1785,1355,755,996,1774,1175,964,1291
