,SampleWT,SampleFOS1,SampleFOS4,SampleFOS7,SampleFOS8,,,,,,,,,,,,,,,,,,,,,
SMD_2456,10,8,11,11,11,,,,,,,,,,,,,,,,,,,,,
SMD_2457,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_2458,20,12,16,26,22,,,,,,,,,,,,,,,,,,,,,
SMD_2459,38,26,40,44,46,,,,,,,,,,,,,,,,,,,,,
SMD_2460,64,46,65,72,67,,,,,,,,,,,,,,,,,,,,,
SMD_2461,48,45,48,59,58,,,,,,,,,,,,,,,,,,,,,
SMD_2462,0,1,2,4,1,,,,,,,,,,,,,,,,,,,,,
SMD_2463,9,11,10,11,8,,,,,,,,,,,,,,,,,,,,,
SMD_2464,12,11,10,12,9,,,,,,,,,,,,,,,,,,,,,
SMD_2465,33,35,25,29,22,,,,,,,,,,,,,,,,,,,,,
SMD_2466,12,15,10,14,11,,,,,,,,,,,,,,,,,,,,,
SMD_2467,10,12,9,12,7,,,,,,,,,,,,,,,,,,,,,
SMD_2468,6,5,4,9,7,,,,,,,,,,,,,,,,,,,,,
SMD_2469,2,3,4,7,3,,,,,,,,,,,,,,,,,,,,,
SMD_2470,6,11,14,16,10,,,,,,,,,,,,,,,,,,,,,
SMD_2471,7,9,5,8,10,,,,,,,,,,,,,,,,,,,,,
SMD_2472,10,7,5,9,9,,,,,,,,,,,,,,,,,,,,,
SMD_2473,12,13,9,11,12,,,,,,,,,,,,,,,,,,,,,
SMD_2474,14,15,10,13,15,,,,,,,,,,,,,,,,,,,,,
SMD_2475,3,2,3,4,6,,,,,,,,,,,,,,,,,,,,,
SMD_2476,3,2,4,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_2477,357,327,347,319,326,,,,,,,,,,,,,,,,,,,,,
SMD_2478,362,293,339,365,398,,,,,,,,,,,,,,,,,,,,,
SMD_2479,97,78,104,114,121,,,,,,,,,,,,,,,,,,,,,
SMD_2480,58,69,61,62,66,,,,,,,,,,,,,,,,,,,,,
SMD_2481,42,31,37,45,51,,,,,,,,,,,,,,,,,,,,,
SMD_2482,77,84,93,86,99,,,,,,,,,,,,,,,,,,,,,
SMD_2483,59,71,64,59,77,,,,,,,,,,,,,,,,,,,,,
SMD_2484,13,14,7,9,13,,,,,,,,,,,,,,,,,,,,,
SMD_2485,9,10,6,6,9,,,,,,,,,,,,,,,,,,,,,
SMD_2486,26,28,9,9,13,,,,,,,,,,,,,,,,,,,,,
SMD_2487,27,39,8,11,19,,,,,,,,,,,,,,,,,,,,,
SMD_2488,27,33,23,35,35,,,,,,,,,,,,,,,,,,,,,
SMD_2489,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_2490,39,43,27,31,30,,,,,,,,,,,,,,,,,,,,,
SMD_2491,333,471,89,105,195,,,,,,,,,,,,,,,,,,,,,
SMD_2492,259,355,46,78,147,,,,,,,,,,,,,,,,,,,,,
SMD_2493,340,398,66,100,214,,,,,,,,,,,,,,,,,,,,,
SMD_2494,11,9,11,12,13,,,,,,,,,,,,,,,,,,,,,
SMD_2495,255,253,277,250,234,,,,,,,,,,,,,,,,,,,,,
SMD_2496,41,35,81,79,54,,,,,,,,,,,,,,,,,,,,,
SMD_2497,19,14,23,24,19,,,,,,,,,,,,,,,,,,,,,
SMD_2498,13,11,14,14,13,,,,,,,,,,,,,,,,,,,,,
SMD_2499,8,9,8,10,12,,,,,,,,,,,,,,,,,,,,,
SMD_2500,5,5,3,3,6,,,,,,,,,,,,,,,,,,,,,
SMD_2501,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_2502,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2503,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2504,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2505,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2506,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2507,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_2508,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_2509,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_2510,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2511,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2512,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2513,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2514,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2515,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2516,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_2517,78,77,76,76,64,,,,,,,,,,,,,,,,,,,,,
SMD_2518,14,16,11,9,12,,,,,,,,,,,,,,,,,,,,,
SMD_2519,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_2520,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2521,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2522,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2523,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2524,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_2525,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2526,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2527,7,6,8,7,8,,,,,,,,,,,,,,,,,,,,,
SMD_2528,9,10,13,11,15,,,,,,,,,,,,,,,,,,,,,
SMD_2529,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_2530,11,9,9,10,15,,,,,,,,,,,,,,,,,,,,,
SMD_2531,21,24,20,19,20,,,,,,,,,,,,,,,,,,,,,
SMD_2532,3,3,3,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_2533,7,8,6,9,10,,,,,,,,,,,,,,,,,,,,,
SMD_2534,6,3,4,6,4,,,,,,,,,,,,,,,,,,,,,
SMD_2535,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,,
SMD_2536,51,39,47,48,53,,,,,,,,,,,,,,,,,,,,,
SMD_2537,14,14,8,7,9,,,,,,,,,,,,,,,,,,,,,
SMD_2538,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_2539,58,46,62,61,55,,,,,,,,,,,,,,,,,,,,,
SMD_2540,42,47,27,42,42,,,,,,,,,,,,,,,,,,,,,
SMD_2541,614,711,407,323,533,,,,,,,,,,,,,,,,,,,,,
SMD_2542,91,76,106,100,71,,,,,,,,,,,,,,,,,,,,,
SMD_2543,209,179,198,207,136,,,,,,,,,,,,,,,,,,,,,
SMD_2544,259,224,244,274,184,,,,,,,,,,,,,,,,,,,,,
SMD_2545,125,107,119,129,82,,,,,,,,,,,,,,,,,,,,,
SMD_2546,163,150,168,165,99,,,,,,,,,,,,,,,,,,,,,
SMD_2547,4,6,4,5,6,,,,,,,,,,,,,,,,,,,,,
SMD_2548,11,14,9,12,15,,,,,,,,,,,,,,,,,,,,,
SMD_2549,10,9,8,7,12,,,,,,,,,,,,,,,,,,,,,
SMD_2550,22,26,18,18,22,,,,,,,,,,,,,,,,,,,,,
SMD_2551,8,10,7,7,9,,,,,,,,,,,,,,,,,,,,,
SMD_2552,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_2553,7,7,7,5,9,,,,,,,,,,,,,,,,,,,,,
SMD_2554,50,43,53,43,48,,,,,,,,,,,,,,,,,,,,,
SMD_2555,8,7,10,6,8,,,,,,,,,,,,,,,,,,,,,
SMD_2556,17,17,16,16,16,,,,,,,,,,,,,,,,,,,,,
SMD_2557,1,3,2,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2558,19,12,19,19,15,,,,,,,,,,,,,,,,,,,,,
SMD_2559,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2560,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_2561,4,1,1,4,6,,,,,,,,,,,,,,,,,,,,,
SMD_2562,4,3,3,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_2563,7,6,6,6,7,,,,,,,,,,,,,,,,,,,,,
SMD_2564,46,41,54,54,47,,,,,,,,,,,,,,,,,,,,,
SMD_2565,14,13,13,14,15,,,,,,,,,,,,,,,,,,,,,
SMD_2566,21,22,20,26,25,,,,,,,,,,,,,,,,,,,,,
SMD_2567,24,24,26,30,26,,,,,,,,,,,,,,,,,,,,,
SMD_2568,50,54,49,53,41,,,,,,,,,,,,,,,,,,,,,
SMD_2569,22,22,20,23,18,,,,,,,,,,,,,,,,,,,,,
SMD_2570,4,2,5,6,2,,,,,,,,,,,,,,,,,,,,,
SMD_2571,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_2572,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_2573,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_2574,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2575,41,50,21,16,16,,,,,,,,,,,,,,,,,,,,,
SMD_2576,89,94,36,33,43,,,,,,,,,,,,,,,,,,,,,
SMD_2577,241,252,80,60,86,,,,,,,,,,,,,,,,,,,,,
SMD_2578,312,345,132,90,143,,,,,,,,,,,,,,,,,,,,,
SMD_2579,665,749,445,350,450,,,,,,,,,,,,,,,,,,,,,
SMD_2580,105,111,97,94,104,,,,,,,,,,,,,,,,,,,,,
SMD_2581,15,15,10,14,16,,,,,,,,,,,,,,,,,,,,,
SMD_2582,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2583,15,20,14,16,15,,,,,,,,,,,,,,,,,,,,,
SMD_2584,106,124,114,104,86,,,,,,,,,,,,,,,,,,,,,
SMD_2585,958,985,982,883,690,,,,,,,,,,,,,,,,,,,,,
SMD_2586,637,751,692,603,469,,,,,,,,,,,,,,,,,,,,,
SMD_2587,1144,1130,1106,1042,810,,,,,,,,,,,,,,,,,,,,,
SMD_2588,931,1068,1013,935,715,,,,,,,,,,,,,,,,,,,,,
SMD_2589,555,611,588,544,404,,,,,,,,,,,,,,,,,,,,,
SMD_2590,25,28,14,14,23,,,,,,,,,,,,,,,,,,,,,
SMD_2591,11,13,9,12,12,,,,,,,,,,,,,,,,,,,,,
SMD_2592,51,62,58,57,64,,,,,,,,,,,,,,,,,,,,,
SMD_2593,4,5,6,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_2594,5,4,5,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_2595,7,9,8,8,8,,,,,,,,,,,,,,,,,,,,,
SMD_2596,9,8,9,10,10,,,,,,,,,,,,,,,,,,,,,
SMD_2597,9,9,8,12,10,,,,,,,,,,,,,,,,,,,,,
SMD_2598,42,44,37,39,40,,,,,,,,,,,,,,,,,,,,,
SMD_2599,106,118,93,103,125,,,,,,,,,,,,,,,,,,,,,
SMD_2600,168,208,148,158,169,,,,,,,,,,,,,,,,,,,,,
SMD_2601,0,1,5,4,2,,,,,,,,,,,,,,,,,,,,,
SMD_2602,14,15,15,16,16,,,,,,,,,,,,,,,,,,,,,
SMD_2603,25,28,24,24,19,,,,,,,,,,,,,,,,,,,,,
SMD_2604,29,33,36,25,32,,,,,,,,,,,,,,,,,,,,,
SMD_2605,71,83,73,66,66,,,,,,,,,,,,,,,,,,,,,
SMD_2606,74,78,69,72,77,,,,,,,,,,,,,,,,,,,,,
SMD_2607,68,82,77,72,73,,,,,,,,,,,,,,,,,,,,,
SMD_2608,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_2609,27,21,23,27,26,,,,,,,,,,,,,,,,,,,,,
SMD_2610,110,117,114,111,111,,,,,,,,,,,,,,,,,,,,,
SMD_2611,83,93,93,76,101,,,,,,,,,,,,,,,,,,,,,
SMD_2612,95,107,90,77,78,,,,,,,,,,,,,,,,,,,,,
SMD_2613,456,562,495,471,474,,,,,,,,,,,,,,,,,,,,,
SMD_2614,26,21,29,33,25,,,,,,,,,,,,,,,,,,,,,
SMD_2615,6,4,5,6,6,,,,,,,,,,,,,,,,,,,,,
SMD_2616,53,45,47,51,55,,,,,,,,,,,,,,,,,,,,,
SMD_2617,121,129,133,115,107,,,,,,,,,,,,,,,,,,,,,
SMD_2618,42,44,49,50,39,,,,,,,,,,,,,,,,,,,,,
SMD_2619,12,14,12,12,12,,,,,,,,,,,,,,,,,,,,,
SMD_2620,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2621,64,51,56,72,67,,,,,,,,,,,,,,,,,,,,,
SMD_2622,36,52,37,39,43,,,,,,,,,,,,,,,,,,,,,
SMD_2623,87,93,73,72,85,,,,,,,,,,,,,,,,,,,,,
SMD_2624,124,155,94,98,109,,,,,,,,,,,,,,,,,,,,,
SMD_2625,111,122,82,88,93,,,,,,,,,,,,,,,,,,,,,
SMD_2626,18,16,19,15,17,,,,,,,,,,,,,,,,,,,,,
SMD_2627,38,41,31,37,39,,,,,,,,,,,,,,,,,,,,,
SMD_2628,61,70,55,54,54,,,,,,,,,,,,,,,,,,,,,
SMD_2630,209,230,203,198,188,,,,,,,,,,,,,,,,,,,,,
SMD_2631,301,313,291,290,256,,,,,,,,,,,,,,,,,,,,,
SMD_2632,310,303,303,311,263,,,,,,,,,,,,,,,,,,,,,
SMD_2633,476,503,517,485,418,,,,,,,,,,,,,,,,,,,,,
SMD_2634,754,852,806,784,703,,,,,,,,,,,,,,,,,,,,,
SMD_2635,198,208,202,206,183,,,,,,,,,,,,,,,,,,,,,
SMD_2636,223,236,234,242,204,,,,,,,,,,,,,,,,,,,,,
SMD_2637,206,217,215,236,199,,,,,,,,,,,,,,,,,,,,,
SMD_2638,236,249,215,234,215,,,,,,,,,,,,,,,,,,,,,
SMD_2639,124,142,97,111,111,,,,,,,,,,,,,,,,,,,,,
SMD_2640,238,263,200,193,196,,,,,,,,,,,,,,,,,,,,,
SMD_2641,76,99,62,68,72,,,,,,,,,,,,,,,,,,,,,
SMD_2642,32,44,41,33,40,,,,,,,,,,,,,,,,,,,,,
SMD_2643,13,11,13,11,15,,,,,,,,,,,,,,,,,,,,,
SMD_2644,24,22,30,30,26,,,,,,,,,,,,,,,,,,,,,
SMD_2645,13,21,17,13,22,,,,,,,,,,,,,,,,,,,,,
SMD_2646,3,3,1,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_2647,73,96,77,78,82,,,,,,,,,,,,,,,,,,,,,
SMD_2648,11,12,10,11,13,,,,,,,,,,,,,,,,,,,,,
SMD_2649,18,20,17,20,24,,,,,,,,,,,,,,,,,,,,,
SMD_2650,19,19,18,15,20,,,,,,,,,,,,,,,,,,,,,
SMD_2651,17,14,19,20,14,,,,,,,,,,,,,,,,,,,,,
SMD_2652,32,31,42,39,42,,,,,,,,,,,,,,,,,,,,,
SMD_2653,25,28,28,29,28,,,,,,,,,,,,,,,,,,,,,
SMD_2654,15,16,24,21,16,,,,,,,,,,,,,,,,,,,,,
SMD_2655,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2656,3,5,7,6,4,,,,,,,,,,,,,,,,,,,,,
SMD_2657,3,2,4,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_2658,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2659,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_2660,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_2661,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_2662,3,4,2,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_2663,112,128,97,95,104,,,,,,,,,,,,,,,,,,,,,
SMD_2664,113,151,111,100,111,,,,,,,,,,,,,,,,,,,,,
SMD_2665,45,50,32,34,36,,,,,,,,,,,,,,,,,,,,,
SMD_2666,49,61,37,38,41,,,,,,,,,,,,,,,,,,,,,
SMD_2667,4,5,3,2,4,,,,,,,,,,,,,,,,,,,,,
SMD_2668,4,2,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_2669,25,29,21,21,21,,,,,,,,,,,,,,,,,,,,,
SMD_2670,8,11,8,8,12,,,,,,,,,,,,,,,,,,,,,
SMD_2671,51,58,44,43,47,,,,,,,,,,,,,,,,,,,,,
SMD_2672,27,27,26,33,27,,,,,,,,,,,,,,,,,,,,,
SMD_2673,13,12,11,12,13,,,,,,,,,,,,,,,,,,,,,
SMD_2674,69,73,67,68,83,,,,,,,,,,,,,,,,,,,,,
SMD_2675,21,33,25,25,24,,,,,,,,,,,,,,,,,,,,,
SMD_2676,8,9,5,7,9,,,,,,,,,,,,,,,,,,,,,
SMD_2677,213,180,222,234,236,,,,,,,,,,,,,,,,,,,,,
SMD_2678,21,27,21,23,33,,,,,,,,,,,,,,,,,,,,,
SMD_2679,25,29,19,23,30,,,,,,,,,,,,,,,,,,,,,
SMD_2680,76,77,68,72,78,,,,,,,,,,,,,,,,,,,,,
SMD_2681,195,221,169,167,175,,,,,,,,,,,,,,,,,,,,,
SMD_2682,175,192,173,148,182,,,,,,,,,,,,,,,,,,,,,
SMD_2683,154,131,153,173,177,,,,,,,,,,,,,,,,,,,,,
SMD_2684,51,46,65,70,50,,,,,,,,,,,,,,,,,,,,,
SMD_2685,68,66,80,79,95,,,,,,,,,,,,,,,,,,,,,
SMD_2686,31,30,27,32,27,,,,,,,,,,,,,,,,,,,,,
SMD_2687,61,86,54,51,56,,,,,,,,,,,,,,,,,,,,,
SMD_2688,52,65,31,49,52,,,,,,,,,,,,,,,,,,,,,
SMD_2689,28,34,15,29,47,,,,,,,,,,,,,,,,,,,,,
SMD_2690,68,95,38,65,102,,,,,,,,,,,,,,,,,,,,,
SMD_2691,107,130,26,62,105,,,,,,,,,,,,,,,,,,,,,
SMD_2692,87,97,24,37,66,,,,,,,,,,,,,,,,,,,,,
SMD_2693,76,98,35,55,72,,,,,,,,,,,,,,,,,,,,,
SMD_2694,32,40,29,31,31,,,,,,,,,,,,,,,,,,,,,
SMD_2695,15,10,21,22,17,,,,,,,,,,,,,,,,,,,,,
SMD_2696,145,147,156,140,128,,,,,,,,,,,,,,,,,,,,,
SMD_2697,2,2,5,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_2698,18,13,19,13,20,,,,,,,,,,,,,,,,,,,,,
SMD_2699,42,57,51,49,50,,,,,,,,,,,,,,,,,,,,,
SMD_2700,5,7,7,7,5,,,,,,,,,,,,,,,,,,,,,
SMD_2701,17,16,14,19,22,,,,,,,,,,,,,,,,,,,,,
SMD_2702,55,56,53,46,58,,,,,,,,,,,,,,,,,,,,,
SMD_2703,24,26,25,22,22,,,,,,,,,,,,,,,,,,,,,
SMD_2704,15,17,15,14,21,,,,,,,,,,,,,,,,,,,,,
SMD_2705,22,22,22,23,18,,,,,,,,,,,,,,,,,,,,,
SMD_2706,54,53,58,56,56,,,,,,,,,,,,,,,,,,,,,
SMD_2707,7,7,9,5,5,,,,,,,,,,,,,,,,,,,,,
SMD_2708,61,60,59,54,57,,,,,,,,,,,,,,,,,,,,,
SMD_2709,54,54,53,55,55,,,,,,,,,,,,,,,,,,,,,
SMD_2710,25,33,19,20,23,,,,,,,,,,,,,,,,,,,,,
SMD_2711,10,8,8,7,9,,,,,,,,,,,,,,,,,,,,,
SMD_2712,25,32,20,24,28,,,,,,,,,,,,,,,,,,,,,
SMD_2713,58,66,47,49,52,,,,,,,,,,,,,,,,,,,,,
SMD_2714,19,20,14,14,18,,,,,,,,,,,,,,,,,,,,,
SMD_2715,15,20,14,14,20,,,,,,,,,,,,,,,,,,,,,
SMD_2716,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_2717,494,512,561,504,457,,,,,,,,,,,,,,,,,,,,,
SMD_2718,145,137,155,156,177,,,,,,,,,,,,,,,,,,,,,
SMD_2719,69,86,73,80,70,,,,,,,,,,,,,,,,,,,,,
SMD_2720,67,72,78,71,71,,,,,,,,,,,,,,,,,,,,,
SMD_2721,74,68,84,89,81,,,,,,,,,,,,,,,,,,,,,
SMD_2722,58,56,70,66,57,,,,,,,,,,,,,,,,,,,,,
SMD_2723,11,10,11,12,14,,,,,,,,,,,,,,,,,,,,,
SMD_2724,143,154,148,148,165,,,,,,,,,,,,,,,,,,,,,
SMD_2725,76,76,74,75,78,,,,,,,,,,,,,,,,,,,,,
SMD_2726,2502,1988,3253,3254,2424,,,,,,,,,,,,,,,,,,,,,
SMD_2727,2404,2074,3147,2797,2189,,,,,,,,,,,,,,,,,,,,,
SMD_2728,4222,3751,5504,5019,3531,,,,,,,,,,,,,,,,,,,,,
SMD_2729,122,120,123,119,135,,,,,,,,,,,,,,,,,,,,,
SMD_2730,153,131,157,178,213,,,,,,,,,,,,,,,,,,,,,
SMD_2731,431,482,443,415,408,,,,,,,,,,,,,,,,,,,,,
SMD_2732,230,205,219,243,227,,,,,,,,,,,,,,,,,,,,,
SMD_2733,176,193,174,185,195,,,,,,,,,,,,,,,,,,,,,
SMD_2734,81,66,62,77,80,,,,,,,,,,,,,,,,,,,,,
SMD_2735,114,130,105,92,93,,,,,,,,,,,,,,,,,,,,,
SMD_2736,129,132,134,113,110,,,,,,,,,,,,,,,,,,,,,
SMD_2737,70,69,65,69,78,,,,,,,,,,,,,,,,,,,,,
SMD_2738,75,72,65,66,70,,,,,,,,,,,,,,,,,,,,,
SMD_2739,65,62,60,63,62,,,,,,,,,,,,,,,,,,,,,
SMD_2740,83,75,76,79,79,,,,,,,,,,,,,,,,,,,,,
SMD_2741,41,36,40,44,35,,,,,,,,,,,,,,,,,,,,,
SMD_2742,42,47,35,38,40,,,,,,,,,,,,,,,,,,,,,
SMD_2743,63,64,62,62,70,,,,,,,,,,,,,,,,,,,,,
SMD_2744,62,59,58,64,59,,,,,,,,,,,,,,,,,,,,,
SMD_2745,580,613,556,523,539,,,,,,,,,,,,,,,,,,,,,
SMD_2746,2,3,3,6,4,,,,,,,,,,,,,,,,,,,,,
SMD_2747,97,109,92,95,93,,,,,,,,,,,,,,,,,,,,,
SMD_2748,186,170,168,193,204,,,,,,,,,,,,,,,,,,,,,
SMD_2749,274,296,291,270,247,,,,,,,,,,,,,,,,,,,,,
SMD_2750,49,66,54,50,52,,,,,,,,,,,,,,,,,,,,,
SMD_2751,161,185,150,144,150,,,,,,,,,,,,,,,,,,,,,
SMD_2752,58,59,63,67,86,,,,,,,,,,,,,,,,,,,,,
SMD_2753,82,99,75,68,77,,,,,,,,,,,,,,,,,,,,,
SMD_2754,36,34,29,30,29,,,,,,,,,,,,,,,,,,,,,
SMD_2755,18,19,20,19,19,,,,,,,,,,,,,,,,,,,,,
SMD_2756,57,48,67,66,55,,,,,,,,,,,,,,,,,,,,,
SMD_2757,277,244,298,298,248,,,,,,,,,,,,,,,,,,,,,
SMD_2758,385,384,418,359,336,,,,,,,,,,,,,,,,,,,,,
SMD_2759,531,553,602,556,508,,,,,,,,,,,,,,,,,,,,,
SMD_2760,642,708,694,643,597,,,,,,,,,,,,,,,,,,,,,
SMD_2761,76,81,81,64,66,,,,,,,,,,,,,,,,,,,,,
SMD_2762,83,80,90,80,80,,,,,,,,,,,,,,,,,,,,,
SMD_2763,58,67,58,62,55,,,,,,,,,,,,,,,,,,,,,
SMD_2764,53,65,49,50,48,,,,,,,,,,,,,,,,,,,,,
SMD_2765,54,59,52,45,45,,,,,,,,,,,,,,,,,,,,,
SMD_2766,41,40,39,44,44,,,,,,,,,,,,,,,,,,,,,
SMD_2767,49,48,54,49,56,,,,,,,,,,,,,,,,,,,,,
SMD_2768,92,110,106,84,102,,,,,,,,,,,,,,,,,,,,,
SMD_2769,56,69,47,48,59,,,,,,,,,,,,,,,,,,,,,
SMD_2770,167,149,174,172,169,,,,,,,,,,,,,,,,,,,,,
SMD_2771,3,2,2,3,1,,,,,,,,,,,,,,,,,,,,,
SMD_2772,115,114,103,96,123,,,,,,,,,,,,,,,,,,,,,
SMD_2773,64,63,50,59,69,,,,,,,,,,,,,,,,,,,,,
SMD_2774,662,672,751,707,635,,,,,,,,,,,,,,,,,,,,,
SMD_2775,817,850,893,834,774,,,,,,,,,,,,,,,,,,,,,
SMD_2776,863,878,918,888,850,,,,,,,,,,,,,,,,,,,,,
SMD_2777,1,0,2,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2778,0,1,3,3,1,,,,,,,,,,,,,,,,,,,,,
SMD_2779,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_2780,13,9,12,11,8,,,,,,,,,,,,,,,,,,,,,
SMD_2781,210,224,227,201,180,,,,,,,,,,,,,,,,,,,,,
SMD_2782,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_2783,38,47,37,42,38,,,,,,,,,,,,,,,,,,,,,
SMD_2784,27,29,22,23,27,,,,,,,,,,,,,,,,,,,,,
SMD_2785,4,5,3,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_2786,31,38,25,25,29,,,,,,,,,,,,,,,,,,,,,
SMD_2787,42,51,38,49,55,,,,,,,,,,,,,,,,,,,,,
SMD_2788,151,242,128,178,233,,,,,,,,,,,,,,,,,,,,,
SMD_2789,59,74,62,61,72,,,,,,,,,,,,,,,,,,,,,
SMD_2790,36,41,29,34,45,,,,,,,,,,,,,,,,,,,,,
SMD_2791,161,155,177,170,184,,,,,,,,,,,,,,,,,,,,,
SMD_2792,6,7,6,8,9,,,,,,,,,,,,,,,,,,,,,
SMD_2793,143,178,123,187,211,,,,,,,,,,,,,,,,,,,,,
SMD_2794,1430,1722,1674,1534,1216,,,,,,,,,,,,,,,,,,,,,
SMD_2795,11,9,12,12,14,,,,,,,,,,,,,,,,,,,,,
SMD_2796,61,68,61,67,61,,,,,,,,,,,,,,,,,,,,,
SMD_2797,69,70,63,69,73,,,,,,,,,,,,,,,,,,,,,
SMD_2798,21,25,23,19,24,,,,,,,,,,,,,,,,,,,,,
SMD_2799,30,34,27,26,33,,,,,,,,,,,,,,,,,,,,,
SMD_2800,276,341,294,266,299,,,,,,,,,,,,,,,,,,,,,
SMD_2801,6,5,6,6,6,,,,,,,,,,,,,,,,,,,,,
SMD_2802,9,9,5,8,8,,,,,,,,,,,,,,,,,,,,,
SMD_2803,21,20,20,21,20,,,,,,,,,,,,,,,,,,,,,
SMD_2804,244,239,330,307,244,,,,,,,,,,,,,,,,,,,,,
SMD_2805,27,35,32,29,26,,,,,,,,,,,,,,,,,,,,,
SMD_2806,403,404,541,496,390,,,,,,,,,,,,,,,,,,,,,
SMD_2807,56,70,54,59,58,,,,,,,,,,,,,,,,,,,,,
SMD_2808,86,93,79,90,89,,,,,,,,,,,,,,,,,,,,,
SMD_2809,78,84,87,89,69,,,,,,,,,,,,,,,,,,,,,
SMD_2810,58,61,100,51,52,,,,,,,,,,,,,,,,,,,,,
SMD_2811,171,165,194,171,148,,,,,,,,,,,,,,,,,,,,,
SMD_2812,167,166,167,157,129,,,,,,,,,,,,,,,,,,,,,
SMD_2813,44,33,44,61,79,,,,,,,,,,,,,,,,,,,,,
SMD_2814,811,1430,840,952,1054,,,,,,,,,,,,,,,,,,,,,
SMD_2815,26,22,20,22,36,,,,,,,,,,,,,,,,,,,,,
SMD_2816,46,62,40,40,49,,,,,,,,,,,,,,,,,,,,,
SMD_2817,52,45,42,53,56,,,,,,,,,,,,,,,,,,,,,
SMD_2818,167,171,179,187,207,,,,,,,,,,,,,,,,,,,,,
SMD_2819,133,194,135,129,149,,,,,,,,,,,,,,,,,,,,,
SMD_2820,129,141,101,125,152,,,,,,,,,,,,,,,,,,,,,
SMD_2821,29,30,22,23,23,,,,,,,,,,,,,,,,,,,,,
SMD_2822,80,63,90,96,79,,,,,,,,,,,,,,,,,,,,,
