gene,control-0,control-1,control-2,sample-0,sample-1,sample-2
BCAL0820,13,0,5,6,4,0
BCAM0340,39,5,17,26,17,1
"BCAL0175,BCAL0176,BCAL0177",167,21,60,83,65,8
BCAL2387,47,1,19,32,9,0
BCAL3026,314,34,104,102,115,19
BCAL2456,58,5,11,24,19,1
"BCAL0778,BCAL0779",22,2,5,6,8,1
BCAM0738,19,0,5,6,6,0
BCAL2322,58,11,12,29,23,3
BCAL3394,38,1,11,20,9,0
BCAL0860,83,5,19,30,30,1
BCAM2612,5,0,3,4,1,0
"BCAM1196,BCAM1197",2,0,0,1,0,0
BCAL2762,556,45,188,216,193,22
BCAL3032,85,6,23,22,27,4
"BCAL1839,BCAL1840",15,4,4,9,13,0
BCAL0362,39,3,4,5,4,3
BCAL3418,58,8,27,23,40,2
BCAL2924,39,2,20,18,11,2
BCAL0763,167,22,71,66,72,11
BCAL1072,71,15,35,39,42,5
BCAL1802,23,5,2,3,5,3
BCAM2547a,78,14,47,42,38,7
BCAL1983,69,15,41,49,44,4
BCAL2178,72,11,24,18,37,5
BCAL2957,1169,118,302,401,397,51
BCAL2407,48,3,10,6,12,3
BCAL0256,11,2,3,3,3,1
BCAL3339,144,9,27,44,33,5
BCAL0572,75,5,31,15,22,6
BCAM0487,3,0,0,0,1,0
BCAL2711,170,12,53,46,64,7
BCAL0956,949,104,438,353,416,58
"BCAL0337,BCAL0338",205,19,55,69,48,13
BCAL2675,3,0,0,0,1,0
BCAL3459,224,13,61,57,70,9
"BCAL1846,BCAL1847",10,0,6,0,4,1
BCAL0516,188,11,64,71,66,5
BCAM1157,3,0,0,0,1,0
BCAL1325,6,0,0,0,2,0
BCAL2620,3,0,0,0,1,0
BCAS0383,3,0,0,0,1,0
"BCAL0315,BCAL0316",67,2,16,13,20,2
BCAS0676,535,46,186,206,107,35
BCAL2765,191,28,96,87,96,12
BCAL0878,32,2,10,12,10,1
BCAM0186,590,22,71,182,79,15
BCAL1288,67,2,23,21,20,2
BCAL1068,68,4,28,17,17,5
BCAL0002,323,34,85,117,95,16
BCAL2935,2030,212,688,771,588,121
BCAL0001,133,5,23,46,34,1
BCAL0831,249,5,45,51,47,8
BCAL2148,130,25,61,68,79,7
BCAM0480,4,3,0,1,4,1
"BCAL2964,BCAL2965",21,1,2,7,6,0
BCAL3440,179,17,56,63,56,9
BCAL2315,107,5,26,29,32,3
BCAM0884,3,0,1,0,2,0
BCAL1853,52,0,16,17,11,1
"BCAL3415,BCAL3416",116,9,38,30,30,6
BCAM2779,3,0,1,0,2,0
BCAL2676,186,12,49,47,68,6
"BCAL1915,BCAL1916",11,1,5,6,6,0
BCAL0462,778,85,315,304,320,39
BCAL1997,1126,128,413,441,326,74
BCAL0773,29,2,7,6,5,2
BCAL2431,220,21,49,79,53,10
BCAM2574,25,0,9,3,2,2
BCAL1942,467,77,170,184,183,35
"BCAL0609,BCAL0610",122,12,31,48,46,3
"BCAL3162,BCAL3163",20,4,19,10,10,4
BCAM2760,25,3,5,5,12,1
BCAL2927,126,8,31,33,36,5
BCAM2575,25,2,11,10,10,1
BCAL0942,10,1,1,6,2,0
BCAL1864,9,0,3,1,5,0
BCAL2127,9,0,1,1,3,0
BCAL2789,51,8,12,28,22,1
BCAL1927,326,54,96,101,158,20
BCAS0326,0,0,1,0,1,0
BCAL2614,0,0,2,0,2,0
BCAL3185,2,1,0,2,2,0
BCAL1132,81,3,31,28,22,3
"BCAL2666,BCAL2667",76,4,23,26,28,1
BCAS0582,2,1,0,2,2,0
BCAM1970,0,0,1,0,1,0
BCAM0456,0,0,1,0,1,0
BCAL1281,338,22,86,112,93,11
BCAM2189,0,0,1,0,1,0
BCAL0152,9,1,3,1,2,1
BCAM1595,6,0,2,1,3,0
BCAL0169,441,67,139,178,131,32
"BCAL2113,BCAL2114,BCAL2115,BCAL2115A",97,7,36,46,39,1
BCAL0579,6,0,1,1,2,0
BCAM1919,380,44,128,151,157,15
BCAL1885,62,1,11,17,12,1
BCAL1191,11,2,2,4,2,1
BCAM0066,45,1,14,9,17,1
BCAM0149,110,22,61,57,51,10
BCAL2408,122,13,52,29,56,8
BCAL1181,56,7,16,32,20,1
BCAM1521,9,0,3,2,4,0
BCAM0452,17,1,4,6,7,0
BCAM2150,6,0,0,1,1,0
"BCAS0666,BCAS0667",833,137,436,367,502,77
BCAL2106,87,12,34,34,31,6
BCAL1961,242,9,60,59,55,9
pBCA086,154,19,69,73,54,9
BCAM0023,202,36,93,99,61,19
BCAL1221,3,0,2,1,2,0
BCAM2464,11,1,1,5,3,0
BCAM1832,4,2,5,7,6,0
BCAL1886,269,29,97,84,78,19
BCAL3441,247,30,67,88,84,12
"BCAS0230,BCAS0231,BCAS0232",8,0,7,7,3,0
BCAL0285,28,3,13,15,11,1
BCAL1268,19,0,2,2,0,1
BCAL3429,5474,395,1314,1610,1330,235
BCAM1293,383,19,66,69,78,17
BCAM1396,5,1,6,6,5,0
BCAL2445,3,0,1,1,1,0
BCAM2589,137,14,34,52,17,9
BCAM0806,12,0,1,3,2,0
BCAL1494,35,1,13,13,9,1
BCAL0555,124,6,32,35,26,5
BCAM0621,15,2,7,5,7,1
BCAL3310,364,41,224,147,197,21
BCAL2394,3,0,1,1,1,0
BCAL1470,104,12,29,29,29,7
BCAM2600,113,8,48,42,44,4
BCAL0927,17,2,3,7,2,1
BCAL2202,77,2,30,24,19,3
BCAS0704,8,1,3,6,3,0
BCAL1944,215,31,71,70,64,17
BCAM1680,15,2,0,2,3,1
BCAS0288,2,1,0,4,0,0
BCAS0661A,348,57,143,181,172,14
BCAL3090,9,2,1,1,3,1
BCAM0753,283,35,104,128,107,12
BCAL1759,12,0,1,4,1,0
BCAM1441,46,3,11,12,11,2
"BCAM0600,BCAM0601",32,1,10,7,7,2
BCAM2470,15,2,4,5,4,1
"BCAS0045,BCAS0046,BCAS0047,BCAS0048,BCAS0049",4,3,3,3,7,0
BCAL3194,137,13,34,44,51,4
BCAL2136,3,0,0,1,0,0
BCAM1978,6,0,0,2,0,0
BCAL3119,168,17,69,65,56,9
BCAL2693,9,2,1,2,2,1
BCAL1888,1342,157,368,471,450,61
BCAL0504,9,0,0,3,0,0
BCAM2556,156,9,35,48,35,5
BCAM1274,3,0,0,1,0,0
BCAL3009,203,8,40,51,49,5
BCAL2991,3,0,2,2,1,0
BCAL3281,292,34,91,98,113,13
"BCAL3054,BCAL3055",236,15,73,70,77,8
BCAL2072,404,34,129,123,149,15
BCAL2255a,3,0,0,1,0,0
"BCAM0482,BCAM0483",15,1,4,5,7,0
BCAL0862,6,0,1,2,1,0
BCAL0704,196,22,46,41,74,10
BCAM2059,25,2,5,5,8,1
BCAL2270,9,1,6,5,7,0
BCAM0580,293,20,76,92,66,12
BCAS0605,3,0,0,1,0,0
BCAM1708,27,1,9,14,7,0
BCAM2066,72,10,22,37,15,4
BCAL2603,117,16,29,37,36,7
BCAS0257,37,5,17,25,20,0
BCAM1214,67,8,28,33,23,3
"BCAL3265,BCAL3266",167,13,47,49,56,6
BCAM0038,8,4,3,7,5,1
BCAM0727,16,0,3,2,6,0
BCAL2172,62,6,18,24,14,3
BCAM1518,18,2,6,9,3,1
BCAL1464,76,2,21,27,19,1
BCAM0069,19,0,7,7,6,0
BCAL1611,25,3,7,7,11,1
"BCAM1551,BCAM1552,BCAM1553",58,6,20,14,8,3
BCAM2045,3,0,1,2,0,0
BCAL0827,149,15,77,60,79,5
BCAL0780,11,4,2,4,14,0
BCAL3377,69,3,12,16,21,1
BCAL1553,339,21,86,119,78,10
BCAL2170,27,3,6,10,14,0
BCAM2839,74,6,22,19,26,3
BCAL3456,574,64,201,179,262,22
"BCAL2180,BCAL2181",1581,195,600,567,611,89
BCAL3003,34,0,9,11,3,1
BCAL1480,170,12,65,33,40,13
BCAM2801,0,0,1,1,0,0
BCAL2703,57,3,6,13,8,2
BCAM2654,3,0,0,1,0,0
BCAM2562,102,6,31,35,34,2
"BCAL3413,BCAL3414",79,6,23,18,20,3
BCAM2393,25,1,2,5,8,0
BCAL0673,33,3,13,12,8,2
"BCAL0835,BCAL0836,BCAL0837",8,1,2,2,5,0
BCAS0427,0,0,1,1,0,0
BCAL2884,0,0,1,1,0,0
BCAL0325,48,13,18,26,41,1
BCAL2915,13,2,3,4,3,1
BCAM0005A,5,1,1,5,1,0
BCAM0536,3,0,0,1,0,0
BCAL1549,26,3,4,4,11,1
BCAL1615,12,0,2,6,0,0
BCAM0348a,85,10,36,39,23,5
BCAL2677,38,7,15,19,23,1
BCAL2723,25,1,3,8,6,0
"BCAM1589,BCAM1590",5,0,1,2,1,0
BCAL2287,93,12,24,11,34,7
BCAM0366,23,1,7,9,2,1
"BCAL3314,BCAL3315,BCAL3316",97,10,28,21,21,4
BCAL0732,48,5,6,11,19,1
BCAL2858,0,0,1,1,0,0
BCAL2969a,67,13,49,55,36,3
BCAS0675,420,53,178,188,106,28
BCAL2285,20,3,8,8,9,1
BCAM1787,321,26,74,77,112,10
BCAL2316,169,13,63,46,51,9
BCAM1911,3,0,0,1,0,0
"BCAL1392,BCAL1393,BCAL1394,BCAL1395",91,3,21,32,21,2
BCAM2775,16,0,1,3,3,0
BCAL3395,411,39,124,123,138,17
BCAL3432,43,1,9,11,8,1
BCAM1796,26,3,5,9,7,1
BCAL2733,88,8,17,31,19,3
"BCAL1315,BCAL1316",2184,233,893,774,876,108
BCAS0234,4,0,5,2,4,0
BCAL2388,85,6,29,29,19,4
BCAM1407,47,8,6,23,10,2
BCAL0165,25,6,14,22,18,0
BCAL2353,77,4,21,12,19,4
BCAM1174,76,3,30,16,14,5
BCAM2359A,7,1,4,3,6,0
BCAM0828,13,0,3,4,3,0
BCAL3442,337,61,246,205,155,27
BCAM1450,6,1,0,3,2,0
BCAM2821,575,36,128,149,155,17
BCAL3033,176,5,43,47,33,5
"BCAL1255,BCAL1256",79,5,22,27,23,2
BCAS0660,11,1,4,4,5,0
BCAM1912,7,1,6,6,5,0
"BCAM2259,BCAM2260,BCAM2261",6,0,0,1,1,0
BCAM2671,68,6,11,22,28,0
BCAL1882,54,5,7,10,16,2
BCAM1556,17,3,14,5,10,2
BCAL2006,20,2,5,7,10,0
BCAS0001,189,27,88,65,59,16
BCAM0946a,0,0,1,1,0,0
BCAL1385,3,1,1,3,2,0
"BCAM0626,BCAM0627",16,1,5,7,6,0
pBCA095,31,0,4,2,5,1
BCAM1963,3,0,0,1,0,0
BCAM0635,10,0,3,3,3,0
BCAM1455,7,0,3,2,3,0
BCAL0040,86,3,18,19,15,3
BCAL1814,35,5,21,20,26,0
"BCAL2398,BCAL2399",25,1,8,7,6,1
BCAM1151,4,2,0,0,1,1
pBCA027,19,2,9,3,11,1
BCAM0728,226,16,62,79,61,6
"BCAM1515,BCAM1516A",12,1,5,5,5,0
BCAM0820,30,1,8,12,8,0
BCAL3443,141,12,73,50,67,5
BCAL2922,3,0,0,1,0,0
BCAM1920,978,131,336,319,282,66
BCAL3215,64,6,32,24,19,4
BCAL1834,6,0,8,1,2,1
BCAM2242,10,0,0,0,3,0
BCAL2074,2970,267,837,1044,654,130
BCAM0167,13,0,2,5,1,0
BCAL2736,1194,162,430,427,457,60
BCAL0341,362,27,100,98,95,15
BCAM1405,11,1,11,13,4,0
BCAL1937,507,60,216,150,224,26
BCAM0159,6,0,0,2,0,0
BCAL1054,31,0,11,11,9,0
BCAL0739,210,22,79,60,75,11
BCAS0104,62,9,11,23,21,2
BCAL1901,1082,142,261,333,381,46
BCAM0529A,10,1,3,5,4,0
BCAL3436,378,35,100,110,79,20
BCAS0679,10,1,3,5,4,0
BCAS0059,60,2,20,18,13,2
BCAS0633,0,0,1,1,0,0
BCAL1139,76,9,29,27,19,5
BCAL1471,16,4,3,3,4,2
BCAL1469,169,11,50,51,49,5
BCAL2173,181,10,54,42,43,8
pBCA019,459,56,163,164,108,30
BCAM1594,10,0,1,2,2,0
BCAM1790,7,1,10,2,6,1
BCAL2932,24,0,12,4,8,1
BCAS0078,5,2,2,1,2,1
BCAM0150,77,20,40,30,52,6
BCAL1817,3,0,7,0,1,1
BCAS0398,13,0,7,1,3,1
BCAS0016,4,0,2,1,2,0
BCAM0381,26,5,8,14,10,1
BCAL2291,19,2,7,5,13,0
BCAL0282,242,22,64,67,80,8
BCAM1337,6,2,5,2,4,1
BCAL1308,997,173,442,396,472,56
BCAS0765,4,0,4,5,0,0
BCAM0219,367,27,114,101,106,14
BCAL0995,0,0,1,1,0,0
"BCAL0299,BCAL0300",26,1,7,7,5,1
BCAL3400,77,4,15,17,13,3
BCAL3264,67,5,16,17,20,2
BCAL1468,390,40,107,137,134,10
BCAM2737,7,1,1,3,3,0
BCAL0966,123,11,38,29,31,7
BCAL1935,57,4,18,20,13,2
"BCAM2747,BCAM2748",34,1,4,3,2,2
BCAL3188,98,1,11,19,11,2
BCAL2926,96,8,27,28,24,4
BCAS0746,21,0,3,3,6,0
"BCAL0305,BCAL0306",464,51,183,158,149,25
BCAM2626,1,0,4,3,1,0
BCAM1992,4,0,2,1,2,0
"BCAL0557,BCAL0558",76,2,15,6,12,3
BCAL0403,61,1,14,8,13,2
BCAM0060,21,0,2,3,5,0
BCAL2346,21,0,4,7,3,0
BCAL3421,197,24,87,65,85,9
BCAL0747,19,1,3,4,1,1
BCAM1887,4,1,1,2,3,0
BCAM1430,64,6,19,8,20,4
BCAM0746,458,53,158,158,143,21
BCAM0708,4,1,1,2,3,0
"BCAM0988,BCAM0989,BCAM0990",118,17,47,63,38,4
BCAM0915,199,23,96,132,49,6
BCAM2378,21,1,2,7,4,0
BCAM2718,35,3,9,9,18,0
BCAS0367,0,1,0,3,0,0
BCAL0487,163,22,72,71,62,7
BCAM2515,4,1,2,5,1,0
BCAM0730,17,1,6,4,3,1
BCAL1204,173,28,104,80,70,12
BCAM0747,7,1,0,3,2,0
BCAL0796,52,13,26,43,34,0
BCAS0617,1,2,0,1,5,0
"BCAM1735,BCAM1736",430,30,105,110,105,15
BCAM0729,53,2,14,16,18,0
BCAL1382,4,0,2,2,1,0
BCAL1079,30,2,15,13,15,0
BCAM2703,25,3,3,3,3,2
BCAL0404,85,4,27,17,12,5
BCAL1280,13,0,4,0,1,1
BCAL2934,1263,75,296,286,281,45
BCAL1131,27,5,18,16,10,2
BCAL2646,387,41,108,103,98,20
BCAL2296,170,23,53,53,41,11
BCAM1542,137,11,48,40,49,4
BCAL1939,49,2,15,15,6,2
BCAL2012,31,10,20,19,24,2
BCAL1463,43,4,10,16,17,0
BCAS0168,4,0,1,0,2,0
BCAL2215,4,0,1,0,2,0
BCAM0372,3,4,1,5,2,1
BCAL3062,7,3,7,11,0,1
pBCA003,704,100,304,281,235,39
BCAL2710,254,14,61,78,59,5
BCAL0367,12,4,5,5,8,1
"BCAS0611,BCAS0612",18,7,13,13,13,1
"BCAL2160,BCAL2161",288,29,81,83,85,16
BCAL1367,67,1,24,19,12,2
BCAL0361,11,1,0,2,4,0
BCAM2569,21,6,4,6,8,2
BCAL2124,9,0,5,3,4,0
"BCAM1938,BCAM1939",1,0,2,0,2,0
BCAM2573,5,0,9,1,2,1
BCAM0377,17,0,1,4,2,0
"pBCA021,pBCA022,pBCA023,pBCA024",89,10,29,21,14,1
BCAM0518,5,0,4,3,2,0
BCAL0958,13,2,3,4,8,0
"BCAM2046,BCAM2047,BCAM2048,BCAM2049,BCAM2050,BCAM2051",4,0,0,0,1,0
BCAS0079,4,0,2,3,0,0
BCAM0854,63,2,14,8,9,3
BCAL0149,57,3,15,19,13,1
BCAL1440,4,1,0,2,2,0
BCAM2253A,21,1,10,12,6,0
BCAM2402,10,0,0,2,1,0
BCAL2157,218,37,77,102,77,9
BCAL2947,61,12,23,32,21,3
"BCAL0437,BCAL0438",62,3,14,11,14,2
BCAL0322,115,4,27,24,13,5
BCAM2478,447,35,90,112,93,16
BCAL0339,69,13,34,27,40,3
BCAL0502,409,45,105,167,97,12
BCAM1997,7,0,0,1,1,0
BCAL0935,156,15,40,47,31,7
BCAL1508,51,3,16,7,17,2
BCAL2088,296,19,103,76,70,13
BCAS0646A,111,20,66,58,44,7
"BCAL2086,BCAL2087",145,15,43,36,47,6
BCAL2918,63,2,18,28,12,0
BCAL0830,31,2,2,7,3,1
BCAL3387,7,0,0,1,1,0
BCAL1940,103,12,38,25,33,6
BCAL0323,151,9,53,43,46,4
BCAL1046,100,5,16,17,14,4
BCAL2293,35,4,9,4,12,2
BCAM0853,102,3,20,23,13,3
BCAL1753,27,1,10,6,13,0
BCAL0022,10,0,6,3,5,0
"BCAL0547,BCAL0548",168,11,65,42,48,7
BCAL1485,124,17,50,42,46,6
BCAM0424,4,0,1,1,1,0
BCAM1473,8,1,6,4,0,1
BCAM0978,23,1,3,8,4,0
BCAL1478,61,2,6,5,4,3
BCAL0823,67,10,31,21,21,5
BCAM2704,23,1,7,5,4,1
BCAL0901,54,4,19,12,18,2
BCAL2617,62,4,19,21,24,0
BCAS0649,132,18,53,65,50,3
BCAL0992,1,1,0,0,3,0
BCAL0554,23,2,6,7,4,1
BCAL3145,206,16,64,61,71,4
pBCA010,19,0,3,5,3,0
BCAL1069,166,12,50,47,38,6
BCAL1755,1,0,2,1,1,0
BCAL2294,39,3,12,11,6,2
"BCAM1108,BCAM1109",31,2,11,8,7,4
BCAL2249,8,1,0,2,3,0
BCAL0221,543,96,246,208,218,32
BCAS0632,260,16,94,54,92,8
BCAL1931,52,11,28,21,35,2
BCAS0762,23,1,2,5,6,0
BCAL0867,39,3,17,9,12,2
BCAM2236,11,3,0,2,3,1
BCAL3030,233,10,60,49,63,5
BCAL0168,232,31,103,71,78,14
"BCAL3140,BCAL3141,BCAL3142",277,30,153,114,108,11
BCAL2000,14,3,6,6,5,1
"BCAM2549,BCAM2550",17,2,8,14,2,0
pBCA090,45,0,7,3,9,1
"BCAM2458,BCAM2459",20,1,4,3,2,1
BCAL3197,368,27,109,101,68,16
BCAL0116,13,1,9,6,8,0
BCAL1118,57,12,44,41,33,2
BCAM2401,8,0,1,0,3,0
BCAS0323,7,0,0,2,0,0
BCAL2317,98,16,28,42,28,4
BCAS0736,40,7,16,12,19,2
BCAL3082,17,2,6,6,3,1
BCAL2105,52,2,21,15,10,2
pBCA066,3,1,4,4,3,0
BCAM0917,307,20,101,70,59,15
BCAL2923,194,22,59,64,61,6
BCAL1709,12,0,2,3,2,0
BCAL1441,19,2,9,14,5,0
BCAM0725,28,2,5,6,5,1
BCAM0602,20,2,3,2,5,1
BCAM2623,16,2,4,5,8,0
BCAL1571,28,3,9,9,8,1
BCAL1547,1,0,2,2,0,0
BCAL1625,121,14,28,25,31,6
BCAL0326,147,6,30,18,25,6
BCAL2075,80,14,30,29,24,5
BCAL3051,46,3,17,9,13,2
BCAL2166,111,21,43,47,44,5
BCAS0020,11,1,4,4,5,0
BCAM1779,21,3,3,6,4,1
BCAL2959,152,18,34,35,51,5
BCAL0946,48,3,15,12,9,2
BCAM2692,5,1,0,1,3,0
BCAM1904,8,1,5,4,5,0
"BCAL3319,BCAL3320",102,6,19,13,19,5
BCAM1880,3,1,3,3,3,0
"BCAL0490,BCAL0491",51,9,17,25,16,2
BCAL1042,17,1,6,4,2,1
BCAL2917,51,6,8,15,9,2
BCAL3460,206,22,65,73,64,5
BCAM0514,63,5,25,28,11,2
BCAL3434,164,13,40,36,38,6
BCAM2153,15,0,0,1,3,0
BCAM1877,13,2,10,6,11,0
BCAM1575,70,8,17,18,11,4
BCAS0744,16,4,2,13,4,0
BCAM1304,11,2,6,5,2,1
BCAL0428,18,4,3,9,9,0
BCAL0347,210,14,51,45,40,8
BCAM1886,7,0,0,2,0,0
BCAM0191,84,7,22,30,23,1
BCAL2785,119,6,26,23,27,3
BCAL0268,169,14,52,36,38,8
BCAM0907,171,15,33,44,37,5
BCAL1360,184,28,74,68,59,9
BCAL2369,5,0,2,2,1,0
BCAL1897,98,14,27,31,35,3
BCAL0509,526,58,168,130,172,20
BCAM2688,25,0,7,3,3,1
"pBCA043,pBCA044,pBCA045,pBCA046",58,8,11,9,9,4
"BCAM1026,BCAM1027,BCAM1028",60,11,27,33,16,2
"BCAL0291,BCAL0292",25,2,2,4,10,0
BCAL2059,34,1,25,8,5,3
"BCAL1593,BCAL1594",5,1,4,3,3,0
BCAM1918,5,1,3,0,0,1
BCAS0410,248,18,79,48,65,10
BCAL0450,6,1,1,2,3,0
"BCAL1330,BCAL1331",80,8,25,21,10,1
BCAL2237,287,34,72,65,94,10
BCAL2189,292,26,92,67,70,13
BCAS0371,8,0,1,3,0,0
BCAL2314,58,2,13,17,8,1
BCAS0294,8,0,1,2,1,0
BCAM2702,153,13,23,30,31,5
"BCAL3068,BCAL3069",1,0,3,0,2,0
BCAL0003,76,6,31,21,33,1
BCAL0616,39,4,6,6,13,1
BCAM1538,79,14,29,19,29,5
BCAM1800,97,7,48,36,22,4
BCAL1146,310,38,105,76,93,15
BCAM1755,17,3,5,2,14,0
BCAL0201,211,7,30,31,41,4
BCAL2771,6,0,3,2,2,0
BCAM0870,11,1,3,6,2,0
BCAM2123,12,2,1,2,7,0
BCAM1421,22,5,7,10,8,1
"BCAL1052,BCAL1053",15,0,3,1,0,1
"BCAL1449,BCAL1450",191,18,49,52,57,6
BCAM1809,42,6,14,13,12,2
BCAM0138,17,0,2,2,4,0
BCAM0943,57,4,26,20,26,0
BCAM0968,236,29,117,68,122,6
BCAL0191,3,1,2,3,2,0
BCAM2071,13,1,3,1,1,1
BCAL1029,9,0,2,3,1,0
BCAL2417,176,12,64,51,45,5
BCAL0376a,4,0,0,0,1,0
"BCAL0709,BCAL0710",207,19,75,68,67,7
BCAL3510a,6,3,3,9,3,0
BCAL0425,4,0,0,0,1,0
BCAL1926,117,8,30,31,31,2
BCAM0901,430,38,114,112,111,12
BCAL0689,29,1,1,8,3,0
BCAL3317,38,0,4,7,6,0
BCAL3485,13,8,1,8,4,2
BCAL2763,49,7,14,16,13,2
BCAS0688,28,3,28,20,11,1
BCAL2047,2,1,0,0,3,0
BCAL3523,140,15,80,46,41,8
"BCAM1007,BCAM1008",11,1,11,4,1,2
BCAL3118,30,13,21,16,16,4
"BCAM1022,BCAM1023",28,2,15,7,11,1
BCAL0863,68,3,18,17,16,1
BCAL2967,1,0,1,0,1,0
BCAM0234,4,0,0,0,1,0
BCAM2450,4,0,0,0,1,0
BCAM0860,4,0,0,0,1,0
BCAL3174,12,0,0,0,3,0
BCAM0538,4,0,0,0,1,0
BCAM1202,4,0,0,0,1,0
BCAM0906,150,26,70,60,61,6
BCAL0208,19,1,3,8,2,0
"BCAL1946,BCAL1947",6,0,0,2,0,0
BCAM0189,12,0,6,8,0,0
BCAL1551,33,0,2,5,5,0
"BCAL0157,BCAL0158",48,5,11,12,9,2
BCAL2385,1,0,1,0,1,0
BCAL3114,27,1,6,5,9,0
BCAM0499,0,1,2,0,4,0
BCAM1328,12,5,3,8,10,0
BCAL2171,24,1,7,5,9,0
BCAM1699,10,0,3,5,0,0
BCAS0742,25,5,10,6,14,1
BCAL0455,39,3,3,13,7,0
BCAL1848,12,1,3,5,3,0
"BCAL0345,BCAL0346",194,16,45,41,48,6
BCAM2739A,17,0,8,8,3,0
BCAM0047,1,0,1,0,1,0
BCAM1668,17,0,5,2,0,1
BCAL0939,35,6,10,9,16,1
BCAM0220,1,0,1,0,1,0
BCAS0644,1,0,1,0,1,0
BCAL1451,15,2,2,2,2,1
BCAL1645,22,9,11,14,10,2
"BCAL2640,BCAL2641",308,29,97,55,72,15
BCAM1211,1,0,1,0,1,0
"BCAL2039,BCAL2040",153,17,48,26,27,8
BCAS0324,2,0,2,0,2,0
BCAM0489,15,0,3,1,5,0
"BCAL0378,BCAL0379",97,1,17,10,12,3
BCAS0093,88,2,17,12,3,4
BCAM0026,11,2,2,3,0,1
BCAM2078,10,0,2,1,3,0
BCAM2178,11,2,3,4,6,0
BCAL2428,41,2,5,8,5,1
BCAL1880,163,17,35,35,43,5
BCAL0426,195,25,81,52,76,7
BCAL2184,22,3,5,1,3,2
BCAL0386,12,1,2,3,4,0
"BCAL3080,BCAL3081",54,12,30,18,15,5
BCAL2591,3,1,1,2,2,0
BCAS0664,114,10,47,20,37,5
BCAL0826,71,2,17,12,11,2
BCAM1419,6,0,2,1,2,0
BCAM2820,29,1,4,8,5,0
BCAM1734,105,8,25,23,23,3
BCAL1585,6,0,2,1,2,0
BCAL2695,8,1,5,0,8,0
BCAM0995,38,9,9,13,19,1
"BCAL2629,BCAL2630",212,29,77,69,78,10
BCAL0929,19,1,9,6,8,0
BCAM0429,2,1,0,2,1,0
BCAL2690,3,0,3,1,2,0
BCAL1992,67,7,11,9,14,3
BCAL0721,6,1,0,3,1,0
BCAS0690,8,0,4,2,3,0
BCAM2677,12,2,5,3,8,0
BCAM0868,8,0,4,2,3,0
BCAL2838,147,22,44,37,36,8
BCAL1110,15,0,7,4,5,0
"BCAM2442,BCAM2443",7,3,0,5,4,0
BCAM1228,9,0,1,2,1,0
BCAL2389,66,11,26,24,20,3
BCAM0946,92,4,16,15,17,2
BCAS0148,5,1,3,4,2,0
"BCAM2013,BCAM2014",9,0,1,2,1,0
BCAM0936,47,0,9,6,6,1
BCAL0136,72,0,20,7,13,2
BCAL1031,17,0,9,5,6,0
"pBCA015,pBCA016,pBCA017",86,5,22,21,27,2
"BCAL0307,BCAL0308",61,8,27,24,20,2
BCAM1335,7,2,3,7,2,0
BCAL2898,2,0,2,1,1,0
BCAL2832,10,2,1,2,6,0
BCAM1074,46,2,12,13,6,1
BCAL1355,140,6,41,29,13,6
BCAM2244,14,6,4,9,12,0
BCAM2721,15,1,1,4,3,0
"BCAL3343,BCAL3344",182,13,72,49,45,7
BCAL0071,80,4,7,1,8,4
BCAM0041,26,0,4,1,2,1
BCAM0894,49,4,11,7,4,3
"BCAL1386,BCAL1387,BCAL1388",8,1,6,5,4,0
"BCAL2610,BCAL2611",57,7,12,11,16,2
BCAL0371,24,1,9,6,9,0
BCAL1371,8,1,4,0,1,1
BCAM2750,2,0,2,1,1,0
"BCAL1454,BCAL1455",11,0,8,2,3,0
"BCAM2645,BCAM2646",4,0,0,1,0,0
BCAM2514,19,1,3,3,0,1
BCAM2814,113,6,19,15,22,3
BCAM0227,40,1,8,7,11,0
BCAM0802,13,1,6,4,6,0
BCAL0513,209,17,48,41,42,7
BCAL0910,40,3,9,7,4,2
BCAM0575,4,0,0,1,0,0
BCAL0707,21,2,6,4,4,1
BCAM1218,4,0,0,1,0,0
BCAL1073,4,2,3,4,4,0
"BCAM2828,BCAM2829",81,14,35,18,16,6
BCAL2023,27,2,4,5,3,1
BCAM0598,5,0,5,4,1,0
BCAM1635,4,0,0,1,0,0
BCAM0892,8,0,0,2,0,0
BCAM0198,4,0,0,1,0,0
BCAL1155,4,0,0,1,0,0
"BCAL3201,BCAL3202",157,15,37,37,44,4
BCAL2094,41,7,9,16,11,1
BCAL1768,5,0,1,2,0,0
BCAM2377,25,1,8,5,3,1
BCAL2200,37,0,2,1,3,1
pBCA071,3,1,0,0,3,0
BCAM0427,2,0,2,2,0,0
BCAM1458,1,0,1,1,0,0
"BCAM2647,BCAM2648",1,0,1,1,0,0
BCAM1548,4,0,0,1,0,0
BCAM1362,223,19,49,48,36,8
BCAL3034,194,22,66,49,66,5
"BCAM0271,BCAM0272",190,11,35,28,28,8
BCAL0204,145,19,47,24,39,8
BCAL0917,1,0,1,1,0,0
BCAL3401,1,0,1,1,0,0
"BCAL1811,BCAL1812",49,4,15,8,2,4
"BCAL1643,BCAL1644",57,6,14,10,9,3
BCAM1778,56,5,16,12,6,3
BCAL1189,11,0,7,6,2,0
BCAM0150A,9,0,1,3,0,0
BCAM0476a,146,18,34,26,13,10
BCAL0679,172,13,46,31,36,6
