,ribo_30C_1,ribo_30C_2,ribo_30C_3,ribo_37C_1,ribo_37C_2,ribo_37C_3,rna_30C_1,rna_30C_2,rna_30C_3,rna_37C_1,rna_37C_2,rna_37C_3
CR_05620C,211,231,314,147,1862,30,1964,779,428,1283,939,828
CR_05630W,406,452,184,79,1916,112,3133,1103,638,752,1102,705
CR_05640C,37,8,3,7,1403,43,307,98,46,220,65,222
CR_05650W,279,319,230,227,1942,169,2351,1179,678,2353,1304,1177
CR_05660W,1004,1102,702,90,7207,57,8135,2606,2070,1483,2352,1217
CR_05670C,1291,1255,923,488,4660,255,5473,2402,2195,3488,2541,3343
CR_05680C,5,7,10,11,211,3,406,115,362,124,170,44
CR_05690W,67,79,48,65,1721,62,729,291,189,511,335,274
CR_05700C,152,187,20,193,710,67,1871,551,404,678,585,312
CR_05710C,0,0,1,0,711,0,36,96,48,375,135,23
CR_05720W,177,171,145,606,3331,580,1919,762,603,6308,1709,2247
CR_05730C,117,218,201,90,2815,44,1676,730,793,1897,1119,850
CR_05740C,24,56,28,66,353,20,854,265,218,798,316,54
CR_05750W,8,26,13,28,167,19,247,65,58,305,149,234
CR_05760C,49,114,59,154,508,82,594,300,278,836,456,454
CR_05770W,26,20,5,42,164,0,342,116,81,223,155,153
CR_05780W,1629,1837,1420,1283,23734,966,11039,5048,3726,14205,8006,8584
CR_05790C,957,1688,1297,503,12535,346,4817,4285,3317,4089,4945,3532
CR_05800C,244,110,80,123,1917,158,511,435,177,1222,526,165
CR_05830C,48,72,36,58,1518,3,438,293,200,801,470,719
CR_05840W,93,124,246,31,2415,58,1183,353,380,857,480,173
CR_05860W,58,66,77,30,248,2,332,234,159,349,220,127
CR_05880W,30,31,0,10,248,0,319,160,88,445,196,236
CR_05890C,395,255,93,193,2931,27,3133,1052,520,2154,908,531
CR_05900W,48,102,87,19,305,33,500,339,141,308,305,101
CR_05910W,276,440,167,153,1415,187,4135,979,534,1691,637,721
CR_05920C,148,229,132,201,4860,337,2710,1442,1210,6788,2984,3214
CR_05940W,0,32,0,0,39,1,0,8,0,22,39,0
CR_05950C,342,290,166,195,3531,174,2621,1434,842,3804,1778,1357
CR_05960W,59,42,23,28,58,11,233,62,35,194,70,151
CR_05970C,429,517,190,368,3165,128,2732,1518,1096,4184,1970,1863
CR_05980W,258,355,252,360,7144,358,3049,1542,1313,6374,2647,1565
CR_05990C,239,327,240,152,1633,105,2293,862,889,1140,947,818
CR_06000W,362,530,406,261,5586,111,5409,1874,1297,3649,2727,1266
CR_06010W,66,55,9,53,184,51,507,179,97,568,163,234
CR_06020W,0,36,61,0,125,0,248,110,60,208,133,268
CR_06030C,0,0,0,0,16,0,36,1,0,0,14,0
CR_06040W,329,375,195,234,3131,247,2810,1485,1311,3285,2738,937
CR_06050W,180,232,128,152,1392,217,3772,1162,676,1721,1235,653
CR_06060W,126,144,145,78,334,52,1764,366,208,542,288,309
CR_06070W,344,442,389,334,2819,116,2601,1049,685,1646,1204,1153
CR_06080W,663,712,353,385,3919,327,5769,2069,1955,2925,1756,1465
CR_06090W,111,104,6,32,687,26,1034,475,428,1005,573,1189
CR_06100C,0,0,0,14,19,0,34,12,11,26,30,20
CR_06110C,28,20,51,40,602,1,527,253,160,1243,545,413
CR_06120W,469,687,603,128,9447,150,15706,2188,1354,1397,1910,917
CR_06130C,0,0,0,0,0,0,0,0,0,0,0,0
CR_06140W,321,452,259,47,1523,98,2226,1415,1257,594,914,836
CR_06150C,2435,2744,1113,1523,16540,2159,16601,7633,4858,13632,7660,4490
CR_06160C,28,50,7,32,320,0,377,96,69,127,88,41
CR_06170W,43,107,15,88,1281,134,2087,451,230,1048,526,410
CR_06180W,235,231,246,192,4272,62,3662,1528,1302,4421,2202,596
CR_06230W,81,143,61,17,1033,21,873,601,321,503,426,200
CR_06240C,27,20,1,8,301,0,364,114,41,106,85,0
CR_06250W,0,15,1,0,119,29,111,73,56,267,166,2
CR_06260W,0,14,1,0,260,0,186,131,83,451,175,149
CR_06270W,0,1,0,0,0,0,0,1,0,0,1,0
CR_06290C,28,76,4,91,319,66,302,180,186,1136,362,828
CR_06300C,117,90,2,29,156,26,456,150,131,173,132,205
CR_06310W,0,0,2,5,24,0,2,5,6,23,8,0
CR_06320C,24,103,31,18,429,9,584,282,112,757,387,279
CR_06330C,127,81,11,40,646,3,1958,426,422,783,547,80
CR_06340C,1652,3654,3824,6426,55953,5644,11653,7683,6627,32975,19421,24559
CR_06350C,0,0,0,0,0,0,0,1,3,0,3,0
CR_06380C,0,0,0,1,10,0,0,4,0,0,2,0
CR_06420W,123,133,33,38,499,38,1482,380,336,896,487,140
CR_06430W,0,10,0,7,714,46,657,105,83,241,99,5
CR_06440C,124,172,81,229,4788,54,1709,513,508,1613,1588,1118
CR_06450W,78,152,34,33,1809,3,2033,602,381,558,393,128
CR_06460W,0,0,0,0,8,0,0,7,4,2,9,0
CR_06470W,86,192,169,246,3021,230,1763,824,608,3229,1067,1454
CR_06480C,37,100,19,2,656,2,2103,673,279,1140,580,120
CR_06490C,6565,7648,6871,6602,111715,5628,50580,21707,16534,50130,40901,24458
CR_06500C,3,11,0,1,167,2,316,183,78,754,135,38
CR_06510W,1,6,0,47,109,54,227,33,25,287,66,65
CR_06520C,76,110,19,37,560,7,3002,578,302,1071,512,260
CR_06530W,243,209,137,120,2164,85,4280,1029,668,1858,866,419
CR_06540W,102,78,226,47,1820,51,2439,707,468,1139,609,30
CR_06550C,0,0,0,3,38,1,124,14,25,55,46,0
CR_06560C,33,56,57,33,2034,64,1844,427,229,420,383,161
CR_06570C,11,36,63,175,892,398,1644,292,183,5950,904,2303
CR_06580W,0,7,0,0,224,0,8,0,0,4,1,0
CR_06590C,6,7,0,0,39,0,263,48,46,30,28,0
CR_06610W,0,4,0,0,0,0,0,0,0,1,3,0
CR_06620W,51,59,108,25,568,3,2387,506,224,1287,477,250
CR_06640C,62,87,23,30,495,119,1458,573,422,776,407,236
CR_06650C,63,33,4,13,82,0,395,86,51,171,52,6
CR_06660W,44,83,6,15,324,15,536,264,213,292,294,400
CR_06670W,0,10,4,48,4587,22,56,9,8,552,891,248
CR_06680C,779,452,593,110,7723,179,6436,2259,1763,2626,2484,820
CR_06690C,35,29,64,24,1019,27,881,323,229,645,370,178
CR_06700C,305,444,200,346,1732,135,2243,902,755,1808,1170,746
CR_06710C,186,150,156,119,1725,15,1187,491,310,970,548,780
CR_06720W,1255,1371,539,201,11175,258,6013,3664,2248,2669,2938,3093
CR_06730W,2,12,53,25,295,19,385,74,96,408,285,58
CR_06740W,104,170,103,51,1099,137,2191,690,392,1147,641,284
CR_06750C,532,427,450,281,7059,456,3116,1583,1048,3881,2079,1726
CR_06760C,3030,4770,4517,3621,36773,2366,10356,8280,7517,16460,12410,11992
CR_06770C,142,37,69,44,378,9,783,338,215,751,364,244
CR_06780W,0,0,1,2,54,0,32,17,45,21,56,224
CR_06790C,9,34,1,5,140,0,220,121,41,104,127,11
CR_06800C,1302,780,645,349,8519,395,12970,4400,2412,5807,3379,5293
CR_06810W,2478,2825,2099,850,12126,908,14263,6669,2905,4751,4233,2590
CR_06820W,65,76,14,41,328,19,559,268,279,220,318,120
CR_06830C,29,56,100,37,207,10,710,177,180,455,183,290
CR_06840W,307,375,122,160,3228,8,4659,1605,843,2028,1271,769
CR_06850C,31,27,10,34,901,4,556,246,135,355,280,137
CR_06860C,88,149,195,356,6689,250,594,533,251,2227,1923,1105
CR_06870C,0,6,0,0,8,0,0,3,0,17,6,0
CR_06900C,54,206,111,175,3225,368,1908,714,444,1054,597,407
CR_06910W,105,114,181,50,2677,61,2643,1043,736,1423,865,279
CR_06920W,6,39,35,6,110,1,1647,145,79,150,101,1
CR_06930W,32,75,44,33,922,1,1257,283,184,521,218,70
CR_06940W,129,133,229,75,2183,14,2285,435,205,1195,485,31
CR_06950C,32,35,36,8,258,28,1950,426,253,632,228,423
CR_06960W,56,121,68,33,1620,122,2049,613,327,1076,559,564
CR_06970C,110,64,7,10,921,2,1525,386,236,828,495,45
CR_06980W,25,24,8,9,99,13,302,67,35,135,72,22
CR_06990W,0,6,0,0,10,0,52,3,7,7,10,1
CR_07000C,424,391,247,344,6790,103,5051,2657,1858,11602,4058,3728
CR_07010W,2833,3478,3371,3050,44136,3171,22183,12112,10238,32587,18735,15685
CR_07020W,484,414,354,214,3799,37,2721,1656,1079,2059,1529,1666
CR_07030C,145,144,30,64,3379,32,3089,615,423,463,488,34
CR_07040W,36,48,86,59,374,4,856,232,188,463,395,168
CR_07050C,5103,7084,6409,2496,66275,2173,51976,34076,26170,29935,31939,15277
CR_07060C,9,19,0,3,107,0,0,78,39,7,79,0
CR_07070C,618,2180,2108,110797,555451,57364,3186,1294,911,278252,185044,206276
CR_07080W,738,1467,1090,527,6128,373,4660,2795,2063,3851,2860,1449
CR_07090W,380,506,493,254,7453,244,5132,3324,2249,9571,4534,2435
CR_07100W,288,315,356,232,2947,108,2887,1378,1259,1789,1611,975
CR_07110C,1,2,12,3,93,0,119,73,46,206,118,68
CR_07120C,4,27,2,36,210,0,250,215,121,191,184,208
CR_07130C,0,0,0,0,9,0,5,3,1,8,10,3
CR_07140C,0,0,0,5,30,0,0,0,1,51,16,2
CR_07150W,31,30,44,294,2336,97,215,197,245,3208,650,2041
CR_07160C,0,0,0,0,16,0,0,10,1,29,19,9
CR_07170W,9,0,0,0,148,0,187,118,28,267,156,68
CR_07180W,151,282,214,137,3921,124,4174,1415,1123,2850,1720,1029
CR_07190W,52,20,1,37,368,0,149,171,144,1175,409,1072
CR_07200W,144,216,175,114,3110,76,1468,580,436,960,760,345
CR_07210W,339,231,28,227,1617,201,781,859,489,1860,714,411
CR_07220C,3,75,65,116,1220,14,170,106,82,1435,473,801
CR_07230W,520,481,402,254,2899,94,844,248,231,1112,658,808
CR_07240C,190,229,415,168,10638,311,8075,5365,5696,12313,7558,4466
CR_07250C,11,14,4,0,133,0,89,71,56,132,103,1
CR_07260C,0,0,0,0,4,0,0,1,0,0,7,0
CR_07270C,59,64,122,11,699,39,269,157,157,88,166,187
CR_07280W,566,297,4,10,3410,6,4224,1543,359,135,551,10
CR_07290W,774,528,103,23,2075,12,4900,2330,668,521,1068,114
CR_07300W,15,1,15,0,33,0,47,13,7,37,30,0
CR_07310W,115,145,142,57,2219,3,1884,883,403,1088,717,116
CR_07320C,1142,1117,691,421,5414,219,5601,2711,1849,4381,2836,1731
CR_07330W,89,153,152,77,1817,99,1820,475,338,938,400,442
CR_07340C,227,179,243,102,843,90,1413,483,486,1293,679,920
CR_07350W,169,275,78,155,3811,300,3145,1173,824,2532,1607,897
CR_07360W,119,230,26,87,2739,69,2208,1328,802,3565,1664,1146
CR_07370W,100,136,142,50,869,14,1573,654,386,1480,743,491
CR_07380C,91,102,8,73,1225,131,326,349,265,647,532,285
CR_07390C,1136,1347,1316,734,16918,463,5934,2287,1545,3599,2513,2239
CR_07400C,5056,7753,6412,5497,55388,4574,22037,13911,13469,28803,23629,24016
CR_07420W,4465,5483,3726,2320,33064,2218,16868,8580,8363,13829,13583,11484
CR_07440W,102,286,308,55,990,42,591,461,435,725,695,531
CR_07450C,206,167,68,286,2897,127,1308,1096,954,4104,2017,2308
CR_07460C,80,224,328,107,2116,57,1250,851,685,949,778,527
CR_07470W,85,166,23,47,337,171,436,293,181,387,240,168
CR_07480W,7,26,2,12,131,56,61,47,40,441,106,505
CR_07490C,7,14,0,76,542,117,1,53,23,528,105,215
CR_07500W,0,0,0,0,5,0,0,2,1,0,4,0
CR_07520C,280,374,230,176,3981,110,3399,1309,1025,3495,1900,1768
CR_07530C,106,125,18,25,2044,20,1557,1050,624,1006,581,243
CR_07540C,0,2,0,0,3,0,1,2,0,1,0,0
CR_07550C,0,0,0,0,0,0,0,0,0,1,0,0
CR_07560W,18,29,2,44,260,15,64,99,156,513,222,337
CR_07570W,70,149,125,57,1196,86,2731,541,336,862,483,212
CR_07580C,62,73,7,64,889,25,1310,643,312,2156,765,338
CR_07590W,564,582,425,595,4322,423,3192,1679,1025,2802,1829,937
CR_07600W,459,414,163,128,3119,137,2821,1691,1268,4405,2499,1763
CR_07610C,0,0,0,0,1,0,0,15,0,0,8,0
CR_07620W,638,629,387,379,7178,437,2711,1575,1231,2455,2468,2288
CR_07630C,2315,3216,2315,1261,34477,1686,41212,15424,11108,13523,13138,4994
CR_07640C,17,13,1,9,288,1,689,273,129,587,269,309
CR_07650W,1346,2474,1637,965,9857,823,7427,4336,2566,4556,4526,2924
CR_07660C,65,140,302,80,2006,43,1595,544,374,754,522,117
CR_07670W,130,216,171,128,3182,58,2223,642,470,729,635,328
CR_07680C,0,21,0,35,153,2,252,46,59,339,129,15
CR_07690W,0,19,0,47,136,29,198,102,66,146,121,32
CR_07700W,17,10,0,4,118,40,155,50,15,38,96,250
CR_07710W,1454,1821,1330,911,12388,745,8277,3722,3053,6153,5078,3257
CR_07720C,137,199,28,146,1913,14,983,592,521,1379,701,572
CR_07730W,19,31,36,29,211,0,606,252,144,142,162,25
CR_07740W,3,2,0,0,13,0,0,6,15,8,8,1
CR_07750C,291,288,159,94,2091,179,4686,1851,1007,1720,1557,847
CR_07760W,388,244,163,119,2679,65,1601,734,660,1500,942,816
CR_07770C,127,97,152,62,733,13,685,339,341,749,450,913
CR_07780W,63,198,55,63,1394,48,1593,621,517,1256,917,727
CR_07790C,821,988,2470,3986,41717,3308,10275,4763,6379,30636,15468,13417
CR_07800W,0,0,0,0,3,66,0,0,2,13,3,1
CR_07810W,89,102,96,40,6037,22,1949,498,425,952,1312,182
CR_07820W,0,35,0,2,20,0,6,24,4,45,13,21
CR_07830C,50,74,321,57,943,19,1007,515,630,780,725,462
CR_07840C,0,17,3,10,623,2,940,151,203,375,401,184
CR_07850W,43,99,37,34,677,66,1122,500,510,1174,591,543
CR_07860C,114,138,198,62,314,128,1240,357,276,686,302,187
CR_07870W,37,88,3,29,833,78,257,183,113,271,227,80
CR_07890W,815,1434,1125,424,9762,466,4507,3728,5155,4118,4575,4566
CR_07900C,0,1,1,0,8,0,1,3,3,0,3,141
CR_07910C,51,77,100,130,2717,154,1433,756,518,2095,1314,969
CR_07920W,155,166,113,146,1141,24,1540,669,558,1605,943,743
CR_07930C,0,13,0,0,61,0,0,5,2,12,5,0
CR_07940W,0,0,0,0,13,0,0,10,0,0,11,0
CR_07950W,457,518,456,66,3783,193,2325,1597,880,996,1435,738
CR_07960C,99,162,170,84,2201,70,1117,1100,919,2235,1550,1566
CR_07970C,0,11,0,0,2,0,0,0,0,0,4,0
CR_07990C,0,0,0,0,6,0,0,0,0,2,4,0
CR_08000C,333,568,478,460,4742,164,2375,1327,1377,2792,2136,2567
CR_08010W,0,0,0,1,49,0,1,25,26,34,15,0
CR_08020C,628,726,321,336,4828,35,3385,1798,1473,2743,2019,2146
CR_08030C,215,312,79,258,2526,109,1343,1270,1125,4314,2272,4792
CR_08040W,153,146,9,109,1798,156,787,532,299,986,582,1630
CR_08050C,299,341,266,503,5216,337,1194,911,762,2315,1344,2034
CR_08060C,157,209,367,252,850,80,858,664,641,2304,728,1014
CR_08070W,75,182,66,128,3161,89,2372,994,817,1882,1207,688
CR_08080W,0,0,0,7,35,0,1,2,18,66,32,23
CR_08090W,43553,72150,49306,19970,330167,26918,142963,135555,93317,142913,135741,104012
CR_08100C,702,797,393,139,4686,69,2509,1893,943,1819,1679,760
CR_08110W,22,17,72,18,380,5,184,185,120,470,354,194
CR_08120C,398,508,514,440,8049,454,3851,2204,2138,6227,3512,4756
CR_08130W,135,168,164,102,2646,189,889,635,449,1992,1017,595
CR_08150W,5727,10992,13122,4348,91493,3555,59488,21610,23285,23228,24764,15562
CR_08160W,208,403,401,275,3913,179,2660,1703,1549,3510,2031,1089
CR_08170C,85,79,33,52,550,66,542,499,329,852,545,303
CR_08180C,199,328,143,82,1023,15,1928,925,537,1374,895,332
CR_08190W,31,37,69,14,140,57,95,119,88,106,113,208
CR_08200C,100,244,170,119,2353,50,1771,1238,808,2274,1584,1700
CR_08210C,22109,46547,30955,15739,222329,20199,69510,68640,57436,76240,88877,88162
CR_08250C,1126,1304,1126,1318,13278,1446,4521,3142,2972,11109,6557,7149
CR_08260C,0,0,0,0,13,0,180,36,14,18,31,0
CR_08270W,0,0,0,2,8,0,0,1,0,0,2,0
CR_08280W,147,120,164,16,492,89,476,515,394,505,516,80
CR_08290W,236,219,193,287,1945,213,843,507,642,1939,1106,1349
CR_08300C,251,294,443,866,9824,600,2120,2165,1667,18029,5930,10784
CR_08310C,0,2,0,0,17,1,1,8,3,0,6,4
CR_08320W,12,26,7,30,251,76,128,125,126,355,241,217
CR_08330W,49,78,57,97,281,13,715,211,213,254,269,146
CR_08340W,1422,2195,2581,2021,24656,2219,8338,5974,4548,8620,9318,5149
CR_08350W,291,445,190,304,2932,196,2342,1264,743,3414,1672,1582
CR_08360C,4950,5481,5448,3483,44515,2535,27850,28448,15032,39583,26706,30017
CR_08370W,360,547,357,202,2626,141,1968,1221,768,2658,1446,1392
CR_08380C,0,3,0,0,2,0,0,3,7,0,12,0
CR_08400C,276,248,119,243,3142,157,2458,894,819,1746,1103,1537
CR_08410W,129,178,4,95,1956,43,1097,621,436,1146,634,648
CR_08420W,127,133,19,54,724,77,1368,860,703,1577,612,1220
CR_08430W,381,456,267,531,3795,48,2189,1316,1207,4742,2460,2272
CR_08440W,87,110,156,123,780,20,730,278,274,571,396,264
CR_08450C,30,94,95,31,552,35,507,277,259,546,516,641
CR_08460W,17,29,0,0,359,1,1437,242,43,222,187,7
CR_08470W,37,76,56,21,240,11,417,273,189,357,274,223
CR_08480C,1898,2378,1115,744,15304,666,18471,7265,4998,6646,5959,1840
CR_08490W,1213,1384,962,297,9304,539,9641,5595,4183,4047,4500,1310
CR_08500W,706,626,279,107,4071,228,3708,2375,1279,2300,1754,1765
CR_08510W,70,240,198,189,1804,159,332,156,238,515,998,511
CR_08520C,83,75,25,33,212,44,480,294,103,283,229,45
CR_08540C,93,140,117,106,1856,69,1558,606,698,1558,1135,1156
CR_08550W,184,247,178,249,3064,274,1635,744,733,1521,1041,1310
CR_08560C,705,687,1002,740,7257,526,7625,3058,2170,5456,3131,3970
CR_08570W,543,666,308,448,6110,243,4503,3456,2355,8782,4305,4183
CR_08580C,75,45,14,28,250,1,255,190,105,370,204,16
CR_08590W,309,351,301,245,1697,184,1778,1174,908,2114,1439,1200
CR_08600C,350,546,74,287,3936,272,1097,793,616,2535,1365,1587
CR_08610W,292,550,519,432,1796,255,1018,761,651,1163,1285,908
CR_08620C,235,392,171,121,3969,159,1139,872,498,1601,769,1164
CR_08630W,90,143,8,82,1023,0,806,518,365,1248,707,785
CR_08640C,801,661,244,341,8554,447,6119,3684,2494,5658,3678,2414
CR_08650C,65,162,154,181,3204,165,334,460,401,2960,969,2068
CR_08660W,751,817,1247,408,12979,332,7990,6342,5092,12345,9635,5928
CR_08670C,0,23,0,23,100,3,0,34,10,179,89,88
CR_08680C,199,233,108,86,1515,144,654,575,543,1586,951,777
CR_08690C,29,41,112,68,215,67,124,178,132,170,225,221
CR_08700C,47,38,3,70,404,26,263,162,223,1061,344,534
CR_08710W,400,453,63,415,5067,162,1773,1576,1660,4730,2907,2754
CR_08720W,0,9,9,0,1541,6,227,3322,310,1685,2321,1373
CR_08740W,0,15,0,0,9,1,0,0,0,1,9,0
CR_08820C,0,0,0,0,26,0,1,4,0,7,28,1
CR_08830W,0,0,0,0,2,0,0,1,4,0,2,0
CR_08840C,44,90,45,86,558,92,141,178,89,344,223,155
CR_08850W,0,0,0,0,0,0,4,3,0,0,0,0
CR_08860W,37,54,121,100,213,3,474,202,287,464,236,294
CR_08870W,110,163,39,51,2128,12,277,253,362,374,329,82
CR_08880C,0,13,0,0,9,0,0,1,0,22,8,0
CR_08890C,80,55,159,35,977,21,423,269,196,803,280,351
CR_08900C,173,248,6,154,2756,43,790,629,487,848,859,865
CR_08910C,673,935,573,515,12033,386,6572,2765,2178,5930,3198,3517
CR_08920W,57,66,6,75,234,41,179,131,176,292,202,191
CR_08930C,531,682,123,243,1284,219,3435,1182,595,1736,945,766
CR_08940W,412,434,72,75,3124,131,1704,793,536,823,747,438
CR_08950W,0,1,1,1,32,0,11,81,38,93,32,154
CR_08960C,104,125,60,71,1830,119,956,498,361,1333,696,438
CR_08980C,43,70,104,96,2495,144,502,214,265,352,350,602
CR_08990C,79,134,87,20,191,3,73,182,193,132,132,212
CR_09010C,157,245,278,439,4843,240,2766,828,666,3894,2103,1515
CR_09020C,148,238,195,117,3449,199,2286,1380,895,2964,1765,1271
CR_09030C,0,4,0,0,2,0,32,2,0,5,0,0
CR_09040W,0,0,1,0,98,0,370,75,67,105,111,0
CR_09050C,5,37,0,3,173,0,67,80,40,503,191,135
CR_09060W,0,0,0,5,11,0,101,6,0,0,9,0
CR_09070C,105,174,60,147,2204,162,2598,821,348,3120,1372,302
CR_09090C,0,25,2,27,1766,15,173,105,77,389,264,338
CR_09100C,30,56,50,17,743,6,494,147,146,168,189,279
CR_09110C,99,293,154,36,1034,51,2889,1140,452,1131,910,108
CR_09120C,2291,2668,2455,2200,28754,1446,8607,6608,5403,18415,11658,10376
CR_09140C,50,72,1,7,256,0,565,253,85,245,179,142
CR_09150W,0,0,0,7,40,0,43,37,34,79,33,0
CR_09160C,2620,3545,2635,2152,20387,909,20377,8977,6454,11207,10135,5252
CR_09170C,1,6,2,18,137,0,223,122,63,158,107,15
CR_09180W,90,32,60,85,282,35,276,181,157,360,350,165
CR_09190C,35,52,63,22,749,1,283,122,126,414,217,24
CR_09200C,38,64,13,14,212,75,626,160,138,401,246,105
CR_09210W,30,24,24,11,248,0,478,143,101,508,202,153
CR_09220C,0,33,0,3,41,0,0,13,10,111,48,7
CR_09230C,133,247,345,125,2022,44,1572,620,388,2085,1105,652
CR_09240C,397,443,277,231,2983,329,6513,1693,975,2456,1653,714
CR_09270C,123,359,298,1055,6063,665,1837,1188,900,10755,3437,4074
CR_09290W,0,7,0,15,239,0,172,89,84,390,184,63
CR_09300C,515,539,229,651,7833,522,2295,1758,1116,4850,2127,2915
CR_09310W,331,338,247,153,982,40,2679,758,518,1431,918,676
CR_09320C,602,598,511,377,2765,160,3753,2548,1490,2478,1915,870
CR_09330C,962,1353,1201,1863,21610,1843,5168,3257,2543,15342,7296,11005
CR_09340W,175,329,76,433,1436,334,683,475,448,2022,1107,1465
CR_09350C,0,96,2,0,3,0,0,12,20,0,4,41
CR_09360W,32,24,3,28,93,21,92,71,55,226,75,256
CR_09370W,1594,1883,1118,356,13077,428,19786,6905,4510,6418,6212,2163
CR_09380W,7,22,1,2,81,0,0,40,27,24,43,1
CR_09390C,0,39,0,0,247,0,1,4,0,1,6,0
CR_09410W,4,51,54,45,1602,11,925,262,269,620,355,203
CR_09420C,0,29,1,1,20,0,86,3,13,26,24,0
CR_09430C,0,0,0,0,7,0,4,14,11,10,12,0
CR_09440C,78,136,300,187,2419,309,1657,389,400,1813,792,535
CR_09460C,6,17,51,32,152,4,411,81,160,134,144,251
CR_09470W,0,12,2,0,244,0,755,207,132,520,221,178
CR_09480W,41,60,1,12,978,2,1464,365,151,592,321,16
CR_09490W,109,160,113,69,666,62,3566,681,308,1128,525,184
CR_09500C,11,72,150,89,424,98,1534,399,325,630,314,247
CR_09510C,443,672,632,222,2906,103,12725,1839,997,2740,1684,754
CR_09520C,289,310,436,182,1697,221,3066,1081,785,1917,1548,793
CR_09530C,37,79,261,809,6954,545,1194,305,554,7477,3654,4294
CR_09550C,419,392,198,242,5333,113,5266,2006,877,2153,1179,515
CR_09560C,0,12,65,5,267,8,954,199,140,278,229,1
CR_09570W,10,4,2,10,1263,2,536,246,116,482,126,37
CR_09580C,153,152,85,156,1404,121,3782,907,545,1189,826,375
CR_09590W,56,125,118,53,2590,56,2175,621,287,900,510,489
CR_09600C,142,123,120,173,2985,52,9534,1111,652,4570,1476,416
CR_09610C,27,14,43,34,230,24,127,101,89,422,196,275
CR_09620C,87,115,131,61,515,7,2828,495,246,1059,350,254
CR_09640C,469,270,270,73,1826,73,1916,757,412,1305,899,340
CR_09650W,126,337,221,278,1727,25,1512,468,450,1583,1227,884
CR_09660W,256,273,120,50,2399,80,3443,608,325,889,535,592
CR_09670C,119,173,173,207,4258,139,2504,672,627,878,1163,649
CR_09680C,0,9,0,36,705,1,22,11,16,116,17,0
CR_09690C,407,579,349,539,5115,313,6724,2181,1612,3914,2674,1603
CR_09700W,0,4,0,6,1202,0,0,15,18,55,33,55
CR_09710W,31,42,25,13,1275,0,1735,396,186,498,312,208
CR_09720W,13,12,39,31,132,0,174,88,52,218,103,10
CR_09730C,540,574,299,121,4469,22,9490,1886,1099,1357,1491,483
CR_09740W,315,409,458,52,5292,31,4137,1059,679,750,1078,540
CR_09750C,45,45,52,71,233,8,1005,192,163,623,236,19
CR_09760W,13,91,6,46,153,1,559,108,75,126,182,115
CR_09770C,134,314,117,97,3755,46,3265,1192,786,1311,1134,561
CR_09780C,8,0,2,12,57,0,3,29,49,87,44,0
CR_09790W,1205,1228,971,1095,13000,743,8168,4545,2829,10936,5465,6063
CR_09800C,1091,1319,476,172,6984,385,6812,2611,1737,3389,3456,2208
CR_09810W,36,38,33,40,146,80,836,164,33,304,119,93
CR_09820C,0,1,0,0,5,0,0,6,0,0,8,0
CR_09830W,2,25,95,11,269,54,1038,258,155,285,251,14
CR_09840C,24,28,2,10,123,15,607,114,59,227,118,2
CR_09850C,0,0,0,0,0,0,2,1,5,1,4,0
CR_09860W,171,183,61,187,1969,2,1281,750,654,2210,1152,1240
CR_09880W,393,873,1233,1563,22475,1029,6702,2314,4015,18071,12839,11659
CR_09890C,105,190,77,183,1247,105,481,512,330,1368,691,1073
CR_09900C,119,82,41,65,2971,79,729,473,238,1183,557,707
CR_09910W,0,0,0,0,172,1,466,175,101,221,160,143
CR_09920W,295,221,50,44,2824,39,1232,861,539,508,633,268
CR_09930W,22,0,0,36,450,25,419,120,69,1012,420,338
CR_09940W,0,0,1,0,26,0,0,0,8,30,14,0
CR_09950C,3652,3875,2808,735,31374,857,39226,14708,9339,11568,11542,6863
CR_09960C,90,105,16,34,953,80,1298,617,516,1476,822,1235
CR_09970W,102,103,5,49,2286,142,2020,333,314,611,649,725
CR_09980W,202,282,227,163,7880,63,2817,1999,1391,5714,2450,2244
CR_09990W,88,2110,209,54,5511,38,1053,1300,777,2773,1658,739
CR_10000C,1,22,0,16,111,29,49,61,42,300,111,383
CR_10010C,686,727,913,567,3191,303,4989,1937,1742,3875,2880,2149
CR_10020C,10,27,26,47,281,12,394,80,97,702,232,243
CR_10030W,98,85,194,144,2771,66,904,420,312,2499,1055,701
CR_10040W,32,17,5,20,635,42,1295,537,281,1309,540,273
CR_10060W,171,196,92,293,2107,45,1724,677,558,4507,1634,2366
CR_10070C,217,486,91,271,8054,607,2660,1177,796,4999,2816,2074
CR_10100C,134,143,209,2,30,1,706,202,170,6,17,6
CR_10110W,357,561,740,204,928,12,2053,888,583,1084,832,355
