,0min_1RP,0min_2RP,0min_3RP,30min_1RP,30min_2RP,30min_3RP,60min_1RP,60min_2RP,60min_3RP
orf19.125,3,0,8,6,9,6,4,12,12
orf19.130,18,20,34,43,26,18,117,38,62
orf19.131,0,0,0,4,6,4,16,6,10
orf19.131.2,48,20,24,138,158,88,186,156,176
orf19.132,64,26,34,126,156,78,278,160,200
orf19.133,16,9,15,27,54,24,57,45,57
orf19.134,18,13,16,37,29,24,100,54,73
orf19.135,62,32,30,102,94,56,234,136,150
orf19.136,28,10,20,116,119,60,152,122,120
orf19.137,24,16,18,20,32,12,42,34,60
orf19.138,0,0,0,2,0,2,4,0,0
orf19.139,74,26,44,392,392,266,652,544,744
orf19.3450.1,13,6,6,15,6,23,38,11,24
orf19.3449.2,21,13,22,47,47,31,66,33,85
orf19.3449,82,44,38,148,166,150,138,112,156
orf19.3448,27,2,18,1,6,2,0,1,0
orf19.3447,19,8,8,48,56,14,125,43,94
orf19.3446,41,16,18,12,24,16,18,17,20
orf19.3445,120,68,68,86,89,52,124,108,132
orf19.3444,18,17,26,6,8,10,8,0,2
orf19.3443,42,30,20,44,42,24,66,70,100
orf19.3442,52,30,18,1232,1207,700,601,424,466
orf19.3441,245,151,104,1315,1158,482,3820,1872,1562
orf19.3440,12,8,10,20,28,10,102,52,96
orf19.3439,404,102,160,275,417,180,320,409,393
orf19.3438,32,24,18,168,188,194,98,122,98
orf19.3437,0,0,0,4,8,4,20,12,10
orf19.3436,2,0,0,10,2,0,8,8,18
orf19.3435,68,22,32,230,128,31,322,167,138
orf19.3434,140,42,88,516,302,92,778,355,235
orf19.3433,4,0,2,6,2,2,6,4,0
orf19.3432,12,6,14,6,8,6,22,4,2
orf19.3432.1,0,1,0,17,18,12,15,10,14
snR189d,0,0,0,0,0,0,0,0,2
orf19.3431,8,12,12,80,109,102,156,112,184
orf19.3430,13,5,10,50,53,25,185,116,124
orf19.3429,22,12,30,78,105,56,134,73,136
orf19.3428,426,208,260,127,194,165,285,217,375
orf19.3427,1,3,2,0,3,0,4,8,6
orf19.3426,744,390,431,3917,4592,3566,6977,5837,6987
orf19.3425,95,46,49,423,493,270,434,263,300
orf19.3423,303,118,151,1345,1703,1381,1636,1691,2006
orf19.3421.1,13,8,8,32,28,18,38,44,37
orf19.3422,158,76,90,152,160,82,433,274,326
orf19.3420,2,0,0,2,4,2,0,0,2
orf19.3419,88,42,35,8,12,4,96,32,44
orf19.3418,0,0,0,0,4,0,18,10,30
orf19.3417,8,2,4,23,36,26,91,64,104
orf19.3415.1,452,345,257,2659,3288,2455,4593,4159,5184
orf19.3415,654,298,389,351,616,359,672,459,818
orf19.3414,900,438,498,171,277,157,995,597,648
orf19.3413,0,0,0,0,0,0,0,0,0
orf19.3412,322,132,178,188,144,74,374,157,192
orf19.3411,2,0,2,28,18,20,48,32,31
orf19.3409,64,48,44,452,542,326,510,312,420
orf19.3407,6,8,10,53,67,68,78,68,108
orf19.3406,6,2,2,20,30,24,50,24,56
orf19.3405,28,8,10,38,26,13,61,18,34
tA(UGC)1,0,0,0,0,1,0,2,0,0
orf19.3404,2,4,0,8,0,0,6,6,12
orf19.3402,130,94,90,125,108,66,146,86,130
orf19.3401,48,42,24,150,91,64,104,94,94
orf19.3400,36,22,28,93,131,76,166,165,172
orf19.3399,152,44,80,114,174,142,293,236,255
orf19.3396,10,8,0,114,150,84,165,134,188
orf19.3395,12,12,6,86,68,70,57,56,60
orf19.3394,8,2,2,46,58,34,60,67,97
orf19.3393,112,76,66,332,564,488,214,330,494
orf19.3392,12,10,2,369,428,282,377,276,375
orf19.3391,204,136,136,1617,1798,1218,3448,2190,3365
orf19.684,88,36,44,74,110,70,158,106,150
orf19.685,42,34,44,526,730,518,1580,1390,1840
orf19.685.1,32,14,8,25,22,28,48,44,31
orf19.686,54,30,32,118,112,96,176,156,214
orf19.687,4,8,2,94,78,52,178,116,188
orf19.687.1,365,174,217,1899,2476,2008,3471,3126,3804
orf19.688,57,40,38,336,358,314,536,554,542
orf19.689,0,0,0,0,2,0,2,2,0
orf19.690,8,4,2,8,2,8,14,18,16
orf19.691,3068,1672,1737,192,721,409,437,524,1893
orf19.692,43,16,36,164,84,62,170,124,88
orf19.3508,22,24,6,16,4,10,46,14,30
orf19.3507,253,112,132,136,188,76,588,304,520
orf19.3506,22,12,14,16,30,12,32,22,44
orf19.3505,116,42,48,230,224,126,438,216,280
orf19.3504,580,380,354,2587,3371,2458,4630,4318,5206
orf19.3503,10,5,15,11,6,10,5,2,12
orf19.3501,22,18,4,180,234,148,532,406,588
orf19.3499,2,0,8,0,0,0,4,2,0
orf19.3498,34,18,16,30,50,14,52,34,42
orf19.3496,375,219,218,1299,1374,842,1504,988,1278
orf19.3494,1,0,0,9,8,6,13,18,21
orf19.3453,12,8,6,90,82,34,206,114,164
orf19.3455,22,6,14,28,28,38,44,32,68
orf19.3456,4,8,8,38,18,6,82,54,44
orf19.3457,6,10,6,30,36,22,56,26,56
orf19.3458,39,22,26,34,32,24,102,38,71
orf19.3459,16,14,8,88,85,54,259,166,188
orf19.3460,4,0,0,61,61,18,96,87,41
orf19.3461,0,0,2,96,78,53,41,14,39
orf19.3462,69,44,42,342,463,233,498,325,444
orf19.3463,212,76,92,292,474,379,276,276,469
orf19.3465,821,434,466,3808,4736,3442,6997,5936,7893
orf19.3466,8,6,0,40,70,68,60,56,80
orf19.3467,194,72,98,761,822,560,920,646,912
orf19.3468,12,2,10,98,142,84,162,120,219
orf19.3469,30,20,6,144,139,122,223,122,188
orf19.3470,138,62,74,406,590,416,488,416,588
orf19.3471,12,2,4,2,5,0,8,10,12
orf19.3473,36,6,19,58,75,55,162,130,148
orf19.3474,93,36,52,16,20,12,56,48,50
orf19.3475,66,32,44,286,299,315,296,243,252
orf19.3476,516,146,306,241,574,291,444,320,578
orf19.3477,104,64,54,122,294,208,112,146,281
orf19.3478,42,22,42,120,185,116,84,104,188
orf19.3480,188,106,80,304,478,310,477,393,582
orf19.3481,312,206,184,456,867,697,626,729,1234
snR58,0,2,2,0,4,3,4,5,2
LSU+AC0-C2809,0,2,2,8,2,4,4,0,0
orf19.3482,70,18,30,164,192,98,308,144,236
orf19.3483,92,51,50,36,63,34,46,21,95
orf19.5510,54,34,60,286,605,402,461,391,665
orf19.5513,42,18,18,46,70,54,104,106,96
orf19.5514,64,20,28,168,124,18,922,380,358
orf19.5515,90,29,38,314,321,240,420,284,459
orf19.5516,88,24,62,300,328,206,296,313,404
orf19.5517,4,2,4,86,126,59,100,78,129
orf19.5518,8,10,12,86,80,46,232,162,256
orf19.5519,344,208,206,10,20,6,246,107,170
orf19.5520,0,0,0,0,0,0,0,0,0
orf19.5521,186,86,129,216,236,160,360,306,324
orf19.5522,22,12,22,40,62,28,121,53,98
orf19.5523,4,0,2,20,22,13,14,12,14
orf19.5524,0,0,2,0,0,0,0,0,0
orf19.5525,88,58,56,236,308,160,190,212,302
orf19.5526,38,20,18,38,28,22,52,46,50
orf19.5527,28,12,32,66,97,50,104,56,96
orf19.5528,6,0,8,28,29,31,120,59,65
orf19.5530,418,212,208,498,456,360,740,512,658
orf19.5531,144,60,60,126,120,62,212,180,210
orf19.5532,4,6,3,0,3,2,10,0,0
orf19.5533,64,25,32,76,38,37,181,90,92
orf19.5534,72,16,26,36,52,50,114,50,70
orf19.5535,33,28,18,111,155,85,192,109,161
orf19.5536,31,18,4,4,4,2,12,2,0
orf19.5537,457,139,310,222,332,219,720,490,695
orf19.5539,24,14,12,34,26,12,80,36,36
orf19.5541,124,61,112,552,887,679,645,604,769
orf19.5542,4,6,2,0,4,0,6,2,4
orf19.5543,116,59,43,45,29,20,87,66,60
orf19.5544,472,220,246,178,210,100,784,365,546
orf19.5547,104,44,50,295,293,227,438,371,522
orf19.5548,28,2,14,24,34,18,54,22,42
orf19.5549,0,0,4,0,2,0,6,4,8
orf19.5550,102,53,54,320,483,319,333,293,387
orf19.5551,312,114,152,80,62,36,256,148,222
orf19.5552,238,104,100,62,50,20,261,114,74
orf19.5553,65,36,23,22,36,18,78,58,70
orf19.5555,26,10,16,154,226,166,242,224,344
orf19.5556,0,0,0,0,0,0,0,0,0
orf19.5557,91,48,57,31,36,48,54,62,106
orf19.5558,10,4,6,64,97,74,195,119,147
orf19.5559,25,8,14,42,23,28,86,38,39
orf19.5561,20,18,20,286,312,190,436,240,270
orf19.5563,34,31,24,272,365,237,334,166,359
orf19.5564,8,4,0,168,114,115,154,146,162
orf19.5565,104,52,64,104,142,40,305,128,243
orf19.5566,36,20,18,83,134,136,85,110,185
orf19.5567,42,18,21,34,60,83,27,45,107
orf19.5568,12,6,10,27,20,11,99,48,30
orf19.5569,816,394,460,192,199,124,548,386,530
orf19.5572,24,6,12,26,32,26,76,34,69
orf19.5573,4,4,2,0,4,0,13,4,4
orf19.5574,14,2,4,22,76,58,72,58,78
orf19.5575,16,12,20,122,124,56,254,142,146
orf19.5576,399,184,255,251,299,190,476,382,337
orf19.5578,14,8,8,32,30,34,136,108,152
orf19.5579,6,0,2,8,11,2,28,22,24
orf19.5580,76,36,18,275,268,142,442,372,378
orf19.5584,64,28,32,34,40,6,50,28,46
orf19.5585,0,4,2,6,2,4,14,4,4
orf19.5586,10,4,0,30,30,28,134,90,96
orf19.5587,14,10,14,8,0,2,62,10,14
orf19.5588,2,0,0,0,6,0,6,2,6
orf19.5589,3,2,1,15,22,18,25,19,36
orf19.5591,159,120,106,1270,1541,1102,1702,1282,2069
orf19.5592,0,2,0,0,2,2,2,4,4
orf19.5595,20,10,10,188,277,208,442,371,428
orf19.5596,4,0,2,16,34,30,18,25,50
orf19.5597,54,34,32,244,432,222,240,304,408
orf19.5597.1,78,62,52,318,409,243,619,471,645
orf19.5599,66,50,69,479,525,370,650,488,622
orf19.5601,50,28,26,74,46,22,116,48,68
orf19.5602,28,12,34,92,92,48,222,210,238
orf19.5604,2,2,2,8,8,16,16,6,26
orf19.5605,143,102,108,377,524,292,525,448,694
orf19.5606,0,0,0,0,2,0,4,0,4
orf19.5607,70,46,26,210,258,242,238,172,346
orf19.5608,24,18,16,34,52,46,24,22,64
orf19.5609,10,6,4,22,62,46,38,52,64
orf19.5610,4,0,0,40,136,67,483,430,784
orf19.5611,19,14,6,12,8,0,38,16,58
orf19.5612,2,8,10,20,26,12,26,20,14
orf19.5614,220,100,118,80,60,26,174,130,148
orf19.5615,225,110,132,61,66,16,175,69,95
orf19.5616,0,0,2,2,0,0,0,0,2
orf19.5617,100,44,68,140,160,81,314,203,222
orf19.5618,70,30,20,38,18,22,104,72,56
orf19.5619,32,24,25,98,96,75,214,124,149
orf19.5620,120,66,75,14,8,2,41,11,25
orf19.5621,25,12,4,32,20,17,61,35,47
orf19.5622,304,154,214,348,302,96,791,400,373
orf19.5623,22,4,16,77,91,60,162,102,124
orf19.5625,6,4,6,21,18,6,73,32,16
orf19.5626,2754,844,1559,158,314,124,1298,655,703
orf19.5627,170,50,76,271,427,357,309,366,560
orf19.5628,8,2,0,14,46,46,50,44,103
orf19.5629,173,97,106,442,534,351,842,533,820
orf19.5630,18,18,16,54,38,36,72,50,86
orf19.5701,0,2,0,6,2,4,26,12,16
orf19.5702,96,36,42,214,246,120,340,188,262
orf19.5704,132,60,62,258,392,368,252,274,478
orf19.5705,20,10,8,255,257,176,477,332,453
orf19.5710,276,142,204,472,520,392,653,550,672
orf19.5711,54,28,35,458,408,180,1218,670,696
orf19.5713,4,4,4,48,102,60,42,32,68
orf19.5714,4,4,0,16,8,10,24,6,8
orf19.5716,2,0,0,0,0,0,6,0,0
orf19.5717,0,0,0,0,0,0,0,0,0
orf19.5718,26,13,13,11,5,4,33,10,14
orf19.5719,25,6,7,16,42,28,75,35,40
orf19.5720,34,26,12,68,60,38,241,92,102
orf19.5722,2,0,12,336,452,374,361,335,516
orf19.5723,160,84,84,430,479,236,666,358,600
orf19.5724,0,0,0,0,0,0,0,0,0
orf19.5725,11,6,6,19,8,4,44,22,18
orf19.5727,32,12,14,6,0,4,54,12,12
orf19.5728,230,123,137,110,30,16,203,194,186
orf19.5729,24,12,42,6,8,0,28,20,12
orf19.5730,42,32,30,31,29,14,58,40,56
orf19.5731,10,8,16,8,4,6,26,14,12
orf19.5732,462,236,226,411,984,1056,377,574,1301
orf19.5734,104,24,34,164,176,116,222,154,190
orf19.5735,10,8,14,82,84,52,172,130,138
orf19.5735.3,10,10,2,6,6,2,24,6,8
orf19.5736,68,53,31,473,521,379,619,356,393
orf19.5741,2625,1371,1654,22755,23328,14721,27031,14636,14890
orf19.5742,34,16,18,60,68,36,86,110,94
orf19.5746,148,100,84,1242,1502,1062,1716,1420,1902
orf19.5747,50,26,44,344,372,294,464,412,592
orf19.5748,0,1,0,6,6,4,8,7,6
orf19.5749,208,100,120,79,76,25,237,94,147
orf19.5750,628,442,424,1138,1610,1158,2732,2036,2490
orf19.5751,126,50,72,182,170,89,334,208,172
orf19.5752,60,38,44,116,60,32,134,48,44
orf19.5753,4,2,0,357,566,419,214,361,400
orf19.5754,148,80,62,108,142,82,246,114,232
orf19.5755,116,44,72,20,50,30,82,48,76
orf19.5757,35,14,20,50,50,24,120,56,60
orf19.5758,319,122,175,390,410,344,579,377,545
orf19.5759,46,20,28,1024,1319,1212,1134,1080,1464
orf19.5760,22,10,18,432,500,366,368,138,265
orf19.5762,0,0,0,6,2,4,5,4,10
tA(UGC)2,0,0,0,0,0,0,0,0,0
orf19.5763,60,26,24,2,15,4,46,16,44
orf19.5764,50,36,22,160,224,145,292,193,274
orf19.5765,182,92,102,169,247,126,376,308,375
orf19.5767,31,20,20,30,42,35,46,30,46
orf19.5768,252,114,180,244,288,140,436,270,334
orf19.5770,102,48,50,154,98,96,242,175,226
orf19.5771,160,76,64,424,480,346,615,493,628
orf19.5772,80,43,64,22,48,26,32,34,44
orf19.5773,564,331,362,262,190,128,334,165,358
orf19.5775,0,0,0,4,2,0,4,2,0
orf19.1221,32,8,16,20,34,14,57,40,60
orf19.1220,432,184,274,211,255,144,430,250,359
orf19.1219,14,4,19,38,40,24,38,20,28
orf19.1217,51,56,44,177,210,202,258,193,241
orf19.1215,2,0,0,5,6,4,12,16,20
orf19.1214,252,130,140,470,553,452,539,356,546
orf19.1212,115,44,54,463,448,200,1042,743,991
orf19.1210,160,61,66,109,76,29,233,166,157
orf19.8798,20,6,8,20,20,6,145,98,144
orf19.4555,934,454,578,4880,5684,3042,3105,1141,1631
orf19.4553,141,56,67,284,286,203,338,278,293
orf19.77.1,0,0,0,0,0,0,1,0,0
orf19.76,366,180,200,636,1148,997,546,606,916
orf19.74,72,14,32,54,44,17,78,34,38
orf19.73,226,114,158,186,254,150,292,234,272
orf19.1075,17,8,12,34,12,2,54,18,13
orf19.1075.1,15,10,16,187,145,45,461,283,388
orf19.1077,20,10,14,83,82,62,239,122,130
orf19.1078,168,132,104,217,263,112,1170,424,518
orf19.1080,4,0,4,10,10,6,34,22,31
orf19.1082,20,8,8,12,32,16,18,17,38
orf19.1082.1,499,163,308,705,844,589,1269,932,1168
orf19.1083,0,3,10,21,22,24,22,24,20
orf19.1084,170,60,80,680,933,572,1023,770,948
orf19.1085,81,29,53,89,89,64,133,109,142
orf19.1086,117,44,75,339,408,340,412,375,528
orf19.1087,30,10,12,18,34,20,46,38,56
orf19.1089,38,7,21,38,65,13,278,116,141
orf19.1090,4,0,2,2,2,4,2,0,12
orf19.1091,72,36,46,122,258,190,138,138,226
orf19.1092,10,10,2,19,26,10,77,55,58
orf19.1093,360,108,174,637,819,402,755,709,798
orf19.1095,88,56,70,54,116,80,128,127,182
orf19.1096,32,12,18,50,104,60,90,88,108
orf19.1097,212,108,113,927,1230,559,689,279,396
orf19.2123,39,18,30,51,64,69,96,43,88
orf19.2124,129,101,92,295,351,214,286,244,346
orf19.2125,24,18,4,32,52,18,48,36,58
orf19.2127,32,18,24,44,29,30,58,28,42
orf19.2129,26,18,12,118,121,97,206,144,184
orf19.2128,22,12,16,132,176,126,192,190,232
tL(CAA)3,0,0,0,0,2,0,0,0,0
orf19.2131,130,56,90,142,112,78,212,99,128
orf19.2132,88,60,46,30,58,58,94,41,70
orf19.2133,18,16,22,18,10,24,33,34,34
orf19.2135,229,110,142,430,378,236,796,619,650
orf19.2137,24,21,20,84,92,64,134,90,102
orf19.2138,418,252,239,2361,2685,1861,3091,2513,3136
orf19.2143,246,90,114,584,1061,1011,700,800,996
orf19.2146,56,29,12,140,166,104,306,219,319
orf19.2149,80,40,48,266,208,182,362,190,298
orf19.2150,176,90,86,913,943,776,1414,1148,1336
orf19.2151,1074,594,666,1030,1109,678,1180,734,900
orf19.2154,166,88,114,296,286,158,493,336,454
orf19.2156,82,32,44,88,72,52,91,38,82
orf19.2157,135,49,93,52,51,41,34,26,32
orf19.2158,10,8,10,80,101,114,29,51,52
orf19.2160,0,0,0,0,2,0,0,0,0
orf19.2163,274,188,176,464,434,298,652,480,568
orf19.7125,62,38,42,323,302,212,494,340,406
orf19.7124,621,370,345,242,216,166,670,381,584
orf19.7123,212,60,152,170,181,98,268,188,219
orf19.7121,51,32,22,128,118,105,225,160,167
orf19.7119,248,140,124,573,544,391,514,410,543
orf19.7118,139,94,98,327,336,154,592,457,576
orf19.7116,162,94,117,426,513,408,661,445,569
orf19.7115,312,192,192,374,440,330,555,526,496
orf19.7114,60,34,30,786,738,624,655,697,704
orf19.7112,6,0,8,382,348,322,104,116,192
orf19.7111.1,456,236,259,6,10,2,16,4,18
orf19.7111,16,4,10,38,42,10,32,30,54
orf19.7110,24,14,8,38,22,12,56,50,41
orf19.7109,16,12,8,56,76,39,89,72,72
orf19.7108,249,166,124,337,414,279,517,331,427
orf19.7107,112,38,56,355,410,429,318,360,407
orf19.7106,64,32,36,162,106,62,210,94,154
orf19.7105,6,0,2,0,2,0,8,6,8
orf19.7104,18,8,8,16,22,16,52,24,30
orf19.7103,59,30,28,59,66,72,108,91,74
orf19.7101,25,22,14,68,94,38,74,86,98
orf19.7102,4,6,0,20,12,28,6,12,38
orf19.7100,8,2,8,158,166,92,423,270,395
orf19.7098,10,6,6,42,68,51,132,56,90
orf19.7097,34,19,12,161,164,140,255,198,232
orf19.7096,148,86,108,232,204,98,364,199,194
orf19.7095,26,16,14,251,281,168,208,209,268
orf19.7094,0,0,2,23069,23139,13386,19566,17976,20344
orf19.7093,12,2,2,28,26,10,36,20,40
orf19.7092,59,52,43,44,48,26,111,54,86
orf19.7091,8,8,0,24,32,14,60,40,52
orf19.7089,42,42,20,452,416,340,492,404,554
orf19.7088,38,20,16,48,118,112,42,44,178
orf19.7086,416,176,240,88,98,58,274,190,302
orf19.7085,472,178,292,2,2,0,8,6,0
orf19.7084,173,46,91,178,246,168,242,251,410
orf19.7083,2,0,0,10,26,12,28,30,60
orf19.7082,10,0,8,8,12,12,42,18,34
orf19.7081,466,252,304,534,600,462,937,664,872
orf19.7080,56,20,20,150,137,143,428,195,466
orf19.7079,16,10,8,68,34,38,186,164,168
orf19.7078,59,36,40,32,24,14,54,20,42
orf19.7077,336,176,218,12,36,4,26,8,24
orf19.7076,241,134,155,1154,1156,866,1414,1136,1230
orf19.7074,18,10,22,32,22,30,52,18,50
orf19.7073,4,6,2,10,2,2,10,4,2
orf19.7072,78,42,42,104,172,118,164,173,263
orf19.7071,0,0,0,0,0,0,0,0,0
orf19.7069,11,2,5,21,34,33,18,21,37
orf19.7070,0,0,0,0,0,0,0,0,0
orf19.7068,22,28,16,10,20,8,30,20,60
orf19.7067,108,36,56,482,568,442,850,692,842
orf19.7065,0,0,0,18,22,4,40,16,48
snR46a,0,0,0,0,0,0,0,0,0
orf19.7064,56,48,30,348,471,336,438,451,566
orf19.7063,4,2,2,20,36,30,22,40,42
orf19.7062,178,104,78,1310,1697,1346,1020,1045,1334
orf19.7061,18,10,22,8,5,4,20,6,8
orf19.7060,34,14,33,14,14,6,10,12,32
orf19.7059,18,6,8,59,54,54,115,97,99
orf19.7058,46,34,26,50,58,54,124,66,80
orf19.7057,82,52,36,680,814,544,1146,1080,1257
orf19.7056,12,0,4,12,8,2,40,28,28
orf19.7055,0,0,0,0,0,0,0,2,0
orf19.7054,0,0,0,0,0,0,0,0,0
orf19.7053,585,249,332,198,237,152,264,210,235
orf19.7052,48,14,14,114,156,70,144,110,150
orf19.7051,2,0,0,0,12,4,12,4,4
orf19.7050,92,42,52,142,310,214,174,152,306
orf19.7049,45,12,19,324,377,238,442,349,473
orf19.7048.1,378,163,178,1524,1777,1398,2532,2243,2712
orf19.7047,176,86,80,224,250,162,322,254,335
orf19.7046,251,119,143,340,366,277,664,397,680
orf19.7044,180,70,124,240,178,108,597,278,375
orf19.7043.1,108,54,90,165,214,116,212,127,218
orf19.7043,0,0,0,2,2,2,2,6,5
orf19.7042,10,6,8,4,0,0,2,10,12
orf19.7041,72,30,40,104,144,98,146,108,172
orf19.7038,40,18,14,24,50,24,70,54,48
orf19.7037,16,6,6,32,40,22,21,34,22
orf19.7036,68,20,48,52,37,69,118,62,139
orf19.7035,0,0,4,48,72,58,96,90,124
orf19.7034,78,32,88,184,173,107,278,192,249
orf19.7033,11,4,4,54,42,56,114,52,95
orf19.7032,32,10,26,5,16,6,58,16,26
orf19.7030,189,73,95,578,543,288,958,666,797
orf19.7029,14,6,4,4,2,0,8,0,8
orf19.7027,68,24,56,16,6,16,48,26,44
orf19.7025,52,6,18,144,178,87,313,236,232
orf19.7024,0,0,2,0,2,2,4,1,0
orf19.7023,31,4,12,22,26,24,76,34,44
orf19.7022,12,14,6,34,18,13,39,34,28
orf19.7021,1208,672,695,22,24,2,321,113,137
orf19.7020,96,72,34,181,247,152,342,228,368
orf19.7019,26,24,16,140,220,168,248,184,276
orf19.7018,587,331,349,3313,4031,2842,5482,4919,6035
orf19.7017,0,2,2,28,14,8,120,30,74
orf19.7016,36,16,24,202,226,180,453,298,356
orf19.7015,359,255,155,2683,3028,2290,4725,3907,5318
orf19.7014,0,0,0,0,0,0,0,0,0
orf19.7013,0,0,2,4,2,4,6,10,6
orf19.7012,28,8,12,116,121,122,136,146,176
orf19.7011,116,80,64,862,1154,830,774,668,880
orf19.7010,6,2,4,34,56,18,62,50,50
orf19.7009,2,2,0,2,2,2,4,6,4
orf19.7007,0,0,0,0,0,0,0,0,0
orf19.7006,505,211,322,55,60,42,364,157,205
orf19.6896,0,0,0,12,6,2,24,14,30
orf19.6897,0,0,0,0,0,0,0,0,0
orf19.6898,14,0,2,8,14,4,6,10,8
orf19.6898.1,26,32,20,80,138,58,140,120,168
orf19.6899,52,30,36,36,82,56,120,42,152
orf19.6900,26,14,18,34,14,12,64,68,74
orf19.6901,4,2,2,8,30,8,40,18,42
orf19.6902,144,64,78,362,528,428,312,310,364
orf19.6903,62,24,28,62,124,92,68,74,154
orf19.6904,41,22,13,68,109,77,108,90,122
orf19.6905,100,68,70,48,72,34,88,26,64
orf19.6906,904,529,546,4999,5937,4552,8926,8112,9625
snR24,3,0,0,0,6,0,2,2,2
orf19.6907,12,4,8,70,86,98,110,106,144
orf19.6908,16,10,4,18,20,22,32,20,22
orf19.6909,16,4,4,16,14,14,38,14,12
orf19.6910,2,0,0,12,10,20,46,25,38
orf19.6911,0,0,0,0,0,0,0,0,0
orf19.6912,44,22,25,64,48,29,144,64,98
orf19.6913,30,10,10,44,32,32,90,54,92
orf19.6915,36,12,30,62,52,48,82,92,116
orf19.6916,18,8,12,44,68,54,94,64,82
orf19.6917,6,0,4,2,14,6,6,4,5
orf19.6918,12,6,4,14,28,16,22,24,32
orf19.6919,0,0,0,2,0,2,4,4,4
orf19.6920,4,0,0,3,14,2,12,6,13
orf19.6921,20,6,10,28,28,20,52,28,56
orf19.6588,52,26,40,35,56,26,83,40,44
orf19.6587,56,26,30,78,114,77,99,56,110
orf19.6586,184,79,118,48,74,88,186,80,198
orf19.6585,22,8,8,24,36,26,36,52,58
orf19.6584,254,148,166,1174,1328,1020,1346,1255,1692
orf19.6583,2,0,0,40,38,26,82,44,66
orf19.6582,38,18,20,92,138,80,148,126,136
orf19.6581,6,4,2,44,40,22,72,34,54
orf19.6580,41,30,28,61,120,53,61,67,123
orf19.6579,0,2,2,6,20,10,28,36,34
orf19.6578,320,161,139,110,182,88,232,162,156
orf19.6577,60,22,18,62,206,184,98,102,216
orf19.6575,0,0,0,0,0,0,2,0,0
orf19.6574,8,0,6,2,6,2,11,8,12
orf19.6573,66,24,42,588,614,332,776,424,530
orf19.6570,2,0,0,28,36,18,68,64,48
orf19.6569,2,2,0,23,44,18,30,24,23
orf19.6568,46,32,24,360,378,266,528,401,640
orf19.6566,10,4,8,42,60,64,52,42,73
orf19.6565,30,16,24,438,472,362,654,566,610
orf19.6563.1,71,22,46,152,191,150,320,195,283
orf19.6563,12,10,5,37,40,48,55,55,80
orf19.6562,0,0,4,28,30,12,52,40,76
orf19.6561,456,252,304,419,550,348,772,539,664
orf19.6559,42,24,40,76,82,64,221,122,218
orf19.6558,34,30,32,106,111,130,196,140,240
orf19.6557,6,4,6,14,2,0,20,2,12
orf19.6556,928,309,489,40,142,125,47,44,220
orf19.6555,25,8,13,2,9,0,14,5,26
orf19.6554,136,72,78,36,46,16,112,73,96
orf19.6553,74,30,36,144,194,92,323,198,263
orf19.6552,30,18,8,50,35,20,76,43,74
orf19.6551.1,2,0,0,2,2,0,0,0,6
orf19.6551,26,4,4,22,20,12,48,16,24
orf19.6550,43,14,24,29,18,24,64,30,40
orf19.6548,242,186,174,413,441,336,643,476,581
orf19.6547,0,0,0,0,0,0,4,0,0
orf19.6544,634,312,363,273,190,100,418,234,238
orf19.6541,820,438,430,5134,6000,4166,7610,6854,8457
orf19.6540,1422,788,820,136,166,66,431,277,372
orf19.6539,142,102,81,360,407,288,583,408,488
orf19.6538,52,37,20,169,206,153,347,205,273
orf19.6537,2,2,0,6,6,12,28,22,37
orf19.6536,10,14,14,46,36,16,196,92,122
orf19.6534.2,83,42,63,321,399,278,624,367,572
orf19.6534,0,2,0,1,3,0,1,3,2
orf19.6533,36,4,8,92,106,84,158,154,182
orf19.6532,2,4,2,8,6,8,4,8,24
orf19.6531.1,47,14,38,224,250,160,290,285,335
orf19.6531,358,194,210,962,1070,730,1652,1221,1581
orf19.6530,10,6,0,24,20,12,40,26,39
orf19.6529,619,253,337,338,459,310,544,376,552
orf19.6528,46,14,28,32,26,20,64,52,72
orf19.6527,241,136,191,12,42,20,56,42,70
orf19.6526,26,16,11,25,68,58,146,130,178
orf19.6525,49,22,35,175,124,54,225,126,147
orf19.6524,95,34,54,1691,1864,1402,2428,2046,2559
orf19.6522,48,20,20,107,94,58,116,67,71
orf19.6520,4,0,0,0,0,0,0,2,0
orf19.6518,28,14,18,44,46,16,70,26,46
orf19.6517,30,16,14,54,45,36,83,51,72
orf19.6515,532,302,310,1898,2400,1481,3388,2549,3388
orf19.6514,1041,297,528,1083,1906,1120,1184,1453,2334
orf19.6512,78,48,34,56,44,12,89,56,86
orf19.6511,72,36,50,116,204,176,212,200,282
orf19.6510,6,0,0,0,2,0,0,0,4
orf19.6509,16,2,4,36,63,32,39,22,37
orf19.6508,20,10,16,53,62,34,58,34,68
orf19.6507,108,60,64,430,512,366,738,548,776
orf19.6506,68,26,44,122,120,120,206,150,188
orf19.6503,16,12,10,66,101,66,88,86,122
orf19.6502,0,0,2,0,0,0,0,0,0
orf19.6501,0,0,0,8,11,2,33,12,9
orf19.6500,2,2,10,134,190,146,419,376,458
orf19.6499,8,12,6,48,104,64,88,99,182
orf19.6498,20,6,14,54,34,18,90,60,38
orf19.6496,26,18,16,46,50,24,80,46,44
snR8c,0,0,2,2,6,0,4,0,8
orf19.6494,22,12,12,73,77,60,143,121,124
orf19.6493,0,0,0,0,0,0,0,2,0
orf19.6492,140,36,89,52,36,19,115,38,42
