,CAI4_R1 TPM,CAI4_R2 TPM,CAI4-w-alpha_R1 TPM,CAI4-w-alpha_R2 TPM,CEk1CEk2_R1 TPM,CEk1CEk2_R2 TPM,CEk1CEk2-w-alpha_R1 TPM,CEk1CEk2-w-alpha_R2 TPM,CEK1_R1 TPM,CEK1_R2 TPM,CEK1-w-alpha_R1 TPM,CEK1-w-alpha_R2 TPM,CEk2_R1 TPM,CEk2_R2 TPM,CEk2-w-alpha_R1 TPM,CEk2-w-alpha_R2 TPM,CPP1CEK1_R1 TPM,CPP1CEK1_R2 TPM,CPP1CEK1-w-alpha_R1 TPM,CPP1CEK1-w-alpha_R2 TPM,CPP1CEK2_R1 TPM,CPP1CEK2_R2 TPM,CPP1CEK2-w-alpha_R1 TPM,CPP1CEK2-w-alpha_R2 TPM,CPP1_R1 TPM,CPP1_R2 TPM,CPP1-w-alpha_R1 TPM,CPP1-w-alpha_R2 TPM
CR_02760C_B,8.05301,8.96334,12.4838,12.4989,1.23343,1.38571,1.52424,1.41545,7.14273,7.27652,13.1053,9.61173,8.8695,9.0481,13.4217,11.7173,11.3391,12.5892,5.37365,4.74584,8.2391,7.40755,5.39661,5.73566,9.67515,10.6421,8.86124,8.35758
CR_01050C_B,9.46857,9.33572,8.22377,7.7452,9.33812,9.11539,8.86398,8.65747,8.15005,7.97799,9.72848,9.85985,10.6139,10.3704,10.3767,10.1369,10.8073,10.5346,11.1272,10.6062,6.95271,6.79596,7.46094,7.18815,7.41558,7.25922,11.1642,11.0239
C1_11190W_B,18.0037,19.3315,13.6859,12.3598,9.76673,8.85657,21.1136,20.7826,2.21693,1.96639,16.8382,15.3509,19.378,12.2133,21.7066,21.4779,14.9528,19.4183,18.6414,17.2627,11.9523,13.7868,17.2138,11.9271,14.3123,12.1001,8.896,8.97943
C6_02330W_B,299.313,264.768,390.021,370.265,332.75,297.006,322.618,294.519,285.651,274.043,204.92,192.109,290.561,273.993,324.81,313.022,1.7579,1.69121,1.5792,1.46152,612.079,530.282,1308.95,1291.09,569.856,525.665,770.779,708.345
CR_05880W_B,8.51332,7.37693,12.6012,11.3195,12.0856,10.9073,10.8664,9.67018,15.9994,14.27,15.7085,14.1278,11.9739,11.6993,11.1154,9.8937,12.8768,12.5518,8.32185,8.1275,16.9335,14.3816,21.1539,20.3805,12.1408,11.8848,8.83645,8.56563
C1_08730W_B,10.7272,11.4278,19.6539,19.6994,27.9969,28.0189,21.6429,21.6692,18.0542,18.9289,17.2548,20.1068,17.7259,18.5874,16.2231,16.1143,16.7472,15.5772,14.9563,14.0916,14.7754,15.412,19.3157,19.2878,20.5736,19.5546,29.5392,27.6447
C5_04310W_A,11.6169,11.7236,13.9855,13.8051,13.4766,12.3041,16.1135,15.6864,11.5264,11.401,12.0304,11.8674,12.3722,11.86,13.8888,13.6412,14.3931,13.9782,22.9672,21.9298,6.63452,6.66965,10.4179,10.166,8.06235,8.01997,16.9278,16.3727
C2_01690W_B,1.87477,1.70812,1.80127,1.60361,1.66683,1.46516,1.8915,1.69565,10.6436,2.39258,2.43862,2.18103,2.03507,1.79315,1.78406,1.63485,284.366,271.06,223.63,228.682,247.448,227.251,177.231,186.892,314.25,289.553,262.322,221.611
CR_01080W_B,4.88633,4.81777,5.34055,5.18885,5.98591,5.84314,5.88113,5.68029,11.1605,10.9249,9.19596,8.92051,6.48055,6.33192,6.61741,6.46452,6.73691,6.56689,5.32225,5.19795,8.48931,8.29793,11.1857,10.7767,6.57069,6.35371,6.05769,5.82052
C3_03820C_B,5.98398,13.6271,4.5869,5.59785,13.9293,13.5971,8.08689,11.1557,16.0168,15.0848,18.1927,17.8159,17.9493,15.7213,10.2845,8.54386,19.6673,19.171,9.87907,9.97311,12.5067,9.55854,13.4266,9.31061,19.4668,16.1617,7.31829,6.37463
C1_00970W_B,8.36294,8.24561,3.00642,2.92102,5.89009,5.74961,11.0127,12.311,4.49553,4.40062,10.394,12.2484,3.36445,3.28729,8.00832,7.8233,7.39096,9.04324,11.4993,11.2308,18.1519,17.7427,4.11542,3.96495,13.5042,13.2195,8.95545,9.93581
C1_10890C_B,37.0724,32.0991,26.9652,23.6081,25.6981,23.7488,32.6888,36.7997,44.6545,42.5934,23.8588,23.9323,26.7255,26.7872,30.9208,40.9416,28.3202,37.1255,53.2207,43.7136,28.4722,28.2213,53.9171,53.6092,36.4121,34.3451,38.4731,38.6654
C4_06500W_A,10.485,9.92679,23.817,21.4477,16.7225,17.551,19.787,19.8079,21.0248,19.5253,17.2378,22.3456,28.9636,23.9288,23.2826,25.3035,17.9692,18.9454,18.4284,18.6225,21.7884,20.5049,35.6244,32.2355,18.479,16.7984,20.1764,16.4964
C5_03320C_A,6.3273,6.23853,3.8221,4.10816,3.01436,2.94246,4.59531,4.80311,0,0,6.34902,6.39364,3.40895,3.70726,2.62663,2.56594,3.04286,2.96607,4.30953,4.37914,1.767,1.72716,7.57969,8.52113,3.68524,3.83153,5.4224,5.57771
C4_03520C_B,2.24221,2.21075,28.3577,26.2288,1.25303,1.22314,0,0,0,0,2.10306,2.05949,1.74551,1.70548,18.8646,17.5474,1.32401,1.29059,14.8893,15.8836,5.93864,6.07508,213.485,198.587,3.33023,2.85039,165.749,175.065
C7_01780W_B,11.7703,11.828,9.91253,9.52979,9.10745,8.69524,10.067,9.93571,17.7809,17.5579,19.1219,18.7258,10.3938,10.497,12.2448,11.8562,6.54057,6.37551,4.43814,4.55019,17.7749,17.2554,22.9771,22.137,21.4223,21.0975,6.72434,6.51825
C4_00650W_A,53.0438,36.2828,31.2716,35.6687,53.0912,58.7311,48.621,60.3964,31.3224,34.7151,57.1542,72.5833,53.7729,44.3913,86.4673,86.2161,49.0006,60.6499,49.9701,62.4408,30.935,24.0135,16.7996,19.1002,29.869,29.2392,29.1349,29.7634
C2_05930W_A,2286.76,2237.83,1867.71,2075.49,1818.4,1854.39,1796.36,1880.64,2518.75,2591.12,2289.65,2391.47,2058.51,2150.34,1852.19,2010.15,1011.53,1148.47,1037.04,1137.29,819.534,903.199,1297.68,1465.94,1759.69,1790.09,1027.62,1124.46
C3_03100C_A,15.1936,13.276,11.4557,11.1303,10.6813,9.82985,15.5181,15.1565,20.4657,19.1006,16.3054,14.7052,15.3165,14.2683,13.5561,12.5961,9.95125,9.70011,13.1621,12.1946,7.42207,7.25475,10.0102,8.38332,13.8694,13.1885,7.61844,7.12981
CR_09030C_B,32.702,24.7447,16.1237,15.6657,12.1022,11.8136,5.6956,5.56291,39.8337,38.9928,31.192,30.5458,14.1213,9.96478,38.5979,34.149,15.186,10.6909,0,0,35.1967,30.4029,41.2638,35.1324,20.0795,19.6561,10.4211,10.1017
CR_07530C_B,4.83185,4.76406,4.28372,4.16204,5.57773,7.65443,5.57,6.43345,8.69626,6.9158,8.52993,8.35323,5.74632,6.37112,7.23861,7.07136,8.55644,8.96734,3.13038,4.43658,11.8671,8.18502,14.2522,15.3588,6.01382,8.36618,7.75504,5.03352
C1_03840W_B,2.69338,2.65559,44.4278,43.0736,2.35827,2.31533,19.3358,10.629,0,0,25.8245,25.2895,30.8763,57.6216,19.8971,19.4374,43.1411,18.6914,38.0142,37.1264,2.84409,17.0444,20.4433,36.2974,8.09081,7.92022,1.97853,1.94238
C3_06700C_B,20.2846,19.7358,26.3568,24.648,34.5193,33.2334,28.2728,27.124,26.8512,26.2843,21.8799,20.7743,24.2426,24.2268,28.9206,28.0017,33.2063,31.7886,38.9536,37.788,29.6206,29.2348,26.9482,25.6371,35.5923,34.8418,22.7872,21.6932
CR_05050W_B,194.345,199.653,250.543,245.346,1.59076,1.53794,1.57925,3.15146,269.343,268.639,293.362,283.379,215.866,204.663,209.474,203.776,157.335,154.796,176.96,167.164,221.332,222.61,183.281,177.422,254.838,263.877,272.835,265.275
CR_08660W_A,6.64592,6.6142,7.79425,7.57285,6.75815,6.59696,6.27998,6.13367,7.69826,7.53573,9.03554,8.84837,7.43503,7.2645,6.48362,6.33382,8.54944,8.33368,10.0344,9.80001,10.1752,9.94584,8.1497,7.77587,8.56036,8.37987,6.48444,6.28571
C2_06530W_A,3.9473,3.89192,4.17559,5.84101,6.52669,4.40132,8.5057,5.18461,6.24381,9.68653,7.03719,6.89141,2.90819,2.84148,4.59993,3.17072,8.18809,3.03988,4.428,4.32459,3.648,3.56576,2.11827,2.04082,4.54545,4.44961,3.88254,3.76355
CR_03110W_B,10.9399,10.7864,6.68215,5.7102,1.46242,1.42754,1.3703,1.45347,7.78816,6.78236,5.11738,7.2738,12.1557,11.7622,8.63621,7.7627,15.363,15.2442,10.4248,12.0237,12.3734,12.0945,6.28828,7.17272,11.0311,10.3258,13.5035,11.824
CR_01520W_B,39.5583,39.0855,45.0764,42.1253,1.94023,1.804,1.631,1.5398,30.2927,31.3147,38.125,31.0543,55.538,51.8867,40.9779,36.7943,56.3215,47.5729,52.16,57.3354,31.3267,30.3177,37.2148,34.315,42.1888,35.2965,45.3151,39.4491
C4_05840W_B,3.63053,4.78289,1.20951,1.17516,0.980354,0.956972,3.10623,3.03386,1.64115,1.60651,1.63081,1.59702,2.06037,1.68067,1.59678,1.55989,1.56691,1.52737,1.3807,1.56021,1.64456,1.60749,2.08813,1.68787,2.29282,2.24448,1.92997,1.87082
C7_00930W_B,62.8344,61.2595,35.7183,34.2313,50.2656,47.7013,55.6953,53.7547,86.6084,84.0683,89.2383,86.5338,55.9312,53.2308,52.4258,50.2278,10.4158,10.1529,9.17797,8.96363,139.153,132.686,171.569,162.731,129.85,125.136,27.6245,26.2589
C1_08190C_B,5.97502,6.62699,5.64423,5.4839,5.01106,4.89154,4.20997,4.73815,9.26435,9.06877,9.5391,8.53417,6.54139,5.72369,4.677,4.78117,5.22111,5.08935,7.69599,9.72574,4.86138,4.26028,7.21549,6.2133,6.00887,5.88218,3.15886,2.96594
C1_07120W_A,40.6892,40.4903,42.3189,39.7156,60.91,49.9921,48.805,46.9669,48.1627,39.358,27.0331,26.9516,47.0588,47.8928,53.8069,57.04,60.902,62.8103,69.3484,61.964,45.0663,35.3767,40.1754,39.3721,60.2399,61.4431,72.3593,69.6209
C2_03350W_B,3.45322,1.99388,2.77814,3.0682,1.71298,1.70603,1.75121,1.75901,2.10719,2.29737,2.51418,2.24908,2.09686,1.94393,1.52365,1.44126,41.121,42.0957,42.3706,49.6221,68.7961,72.1532,10.5485,9.56354,27.5798,26.3167,1.24253,1.61897
C1_12970C_B,7.48282,8.87432,11.8116,9.47421,9.8293,8.72709,11.3735,10.1637,13.5132,12.9666,9.53962,7.57875,9.77419,11.1577,11.3778,12.372,9.55976,8.06466,7.03089,7.66511,12.2087,12.9501,13.3114,11.7194,13.6999,16.1789,7.2391,8.20843
C1_09140C_B,15.1211,14.1014,13.597,16.5444,30.1021,26.1371,14.2518,12.3061,12.815,11.1515,16.0223,19.6115,16.3076,14.8028,16.5778,16.0604,13.3691,15.7617,9.97383,7.66093,13.1984,14.5929,6.29462,5.80827,13.4645,12.4175,19.7501,18.1415
C1_09750W_B,32.7143,32.2554,23.7512,23.0766,22.221,21.691,28.2603,27.6019,28.5506,27.9479,37.5194,36.7421,25.2766,24.6969,33.1417,32.9668,33.4887,32.6436,30.1263,29.4228,26.3725,25.778,51.6403,50.5201,31.0285,30.3743,29.7127,28.802
C5_00810C_A,0,0,0,0,0,0,0,0,2.47038,2.41823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5_02340C_A,9.25903,9.12913,11.0939,10.8918,13.8752,13.7621,12.9206,12.6196,12.5883,12.1523,16.056,15.5698,12.6754,11.7488,9.59145,9.36985,9.43153,9.05705,13.8615,13.5378,10.237,9.60797,12.0016,11.1026,10.484,10.1211,12.236,11.861
CR_03860C_A,6.90447,7.40005,10.1989,8.33178,17.4486,17.1247,19.4075,19.1352,7.21373,7.42031,12.0062,13.1234,7.31346,6.95904,8.92564,8.71942,7.21091,7.26595,6.52755,4.72474,15.9239,13.2739,12.394,10.1107,22.2425,19.0067,12.1762,11.6045
C5_05070W_A,4.95224,4.5831,7.22648,7.0212,8.95329,8.28016,8.33078,8.58053,13.0371,12.2285,10.01,9.24171,5.02134,5.07611,6.57634,6.88504,7.41978,7.5899,5.89195,5.90798,6.1317,6.68873,16.446,16.3086,7.78352,8.27066,7.7096,7.56964
C2_05260W_B,2.20384,2.45577,2.10962,1.94387,1.9854,1.93805,2.1171,2.10889,2.63513,2.84915,2.42508,2.86018,3.03704,2.48166,2.29631,2.31271,12.3181,12.2431,19.1462,16.1498,19.767,18.8187,101.796,98.7565,14.3628,12.3948,35.1799,33.5273
C2_00730C_B,1.7391,1.50072,1.54285,1.71747,1.36045,1.328,1.37871,1.30768,2.39779,2.47385,1.96404,1.84035,1.41818,1.38565,1.66307,1.62465,8.32586,8.08222,11.5107,10.6982,8.87375,7.82592,12.2824,12.5431,8.59958,9.37644,6.31646,7.02766
C1_14100W_B,37.1694,35.7162,34.2623,34.1354,37.8732,36.9699,36.5654,35.7135,56.4431,56.5265,50.8946,50.9905,41.2671,40.3206,50.9774,49.7996,26.5568,26.9085,33.5621,34.5827,58.313,56.9984,82.674,80.8001,48.0924,47.0784,44.8422,44.8626
C5_00620W_B,2.39318,2.3596,1.65507,1.77069,1.98148,2.21677,1.96001,2.18292,9.17092,8.97731,10.9267,3.75955,2.16945,2.1197,2.74537,2.68194,3.42665,3.34017,12.7737,12.4753,8.31165,8.12427,8.3955,8.08854,7.63784,6.27551,1.54698,1.49957
C1_12470W_A,2.84491,2.805,6.7922,6.13429,1.72486,1.68372,1.3957,0,1.79466,1.93111,8.62191,10.4356,2.93471,4.51722,0,0,2.24805,2.19132,0,0,1.42295,1.39087,7.46915,8.00056,9.73119,5.95608,2.16573,2.09936
CR_07760W_A,218.482,215.417,156.687,152.236,177.562,173.326,142.617,139.295,149.212,146.062,161.944,158.589,148.057,144.661,196.551,192.01,154.329,145.666,174.778,170.696,144.985,141.716,75.3968,72.6402,149.576,146.422,146.184,141.703
C5_03880C_A,1.166,1.14964,0,0,1.03082,1.00624,0,0,0,0,0,0,0,0,0,0,1.52002,1.48166,0,0,1.25495,1.22666,2.24427,2.16222,0,0,1.04309,1.01112
C3_03520C_B,68.5112,65.9884,71.9127,65.6145,68.2701,63.9081,82.6706,75.676,71.5103,66.795,70.3862,64.1088,76.3921,67.4563,69.3979,64.8312,41.7402,39.8305,64.648,56.3339,70.3284,67.0767,128.418,117.946,61.3742,60.0801,80.49,73.9324
CR_09270C_B,24.2377,24.2393,16.2726,15.8103,13.1557,13.141,17.8237,17.4085,25.2879,24.754,20.2177,19.7989,19.6404,19.8885,24.2055,24.2946,11.1258,11.5945,13.1912,13.2139,46.974,46.6442,52.0103,50.9513,55.6708,55.2758,25.0468,24.5348
C1_04120C_B,3.63795,3.58691,5.2363,5.08756,5.92497,5.78365,6.27398,6.12781,5.71827,5.59755,7.69488,6.91394,6.91345,7.26958,3.48369,3.4032,9.13422,9.45591,8.04871,9.32329,7.21319,7.05057,5.87914,8.14738,8.27961,8.10504,4.71319,4.94557
CR_02800C_B,3.13895,2.36469,3.19476,3.10401,1.53852,1.23078,2.83588,4.09364,6.04283,7.3597,8.91876,7.84845,1.33212,1.7515,3.76953,4.07401,1.71369,1.67044,1.31894,1.28814,10.0387,8.18938,5.86615,5.92979,9.5252,9.32436,2.81303,2.20148
C6_00630W_A,10.5548,10.4068,9.72932,5.51258,5.4416,5.31181,9.88089,9.65069,0,0,7.65002,0,24.5036,15.0727,5.89416,5.75798,6.82819,6.65586,18.9189,18.4771,16.0954,6.47537,7.76667,7.4827,0,0,8.03504,7.78878
C3_07850W_B,17.6777,19.7733,19.2165,22.9284,14.2274,15.2556,15.8072,15.4389,18.3596,18.5065,21.4786,23.4446,21.9137,23.0083,17.6868,19.8724,10.821,11.8331,14.5693,16.4983,20.3055,23.1819,21.3062,22.4537,20.293,21.6458,13.759,14.5067
C6_01060C_B,12.0943,12.1269,15.1863,14.2318,15.0812,14.7215,15.4228,14.7965,17.0728,16.3183,9.58718,9.74401,23.0198,22.4918,16.0559,15.6849,11.149,10.8676,13.5351,13.219,14.2742,13.9524,4.57447,4.40721,11.8721,11.95,8.31771,8.06278
C1_09590C_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_00980W_B,135.196,133.299,124.622,112.884,135.707,132.47,122.278,115.245,135.881,133.013,145.277,136.697,172.511,173.167,138.228,122.19,195.672,190.734,163.471,159.653,115.954,113.34,78.1927,69.77,102.659,100.494,99.4356,99.7654
C2_09340W_A,0,0,0,0,0,0,0,0,4.57265,4.47611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR_07230W_B,135.379,123.781,121.575,123.483,106.351,108.698,117.942,112.865,110.017,101.694,86.3683,94.1678,73.6967,87.7858,116.584,111.844,125.001,125.642,80.837,78.2736,120.107,117.401,69.3768,78.6551,107.04,113.161,91.5023,89.6522
C6_01620W_B,7.62781,6.51673,4.8577,5.57961,11.4744,9.66263,16.8988,15.5605,10.6082,10.4938,10.4608,9.9093,6.18489,6.44785,11.9739,11.8358,1.38974,1.30751,1.2088,1.16034,15.6332,14.0219,19.9373,18.4741,11.2406,11.3127,6.83677,7.2545
C1_07930C_B,1.50395,1.48285,1.27289,1.23673,3.40361,3.76356,4.00395,3.66904,4.95725,4.85259,2.3699,2.53335,4.28287,4.18464,2.73322,2.67007,1.45137,2.1387,5.29138,6.27449,3.62741,3.54563,3.31631,3.91424,1.82216,2.33899,3.54483,3.02598
C1_01630W_B,2.20471,7.47254,25.0595,29.6083,16.2642,27.046,57.1245,57.7563,29.6401,33.3234,14.4229,15.2805,22.5155,19.1477,18.5413,23.8576,25.8605,24.1597,37.7667,31.5244,65.3433,79.9446,74.8656,87.3899,57.0891,75.7016,29.9821,35.7792
CR_06020W_A,14.0686,13.9021,12.8456,12.5012,5.52459,6.24483,17.6512,13.9278,17.1147,16.9176,10.3276,11.4266,7.50455,7.94108,21.9862,22.1892,5.92279,4.93418,4.65727,5.67653,8.64892,9.10977,106.439,105.856,22.4586,20.9999,40.6951,38.6712
C2_07770C_B,0,0,0,0,0,0,0,0,0,3.31296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2_07090C_A,21.3071,21.1546,13.8385,13.6194,15.6196,15.2471,18.4479,17.3564,15.7896,15.4563,19.3571,19.7149,15.8516,14.8879,16.262,16.1466,8.66987,10.5863,15.7707,17.5337,10.4936,10.2571,18.7385,14.5593,13.5951,11.9941,16.8752,16.1797
C4_04370C_B,2.19617,2.16536,5.43633,6.36874,7.54813,7.54891,8.17443,7.18649,4.64256,4.54455,4.54457,4.7169,5.02725,4.46527,5.10488,4.98693,8.76156,8.54045,9.14668,8.93307,5.2409,5.12275,4.48198,4.31811,4.32079,5.08194,3.68893,4.50378
C3_07680W_A,4.28394,4.12903,8.4693,8.14261,7.95274,7.76306,7.79109,7.52165,10.2785,10.0616,9.38766,9.19319,6.2046,6.06229,6.95673,6.796,5.81907,5.67221,6.06746,5.83397,7.81899,7.64272,8.19616,7.89649,8.11878,7.94759,4.79843,4.72232
C2_00760C_A,40.8854,40.3117,140.699,143.685,56.8238,55.4685,30.976,35.0068,31.2795,30.6191,8.82446,8.64165,31.4522,30.7309,210.87,210.86,10.7595,10.488,12.0212,11.7405,94.3527,92.2256,851.736,836.391,214.001,206.569,310.083,302.497
C3_04560W_B,13.4021,13.2141,22.8964,22.246,23.2559,22.7012,18.1743,17.7509,9.98447,10.1694,7.90954,7.74569,21.388,20.8974,18.8715,18.4355,32.2723,31.4579,36.3203,35.4721,18.0543,17.8015,7.47509,7.20179,12.3551,12.0946,27.5042,26.553
C4_02920W_A,13.9315,14.979,10.8913,4.18843,10.2709,10.0259,15.5137,11.5043,15.1271,19.4844,27.5357,20.0093,9.75804,4.43073,10.2015,15.1185,8.25178,8.04353,10.3666,11.2594,11.2563,16.1473,14.2537,7.90594,18.0962,20.5381,15.016,15.1687
C2_05850C_A,9.19203,9.25687,14.9721,14.417,10.1641,9.08494,9.33683,10.3985,9.07286,8.23298,12.187,12.3732,13.8214,13.5044,9.49201,9.56917,6.3749,6.21402,8.57354,7.42458,8.6471,6.8561,7.05587,8.64363,6.35796,6.69131,6.32319,4.29315
C6_00570C_A,28.7286,28.0834,26.029,24.6298,19.3191,18.8584,23.2159,22.2259,23.6891,22.8577,24.4127,23.3091,32.422,31.1833,26.3346,25.4964,17.1587,16.1946,17.7602,17.111,22.7266,21.9559,29.7429,27.4612,24.5215,23.4526,17.9442,17.213
C2_03920C_A,6.29158,6.1452,6.47298,6.52485,11.8262,10.8726,11.0018,10.7455,12.9135,12.1425,10.5376,9.87765,7.24385,7.20482,9.0285,8.40624,6.62503,7.29497,8.15747,8.16006,6.15301,5.60175,7.3975,7.1704,4.61999,4.25233,5.48567,6.43116
C2_06160W_A,16.626,16.3927,28.6003,27.7879,14.6986,14.348,25.6755,25.0773,22.9166,22.4328,43.037,46.5274,24.5785,24.0148,15.921,15.5531,30.4257,33.551,19.7713,19.3096,41.1438,40.2163,39.1503,37.7189,10.8199,10.5918,23.6198,22.8959
C4_05360C_A,4.07083,4.50524,2.8334,2.75292,4.03962,3.51307,3.34422,3.26631,4.92394,5.49261,4.43991,4.34794,0,1.59076,3.89822,4.27449,7.28105,7.0973,6.90307,6.74185,3.84485,3.75817,1.9915,1.91869,1.81178,1.77357,3.47848,3.37187
C1_08290C_B,4.76195,5.34809,6.12498,5.951,8.50232,7.43573,6.98001,4.96342,6.17231,6.042,4.7804,4.2698,7.85149,7.08914,10.5817,10.0663,15.782,16.4013,13.2545,16.3948,7.22518,7.75876,2.40458,2.31667,3.56678,4.05263,8.03819,8.43688
C4_01530C_A,45.7275,46.3569,55.7036,58.1059,51.1333,47.6297,19.1268,26.1853,88.7027,85.2198,60.3856,49.5518,36.2136,34.9096,28.8129,30.7641,19.2979,18.4897,6.09013,6.78995,52.3504,52.9178,28.5326,30.9123,64.9191,72.9323,10.6413,6.26806
C1_14430C_B,25.4765,25.8676,20.6849,19.4175,25.8787,23.9512,23.1391,23.9882,25.6985,27.2045,30.7203,31.0079,27.0637,26.443,22.9423,23.1224,21.5251,21.8028,20.4512,19.9736,21.7007,24.406,23.5257,21.7427,39.7028,39.7188,23.4397,23.2815
C3_00770C_A,85.8474,82.1564,110.919,108.088,103.472,97.9136,91.3154,93.3547,14.3441,12.7564,2.09066,1.98071,86.4844,80.3879,103.829,100.453,65.2129,65.4272,77.3689,75.8284,104.472,102.942,137.233,139.112,86.8745,81.6427,113.895,111.682
C4_03080W_A,10.929,10.1857,14.4134,14.652,11.5277,10.7475,9.13605,8.40695,10.0463,8.81769,11.9481,13.618,10.0169,9.31891,7.35756,6.51969,18.1013,17.321,10.35,12.375,10.4068,9.92993,6.34959,6.46109,7.15068,6.63804,12.5274,11.0767
C2_08040C_B,3673.99,3687,3255.87,3251.34,3506.13,3488.43,3398.53,3394.19,2337.84,2340.02,2443.7,2442.89,3348.12,3356.56,3037.51,3020.92,3969.79,3984.66,4036.7,4044,2718.11,2717.11,1238.27,1202.94,2091.09,2099.11,3573.61,3538.57
C1_08860C_B,3.83481,3.99817,7.22898,5.68687,5.8275,5.02118,7.56768,7.57733,11.9992,11.0206,7.10755,7.1826,3.87462,3.06157,6.90599,6.26794,6.60014,6.11448,6.63215,5.63388,12.6879,10.6838,7.44638,5.08413,7.06404,7.68062,5.57087,5.49119
C6_02380W_B,29.5449,34.9481,47.563,51.3345,47.8825,47.0713,46.3701,46.3247,21.8995,21.01,18.3828,18.8284,49.5224,50.5441,36.2724,40.3611,2.1071,2.03737,2.86611,1.67898,40.3596,40.7914,12.0666,11.1186,21.4527,24.0366,64.0221,66.2589
C2_09770C_A,8.00885,7.36813,6.33626,4.74557,8.17176,5.70438,6.13933,4.34745,9.41849,8.27201,9.471,8.78983,5.74648,4.0058,8.28719,5.28358,4.22948,4.13687,4.82083,3.18406,5.15883,3.83109,5.12421,3.66167,11.3564,7.67768,4.27242,2.69584
C2_10430C_B,3.23425,3.39248,3.55235,3.2665,3.58956,3.50395,5.54086,5.7894,7.30431,7.1501,10.1795,10.2199,3.54935,3.46795,2.50387,2.44602,3.5879,3.49735,6.18939,6.24199,4.81452,4.70598,4.34159,3.93181,5.3721,5.25883,3.40535,3.45336
C4_03030C_A,5.56067,5.48266,9.33284,9.70229,6.31065,5.29547,4.44624,4.02309,5.94818,4.61686,3.07503,3.43782,12.1311,12.108,3.63995,3.13303,19.1221,19.1241,19.0591,17.9343,3.42221,3.34506,2.88162,2.80167,3.85442,2.96429,13.7099,13.7763
C7_01610W_A,240.299,241.525,195.716,190.156,241.298,235.543,194.399,194.134,189.82,198.396,153.775,156.264,214.213,214,203.319,202.983,214.847,214.467,198.43,198.248,143.202,144.879,85.5144,82.3878,216.969,217.634,165.183,170.443
C1_13800C_A,1.9464,2.15803,1.57079,1.52617,1.29228,1.26146,2.04898,2.00124,2.68284,2.6262,2.7203,2.66395,2.5078,2.45028,1.86387,1.82081,2.15923,2.10474,2.13951,2.08954,2.87734,2.81248,2.76178,2.6608,3.0689,2.73188,2.5886,2.50926
CR_02700W_A,42.0688,41.4785,58.4209,58.8819,70.6828,71.0402,63.7639,64.4432,51.4588,50.3725,66.9992,65.6113,40.9542,40.0149,58.4231,59.2882,59.8015,58.2923,61.9524,60.5055,29.9883,29.3123,47.1079,45.3855,42.8566,41.9529,51.8522,50.263
C7_03400C_A,4.41822,4.041,14.4902,13.1294,9.76715,10.6165,9.8437,8.8968,7.38175,4.71205,5.46012,5.04319,7.84055,8.02931,9.71183,8.67218,27.0833,26.7539,22.0444,19.5532,7.3485,7.56516,5.50972,5.06207,7.90978,8.62678,14.0134,12.8896
C1_10510W_A,8.09362,5.09998,15.2394,14.8066,11.146,12.0887,6.02389,5.88355,10.0433,8.68216,7.99753,4.75934,19.6584,16.6631,6.77702,6.01954,0,0,3.82239,3.73312,16.4352,14.7368,20.8609,21.4153,13.1825,10.0678,16.4291,14.0627
C3_03640W_A,3.44767,3.95905,2.8523,1.78172,2.98127,2.0367,1.46976,1.43551,5.65197,3.16229,6.81002,6.28022,2.62349,1.83304,2.18858,1.83924,1.47248,1.43532,1.84461,1.5924,1.98554,1.76551,2.75299,2.77842,2.08553,2.12658,1.63118,1.92222
C7_02230W_B,0,0,4.36643,4.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2_04320W_B,4.60786,4.54321,4.76032,4.62511,5.05742,4.93679,3.79279,3.70443,4.05065,3.96513,3.65246,3.5768,3.60543,3.52274,3.6133,3.52982,3.26008,3.17781,3.96037,3.86788,3.16294,3.09163,5.11223,4.92531,2.41549,2.05195,3.93135,3.81086
C4_04970C_A,434.833,428.732,251.929,257.538,296.222,305.556,309.223,319.395,343.971,355.939,463.678,454.072,281.931,285.042,375.45,371.22,350.622,341.773,322.886,333.487,442.439,437.463,296.903,280.272,466.44,472.622,381.656,394.5
CR_00380W_A,4.24443,4.18488,3.91246,3.08396,2.33612,2.2804,6.97277,6.44414,11.3706,11.1305,11.7461,11.5028,4.37839,4.27797,3.68094,3.59589,4.70853,4.15663,4.54045,4.43441,5.43031,5.30789,4.85033,4.67299,7.63081,7.01986,5.06043,4.90533
CR_05360C_B,2.85321,2.81318,5.61094,5.45156,2.68954,2.29744,2.83967,2.77351,10.1029,4.52481,5.09101,6.14058,5.13519,5.87262,6.27816,6.13311,6.14598,5.99087,6.04825,5.907,7.7518,8.49135,6.8088,5.55488,7.47426,9.53372,5.69567,5.52111
