,GD1_S1_R1_001 RNA-Seq (Reads) (extracted reads) [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq (Reads) (extracted reads) [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq (Reads) (extracted reads) [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq (Reads) (extracted reads) [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq (Reads) (extracted reads) [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq (Reads) (extracted reads) [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq (Reads) (extracted reads) [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq (Reads) (extracted reads) [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq (Reads) (extracted reads) [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq (Reads) (extracted reads) [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD14_S14_R1_001 RNA-Seq (Reads) (extracted reads) [GD14_S14_R1_001] (single) sampled (GE) - CPM,GD15_S15_R1_001 RNA-Seq (Reads) (extracted reads) [GD15_S15_R1_001] (single) sampled (GE) - CPM,GD16_S16_R1_001 RNA-Seq (Reads) (extracted reads) [GD16_S16_R1_001] (single) sampled (GE) - CPM,GD17_S17_R1_001 RNA-Seq (Reads) (extracted reads) [GD17_S17_R1_001] (single) sampled (GE) - CPM,GD18_S18_R1_001 RNA-Seq (Reads) (extracted reads) [GD18_S18_R1_001] (single) sampled (GE) - CPM,GD19_S19_R1_001 RNA-Seq (Reads) (extracted reads) [GD19_S19_R1_001] (single) sampled (GE) - CPM
CAALFM_C303410CA,158.7589274,124.1519991,134.2306884,90.99879407,72.99725445,73.48440232,117.0805973,200.6125798,123.3938873,245.2273914,256.6200869,396.2101967,296.7163931,146.2837769,235.8680339,292.5935523
NDE1,186.6924602,171.0620522,170.5588767,147.0755417,134.5183236,224.0480071,324.1827759,413.5477997,337.7646236,449.9585163,179.2130182,239.6970694,265.330076,210.5018545,319.0422387,304.7487741
CAALFM_C303430CA,6.095806918,5.341851595,4.918076029,5.641253654,4.86648363,6.855200216,4.816329734,7.886489624,4.914841272,7.7939243,4.048486857,4.774354294,6.645118182,7.005608471,9.083264332,7.255923193
CAALFM_C303440CA,83.13072951,66.00563752,68.52519267,60.84495013,59.48731482,121.1364038,113.6653817,254.6209507,110.2179298,254.7086601,88.41895295,40.70443084,47.58379269,173.3610096,154.9498033,174.2041731
BMT7,18.08646009,19.27978622,21.24608844,25.38564144,29.34416995,21.65240068,26.53359835,42.0378063,30.43018745,48.93298864,18.67701937,20.19919124,27.05512403,17.45842111,52.48108281,50.72944591
CAALFM_C303460CA,318.1877237,306.5117605,253.0514053,316.3131513,397.4537078,421.4276133,543.5447029,310.1080384,502.0458074,434.7724163,5.829821074,3.427741544,3.322559091,28.24483415,7.005393406,16.31032307
CAALFM_C303470WA,652.4523009,546.7108805,485.3157425,265.0046062,189.0665207,122.3904039,110.8631535,299.4049454,144.935532,366.95724,400.0984611,258.0599705,77.84281299,80.56449741,158.3337645,114.0482286
ALT1,315.7761957,321.4321046,371.281953,276.757218,247.9727629,127.991604,133.806397,152.6599063,113.4596336,127.3543301,281.9906045,231.5561832,121.5700639,141.3353709,97.00688835,113.1179821
RSN1,159.629757,193.7188711,215.8051761,183.1392704,182.6747213,113.5288036,170.7607815,136.9573421,188.646248,213.3285466,104.3969811,86.91773201,88.40380438,117.1493416,109.8303204,157.9558664
SKN2,63.57055786,57.3481539,65.70549574,42.44371797,35.95387159,28.84200091,34.94028298,61.75403036,31.26675618,54.7985193,56.73279582,66.47370209,57.55146997,32.35923913,63.28601162,56.37294173
CAALFM_C303510CA,16.1438403,12.89412454,16.39358676,16.0507098,16.27003482,32.52040103,28.19742135,58.09244589,30.63932963,53.99502195,36.43638171,35.8076572,36.60748141,42.7564517,63.22664388,70.82277167
PRE9,100.34636,85.83802908,88.26307113,70.31419733,57.96199905,81.76080258,71.19411043,93.37040394,48.73012836,98.26772596,61.15914145,72.28862078,42.24396558,62.66127577,71.65686306,65.67540736
CAALFM_C303530WA,3.550305128,3.868237362,3.278717352,4.163782459,3.704338285,3.594800113,2.627088946,6.619018077,2.927990545,4.660284633,3.616648259,4.345886601,4.56851875,3.780804571,5.936774073,6.697775255
CAALFM_C303540WA,20.89990943,23.76202951,22.55757538,24.04248581,26.72934292,26.33400083,22.59296493,34.5033921,24.26049309,32.94339137,20.62029306,18.48532047,22.96125657,29.13443523,42.50730236,37.3338954
ULP1,10.24899405,9.087287771,11.21321335,9.133458297,7.989749243,8.945200282,13.66086252,16.12505468,11.92110436,18.88218774,15.65414918,19.83193322,17.14677817,14.51161755,16.68233515,21.58172027
CAALFM_C303560WA,11.7896925,10.43810082,10.81976726,9.805036113,10.31403993,10.36640033,14.01114104,17.74460165,13.69881291,22.0158274,17.54344305,24.05540048,21.95262256,13.84441674,23.21278663,22.44995039
CAALFM_C303570CA,12.25860072,7.920676503,11.93453116,12.7599785,14.74471906,20.56560065,15.58739441,48.30474895,11.92110436,42.58535958,1.457455269,0.673306375,0.296657062,3.391604101,7.836541776,10.48077794
GTT13,9.780085824,10.99070615,12.1312542,12.89429407,12.12989203,5.016000158,6.480152733,13.0267909,7.842831818,12.3738592,26.23419483,26.87104532,14.47686461,7.22800874,34.73012833,22.69801614
CAALFM_C303590WA,14.67012874,9.394290736,8.65581381,9.200616079,5.810726722,6.186400195,7.355849048,10.21018746,8.470258363,8.11532324,8.582792137,11.14016002,8.12840349,3.61400437,7.658438554,9.054399881
GTT12,3.081396904,2.82442728,2.557399535,2.551995701,2.542192941,5.266800166,12.08460915,4.999471101,9.515969272,8.838470855,1.241535969,1.897499783,0.652645536,0.945201143,1.484193518,1.302345188
FUR4,21.77073899,16.88516309,15.93456633,13.09576741,14.59945089,11.20240035,15.76253367,18.16709217,12.44395982,20.73023164,18.29916059,24.78991652,27.11445544,13.12161587,19.8288254,19.96929289
CAALFM_C303620CA,0.133973778,0,0,0,0.072634084,0.167200005,0,0.070415086,0.313713273,0.803497351,0.053979825,0,0,0.444800538,0.296838704,0.310082188
ECM18,3.148383793,5.03484863,5.11479907,5.506938091,5.084385882,3.929200124,3.240076366,8.379395225,6.065123272,9.641968206,3.076850011,4.28467693,3.55988474,3.836404639,7.836541776,6.57374238
DAL9,16.41178786,18.35877732,19.21328369,16.38649871,15.10788948,11.78760037,14.53655883,15.91380942,14.74452382,17.43589251,14.25067374,16.15935299,12.69692224,10.45281264,18.52273511,21.27163808
HBR3,61.89588563,60.78658711,48.45944247,54.53211866,47.50269095,42.13440133,48.16329734,65.41561483,52.80840091,72.23441181,48.52786246,56.80257416,47.22780422,29.24563536,40.48879918,49.24105141
IRS4,27.59859835,27.75306806,29.63960487,31.83278848,29.34416995,21.31800067,25.39519314,31.47554341,23.42392436,33.42548978,20.18845446,27.85040005,27.47044391,18.07002185,34.37392188,34.10904065
CAALFM_C303670WA,49.36933735,70.48788081,62.36120404,108.7956062,127.1822811,89.61920283,74.60932606,111.6783263,87.52600309,107.8293444,29.14910537,35.13435083,53.69492816,48.42765855,79.4340371,92.46650838
CAALFM_C303680WA,59.41737073,54.95353077,60.13167624,59.97189897,72.12564544,58.35280184,73.29578158,99.91900693,78.01003381,102.1245132,39.56721155,43.76491436,43.19326818,40.58804908,90.23896591,81.36556606
CAALFM_C303690WA,4.22017402,4.666445071,5.639393846,6.984409286,5.95599489,9.112400288,11.90946989,9.013130999,9.620540363,14.14155337,3.616648259,1.713870772,2.966570617,6.505207866,7.955277258,8.000120443
CCC1,87.08295597,67.72485413,74.68918129,74.94808426,71.8351091,21.56880068,23.73137014,56.12082348,21.54164473,38.16612415,146.8251233,152.8405471,136.1655913,65.8304796,112.9174429,94.20296863
GTT11,174.3668726,115.6173167,116.0665943,110.2730774,111.6385871,102.2428032,90.98484715,76.5411984,79.89231345,75.12700227,34.87096679,45.29515612,42.00663993,22.62922736,44.70390877,49.24105141
PHB1,21.77073899,12.64852217,15.27882286,13.02860963,10.60457627,6.270000198,7.005570522,15.35048873,5.542267818,13.57910522,12.30740004,17.19991739,13.64622484,5.504406656,13.17963844,13.33353407
CAALFM_C303740WA,15.80890585,12.28011861,14.75422809,12.15555847,8.861358251,8.109200256,9.632659467,18.09667708,8.470258363,14.14155337,17.0036448,22.34152971,17.85875511,10.73081297,18.99767703,18.48089839
ORC3,51.5129178,43.04181572,48.59059116,42.37656019,33.70221499,36.95120117,37.12952376,59.07825709,33.46274909,53.51292354,53.54798616,51.78338118,49.067078,46.25925593,66.07629543,58.79158279
CAALFM_C303760WA,148.9788416,125.3186104,140.5258257,106.5793994,91.30104362,47.73560151,66.1150718,76.82285875,45.48842454,64.60118698,126.906568,149.5964345,117.4761964,80.00849674,99.02539154,95.00918232
CAALFM_C303770CA,38.51746129,39.17357836,41.31183864,37.47404213,35.59070117,32.77120103,38.18035934,44.29108905,33.77646236,45.3976003,28.5553273,33.29806071,27.94509521,35.75084323,42.5666701,47.87668978
CAALFM_C303780WA,1.67467223,1.228011861,0.655743471,0.201473345,0.871609008,0.167200005,0.875696315,1.267471547,1.359424182,0.64279788,1.295515794,0,0.652645536,1.334401614,1.424825778,1.054279438
MEU1,15.80890585,16.02555478,17.50835066,15.58060533,12.42042837,17.13800054,18.12691372,19.9978844,15.37195036,21.05163058,21.86182903,37.03185061,28.59774075,18.79282272,22.61910922,22.26390108
PTR22,564.699476,584.2266428,489.2502033,529.1361612,567.7080007,436.7264138,424.8878521,303.0665298,500.0589567,395.9634943,687.3251086,901.4960261,1079.713042,591.7515155,565.2996272,494.3330237
RAD53,14.00025984,16.82376249,16.26243807,18.40123216,17.65008242,19.81320063,22.15511677,33.37675073,22.69192673,27.64030886,9.770348281,14.50669189,15.24817297,18.01442178,27.90283814,30.8841859
CAALFM_C303820CA,18.42139453,16.82376249,16.00014068,14.64039639,13.58257371,10.45000033,15.58739441,20.34995983,14.22166836,20.89093111,20.56631323,19.95435256,23.61390211,15.17881835,25.11255433,26.35698596
CAALFM_C303830WA,15.13903696,13.87653403,12.85257202,11.75261178,8.716090083,9.279600293,10.68349505,19.9978844,8.365687272,16.06994701,12.41535969,17.19991739,13.52756201,9.785611832,21.01618022,16.31032307
CAALFM_C303840CA,28.93833614,25.48124611,26.22973882,25.38564144,22.66183422,24.74560078,27.05901614,42.95320242,22.79649782,38.48752309,37.46199838,38.99056006,32.86960243,32.80403966,50.99688929,43.65957203
SOL1,13.39737784,12.77132335,13.44274115,12.22271625,12.12989203,26.41760083,27.32172503,36.96792011,30.95304291,40.01416805,11.01188425,10.772902,12.34093377,28.24483415,38.52966373,33.73694202
CAALFM_C303860WA,3.282357571,7.429471758,7.278752522,7.723144884,12.49306245,4.598000145,7.093140153,8.590640483,7.947402909,9.240219531,1.619394743,2.509596488,3.025902029,4.392405311,8.014644999,7.628021818
SAP9,2045.109727,2937.834175,3574.916678,3814.897784,4630.13232,3101.392898,3333.775872,3999.15439,3314.903582,4342.66213,1289.793933,1507.839021,2181.616032,1393.949285,3160.026104,3088.604639
PEP8,39.32130396,43.96282462,45.37744816,39.69024892,37.76972369,55.92840176,69.4427178,64.00731311,59.814664,88.54540802,23.103365,30.8496739,34.53088198,39.03124719,64.77020514,60.65207592
CSC25,205.1138548,187.2104082,211.6739923,154.7986866,141.4911957,134.7632043,159.6394383,211.6677483,144.4126765,240.486757,170.5222664,201.7470737,173.1290612,136.7205653,249.7007175,245.771142
HTB1,95.12138267,68.70726362,65.77107009,46.47318487,41.47406198,60.2756019,65.32694511,60.41614373,56.88667345,85.41176836,47.39428614,35.31797984,38.38742378,55.04406655,79.7308758,79.75313868
HTA1,41.19693686,31.7441066,32.52487614,23.7066969,17.57744833,38.0380012,31.17478882,21.26535595,22.58735564,27.15821045,17.48946322,18.30169146,14.29887037,21.07242548,22.32227051,25.67480514
CAALFM_C303920WA,7.234584034,5.219050409,6.819732093,7.454513757,5.374922218,4.76520015,2.88979784,5.140301273,5.019412363,3.455038607,5.505942125,6.855483088,7.475757954,3.447204168,5.758670851,7.752054693
CAALFM_C303930WA,10.11502027,7.552272944,7.934495993,7.723144884,6.827603898,5.852000185,7.180709785,10.13977237,7.006263091,8.195672975,8.96065091,11.44620837,6.407792532,4.948405983,11.10176752,12.27925463
CAALFM_C303980CA,6.832662699,8.657483619,9.049259893,10.61092949,13.50993963,4.012800127,7.355849048,9.153961171,8.679400545,12.6149084,6.69349827,10.28322463,10.44232857,7.950809614,12.11101911,15.50410939
AAP1,70.87212878,138.3355361,196.3295951,297.4418147,422.2219304,224.1316071,239.4153726,141.9568132,256.0946016,169.1361923,33.3595317,33.5428994,36.19216153,141.390971,146.8164228,186.8555263
CTN3,916.581605,1117.490793,1527.226543,1635.35914,1604.19638,710.2656224,835.2391454,1351.617574,844.8298434,1082.55198,920.8958104,1127.971807,1082.204961,937.3615334,2130.352008,1862.787734
tE(UUC)6,0.066986889,0.184201779,0.196723041,0.201473345,0.072634084,0,0.175139263,0.140830172,0.104571091,0.16069947,0,0.06120967,0.059331412,0.111200135,0.059367741,0.434115063
ZCF16,145.2275758,136.1865154,167.214585,133.8454587,141.7090979,62.86720198,44.66051208,82.10399019,35.76331309,44.03165481,123.6677785,91.99813466,64.49324521,79.11889566,73.97220495,75.03988943
PEX8,15.60794519,13.2625281,15.21324852,14.2374497,13.29203738,22.3212007,10.59592541,22.46241241,11.92110436,15.26644966,27.2598115,19.77072355,21.95262256,34.19404134,36.03621862,35.28735296
CAALFM_C304040WA,0,0,0,0.067157782,0.145268168,0.250800008,0.437848158,0.070415086,0.209142182,0.401748675,0.053979825,0,0,0.333600403,0.178103222,0
tA(AGC)2,0,0,0.065574347,0,0,0,0,0.070415086,0,0,0,0.06120967,0,0,0,0
HEM13,22.57458166,21.36740638,28.26254358,25.45279923,27.67358601,33.18920105,37.91765045,51.40301273,43.81528709,48.45089023,32.87371328,53.80330031,49.30440365,42.03365082,67.50112121,78.32676062
CDR11,4417.383422,4989.719194,5752.706318,5638.768816,6008.945137,5634.723778,7848.953643,4490.440445,7041.608119,5891.162224,559.3389441,611.3009786,516.7766015,932.6355277,887.8445626,1287.709309
CAALFM_C304080WA,111.3991968,113.4682959,141.3127179,124.5105271,118.6840933,83.93440265,95.71360725,96.46866772,76.9643229,85.9742165,101.64401,181.3642535,118.128842,89.62730837,77.17806295,81.48959893
SBP1,147.9740383,152.4576725,177.3130344,161.1786758,164.4435662,204.9872065,196.9441013,300.1090962,189.1691034,249.3252279,183.8013033,259.9574703,287.1640357,228.7386766,334.4184835,277.5855744
CAALFM_C304100WA,0.669868892,0.368403558,0.852466512,0.940208942,1.307413513,1.421200045,0.437848158,1.689962062,0.731997636,1.767694171,0.971636846,1.285403079,2.373256494,2.446402958,5.343096666,3.845019128
MBP1,79.98234571,77.42614783,74.82032998,63.32978805,53.82185626,34.44320109,40.71987866,57.66995537,38.69130363,49.41508705,79.62024152,84.28571618,78.851447,54.87726635,69.93519858,74.35770861
CAALFM_C304120CA,12.19161384,12.46432039,12.2624029,14.17029192,17.86798467,15.13160048,10.77106468,11.12558358,13.69881291,14.86470098,10.79596495,11.32378903,11.39163117,13.95561687,16.20739322,16.99250389
CAALFM_C304130WA,24.24925389,22.41121646,24.32808276,20.34880782,15.32579173,15.13160048,15.93767294,47.74142826,15.47652145,39.53206964,32.17197556,39.29660842,45.03254196,30.30203664,75.45639847,68.52816349
EGD2,47.761652,55.32193433,55.67262064,43.65255804,39.44030763,46.89960148,68.74216074,47.67101317,49.88041036,48.45089023,69.57999411,109.3204714,77.60548734,61.93847489,39.42017984,42.97739122
CAALFM_C304150WA,13285.37576,12946.49925,15786.23716,14309.24137,14929.42753,42848.17815,39982.27965,29758.26029,44237.96344,35803.92229,12455.19681,17748.90693,15752.78663,15394.54661,20120.43975,20575.00743
DAL8,56.20200004,71.77729327,79.80398036,106.1764527,162.8456164,42.21800133,51.92879149,62.0356907,54.58610945,67.33307797,15.16833076,15.36362728,13.82421907,11.12001345,18.99767703,20.03130933
CAALFM_C304170WA,52.58470803,74.35611818,62.55792708,128.4728362,196.6930995,64.62280204,73.20821195,76.82285875,92.85912872,74.08245571,2.968890362,2.999273851,3.144564854,2.057202487,3.977638629,4.527199941
