,cyr1∆/∆ pH 4 replicate 1,cyr1∆/∆ pH 4 replicate 2,cyr1∆/∆::CYR1 pH 4 replicate 1,cyr1∆/∆::CYR1 pH 4 replicate 2,cyr1∆/∆ pH 7 replicate 1,cyr1∆/∆ pH 7 replicate 2,cyr1∆/∆::CYR1 pH 7 replicate 1,cyr1∆/∆::CYR1 pH 7 replicate 2
orf19.7128,492,466,425,509,535,532,297,372
orf19.713,1235,754,1717,1625,667,636,1001,1181
orf19.7130,57,56,142,141,56,46,67,84
orf19.7131,1185,1090,2999,2944,1094,921,1209,1370
orf19.7136,2638,3314,4578,3868,4067,4496,2160,2626
orf19.7139,386,390,427,372,329,303,206,257
orf19.714,146,138,162,176,171,201,151,177
orf19.7140,2291,2058,1329,1338,1923,1781,449,563
orf19.7141,1879,1719,1258,1195,1580,1510,740,925
orf19.7144,1844,2350,2479,2056,2048,2207,1088,1601
orf19.7148,34,48,144,94,40,47,47,49
orf19.7149,13580,8174,5138,7491,8945,11215,4417,2143
orf19.715,324,359,13987,16196,315,252,5444,7732
orf19.7150,3319,5333,2170,2324,3835,4026,602,830
orf19.7151,3,1,3,6,2,2,3,6
orf19.7152,1728,2745,2385,2116,4549,4980,440,704
orf19.7153,384,453,1111,1049,976,997,778,1025
orf19.7154,81,146,361,435,169,218,207,325
orf19.7156,222,192,1235,993,208,192,579,699
orf19.7157,25,40,61,39,59,62,43,48
orf19.7158,130,122,365,272,113,104,178,237
orf19.7159,264,276,425,388,353,326,222,304
orf19.716,369,423,3551,3891,333,347,2099,2889
orf19.7160,181,200,500,475,186,207,284,346
orf19.7161,884,1229,2032,2058,1342,1393,1107,1264
orf19.7163,280,287,253,309,274,225,253,216
orf19.7164,934,943,896,897,844,827,583,612
orf19.7165,550,440,488,465,341,373,270,303
orf19.7166,115,142,859,959,71,95,399,528
orf19.7167,1,1,28,23,0,0,8,5
orf19.717,13149,9996,51615,43302,15083,15243,43176,60552
orf19.7170,0,0,18,11,0,0,3,7
orf19.7173,58,70,226,222,35,39,204,280
orf19.7175,723,824,933,906,962,1093,565,759
orf19.7176,951,1208,929,852,962,1054,489,541
orf19.7177,2817,2366,3215,3052,2558,2492,2425,3112
orf19.7178,3684,3646,4140,3835,2970,2912,2043,2477
orf19.7179,1472,1359,1964,1599,1450,1423,942,1391
orf19.718,70,59,156,185,45,48,140,153
orf19.7181,814,671,896,806,788,875,615,677
orf19.7182,353,311,644,616,287,342,370,396
orf19.7183,777,495,795,779,502,450,399,449
orf19.7184,1250,804,1113,1171,688,579,504,567
orf19.7185,1837,1979,1466,1339,1905,1853,686,819
orf19.7186,595,730,529,542,961,997,185,201
orf19.7187,3720,2896,4028,4206,3539,3338,2202,1951
orf19.7188,1708,1648,1217,1425,1362,1241,377,412
orf19.719,2241,1965,2016,1775,1224,1220,933,967
orf19.7190,36,55,376,407,134,135,332,328
orf19.7192,1,2,41,32,0,1,38,45
orf19.7193,2782,2574,5430,4425,3270,4095,4789,6584
orf19.7194,54,40,157,252,53,75,167,167
orf19.7195,513,520,1141,1138,458,499,526,622
orf19.7196,10792,15020,7681,6923,11187,11680,6718,8147
orf19.7197,83,114,217,263,76,138,158,218
orf19.7198,359,397,338,369,370,475,235,253
orf19.7199,1725,993,844,1293,954,1415,436,286
orf19.720,104,63,208,171,45,26,82,93
orf19.7200,643,809,312,362,1016,959,194,180
orf19.7201,4465,4265,2739,2601,4128,3991,2098,1941
orf19.7202,247,199,469,401,252,277,247,238
orf19.7203,515,511,930,910,655,751,556,489
orf19.7204,361,295,418,537,217,273,306,284
orf19.7205,360,461,429,371,337,338,203,297
orf19.7206,456,397,338,412,330,350,226,240
orf19.7207,835,790,912,849,644,600,436,582
orf19.7208,1,1,6,5,1,0,13,5
orf19.7209,39,22,162,128,16,21,20,41
orf19.721,140,177,108,109,115,120,65,90
orf19.7210,1714,1722,1115,1133,1132,1242,518,576
orf19.7212,1472,1686,1222,1210,1673,1881,689,878
orf19.7213,1009,1019,882,877,891,973,568,598
orf19.7214,4897,5269,2097,1964,4486,4391,1548,2086
orf19.7215,607,829,1293,1148,713,750,1326,1662
orf19.7215.3,6859,3513,11368,12194,5640,4970,13219,14204
orf19.7216,951,879,1886,1907,1167,1164,1410,1560
orf19.7217,8995,8770,6288,6716,11154,11319,3162,3714
orf19.7218,252,448,261,122,283,291,8,20
orf19.7219,8050,10739,19867,17325,5311,5477,4919,6481
orf19.7221,1424,1539,1555,1402,2151,2169,937,1184
orf19.7222,578,309,2307,2117,422,394,1396,1569
orf19.7223,65,58,99,124,93,126,103,151
orf19.7224,2874,2923,5883,5324,3219,3339,3515,4164
orf19.7225,1076,863,1535,1454,285,325,2856,3290
orf19.7227,931,566,1203,1338,790,700,3157,3525
orf19.7228,1265,1129,1460,1264,1038,1006,1059,1170
orf19.7229,1109,1006,3187,2833,1010,1116,866,1069
orf19.723,1697,2135,2730,2706,1704,1625,3964,4600
orf19.7231,39,40,311,381,121,138,684,789
orf19.7232,415,560,1341,1268,1197,1075,950,889
orf19.7234,993,1093,1389,1394,1436,1662,936,1018
orf19.7235,1137,1102,2090,1959,920,1037,836,1094
orf19.7236,654,840,1070,996,1240,1259,428,525
orf19.7237,209,203,208,225,174,181,127,131
orf19.7238,1921,2463,2472,1844,2552,3160,833,1343
orf19.7239,7837,7364,17295,14800,4997,4918,15215,19038
orf19.7242,6572,7318,3101,2903,7216,7014,2000,2546
orf19.7243,460,477,572,497,511,515,309,333
orf19.7244,747,877,4708,4925,713,711,1291,1820
orf19.7245,148,109,849,754,77,94,559,677
orf19.7247,2918,2746,6049,5328,4252,4358,15385,17910
orf19.725,73,56,38,43,50,65,19,45
orf19.7250,939,820,1186,1198,793,733,1021,1197
orf19.7251,2391,2443,679,626,1038,1082,260,347
orf19.7252,8,9,1,1,12,7,4,2
orf19.7254,294,336,410,392,323,358,177,225
orf19.7255,366,416,740,830,479,346,386,448
orf19.7256,716,848,925,891,969,823,543,635
orf19.7257,532,449,756,625,418,417,294,398
orf19.7258,3135,2725,2770,2565,2191,2223,1183,1544
orf19.726,1380,1176,1410,1492,1177,1512,922,1101
orf19.7260,386,524,735,761,318,252,179,324
orf19.7261,4432,4521,5964,5791,5055,5013,3576,3973
orf19.7263,806,761,1569,1590,588,454,618,675
orf19.7264,3816,4014,4770,4930,3908,3629,3378,3889
orf19.7265,1076,1551,1150,852,1003,1063,271,409
orf19.7266,363,533,495,404,302,238,87,158
orf19.7267,200,167,543,552,108,119,197,194
orf19.7269,2421,2002,3629,4012,2075,1844,2269,2546
orf19.727,193,306,102,104,532,541,116,77
orf19.7270,1892,3079,3350,2317,3035,3212,1192,1745
orf19.7271,2218,2116,2328,2417,2132,2288,1580,1903
orf19.7272,409,584,157,139,581,645,92,135
orf19.7274,748,886,222,209,1008,1162,189,187
orf19.7275,585,806,205,189,717,792,131,213
orf19.7276.1,803,926,522,561,904,739,374,460
orf19.7277,676,895,327,320,678,731,175,247
orf19.7278,0,0,0,1,0,2,0,0
orf19.7279,245,322,717,577,360,397,340,352
orf19.7279.1,1049,400,55777,67701,246,270,33624,21745
orf19.728,381,400,393,399,384,386,302,320
orf19.7280,1,0,126,144,2,1,39,58
orf19.7281,1407,1095,10759,10114,1073,1003,5487,5052
orf19.7282,289,298,1690,1474,395,382,1271,1651
orf19.7283,2084,1596,103,98,2215,2156,18,28
orf19.7284,14043,12252,1960,1681,9281,9051,520,756
orf19.7285,946,743,1664,1643,749,712,899,984
orf19.7286,2741,2485,3880,3504,1940,2221,1995,2222
orf19.7288,1066,798,6901,6504,788,782,5019,4019
orf19.729,550,533,458,501,706,678,407,402
orf19.729.1,2205,1641,2990,2483,1843,2035,1968,2230
orf19.7290,695,707,1084,1040,835,817,693,853
orf19.7291,90,157,491,455,164,189,235,319
orf19.7292,5446,5100,3658,3508,5394,5259,2408,2767
orf19.7293,118,139,570,506,224,234,389,428
orf19.7295,464,398,645,626,262,277,507,680
orf19.7296,1067,534,3316,2904,1265,1321,10706,11956
orf19.7297,6942,8038,6701,7146,6057,5747,2358,3203
orf19.7298,245,276,900,945,462,579,1059,1323
orf19.7299.1,129,112,80,69,185,210,81,103
orf19.73,1369,902,2500,2563,881,962,1768,2120
orf19.730,3218,2203,3768,3211,2680,2839,2378,2887
orf19.7300,516,460,498,470,559,574,448,611
orf19.7301,81,113,403,317,340,381,416,440
orf19.7303,384,364,243,244,496,544,204,201
orf19.7304,3519,3638,1476,1463,6700,7150,1051,1152
orf19.7305,441,423,236,231,350,369,178,153
orf19.7306,1324,1327,4534,4881,1208,1295,1032,1776
orf19.7307,377,312,929,1016,408,362,484,429
orf19.7308,5119,4510,16867,17195,8100,8360,16064,17001
orf19.731,360,412,340,260,614,680,181,218
orf19.7310,27097,28662,1326,1116,25662,25656,527,724
orf19.7311,601,547,236,222,668,615,126,167
orf19.7312,571,1066,1217,1253,1463,1544,788,857
orf19.7313,60,75,2846,2868,42,46,2484,1389
orf19.7314,456,399,5431,5771,168,163,10122,8070
orf19.7316,776,528,732,606,575,596,667,622
orf19.7317,425,415,693,562,437,464,744,1002
orf19.7319,491,345,1774,1362,357,417,3339,3082
orf19.732,271,226,267,290,265,275,219,344
orf19.7320,36,48,94,69,20,18,52,42
orf19.7321,538,532,407,353,689,733,328,400
orf19.7322,2495,2035,5261,5439,1674,1661,12198,14112
orf19.7323,1265,1503,4537,4021,2266,2604,6411,6643
orf19.7324,535,677,181,161,488,487,143,123
orf19.7325,4731,3419,7172,6355,3742,4211,4552,5095
orf19.7326,504,492,476,419,459,448,152,279
orf19.7327,299,330,430,466,345,470,288,338
orf19.7328,1525,1585,931,826,2381,2409,618,638
orf19.7329,3962,2587,5938,5447,2547,2524,4599,4925
orf19.733,2425,2085,1464,1284,1194,1198,613,924
orf19.7330,13,12,9,14,7,6,4,13
orf19.7331,119,145,239,184,100,125,69,85
orf19.7332,167,229,914,797,268,327,363,539
orf19.7335,2859,2773,3075,3027,2543,2399,1939,2164
orf19.7336,2,1,33,19,0,3,21,17
orf19.7337,849,924,638,641,1045,1066,709,877
orf19.7339,803,953,1025,1400,741,707,690,578
orf19.734,42748,40069,10249,9520,36959,37574,6092,6515
orf19.7340,9,10,24,12,5,2,31,34
orf19.7341,2858,2540,4080,4160,3238,3500,3074,3124
orf19.7341.1,3466,2686,4441,4797,2005,2129,7002,7279
orf19.7342,359,282,523,568,214,233,313,386
orf19.7343,1555,798,2830,3327,802,1578,1738,1267
orf19.7344,883,871,583,540,518,571,150,200
orf19.7345,417,295,847,734,291,326,544,597
orf19.7347,359,315,652,582,344,318,591,659
orf19.7348,58,52,38,44,52,71,43,38
orf19.7349,2419,2844,5543,4385,2655,3060,2419,3080
orf19.7350,13707,12422,13373,12995,11321,11094,13549,14806
orf19.7353,257,375,499,477,546,571,451,554
orf19.7354,117,186,227,242,255,372,151,131
orf19.7355,510,536,482,434,437,426,342,335
orf19.7356,77,22,3586,4801,21,32,9510,4605
orf19.7357,732,638,3193,2876,443,400,2098,1835
orf19.7358,68,75,338,340,111,128,108,143
orf19.7359,494,634,1803,1624,512,483,565,998
orf19.736,1436,1363,2138,1948,1037,1121,1137,1270
orf19.7360,85,128,193,178,109,152,133,142
orf19.7361,85,145,167,143,104,99,57,99
orf19.7362,28,34,74,66,1185,1234,1671,1688
orf19.7363,2672,2710,2273,1921,3157,3362,502,841
orf19.7364,6,10,40,50,4,5,18,24
orf19.7365,1081,1078,742,755,933,1015,377,422
orf19.7366,428,293,289,352,214,214,138,149
orf19.7367,893,1021,1201,1122,871,1021,444,657
orf19.7368,930,954,2548,2280,1503,1568,1156,1307
orf19.7369,219,161,891,828,174,194,836,989
orf19.7370,122,153,894,1019,170,216,954,1445
orf19.7371,333,254,2437,2213,204,205,1096,1674
orf19.7372,463,490,1108,1288,645,618,570,809
orf19.7374,2098,2469,2603,2702,860,839,902,1108
orf19.7375,110,131,161,173,206,181,173,149
orf19.7376,288,267,1079,986,255,249,749,848
orf19.7377,359,430,422,418,504,500,354,388
orf19.7378,1353,1535,2172,2007,1270,1160,1175,1458
orf19.7379,377,407,807,575,376,361,335,477
orf19.738,3223,3049,2309,1964,2402,2383,1033,1264
orf19.7380,196,288,227,215,167,206,138,175
orf19.7381,495,637,962,922,631,702,1091,1622
orf19.7382,3798,4321,3386,3382,5015,4994,2107,2330
orf19.7383,717,763,1012,933,1174,1324,571,655
orf19.7384,292,312,647,625,645,637,353,425
orf19.7385,426,604,72,65,482,468,34,48
orf19.7386,318,232,1121,1046,346,355,507,424
orf19.7387,488,293,939,810,403,466,604,803
orf19.7388,1200,1247,2846,2840,1502,1400,2103,2293
orf19.7389,657,673,747,627,458,448,584,738
orf19.7391,1612,1462,1128,1105,1877,1940,713,766
orf19.7392,800,941,1605,1212,843,996,949,1296
orf19.7393,1103,1579,930,810,1646,1722,489,682
orf19.7394,575,690,428,507,1451,1404,229,268
orf19.7395,2,4,13,3,2,2,8,3
orf19.7396,439,417,151,152,405,430,137,175
orf19.7397,869,944,604,507,993,1021,307,387
orf19.7397.1,101,97,654,521,116,153,112,264
orf19.7397.3,36,11,17,7,12,7,25,9
orf19.7398,84,65,119,139,67,60,97,89
orf19.7398.1,6706,8718,21423,16919,3090,8360,8129,14691
orf19.74,913,918,748,605,704,845,507,489
orf19.740,1037,759,25391,23528,858,871,24371,27018
orf19.7400,496,449,881,698,383,441,377,515
orf19.7401,178,237,497,420,294,335,293,344
orf19.7402,943,1151,1551,1437,1863,1906,1174,1154
orf19.7403,2219,2072,3037,2244,2103,2278,1361,1851
orf19.7404,1653,1979,1407,1290,1284,1467,502,695
orf19.7405,1005,1157,1319,1147,748,957,683,871
orf19.7406,501,435,685,669,632,683,422,417
orf19.7409,1762,1313,1579,1760,2430,2287,1066,896
orf19.7409.1,144,141,427,588,174,183,337,246
orf19.741,8,9,137,167,0,0,494,451
orf19.7410,459,412,1003,1001,327,360,651,868
orf19.7411,31,24,163,146,22,21,61,71
orf19.7412,730,846,983,929,1160,1180,648,780
orf19.7413,225,248,334,310,353,367,216,219
orf19.7414,422,421,238,189,349,402,130,209
orf19.7417,23286,17445,32034,38730,21367,16500,16276,9780
orf19.7419,215,198,135,180,219,213,99,106
orf19.742,1656,927,11910,12902,657,730,7101,4280
orf19.7420,665,616,658,614,714,743,382,517
orf19.7421,6233,5715,4565,4095,5395,5295,2433,2859
orf19.7422,253,330,912,796,397,441,390,613
orf19.7424,94,101,151,173,106,85,131,143
orf19.7425,336,389,1194,1254,636,645,1079,1116
orf19.7426,396,490,550,525,634,652,367,441
orf19.7427,444,576,566,584,537,659,405,560
orf19.7428,1392,1600,1725,1709,1594,1549,1133,1343
orf19.7433,4618,5710,4385,3455,5286,5774,2278,3073
orf19.7434,1057,894,1506,1273,756,903,954,967
orf19.7436,1748,2256,8830,7423,1764,1757,6912,8250
orf19.7436.1,1252,1549,3759,4257,1306,1325,1517,1980
orf19.7437,2004,1924,1225,1303,1641,1743,1054,1343
orf19.7438,6621,7344,4944,4390,7635,7706,3258,3579
orf19.744,13698,16733,5569,4356,15210,15998,3303,4394
orf19.7440,19,14,55,41,7,10,115,106
orf19.7441,246,235,175,193,214,252,186,229
orf19.7442,204,197,181,187,181,152,144,157
orf19.7443,145,107,178,193,122,155,136,147
orf19.7444,485,537,480,467,828,912,538,678
orf19.7445,3491,3491,2030,1681,3956,4583,1329,2215
orf19.7446,1355,1191,1625,1595,1047,1174,1523,1237
orf19.7447,15,8,565,325,5,5,16,68
orf19.7448,2864,3308,4230,4368,5870,5844,2041,2675
orf19.7449,131,126,344,363,113,97,163,193
orf19.745,5167,4392,9398,8003,4618,4720,8921,10441
orf19.7450,670,606,990,1146,638,714,444,595
orf19.7451,2019,2013,2023,1635,2007,2230,1266,1874
orf19.7452,153,182,113,97,216,219,102,86
orf19.7453,218,204,126,136,210,203,66,106
orf19.7454,563,612,673,549,709,688,461,482
orf19.7455,33,31,168,124,67,62,126,181
orf19.7456,243,178,160,240,171,210,243,219
orf19.7457,76,81,216,152,92,109,135,154
orf19.7458,431,408,324,319,343,369,209,210
orf19.7459,5980,6111,5098,4416,7232,8570,3118,4162
orf19.746,173,177,286,267,125,118,190,215
orf19.7460,97,82,194,238,101,93,95,147
orf19.7463,65,61,234,155,79,77,134,151
orf19.7464,2,0,11,10,1,0,9,11
orf19.7466,11775,15053,9375,8904,14606,14407,8701,8788
orf19.7468,318,242,855,880,466,438,1123,1331
orf19.7469,5779,7607,26745,27914,6324,6406,13244,13100
orf19.747,185,180,876,898,105,105,429,448
orf19.7472,145,121,708,606,97,110,484,651
orf19.7473,1375,1311,3162,2908,884,933,1186,1518
orf19.7475,544,537,414,369,442,524,219,222
orf19.7477,1255,1382,1968,1863,1749,1927,1634,1887
orf19.7478,555,730,855,839,1096,1274,418,464
orf19.7479,1087,1574,963,857,1357,1649,707,1034
orf19.748,1786,1854,1307,1113,1797,1782,816,1029
orf19.7480,4,2,15,17,8,4,33,21
orf19.7481,6127,4135,37791,34529,9482,8951,52657,51654
orf19.7482,22,15,16,11,18,23,21,23
orf19.7483,5487,4830,3288,2675,5138,5499,1906,2381
orf19.7484,1325,1410,1690,1753,1154,1035,523,798
orf19.7485,1365,1302,1442,1353,1706,1675,789,885
orf19.7486,270,241,611,581,444,408,277,292
orf19.7487,5050,5270,3143,2693,4316,4581,1473,2022
orf19.7488,173,199,276,352,153,195,199,247
orf19.7489,1263,1591,2061,1950,2241,2236,1471,1786
orf19.7489.3,329,247,757,763,209,252,465,490
orf19.7490,151,104,246,159,125,131,167,184
orf19.7491,169,188,215,228,235,235,185,211
orf19.7492,720,867,870,758,976,1031,597,769
orf19.7494,207,266,468,432,302,347,321,374
orf19.7495,34,34,72,58,12,18,65,83
orf19.7497,1463,1349,1226,1301,1331,1449,678,825
orf19.7498,5120,4633,4212,4789,2606,2811,4313,4798
orf19.7499,1474,1644,983,881,1493,1761,377,507
orf19.7499.1,137,109,118,128,184,150,68,86
orf19.750,89,92,57,45,89,103,39,39
orf19.7500,838,589,3386,2400,1145,1280,2234,3145
orf19.7501,3522,3128,5269,4549,3766,3990,2971,3408
orf19.7502,5441,4977,3190,3037,5607,6772,1645,2082
orf19.7503,369,263,548,474,64,71,164,198
orf19.7504,1656,1444,4505,4846,1694,1551,6608,7949
orf19.7506,266,331,163,130,372,384,131,151
orf19.7507,172,221,491,547,167,191,246,283
orf19.7509.1,6152,5091,9140,10009,6021,5612,7260,5792
orf19.7509.2,930,760,998,905,817,748,689,671
orf19.751,183,174,101,129,185,203,126,92
orf19.7510,3110,3619,4144,3614,3875,3714,2817,3682
orf19.7511,2612,2633,2928,2490,3149,3202,1892,2244
orf19.7512,1344,1304,652,580,1242,1189,339,482
orf19.7513,133,103,719,617,149,137,371,476
orf19.7514,10667,6658,157524,132683,38956,37997,186381,204995
orf19.7516,719,692,1416,1168,938,956,661,874
orf19.7517,156,109,1276,705,94,111,82,360
orf19.7518,1107,1070,1184,1177,896,875,561,752
orf19.7519,1111,803,1362,1325,820,880,1030,1216
orf19.752,1067,1032,967,888,932,852,589,711
orf19.7520,840,612,5111,4756,861,804,3923,4143
orf19.7521,1451,1595,502,517,2298,2670,375,461
orf19.7522,520,567,1042,855,710,701,901,1031
orf19.7523,1528,1421,2396,2415,1825,1888,1677,1906
orf19.7527,2022,1662,2402,1987,1469,1610,1705,2290
orf19.7529,2887,2593,4545,4002,1950,1786,2393,3196
orf19.753,871,880,1929,1719,996,1047,1859,2210
orf19.7531,4723,4552,2436,2338,3332,3316,1045,1129
orf19.7534,265,783,1808,1826,641,824,486,844
orf19.7537,327,351,703,771,480,426,500,514
orf19.7538,546,836,1349,1167,1089,1231,619,776
orf19.7539,82,58,542,563,68,58,494,640
orf19.7539.1,440,428,1182,845,431,490,432,771
orf19.754,2035,2556,2281,2558,4440,4449,1451,1570
orf19.7544,4645,4425,3103,2960,5664,4965,2047,2522
orf19.7545,362,484,426,392,421,416,344,325
orf19.7546,71,95,429,397,144,149,277,267
orf19.7547,796,726,1156,1077,489,539,817,1116
orf19.7548,33,66,53,60,75,78,51,80
orf19.7549,2312,1119,1271,2074,2403,3304,759,395
orf19.755,102,122,230,306,166,152,142,158
orf19.7550,12484,17861,1302,1142,11573,12145,1658,2055
orf19.7551,4181,3437,5919,5084,4232,4372,4011,4609
orf19.7552,332,313,1043,999,226,312,457,608
orf19.7553,43,56,64,49,114,139,61,65
orf19.7554,170,208,1262,1263,275,308,168,255
orf19.7555,12,14,18,6,17,20,0,12
orf19.7556,252,340,176,192,314,368,132,155
orf19.7557,18,19,80,90,6,10,83,142
orf19.7558,619,703,857,801,775,762,719,1023
orf19.756,24,19,36,35,20,11,30,42
orf19.7561,32766,49019,7308,5882,51518,50113,4949,5342
orf19.7563,566,602,680,618,823,841,411,454
orf19.7564,125,132,426,453,174,213,322,281
orf19.7565,180,256,342,256,290,364,504,495
orf19.7566,132,72,18899,14818,100,114,28103,30301
orf19.7567,602,545,788,680,171,178,464,600
orf19.7568,7,7,52,28,6,0,44,56
orf19.7569,568,548,1368,1331,827,895,542,777
orf19.757,1841,1797,1545,1496,1764,1735,966,1121
orf19.757.1,50,78,86,93,61,81,50,89
orf19.7570,1350,1207,5163,4291,807,783,2167,3062
orf19.7571,2698,2478,5797,5451,2440,2628,4933,5348
orf19.7572,958,1129,1092,999,1298,1345,615,684
orf19.7574,1488,1530,1775,1592,1108,1128,1042,1505
orf19.7576,433,393,468,419,262,316,253,257
orf19.7577,711,644,3789,3125,946,1084,1640,1497
orf19.7578,432,391,494,582,403,395,459,397
orf19.7579,940,886,946,864,1085,1076,645,639
orf19.758,222,280,325,388,219,220,219,242
orf19.7580,833,989,317,338,817,738,161,130
orf19.7581,1937,1882,2370,2267,1823,1798,1510,1980
orf19.7583,3666,3649,6412,6226,2480,2565,6219,7162
orf19.7585,20882,19913,39904,44446,4458,3187,46334,37402
orf19.7586,2726,3447,4605,3575,2702,2585,1835,2345
orf19.7588,36,54,51,68,73,69,31,27
orf19.7589,595,503,455,396,728,710,438,390
orf19.759,2241,2360,1886,1706,3844,3897,1190,1127
orf19.7590,3807,3512,7551,7323,4697,4848,6855,6720
orf19.7592,4937,4530,6450,5935,5483,6028,6781,8268
orf19.7593,328,315,353,369,479,545,243,341
orf19.7594,149,112,155,225,140,122,106,151
orf19.7595,313,345,312,338,313,346,185,195
orf19.7596,27,36,28,9,15,10,9,19
orf19.7597,0,1,3,6,1,2,4,4
orf19.7598,2337,1969,3332,2859,1650,1669,1744,2536
orf19.7599,74,119,372,410,145,220,160,302
orf19.76,168,171,411,450,133,140,213,336
orf19.760,234,170,851,929,196,196,626,553
orf19.7600,32866,26919,41486,36787,20401,21774,5137,6439
orf19.7601,164,122,859,868,163,155,159,191
orf19.7602,2608,2005,10948,9741,3324,2958,12367,13337
orf19.7603,982,794,1328,1211,880,801,907,1087
orf19.7604,518,764,1217,1064,1469,1466,981,1235
orf19.7605,5037,4412,7343,7119,2596,2400,4001,4910
orf19.7606,7,9,49,49,4,1,39,41
orf19.7608,108,33,553,391,5,3,2,65
orf19.7609,46,64,93,69,25,37,45,54
orf19.761,957,880,1440,1407,587,566,508,779
orf19.7610,1991,2741,3079,2818,4774,5224,1562,2138
orf19.7611,12731,10221,5583,6117,7745,8287,3163,3286
orf19.7612,15899,12728,10449,9999,12152,12973,7998,8946
orf19.7613,1796,1943,2237,1957,2350,2425,1035,1188
orf19.7614,115,120,241,260,88,80,136,108
orf19.7615,153,164,337,342,332,359,278,312
