,WTCA14,CA14 ^GDT1,CA14 ^PMR1,CA14 ^GDT1^PMR1
CAWG_06040,864,869,994,893
CAWG_06042,96,148,35,64
CAWG_06044,1068,1910,1843,1549
CAWG_06046,79,173,190,215
CAWG_06050,105,162,277,300
CAWG_06051,468,396,657,991
CAWG_06053,0,0,0,0
CAWG_06054,83,188,314,303
CAWG_06057,8,17,11,21
CAWG_06058,156,180,143,162
CAWG_06060,393,50,82,68
CAWG_06062,168,110,107,139
CAWG_06063,24,28,25,22
CAWG_06069,585,695,854,820
CAWG_06071,295,185,333,246
CAWG_06072,667,504,710,1183
CAWG_06073,0,0,0,0
CAWG_06074,1201,1010,839,944
CAWG_06077,65,69,27,52
CAWG_06080,107,73,39,48
CAWG_06088,947,1283,399,605
CAWG_06090,74,92,38,45
CAWG_06092,795,993,354,652
CAWG_06093,126,132,54,75
CAWG_06096,197,141,67,110
CAWG_06097,774,802,876,732
CAWG_06099,1209,1522,2906,2005
CAWG_06101,63,102,107,126
CAWG_06102,77,102,31,46
CAWG_06103,15,34,60,55
CAWG_06104,34,29,20,36
CAWG_06106,2484,3280,2535,3074
CAWG_06107,142,43,78,159
CAWG_06109,220,304,270,211
CAWG_06110,561,544,654,640
CAWG_06112,1047,1013,917,1022
CAWG_06113,541,543,779,769
CAWG_06115,536,916,916,819
CAWG_06117,1674,1077,893,1158
CAWG_06118,3728,2203,3325,2499
CAWG_06126,63,66,59,86
CAWG_06131,211,244,221,173
CAWG_06133,370,517,968,1081
CAWG_06135,625,375,566,382
CAWG_06136,1011,1183,1389,1383
CAWG_06137,417,418,517,541
CAWG_06139,88,62,15,19
CAWG_06140,212,286,174,194
CAWG_06142,318,264,366,267
CAWG_06144,282,293,392,375
CAWG_06145,1043,1082,1292,1653
Candidaalbicans_newGene_4,3270,2694,2837,2867
Candidaalbicans_newGene_6,107,88,78,90
Candidaalbicans_newGene_7,283,290,395,394
Candidaalbicans_newGene_9,133,153,110,127
Candidaalbicans_newGene_10,111,99,82,95
Candidaalbicans_newGene_16,18,25,18,12
Candidaalbicans_newGene_17,605,580,619,498
Candidaalbicans_newGene_103,1380,1992,1785,3488
Candidaalbicans_newGene_115,45,50,102,93
Candidaalbicans_newGene_119,1322,644,1166,2363
Candidaalbicans_newGene_152,55,55,48,71
Candidaalbicans_newGene_154,96,124,79,76
Candidaalbicans_newGene_169,509,427,555,459
Candidaalbicans_newGene_170,156,263,319,289
Candidaalbicans_newGene_190,426,417,318,207
Candidaalbicans_newGene_241,49,37,10,28
Candidaalbicans_newGene_243,45,54,56,37
Candidaalbicans_newGene_245,1878,2352,3591,1947
